wave,station,bbp,boat
394,StationOUT-F21,0.004004649,kildir
420,StationOUT-F21,0.003716913,kildir
470,StationOUT-F21,0.003408186,kildir
532,StationOUT-F21,0.003460267,kildir
620,StationOUT-F21,0.003447786,kildir
700,StationOUT-F21,0.003493037,kildir
