wave,station,bbp,boat
412,StationMAN-R06,0.017132894,saucier
440,StationMAN-R06,0.01294121,saucier
488,StationMAN-R06,0.01316475,saucier
510,StationMAN-R06,0.013117022,saucier
532,StationMAN-R06,0.011017909,saucier
595,StationMAN-R06,0.011645072,saucier
650,StationMAN-R06,0.008922801,saucier
676,StationMAN-R06,0.009307145,saucier
715,StationMAN-R06,0.009445554,saucier
