wave,station,at_w,boat
360,StationOUT-F21,4.220934576,kildir
361,StationOUT-F21,4.073470699,kildir
362,StationOUT-F21,4.153304891,kildir
363,StationOUT-F21,4.089654454,kildir
364,StationOUT-F21,4.013780573,kildir
365,StationOUT-F21,3.903662088,kildir
366,StationOUT-F21,3.97213998,kildir
367,StationOUT-F21,3.840269894,kildir
368,StationOUT-F21,3.803434062,kildir
369,StationOUT-F21,3.788682106,kildir
370,StationOUT-F21,3.669440554,kildir
371,StationOUT-F21,3.618591331,kildir
372,StationOUT-F21,3.527406055,kildir
373,StationOUT-F21,3.545697495,kildir
374,StationOUT-F21,3.474506878,kildir
375,StationOUT-F21,3.400070755,kildir
376,StationOUT-F21,3.328214835,kildir
377,StationOUT-F21,3.2663616,kildir
378,StationOUT-F21,3.168081845,kildir
379,StationOUT-F21,3.160917648,kildir
380,StationOUT-F21,3.105068962,kildir
381,StationOUT-F21,3.029069044,kildir
382,StationOUT-F21,2.996787908,kildir
383,StationOUT-F21,2.966263652,kildir
384,StationOUT-F21,2.876642525,kildir
385,StationOUT-F21,2.832215943,kildir
386,StationOUT-F21,2.79847878,kildir
387,StationOUT-F21,2.766174203,kildir
388,StationOUT-F21,2.713054864,kildir
389,StationOUT-F21,2.667725532,kildir
390,StationOUT-F21,2.600713816,kildir
391,StationOUT-F21,2.618631741,kildir
392,StationOUT-F21,2.53416695,kildir
393,StationOUT-F21,2.478185489,kildir
394,StationOUT-F21,2.460485501,kildir
395,StationOUT-F21,2.388785615,kildir
396,StationOUT-F21,2.363958691,kildir
397,StationOUT-F21,2.35605909,kildir
398,StationOUT-F21,2.309113891,kildir
399,StationOUT-F21,2.26273584,kildir
400,StationOUT-F21,2.238246854,kildir
401,StationOUT-F21,2.198192694,kildir
402,StationOUT-F21,2.163870379,kildir
403,StationOUT-F21,2.127168493,kildir
404,StationOUT-F21,2.109108997,kildir
405,StationOUT-F21,2.063572576,kildir
406,StationOUT-F21,2.045691259,kildir
407,StationOUT-F21,1.992767327,kildir
408,StationOUT-F21,1.958523858,kildir
409,StationOUT-F21,1.925712433,kildir
410,StationOUT-F21,1.90697072,kildir
411,StationOUT-F21,1.872222813,kildir
412,StationOUT-F21,1.832873027,kildir
413,StationOUT-F21,1.83291303,kildir
414,StationOUT-F21,1.794788658,kildir
415,StationOUT-F21,1.768570122,kildir
416,StationOUT-F21,1.729444333,kildir
417,StationOUT-F21,1.711992192,kildir
418,StationOUT-F21,1.679163501,kildir
419,StationOUT-F21,1.664617717,kildir
420,StationOUT-F21,1.623419403,kildir
421,StationOUT-F21,1.609309766,kildir
422,StationOUT-F21,1.587818551,kildir
423,StationOUT-F21,1.557802993,kildir
424,StationOUT-F21,1.528729291,kildir
425,StationOUT-F21,1.507121434,kildir
426,StationOUT-F21,1.489874106,kildir
427,StationOUT-F21,1.464099688,kildir
428,StationOUT-F21,1.441693679,kildir
429,StationOUT-F21,1.426919121,kildir
430,StationOUT-F21,1.408445761,kildir
431,StationOUT-F21,1.391563638,kildir
432,StationOUT-F21,1.359720366,kildir
433,StationOUT-F21,1.34372143,kildir
434,StationOUT-F21,1.31915462,kildir
435,StationOUT-F21,1.299796175,kildir
436,StationOUT-F21,1.282223975,kildir
437,StationOUT-F21,1.255914912,kildir
438,StationOUT-F21,1.239686547,kildir
439,StationOUT-F21,1.21627289,kildir
440,StationOUT-F21,1.20019637,kildir
441,StationOUT-F21,1.183909872,kildir
442,StationOUT-F21,1.151298884,kildir
443,StationOUT-F21,1.130506768,kildir
444,StationOUT-F21,1.118580509,kildir
445,StationOUT-F21,1.113154456,kildir
446,StationOUT-F21,1.096937792,kildir
447,StationOUT-F21,1.074797187,kildir
448,StationOUT-F21,1.057124426,kildir
449,StationOUT-F21,1.037300214,kildir
450,StationOUT-F21,1.033181121,kildir
451,StationOUT-F21,1.005882302,kildir
452,StationOUT-F21,0.990165356,kildir
453,StationOUT-F21,0.972583054,kildir
454,StationOUT-F21,0.96183337,kildir
455,StationOUT-F21,0.955284011,kildir
456,StationOUT-F21,0.936610141,kildir
457,StationOUT-F21,0.918178789,kildir
458,StationOUT-F21,0.900819724,kildir
459,StationOUT-F21,0.893524598,kildir
460,StationOUT-F21,0.878136567,kildir
461,StationOUT-F21,0.861581877,kildir
462,StationOUT-F21,0.84925849,kildir
463,StationOUT-F21,0.840830866,kildir
464,StationOUT-F21,0.824328459,kildir
465,StationOUT-F21,0.812265087,kildir
466,StationOUT-F21,0.807683667,kildir
467,StationOUT-F21,0.790047579,kildir
468,StationOUT-F21,0.778457762,kildir
469,StationOUT-F21,0.772138445,kildir
470,StationOUT-F21,0.752546968,kildir
471,StationOUT-F21,0.749393594,kildir
472,StationOUT-F21,0.731211944,kildir
473,StationOUT-F21,0.718954732,kildir
474,StationOUT-F21,0.704117164,kildir
475,StationOUT-F21,0.689120226,kildir
476,StationOUT-F21,0.686059264,kildir
477,StationOUT-F21,0.675211678,kildir
478,StationOUT-F21,0.664229638,kildir
479,StationOUT-F21,0.65413426,kildir
480,StationOUT-F21,0.637639715,kildir
481,StationOUT-F21,0.630241088,kildir
482,StationOUT-F21,0.620046923,kildir
483,StationOUT-F21,0.609244374,kildir
484,StationOUT-F21,0.60080594,kildir
485,StationOUT-F21,0.598639025,kildir
486,StationOUT-F21,0.579879603,kildir
487,StationOUT-F21,0.575479074,kildir
488,StationOUT-F21,0.565998776,kildir
489,StationOUT-F21,0.562651088,kildir
490,StationOUT-F21,0.55283341,kildir
491,StationOUT-F21,0.544535963,kildir
492,StationOUT-F21,0.534123466,kildir
493,StationOUT-F21,0.532157686,kildir
494,StationOUT-F21,0.527002336,kildir
495,StationOUT-F21,0.518408045,kildir
496,StationOUT-F21,0.5109088,kildir
497,StationOUT-F21,0.50527517,kildir
498,StationOUT-F21,0.497618787,kildir
499,StationOUT-F21,0.491464498,kildir
500,StationOUT-F21,0.490087574,kildir
501,StationOUT-F21,0.484050011,kildir
502,StationOUT-F21,0.479591532,kildir
503,StationOUT-F21,0.472829872,kildir
504,StationOUT-F21,0.465740348,kildir
505,StationOUT-F21,0.46300292,kildir
506,StationOUT-F21,0.456585871,kildir
507,StationOUT-F21,0.457419023,kildir
508,StationOUT-F21,0.452288922,kildir
509,StationOUT-F21,0.44753232,kildir
510,StationOUT-F21,0.441685322,kildir
511,StationOUT-F21,0.438789635,kildir
512,StationOUT-F21,0.443124518,kildir
513,StationOUT-F21,0.440099066,kildir
514,StationOUT-F21,0.429039722,kildir
515,StationOUT-F21,0.430280394,kildir
516,StationOUT-F21,0.420755031,kildir
517,StationOUT-F21,0.41877904,kildir
518,StationOUT-F21,0.41390581,kildir
519,StationOUT-F21,0.411989718,kildir
520,StationOUT-F21,0.405414086,kildir
521,StationOUT-F21,0.399266635,kildir
522,StationOUT-F21,0.394549854,kildir
523,StationOUT-F21,0.389098928,kildir
524,StationOUT-F21,0.382677751,kildir
525,StationOUT-F21,0.379094367,kildir
526,StationOUT-F21,0.372881081,kildir
527,StationOUT-F21,0.371114749,kildir
528,StationOUT-F21,0.3687748,kildir
529,StationOUT-F21,0.362262346,kildir
530,StationOUT-F21,0.360582767,kildir
531,StationOUT-F21,0.353782412,kildir
532,StationOUT-F21,0.352775221,kildir
533,StationOUT-F21,0.346929144,kildir
534,StationOUT-F21,0.344855395,kildir
535,StationOUT-F21,0.337982309,kildir
536,StationOUT-F21,0.338793967,kildir
537,StationOUT-F21,0.329609577,kildir
538,StationOUT-F21,0.328041404,kildir
539,StationOUT-F21,0.325699552,kildir
540,StationOUT-F21,0.320333316,kildir
541,StationOUT-F21,0.313578344,kildir
542,StationOUT-F21,0.311375105,kildir
543,StationOUT-F21,0.3117979,kildir
544,StationOUT-F21,0.304567801,kildir
545,StationOUT-F21,0.303601242,kildir
546,StationOUT-F21,0.298053022,kildir
547,StationOUT-F21,0.294571223,kildir
548,StationOUT-F21,0.294261584,kildir
549,StationOUT-F21,0.294731041,kildir
550,StationOUT-F21,0.291649047,kildir
551,StationOUT-F21,0.287252916,kildir
552,StationOUT-F21,0.279970216,kildir
553,StationOUT-F21,0.279092114,kildir
554,StationOUT-F21,0.276443878,kildir
555,StationOUT-F21,0.273145502,kildir
556,StationOUT-F21,0.267025832,kildir
557,StationOUT-F21,0.265835265,kildir
558,StationOUT-F21,0.262860564,kildir
559,StationOUT-F21,0.257410129,kildir
560,StationOUT-F21,0.257520317,kildir
561,StationOUT-F21,0.252581162,kildir
562,StationOUT-F21,0.244902875,kildir
563,StationOUT-F21,0.246363991,kildir
564,StationOUT-F21,0.247149309,kildir
565,StationOUT-F21,0.241418835,kildir
566,StationOUT-F21,0.236653986,kildir
567,StationOUT-F21,0.238664257,kildir
568,StationOUT-F21,0.237213118,kildir
569,StationOUT-F21,0.230865953,kildir
570,StationOUT-F21,0.2283957,kildir
571,StationOUT-F21,0.225175068,kildir
572,StationOUT-F21,0.226036531,kildir
573,StationOUT-F21,0.2311776,kildir
574,StationOUT-F21,0.224523983,kildir
575,StationOUT-F21,0.225053974,kildir
576,StationOUT-F21,0.225371664,kildir
577,StationOUT-F21,0.221626863,kildir
578,StationOUT-F21,0.221001882,kildir
579,StationOUT-F21,0.220459266,kildir
580,StationOUT-F21,0.220671729,kildir
581,StationOUT-F21,0.225227851,kildir
582,StationOUT-F21,0.223617315,kildir
583,StationOUT-F21,0.224673848,kildir
584,StationOUT-F21,0.231144301,kildir
585,StationOUT-F21,0.232441175,kildir
586,StationOUT-F21,0.233502011,kildir
587,StationOUT-F21,0.233290016,kildir
588,StationOUT-F21,0.240827559,kildir
