wave,station,bbp,boat
394,StationOUT-F23,0.004437314,kildir
420,StationOUT-F23,0.009003235,kildir
470,StationOUT-F23,0.004602295,kildir
532,StationOUT-F23,0.013688713,kildir
620,StationOUT-F23,0.009833576,kildir
700,StationOUT-F23,0.005919506,kildir
