wave,station,bbp,boat
394,StationOUT-R21,0.039915756,kildir
420,StationOUT-R21,0.034982201,kildir
470,StationOUT-R21,0.03095322,kildir
532,StationOUT-R21,0.029889214,kildir
620,StationOUT-R21,0.025408703,kildir
700,StationOUT-R21,0.02556696,kildir
