wave,station,bbp,boat
412,StationMAN-F03.5,0.014509558,saucier
440,StationMAN-F03.5,0.012445084,saucier
488,StationMAN-F03.5,0.012269472,saucier
510,StationMAN-F03.5,0.013047353,saucier
532,StationMAN-F03.5,0.011322054,saucier
595,StationMAN-F03.5,0.012052569,saucier
650,StationMAN-F03.5,0.009108199,saucier
676,StationMAN-F03.5,0.009380824,saucier
715,StationMAN-F03.5,0.009122509,saucier
