wave,station,at_w,boat
360,StationOUT-F50,3.757078011,kildir
361,StationOUT-F50,3.732853632,kildir
362,StationOUT-F50,3.765667095,kildir
363,StationOUT-F50,3.643528335,kildir
364,StationOUT-F50,3.589685883,kildir
365,StationOUT-F50,3.540309119,kildir
366,StationOUT-F50,3.569242264,kildir
367,StationOUT-F50,3.490934471,kildir
368,StationOUT-F50,3.429419287,kildir
369,StationOUT-F50,3.370911128,kildir
370,StationOUT-F50,3.33426052,kildir
371,StationOUT-F50,3.300553397,kildir
372,StationOUT-F50,3.217264291,kildir
373,StationOUT-F50,3.16823879,kildir
374,StationOUT-F50,3.162450051,kildir
375,StationOUT-F50,3.082806599,kildir
376,StationOUT-F50,3.016804563,kildir
377,StationOUT-F50,2.957790978,kildir
378,StationOUT-F50,2.94013714,kildir
379,StationOUT-F50,2.918088271,kildir
380,StationOUT-F50,2.828326895,kildir
381,StationOUT-F50,2.798354801,kildir
382,StationOUT-F50,2.782300725,kildir
383,StationOUT-F50,2.720184144,kildir
384,StationOUT-F50,2.708218984,kildir
385,StationOUT-F50,2.657815866,kildir
386,StationOUT-F50,2.599665802,kildir
387,StationOUT-F50,2.565637603,kildir
388,StationOUT-F50,2.521326445,kildir
389,StationOUT-F50,2.504767834,kildir
390,StationOUT-F50,2.441332756,kildir
391,StationOUT-F50,2.401696852,kildir
392,StationOUT-F50,2.372101052,kildir
393,StationOUT-F50,2.29782977,kildir
394,StationOUT-F50,2.304148497,kildir
395,StationOUT-F50,2.248699562,kildir
396,StationOUT-F50,2.205385355,kildir
397,StationOUT-F50,2.198608015,kildir
398,StationOUT-F50,2.154808695,kildir
399,StationOUT-F50,2.124461268,kildir
400,StationOUT-F50,2.11928759,kildir
401,StationOUT-F50,2.081737754,kildir
402,StationOUT-F50,2.036027553,kildir
403,StationOUT-F50,1.99586957,kildir
404,StationOUT-F50,2.003532361,kildir
405,StationOUT-F50,1.944025594,kildir
406,StationOUT-F50,1.929730498,kildir
407,StationOUT-F50,1.897020313,kildir
408,StationOUT-F50,1.864768839,kildir
409,StationOUT-F50,1.835215718,kildir
410,StationOUT-F50,1.798322837,kildir
411,StationOUT-F50,1.78051482,kildir
412,StationOUT-F50,1.76061846,kildir
413,StationOUT-F50,1.732927104,kildir
414,StationOUT-F50,1.71565635,kildir
415,StationOUT-F50,1.677473498,kildir
416,StationOUT-F50,1.660929767,kildir
417,StationOUT-F50,1.634012088,kildir
418,StationOUT-F50,1.610924261,kildir
419,StationOUT-F50,1.604171501,kildir
420,StationOUT-F50,1.550853946,kildir
421,StationOUT-F50,1.544579013,kildir
422,StationOUT-F50,1.515963007,kildir
423,StationOUT-F50,1.482109021,kildir
424,StationOUT-F50,1.461608372,kildir
425,StationOUT-F50,1.439118021,kildir
426,StationOUT-F50,1.435023307,kildir
427,StationOUT-F50,1.404811805,kildir
428,StationOUT-F50,1.39241183,kildir
429,StationOUT-F50,1.35315846,kildir
430,StationOUT-F50,1.337293101,kildir
431,StationOUT-F50,1.324007318,kildir
432,StationOUT-F50,1.308156381,kildir
433,StationOUT-F50,1.282722315,kildir
434,StationOUT-F50,1.263236581,kildir
435,StationOUT-F50,1.265225054,kildir
436,StationOUT-F50,1.208846954,kildir
437,StationOUT-F50,1.212123706,kildir
438,StationOUT-F50,1.193078637,kildir
439,StationOUT-F50,1.17276904,kildir
440,StationOUT-F50,1.159313298,kildir
441,StationOUT-F50,1.158389871,kildir
442,StationOUT-F50,1.119638705,kildir
443,StationOUT-F50,1.116049685,kildir
444,StationOUT-F50,1.107864049,kildir
445,StationOUT-F50,1.080128113,kildir
446,StationOUT-F50,1.079619172,kildir
447,StationOUT-F50,1.053205115,kildir
448,StationOUT-F50,1.041586532,kildir
449,StationOUT-F50,1.02190936,kildir
450,StationOUT-F50,1.012932887,kildir
451,StationOUT-F50,0.998648429,kildir
452,StationOUT-F50,0.98921631,kildir
453,StationOUT-F50,0.971191841,kildir
454,StationOUT-F50,0.957521599,kildir
455,StationOUT-F50,0.942363097,kildir
456,StationOUT-F50,0.930502287,kildir
457,StationOUT-F50,0.911491176,kildir
458,StationOUT-F50,0.904852143,kildir
459,StationOUT-F50,0.893787873,kildir
460,StationOUT-F50,0.873603805,kildir
461,StationOUT-F50,0.872062527,kildir
462,StationOUT-F50,0.859110167,kildir
463,StationOUT-F50,0.844059098,kildir
464,StationOUT-F50,0.839534452,kildir
465,StationOUT-F50,0.820579435,kildir
466,StationOUT-F50,0.820687237,kildir
467,StationOUT-F50,0.809291593,kildir
468,StationOUT-F50,0.792120294,kildir
469,StationOUT-F50,0.779852764,kildir
470,StationOUT-F50,0.771692292,kildir
471,StationOUT-F50,0.760918672,kildir
472,StationOUT-F50,0.756024736,kildir
473,StationOUT-F50,0.745544712,kildir
474,StationOUT-F50,0.722952138,kildir
475,StationOUT-F50,0.7122955,kildir
476,StationOUT-F50,0.710408379,kildir
477,StationOUT-F50,0.703162907,kildir
478,StationOUT-F50,0.691478889,kildir
479,StationOUT-F50,0.688346959,kildir
480,StationOUT-F50,0.68329899,kildir
481,StationOUT-F50,0.664693019,kildir
482,StationOUT-F50,0.661881991,kildir
483,StationOUT-F50,0.659317327,kildir
484,StationOUT-F50,0.651959908,kildir
485,StationOUT-F50,0.638994112,kildir
486,StationOUT-F50,0.636559429,kildir
487,StationOUT-F50,0.625863654,kildir
488,StationOUT-F50,0.623949521,kildir
489,StationOUT-F50,0.613134464,kildir
490,StationOUT-F50,0.603876634,kildir
491,StationOUT-F50,0.60684279,kildir
492,StationOUT-F50,0.591417724,kildir
493,StationOUT-F50,0.583324383,kildir
494,StationOUT-F50,0.584680604,kildir
495,StationOUT-F50,0.579097075,kildir
496,StationOUT-F50,0.569969259,kildir
497,StationOUT-F50,0.561668884,kildir
498,StationOUT-F50,0.550073198,kildir
499,StationOUT-F50,0.550973336,kildir
500,StationOUT-F50,0.545515557,kildir
501,StationOUT-F50,0.534532808,kildir
502,StationOUT-F50,0.530913767,kildir
503,StationOUT-F50,0.526293638,kildir
504,StationOUT-F50,0.518853228,kildir
505,StationOUT-F50,0.512239247,kildir
506,StationOUT-F50,0.507409518,kildir
507,StationOUT-F50,0.50288887,kildir
508,StationOUT-F50,0.498195272,kildir
509,StationOUT-F50,0.491841392,kildir
510,StationOUT-F50,0.487920212,kildir
511,StationOUT-F50,0.481428422,kildir
512,StationOUT-F50,0.476894208,kildir
513,StationOUT-F50,0.47246649,kildir
514,StationOUT-F50,0.467511472,kildir
515,StationOUT-F50,0.462680021,kildir
516,StationOUT-F50,0.45434816,kildir
517,StationOUT-F50,0.449804204,kildir
518,StationOUT-F50,0.446565467,kildir
519,StationOUT-F50,0.442013311,kildir
520,StationOUT-F50,0.434638055,kildir
521,StationOUT-F50,0.433028155,kildir
522,StationOUT-F50,0.425678161,kildir
523,StationOUT-F50,0.422947361,kildir
524,StationOUT-F50,0.415787849,kildir
525,StationOUT-F50,0.417281736,kildir
526,StationOUT-F50,0.406952657,kildir
527,StationOUT-F50,0.406000268,kildir
528,StationOUT-F50,0.401023184,kildir
529,StationOUT-F50,0.389771435,kildir
530,StationOUT-F50,0.398761773,kildir
531,StationOUT-F50,0.387151788,kildir
532,StationOUT-F50,0.386994047,kildir
533,StationOUT-F50,0.379144867,kildir
534,StationOUT-F50,0.378766754,kildir
535,StationOUT-F50,0.373384773,kildir
536,StationOUT-F50,0.370659301,kildir
537,StationOUT-F50,0.36912983,kildir
538,StationOUT-F50,0.365315775,kildir
539,StationOUT-F50,0.36062433,kildir
540,StationOUT-F50,0.355592891,kildir
541,StationOUT-F50,0.35515095,kildir
542,StationOUT-F50,0.344410395,kildir
543,StationOUT-F50,0.344237014,kildir
544,StationOUT-F50,0.341988954,kildir
545,StationOUT-F50,0.337527543,kildir
546,StationOUT-F50,0.334701412,kildir
547,StationOUT-F50,0.329823408,kildir
548,StationOUT-F50,0.325672255,kildir
549,StationOUT-F50,0.324260304,kildir
550,StationOUT-F50,0.321049139,kildir
551,StationOUT-F50,0.316916633,kildir
552,StationOUT-F50,0.309860846,kildir
553,StationOUT-F50,0.312982094,kildir
554,StationOUT-F50,0.307626931,kildir
555,StationOUT-F50,0.304066446,kildir
556,StationOUT-F50,0.300925009,kildir
557,StationOUT-F50,0.294732052,kildir
558,StationOUT-F50,0.299545973,kildir
559,StationOUT-F50,0.292038789,kildir
560,StationOUT-F50,0.287262907,kildir
561,StationOUT-F50,0.288401667,kildir
562,StationOUT-F50,0.282577241,kildir
563,StationOUT-F50,0.27962328,kildir
564,StationOUT-F50,0.273773656,kildir
565,StationOUT-F50,0.274785716,kildir
566,StationOUT-F50,0.267841985,kildir
567,StationOUT-F50,0.268240196,kildir
568,StationOUT-F50,0.260088569,kildir
569,StationOUT-F50,0.264339545,kildir
570,StationOUT-F50,0.259932775,kildir
571,StationOUT-F50,0.258880626,kildir
572,StationOUT-F50,0.259648801,kildir
573,StationOUT-F50,0.253607329,kildir
574,StationOUT-F50,0.252899394,kildir
575,StationOUT-F50,0.24902659,kildir
576,StationOUT-F50,0.245408582,kildir
577,StationOUT-F50,0.244174733,kildir
578,StationOUT-F50,0.241873719,kildir
579,StationOUT-F50,0.240841751,kildir
580,StationOUT-F50,0.233522345,kildir
581,StationOUT-F50,0.234803269,kildir
582,StationOUT-F50,0.231306462,kildir
583,StationOUT-F50,0.233868387,kildir
584,StationOUT-F50,0.230709867,kildir
585,StationOUT-F50,0.228802801,kildir
586,StationOUT-F50,0.222364293,kildir
587,StationOUT-F50,0.222698407,kildir
588,StationOUT-F50,0.21986229,kildir
589,StationOUT-F50,0.218391219,kildir
590,StationOUT-F50,0.218092354,kildir
591,StationOUT-F50,0.214797225,kildir
592,StationOUT-F50,0.211225378,kildir
593,StationOUT-F50,0.212377977,kildir
594,StationOUT-F50,0.211185545,kildir
595,StationOUT-F50,0.208909775,kildir
596,StationOUT-F50,0.202051256,kildir
597,StationOUT-F50,0.203120309,kildir
598,StationOUT-F50,0.200783182,kildir
599,StationOUT-F50,0.198430566,kildir
600,StationOUT-F50,0.196014976,kildir
601,StationOUT-F50,0.197513271,kildir
602,StationOUT-F50,0.187892201,kildir
603,StationOUT-F50,0.192881888,kildir
604,StationOUT-F50,0.190176318,kildir
605,StationOUT-F50,0.196152346,kildir
606,StationOUT-F50,0.186941221,kildir
607,StationOUT-F50,0.184875763,kildir
608,StationOUT-F50,0.186033143,kildir
609,StationOUT-F50,0.18259856,kildir
610,StationOUT-F50,0.182696476,kildir
611,StationOUT-F50,0.180753168,kildir
612,StationOUT-F50,0.179104636,kildir
613,StationOUT-F50,0.1851333,kildir
