chl,adg443,bbp555,H,fa1,fa2,fa3,sigma_pop,sd_chl,sd_adg443,sd_bbp555,sd_H,sd_fa1,sd_fa2,sd_fa3,sd_sigma_pop
15.4466621492752,2.39079927311618,0.0032514034609711,0.377856942670223,0.14650796590801,0.00761357267876038,0.000104666636124149,8.29698871674668,4.38087415235354,0.0736678158796221,0.00264779047580652,0.140336825089024,0.0521494610898622,0.0349407303635311,0.00877400333865664,0.563778169669283
17.074672555218,2.41925503479807,0.00685101735188007,0.571096293590796,0.0760209595695772,0.0847910430661623,0.00123010074251106,8.45869904009023,3.15100627662205,0.0462704074566036,0.00150349258456009,0.372889177691835,0.138620394567938,0.0429421999322435,0.0220593716226437,0.54775364252226
18.3540031318053,2.47740558611902,0.0089435284079973,0.554069967088555,0.0589704661856865,0.0712307628143053,0.0128686665245265,8.47152812308416,1.73798348013213,0.0430570587175776,0.000516807214432878,0.431298245145997,0.100844267347173,0.0498251965276171,0.0158518906780736,0.694464807374783
16.7583659659103,2.42338260526766,0.00479398009640499,0.476453317809595,0.117129364916542,0.0286382457731384,0.00447159843344992,7.32348015050771,3.95057075185988,0.0775916091345923,0.00180583123787877,0.646417290766158,0.0935658267452296,0.100605931454573,0.0724197320693485,0.780123272670726
19.9023014699616,2.43106306536693,0.00733394435721015,0.561655423285154,0.0773754898540234,0.0546634467210634,0.0147802354157155,9.26845222160698,3.64716904889408,0.0551355048805029,0.00141218077142962,0.251992030737694,0.0484103681300091,0.0560019343701689,0.00988140672980806,0.610854828416513
18.6908853560796,2.43415134047346,0.0030228810994756,0.477702952533565,0.143399106715297,0.0387238235638681,0.00527273691673372,8.82393449493495,3.34008121192288,0.0567233063198469,0.00231232610120724,0.0932545821086636,0.057385529674292,0.0461697473820639,0.0091319589858565,0.416573492001832
19.2669568638116,2.471768459305,0.00884977993188906,0.455818454557496,0.152707593583774,0.00514525657492155,0.00717813167309887,8.74592693858244,2.55446288838633,0.0883985694038504,0.0025515981530061,0.103981824535133,0.0472262557853877,0.0366905821058132,0.00900562497682549,0.593836782713898
14.7332107330883,2.47131231403405,0.00461343797509158,0.403227766955966,0.0406975781884608,0.00233776334970093,0.0017753216138949,5.76624660964336,4.22770147557114,0.0346615769994882,0.00145910114605813,1.34980923355796,0.0631209472862442,0.0864941109701504,0.0522859149069614,0.361044926356386
1.22072474422486,2.35141460938811,0.00189060231736317,0.388349930935954,0.0148898020946507,0.0138260635266826,0.00719645802056384,4.9554293763275,4.62544478898719,0.0467003298682174,0.00132277193943632,1.386677907853,0.0402581626724556,0.0517130353409757,0.0546808299709331,0.384557168944256
11.0367931591221,2.48959790795842,0.00338000016125105,0.355010388654255,0.0156458636588878,0.0265811964080757,0.00303180112463688,5.68117457463373,2.99855375603739,0.0324031466899282,0.00102568222270084,1.14047502675749,0.0887724446633723,0.0754684668410776,0.085779659359092,0.501664491456744
