chl,adg443,bbp555,H,fa1,fa2,fa3,sigma_pop,sd_chl,sd_adg443,sd_bbp555,sd_H,sd_fa1,sd_fa2,sd_fa3,sd_sigma_pop
13.0732574425666,1.4323373577715,0.00613840092960719,5.62207250197886,0.201635660424634,0.276351555042023,0.54255397841214,1.89251322621716,5.21147911081975,0.415311947459678,0.00142108441766932,1.34219879746613,0.288364236775731,0.294389202187002,0.287827288423499,1.36586782559677
7.2963948947337,0.985410863074571,0.00536645949886847,9.1998932002704,0.876524880221595,0.0786400723183079,0.727481221532328,3.0836243011019,5.23518448443592,0.405500665360063,0.00141551431647094,1.43222112160751,0.282980823934056,0.284587327215775,0.292204771075932,1.26373737315172
19.2131763778222,0.35862524959612,0.00416774267297232,9.41854103066472,0.195158576957218,0.571999853604767,0.570313658021054,2.07333716381891,5.30324003192892,0.376422768645615,0.00138907944937898,1.34114123352241,0.281760706082961,0.274263631927101,0.290022265103314,1.13269948805199
3.05932112145466,1.26957228441334,0.00575158873194125,8.80494484840209,0.332561286975936,0.185309497249144,0.279418841292689,1.68891250479896,5.32219358290982,0.384870106752822,0.00143658119906468,1.32390862476938,0.27702463194605,0.29119675215526,0.282145470666829,1.24794359631996
8.37600090655476,1.00600727829952,0.00577039490086431,9.2570861400481,0.327936881475264,0.446573440948167,0.481251316670938,1.64716351122828,5.44364893374856,0.367409776207977,0.00134509519581145,1.32427769653706,0.281830775116063,0.272120370032932,0.277411339062736,1.19138930935061
6.31497019130694,0.950962987593401,0.00538494104475287,8.1696120934703,0.0849930603111936,0.583677366462333,0.753107122950423,2.11981950751602,5.41347472498564,0.373791940580376,0.00138280187894074,1.42618194828302,0.286356030955474,0.293567091252288,0.29053384653774,1.52870804241002
4.31156437257681,1.19539232162904,0.00854486799890884,6.91809410338281,0.766743551825488,0.129527834288956,0.954739514543838,3.11578193412503,5.44991186731325,0.307202826967132,0.00131425669004265,1.36219621689631,0.277162631779922,0.28127812929017,0.283879506073397,1.75599030689193
7.89743681923527,1.37207788092387,0.00619868389356249,7.37286253760558,0.369441784570752,0.206725017830402,0.834526662092456,2.13198597940873,5.36717508998488,0.437125812177989,0.00149014476056713,1.36970459811522,0.296684814470246,0.289965908117588,0.275877848705599,1.29463556761795
2.04350356979607,1.13391434521299,0.00604162419675354,8.6269471504366,0.57018393265652,0.710457593901446,0.0810144834920929,1.95971304597567,5.38584927237122,0.341360286016326,0.00133005086864217,1.48665912589834,0.291280294982777,0.282580617401639,0.288965709989193,1.22428194965577
11.9077866522252,1.06913468648775,0.00658290544871918,5.15838852174057,0.236862707173741,0.608652670434392,0.667679775345041,3.12878155848868,5.63243764871547,0.349223208777248,0.00138038525213664,1.46982524014392,0.279451335903443,0.281988532390567,0.288440712217942,1.75085813997118
13.889114251389,0.919665652791533,0.00719224000499965,6.66260322213382,0.889523718850648,0.154590309599673,0.318428501675928,2.71629429084774,5.42955995952962,0.342800333647892,0.00138778650778194,1.36295382437328,0.280016969323428,0.266701862126818,0.279671265680608,1.24702325949813
4.04089388066631,1.14165795832962,0.00933727543630665,6.12757038642302,0.950770659431825,0.941636678362456,0.0368398139483833,3.04062819629215,4.80255975963088,0.328066638034841,0.00136851315153025,1.3405360267143,0.27732563318071,0.288981959169617,0.284438309926045,1.78441809480418
16.2825975464217,1.38497647102736,0.00943558264969504,6.20935200436853,0.512470335355206,0.00750317787432152,0.556521082227076,2.71350633889788,5.46522933487663,0.362950796096655,0.00143930817199559,1.47340563376554,0.290482041803799,0.272512989711726,0.29144306011203,1.39279898507052
8.65433908400635,1.4842533952029,0.00870539041940509,5.48553610056885,0.906264394467305,0.896505975761321,0.905423681035213,3.62989196075873,4.82694738194021,0.340709461299758,0.00147471069880802,1.41360657833388,0.281732541030359,0.274307781040734,0.281086180314415,1.58349599305861
5.24266166823021,1.28528519480998,0.00677523525556963,8.17201167959669,0.296364924573214,0.424425709743725,0.918955264211589,1.89757785020123,5.53031843666019,0.380271753879607,0.00144473471353424,1.50734908899822,0.282541713793966,0.290149275191879,0.2827139069039,1.30152837352634
1.11227640734815,1.58019944356745,0.00987009619216633,6.01595115975049,0.750594309520648,0.207019292271956,0.084209192427481,7.25578152860688,5.49975351917579,0.494724255731678,0.00131972092601719,1.79442393511136,0.285983323446867,0.281022750602112,0.271863606537113,0.944894185540599
15.4565793234019,0.921629648438782,0.00605277199952878,9.43448578685509,0.0757141750324825,0.208079952041497,0.0193928862804978,2.93755841553011,5.54854611371386,0.381582961695379,0.00157062116976743,1.39035175414323,0.287762479653646,0.270962039046814,0.279285605274988,1.6132882812086
14.6540062481615,0.831539091945833,0.00570882736760129,8.66279040630794,0.889946198354444,0.811309501431598,0.90957114552461,1.93679123697166,5.38847216412186,0.390872431610187,0.00134855725759658,1.41907396969618,0.289735607080043,0.278358211538274,0.286845197329363,1.38433938223345
