,chl,adg443,bbp555,H,fa1,fa2,fa3,sigma_pop,sd_chl,sd_adg443,sd_bbp555,sd_H,sd_fa1,sd_fa2,sd_fa3,sd_sigma_pop
1,19.95391134595,1.43471627654279,0.00996721976979727,1.46628961030514,0.44442889107945,0.291644269170507,0.255495523382142,9.99318258358495,14.9074685513492,0.303930239116038,0.0084520543564929,0.24741347987857,4.46994983673665,3.21000942423115,0.497270846309291,NA
2,2.82620418564351,1.82140083691331,0.00479230933594157,2.22247975667994,0.428944236427885,0.327045059720128,0.166160996211526,9.78961586974151,NA,NA,0.00376191685276498,NA,NA,NA,NA,NA
3,4.55000465319721,0.705653131239555,0.003187434489734,2.3389304111799,0.420418662330715,0.309953760320868,0.254197991114232,9.98682932801587,8.31582830738208,0.172709982229524,0.00562207826334156,0.430028829237246,4.75611373552842,3.44638656808385,0.502465505832089,NA
4,18.9972848103055,0.730622377457982,0.0075173734344347,2.4289349073763,0.491893703789764,0.386440111757665,0.116972210173555,9.89474149859969,17.1853589438817,0.310243208078146,0.00525747890731713,0.668020263660902,7.87780072151837,5.75080283038634,0.797325135443455,NA
5,14.8119082661974,0.26349102967768,0.00674323776656584,2.80545973347365,0.661690802664459,0.514392175668605,0,9.074247984269,NA,NA,NA,NA,NA,NA,NA,NA
6,23.5582231192403,0.873690115942957,0.00894012253499724,1.20507158571519,0.47227008096383,0.256142614429424,0.261022630035276,9.98317225955555,13.6715282620704,0.213321869920817,0.0125215564757687,0.184929509286477,3.36800825980912,2.41897823448827,0.374675104740058,NA
7,10.6184221594157,1.58952906298351,0.002,1.67306486607774,0.437886379144483,0.284828266772076,0.260127082795972,9.95833702169665,12.3366366419643,0.293456722976084,0.00739233686133414,0.307526940522156,4.88291786563067,3.49585017071431,0.58671494588751,NA
8,7.97523776600957,1.60268915536527,0.00567234150524176,1.8495671747136,0.437377848682802,0.303040182259857,0.234542116761505,9.97373549618467,11.8380045446625,0.297730645758532,0.00675832570828063,0.385254645108025,5.87547480312714,4.21889877080208,0.687265143518898,NA
9,28.6276825465247,1.00879415894003,0.00379279376430752,1.76340157627871,0.451428498060296,0.304319073303935,0.237326738386508,9.97034439352564,19.4526169382146,0.370239959077586,0.00723687234678107,0.396457073988962,6.97655625994345,4.99275778802778,0.800035333796372,NA
10,13.2471752047667,2,0.01,2.8163311128246,0.469380503698169,0.357442855019324,0.487388278453365,9.61132027505709,45.809653592329,1.49586614850532,0.009607279793963,2.21317927984399,30.0456583090727,21.5954926119249,2.60582215854488,NA
