H_actual,H_predicted,H_sd,bottom_cover,H_est,p_bias,H_CI,pd
4.19428571428571,3.35076985811343,1.07461427906817,NA,3.50184797298952,33.4258940542858,1.81761204242293,above
3.99428571428571,4.0814614290897,0.931719316212713,NA,3.50213854217982,14.8479077145091,1.968469774031,above
4.09142857142857,3.18662922877037,0.81999138486596,NA,3.50199740857308,35.0954242277915,1.33217512777131,above
4.02,4.50678855320398,0.804472504052075,NA,3.50210118328391,6.57569334154279,0.371706163807423,above
4.1,3.94134834295011,0.907049912562203,NA,3.50198495560778,19.8912938424775,1.6751289764599,above
4.22,3.1279075912662,0.836843149657786,NA,3.50181061409358,38.2324725263388,1.71661610712979,above
2.544,4.07790135546992,0.562677585765741,NA,3.50424558390856,33.5790538348375,3.19166521570803,above
2.56,4.53505139261104,0.444166239447606,NA,3.50422233837334,47.6253708532239,1.83510325265193,above
2.96285714285714,4.81184540633335,0.527706436758667,NA,3.50363704900424,35.3379855526096,1.39935892784737,above
2.54,4.4580096390905,0.527222412500889,NA,3.50425139529237,46.2601587628117,0.418157206050483,above
2.532,3.73489755247626,0.602257917441583,NA,3.50426301805998,22.9231685254167,2.17168118705527,above
2.55714285714286,4.31241657489854,0.507491497229321,NA,3.50422648936177,40.5349908020939,1.81843780586688,above
2.52333333333333,4.05905284210194,0.528988769849377,NA,3.50427560939156,34.0506222622834,2.06443192199414,above
2.52,4.55413147241664,0.610745905119681,NA,3.5042804522114,50.5995857280633,0.341529177736088,above
2.52,4.79383452807667,0.663464049311181,NA,3.5042804522114,58.5262740766095,0.966631893091567,above
2.492,3.09743426432741,0.469187258125736,NA,3.50432113189805,24.2951149409074,0.343807638163631,below
2.492,3.09184068112304,0.422507395189816,NA,3.50432113189805,24.0706533355956,0.175917515708667,below
2.92333333333333,4.9152175021972,0.378864830032274,NA,3.5036944710109,40.1145240079021,1.07960199921231,above
2.51,4.62298240631906,0.44119098116864,NA,3.50429498067092,53.4854716573392,0.616277276831956,above
2.508,3.96881595670538,0.526126665194052,NA,3.50429788636282,31.8718752227996,2.15745483078546,above
2.50571428571429,4.76675989572482,0.483618944609865,NA,3.50430120715357,58.5296430543222,2.9642737798835,above
2.52,4.25298199663896,0.520559657434122,NA,3.5042804522114,40.6409390422937,0.260867397860328,above
2.54,4.81220340290163,0.500937896340918,NA,3.50425139529237,57.8806890715757,2.87012851011506,above
2.50571428571429,3.3486526602694,0.487093200260572,NA,3.50430120715357,11.36720173834,0.0475093505518723,above
2.512,3.48945488419872,0.517290697127993,NA,3.50429207497902,15.7595171244268,0.58805546620592,above
2.48,3.14127366267147,0.459754477124342,NA,3.50433856604947,26.6642605915916,0.714463015698154,below
2.455,3.18230363337776,0.441378002831113,NA,3.50437488719826,29.6254025815789,3.02713117435122,below
2.84285714285714,4.10773976917859,0.459389949597497,NA,3.50381139051844,20.4111322623539,3.20690297360163,above
2.46,3.43801271841503,0.500814186045169,NA,3.5043676229685,39.7566145697165,0.0940824686713845,below
2.508,4.21245633766571,0.535438369386868,NA,3.50429788636282,39.9673158448204,0.380553994264176,above
3.072,4.03994262319146,0.491301951416694,NA,3.50347848124609,9.59045744334469,0.523438053071368,above
2.496,3.34391371579169,0.516419222286834,NA,3.50431532051424,33.9709020749874,1.47964169713781,below
2.484,3.30682716554588,0.460118524842444,NA,3.50433275466566,33.1250871797857,0.158066304098487,below
2.45142857142857,3.00908527331391,0.512809929147604,NA,3.5043800759338,22.7482337598915,2.99440541222473,below
2.48,2.95009209656982,0.628033497492233,NA,3.50433856604947,18.9553264745897,3.09639892753745,below
2.37428571428571,2.09201269624468,0.583993718843001,NA,3.5044921526215,11.8887552724863,1.596911067241,below
2.33142857142857,2.45559524754639,0.523043998307951,NA,3.504554417448,5.32577654917127,0.417063705357706,below
2.244,2.18582266942935,0.62032032886346,NA,3.50468143769406,2.59257266357621,3.43214280772275,below
3.21714285714286,5.00179438014224,0.5195874052909,NA,3.50326761103367,29.560985276035,1.20579059560032,above
2.37428571428571,3.25322656845747,0.482751160363766,NA,3.5044921526215,37.0191695499534,1.79135077284852,below
3.56571428571429,4.60128828512712,0.448130938717765,NA,3.50276119044481,7.53545003969634,0.886200788799812,above
2.38,3.12936611288014,0.770376402298781,NA,3.50448385064464,31.4859711294175,1.71902854761949,below
3.06,5.0138829915372,0.567457813770933,NA,3.50349591539751,36.5436544536275,1.87051622395917,above
3.228,4.50312474610596,0.391441200792937,NA,3.50325183727763,16.2516714711369,1.44015706427652,above
2.512,4.15444420489848,0.489757002033986,NA,3.50429207497902,37.8199377951991,2.47258900055023,above
2.388,3.34207098064498,0.647223062600776,NA,3.50447222787702,39.9527211325368,0.744127486901405,below
2.724,4.74776497055414,0.531658976043247,NA,3.50398407163726,45.2448901907165,0.372059089720948,above
2.39333333333333,3.14928747867478,0.667520035140553,NA,3.50446447936528,31.5858277997819,1.56969787876861,below
3.244,4.87341098417256,0.453215060956977,NA,3.5032285917424,25.1903766998706,1.11863400966334,above
3.165,4.31353090061005,0.421424715261543,NA,3.50334336657258,13.5737467248564,2.67229533305003,above
3.132,5.00465087400986,0.376712475274027,NA,3.50339131048899,33.1590803003901,1.22867251806282,above
3.61714285714286,4.2821269392477,0.395082362066679,NA,3.50268647265301,1.34646993571001,0.833452288789178,above
2.82285714285714,3.97603892483391,0.477161633489568,NA,3.50384044743747,17.3763177877756,1.20587010571617,above
2.76,6.12207123124496,0.553555473463673,NA,3.503931769183,54.0191918200723,1.68964337145532,above
2.78857142857143,4.41380260750829,0.489106291345296,NA,3.50389025929867,31.9015465016993,3.01547187348017,above
2.74285714285714,5.03864406664866,0.64645409717683,NA,3.5039566751136,53.0838041082494,0.845236157630215,above
2.80285714285714,6.49368094345426,0.451567266401474,NA,3.5038695043565,51.0714808901004,2.79111782387376,above
2.856,5.00651009330366,0.461049177028507,NA,3.50379229597165,46.0816437121751,1.26125970844979,above
2.588,4.57242936022698,0.602634622417335,NA,3.50418165868669,47.2317542576951,1.64826674746234,above
3.416,4.89218272623967,0.421913182622365,NA,3.50297870223872,19.3448167017875,3.11692323857882,above
3.00285714285714,4.66545091871599,0.463250198047221,NA,3.50357893516617,29.4725516611638,1.31733925537096,above
3.04571428571429,4.61373355518517,0.388719594140131,NA,3.50351667033967,26.235674195967,1.25536250207364,above
3.14,5.03212325418412,0.422974058451333,NA,3.50337968772137,33.5489186354596,0.641502745031831,above
3.17714285714286,6.53419577987718,0.505655913991827,NA,3.50332572487174,34.4961283554318,0.776808408481998,above
3.15428571428571,4.52825783786507,0.413085455416678,NA,3.50335893277921,19.6324157044666,0.409009810663449,above
2.93428571428571,6.13455500031025,0.553532226615334,NA,3.50367855888857,45.0068682090478,0.724693695703586,above
2.664,4.9399839913302,0.48275703867605,NA,3.50407124239436,54.5290287578265,0.980457626885438,above
3.04857142857143,4.94864090768109,0.392048427114866,NA,3.50351251935124,35.2721272796298,2.82960347296722,above
2.98857142857143,5.02988400579676,0.440292447293136,NA,3.50359969010834,40.2532984407957,1.69584060617545,above
2.108,2.2187230233062,0.578000054965737,NA,3.50487902474349,5.25251533710636,3.2367242439037,below
2.512,4.29708087699795,0.525831379597748,NA,3.50429207497902,42.5517806859724,0.785660529965412,above
2.888,4.95649569007715,0.436429025963397,NA,3.50374580490119,43.0198433194006,0.909941242392007,above
2.13142857142857,2.78245015050596,0.609463734098703,NA,3.50484498663833,30.5439078655609,0.703871100188427,below
2.964,5.80461671243631,0.474460668738473,NA,3.50363538860887,42.9782592605392,3.29426068562826,above
2.416,3.23169981740074,0.592296694457546,NA,3.50443154819038,33.7624096606265,3.81067627384817,below
2.96285714285714,4.83096180300566,0.384518412090449,NA,3.50363704900424,35.8756534114417,3.50549311893629,above
2.536,4.67203973348733,0.618387040376931,NA,3.50425720667618,53.5239134295257,1.08124719905955,above
2.028,2.78668102491848,0.498788466150114,NA,3.50499525241962,37.4103069486427,2.17570344151649,below
2.256,2.39699036947075,0.533374313474573,NA,3.50466400354264,6.24957311483833,0.575876793629896,below
2.096,2.55831239182099,0.567631536004513,NA,3.50489645889491,22.0568889227572,2.62343344440002,below
3.184,4.85533538832296,0.406032539981272,NA,3.5033157624995,27.0764077764593,0.907055878177211,above
2.77142857142857,4.97115748938415,0.346147782923058,NA,3.50391516522927,49.4763849900733,0.139769813181525,above
2.336,2.48779238489258,0.702685966921542,NA,3.50454777586651,6.49796168204539,1.48060817114044,below
2.84,4.85475411372043,0.392963260976374,NA,3.50381554150687,42.4517052148013,0.609758915278008,above
2.45333333333333,2.92710871553167,0.519188057677189,NA,3.50437730860818,19.3114965569973,2.02949917972605,below
2.48285714285714,3.18827706800953,0.629517192408201,NA,3.50433441506104,28.4116195400847,0.288840052296335,below
2.484,2.33981944182232,0.536330040882686,NA,3.50433275466566,5.80437029700802,2.04959537461337,below
2.6,4.61467687099115,0.423983352464943,NA,3.50416422453527,47.906309967665,3.00593314176585,above
2.57333333333333,4.08816228696722,0.519928222762344,NA,3.50420296709398,32.3886750960888,2.85989298752414,above
2.62,4.94908876540095,0.443543945015691,NA,3.50413516761624,57.4137648028292,3.19777976716028,above
2.228,2.33298135025871,0.614422028110991,NA,3.50470468322929,4.7119097961717,0.488213956856806,below
2.53142857142857,3.96492763295356,0.546444712901236,NA,3.50426384825767,30.5233889704425,3.11887316281492,above
2.5,4.04535324421241,0.471052375203583,NA,3.50430950913044,34.8451081404138,0.613273560245656,above
2.428,3.39717735984997,0.660295614784577,NA,3.50441411403896,39.9166952162259,1.24309245154353,below
2.236,2.84752426438949,0.533499860640564,NA,3.50469306046167,27.3490279243957,3.54046977992647,below
2.388,3.1768432914367,0.446451342301814,NA,3.50447222787702,33.0336386698786,1.71822608796509,below
3.04,4.32094894761156,0.871540242014287,NA,3.50352497231654,18.4470654498783,0.456850521259608,above
2.524,4.06197079456669,0.486939771876771,NA,3.5042746408276,34.1115555522548,2.50600713138674,above
2.108,2.85987972588307,0.378584809049572,NA,3.50487902474349,35.667918685155,2.08358229188262,below
2.56,3.92788135362403,0.62381401505177,NA,3.50422233837334,27.8607211466157,3.20398410390126,above
2.584,4.66644342977058,0.490628627276479,NA,3.5041874700705,50.4915966773277,1.89127969055197,above
2.79,4.93992639213244,0.603037384825401,NA,3.50388818380445,47.5485780206823,3.10226036849209,above
3.31428571428571,4.96961355164236,0.571230030455163,NA,3.50312647742694,24.9543637266398,2.53295117474394,above
2.83428571428571,4.96884737484855,0.407450423749628,NA,3.50382384348374,46.0934628021668,3.09600280595152,above
2.79142857142857,4.8111317938733,0.387800940332502,NA,3.50388610831024,43.6281241773844,3.36953156932714,above
2.77142857142857,4.81790452688921,0.377287875464178,NA,3.50391516522927,44.8682632655689,1.74664883624024,above
2.80857142857143,5.82735749683522,0.361329920747128,NA,3.50386120237964,50.3150525028723,0.750304585304777,above
2.212,2.95221199495381,0.538311134338731,NA,3.50472792876451,33.4634717429389,3.1176047218041,below
2.82285714285714,3.22896368609711,0.535724910151243,NA,3.50384044743747,4.67802883485267,1.45908534738326,above
