0.5,0.545,0.591,0.636,0.682,0.727,0.773,0.818,0.864,0.909,0.955,1,1.05,1.09,1.14,1.18,1.23,1.27,1.32,1.36,1.41,1.45,1.5,1.55,1.59,1.64,1.68,1.73,1.77,1.82,1.86,1.91,1.95,2,2.05,2.09,2.14,2.18,2.23,2.27,2.32,2.36,2.41,2.45,2.5,2.55,2.59,2.64,2.68,2.73,2.77,2.82,2.86,2.91,2.95,3,3.05,3.09,3.14,3.18,3.23,3.27,3.32,3.36,3.41,3.45,3.5,3.55,3.59,3.64,3.68,3.73,3.77,3.82,3.86,3.91,3.95,4,4.05,4.09,4.14,4.18,4.23,4.27,4.32,4.36,4.41,4.45,4.5,4.55,4.59,4.64,4.68,4.73,4.77,4.82,4.86,4.91,4.95,5
0.5,5300334741320329,4239359764380537,3411087725146018,2753902586275292,2226772487076175,1800774962272512,1454715971875837,1172632232386916,942252441096197,753992472901181,600270314432824,475023515517380,373360549565267,291303723406311,225596362251907,173556112553617,132961942981444,101966154755206,79025205484154.9,62844854886936.9,52336328927990.4,46581041601113.7,44802020365101.2,46340624050733.9,50637469131826.3,57216724472593.1,65673118819470.4,75661145419728.2,86886055633671,99096316487383.2,112077271782158,125645797045259,139645778549589,153944278299543,168428272127406,183001868275638,197583930131338,212106039958746,226510751185362,240750085537003,254784238478083,268580462303469,282112101090946,295357755751975,308300560767348,320927556987275,333229147211784,345198623227545,356831754626504,368126431123070,379082351263463,389700751418612,399984169800065,409936240960657,419561516858348,428865311089044,437853563346251,446532721553612,454909639450265,462991487696694,470785676817150,478299790509385,485541528038434,492518654592309,499238958617551,505710215274244,511940155256116,517936438313748,523706630899513,529258187423397,534598434670424,539734558984431,544673595870258,549422421707903,553987747308688,558376113075529,562593885557594,566647255214478,570542235226881,574284661210102,577880191703650,581334309325321,584652322491371,587839367616138,590900411714859,593840255342586,596663535810268,599374730626218,601978161117581,604477996192049,606878256205077,609182816902258,611395413410472,613519644254859,615558975381770,617516744170571,619396163419560,621200325293435,622932205221598,624594665738262
0.596,5168441045402882,4111324131181041,3288958776520569,2638785069072281,2119198702533627,1700928020664432,1362565019712220,1088015162234178,864927099188672,683668832829913,536631038450828,417737340816260,322091169076171,245715780768922,185359554797927,138348021263389,102469982225937,75888896916882,57073250613674.4,44741362297428.3,37817293535863.2,35395375441094.4,36711484583145.7,41119646132771.9,48072872534178.2,57107392184849.9,67829608092276,79905267534572,93050431923690,107023919666354,121620959885446,136667845847517,152017417137596,167545231497881,183146312663138,198732380896772,214229489339100,229576002556328,244720864469903,259622111653890,274245595206076,288563880336390,302555297718921,316203124715813,329494877958136,342421701584889,354977837796897,367160168358481,378967817342193,390401806814018,401464758342098,412160634217002,422494513125288,432472395745109,442101036352778,451387797059479,460340521751498,468967427197073,477277009118011,485277961312701,492979106165934,500389335095853,507517557674259,514372658317484,520963459584764,527298691242304,533386964356746,539236749773560,544856360415924,550253936909492,555437436099445,560414622079526,565193059399438,569780108157827,574182920723906,578408439862196,582463398062420,586354317900853,590087513280697,593669091417803,597104955454529,600400807599063,603562152700289,606594302179565,609502378250693,612291318368124,614965879851143,617530644638598,619990024134734,622348264111974,624609449641173,626777510023975,628856223705521,630849223148964,632759999656054,634591908120510,636348171703118,638031886419349,639646025632009,641193444442878
0.692,5044364980804177,3991699093797928,3175526571389424,2532437345559192,2020325281917231,1609619504107125,1278732004035040,1011459437080629,795384965264278,620838050532728,480188017761820,367348397046397,277420079512255,206428966566262,151129687520550,108856548253329,77408885370578.3,54961891941060.2,39996568351057.4,31244212147208.4,27642082545661.6,28297738444241.9,32460168225534.8,39496280490123.6,48871657171899,60134718233010.8,72903633747722,86855461069005.7,101717093574465,117257691578397,133282331458550,149626660348283,166152384201736,182743449130480,199302801505011,215749632834020,232017031965652,248049980534989,263803638459189,279241875161320,294336009481713,309063727223271,323408150221065,337357034922892,350902081872567,364038340327197,376763694614525,389078420828365,400984804135369,412486808378990,423589790860552,434300256189011,444625643950111,454574145676730,464154547225618,473376093198381,482248370500468,490781208522879,498984593767075,506868597022454,514443311454680,521718800177882,528705052069356,535411944745960,541849213760485,548026427196960,553952964948609,559638002053252,565090495540229,570319174311922,575332531643179,580138819934456,584746047400372,589161976415451,593394123273922,597449759151116,601335912080888,605059369787051,608626683227439,612044170727353,615317922595001,618453806125522,621457470912384,624334354395750,627089687586790,629728500915232,632255630154744,634675722387067,636993241971509,639212476491252,641337542652310,643372392114698,645320817238751,647186456732359,648972801187499,650683198496588,652320859141173,653888861347101,655390156101833,656827572030771
0.788,4927386018466840,3879618481818288,3069824264276367,2433830576469421,1929091678963919,1525779331837555,1202152675904270,941916760820532,732600008765765,564500036887412,429969030170690,322913140056245,238432548800382,172557107174692,122048688343643,84251175365520.7,56975114835633.8,38408018372572.3,27043913627931.9,21627525502999.7,21109701063426.2,24611561480863.5,31395487995770.8,40841502522534.6,52427937742937.4,65715540654857.4,80334341181879.2,95972760125259.8,112368540166535,129301168220209,146585523304713,164066535735509,181614684175853,199122189398881,216499789397875,233674001157389,250584791058937,267183589382640,283431595332817,299298327969160,314760385764308,329800383546950,344406040575400,358569397617348,372286144344966,385555041217174,398377422414616,410756768400146,422698338365262,434208854245415,445296229189035,455969334383013,466237799001236,476111838777485,485602109330158,494719580900754,503475431625318,511880956849695,519947492335615,527686349493487,535108761026479,542225835584742,549048520213616,555587569539519,561853520775456,567856673747901,573607075250642,579114507121282,584388477514447,589438214913780,594272664484085,598900486416563,603330055965058,607569464910462,611626524224605,615508767734890,619223456616974,622777584565637,626177883513897,629430829787848,632542650599968,635519330796932,638366619789672,641090038603572,643694886995657,646186250593380,648569008016461,650847837949172,653027226135657,655111472275410,657104696799994,659010847515506,660833706098321,662576894434202,664243880793154,665837985834326,667362388436956,668820131354813,670214126692801,671547161205495
0.884,4816865537600742,3774330690716960,2971026842239289,2342098426142431,1844614028090535,1448522620309464,1131951963156365,878528590621192,675734123704374,513839199529391,385181935098151,283663145970439,204383761122712,143378697481713,97417985383214.9,63855866110809.3,40514781016134.4,25595166215155.8,17604612013566.3,15301739620453.3,17651389073211.2,23788587456225.9,32989393643929,44647171825437.2,58253182025763.3,73380626260905.7,89671477610519.5,106825562965229,124591480273674,142759016226451,161152796609003,179626953541349,198060634842778,216354213315941,234426079724775,252209924079169,269652426634657,286711293614163,303353583716975,319554280509326,335295073192271,350563314331920,365351128164759,379654647255794,393473358748555,406809544331268,419667800455508,432054627365540,443978077195853,455447452826116,466473050391864,477065939372615,487237775047141,497000638843365,506366902738546,515349114401369,523959900225502,532211883796172,540117617667396,547689526615995,554939860786556,561880657355072,568523709522993,574880541812295,580962390769336,586780190303972,592344560993060,597665802766531,602753890471336,607618471875563,612268867733168,616714073580320,620962762978284,625023291956035,628903704439011,632611738479471,636154833129068,639540135816313,642774510110698,645864543771981,648816556997654,651636610794302,654330515409595,656903838771258,659361914887751,661709852172645,663952541661036,666094665091798,668140702834282,670094941642171,671961482220789,673744246597260,675446985285534,677073284240658,678626571598548,680110124199279,681527073893270,682880413631007,684173003337932,685407575577008
0.98,4712237143485863,3675181800952239,2878427174672369,2256506852966718,1766149873161103,1377110673071724,1067402482168812,820583261754727,624093744366934,468181212950035,345172070539750,248963450062090,174658290550885,118297611895395,76660494348449,47112325777640.3,27488144350715.6,16001934383382.4,11175397914788.2,11781529365368.5,16799568941811.9,25378790108805.4,36809206678009.8,50497743316179.6,65948750904929.6,82747999903451.3,100549474538253,119064434941565,138052325096213,157313190101674,176681333017017,196019993888299,215216874889075,234180368306437,252836370288499,271125584275221,289001234967479,306427127401173,323375996844122,339828104338810,355770040177581,371193703737044,386095433167512,400475262631778,414336288275977,427684127022321,440526454702869,452872612089183,464733269082845,476120138771882,487045734273639,497523162312776,507565948354525,517187888853434,526402926807557,535225047344735,543668190525852,551746178941754,559472658016039,566861047213656,573924500602306,580675875426049,587127707533325,593292192659156,599181172697134,604806126214151,610178162562145,615308019028856,620206060545395,624882281534172,629346309537642,633607410317696,637674494158330,641556123141380,645260519197354,648795572761383,652168851888618,655387611704512,658458804083729,661389087467356,664184836741870,666852153115327,669396873936566,671824582412296,674140617184644,676350081738555,678457853614194,680468593404570,682386753522906,684216586727982,685962154398915,687627334553510,689215829606682,690731173867408,692176740774348,693555749871655,694871273527714,696126243400477,697323456653891,698465581930567
1.08,4612997904839976,3581601194452310,2791416358470664,2176430019052564,1693070696777281,1310921195008925,1007893383639740,767484233778315,577098072789121,426961637957689,309391535143229,218282654523500,148741119557782,96815064906797.2,59293517408815.9,33553813440384.3,17444303410904.9,9193152286657.98,7336725617290.61,10662864690524.5,18165608704988.1,29008805546422.9,42496685883165.5,58049935722058.6,75186141877535.7,93503737852983.3,112668768369183,132403935930765,152479504255114,172705719613589,192926478340219,213014021494918,232864479300302,252394121029719,271536192416222,290238243828929,308459869536002,326170792199511,343349237991638,359980556902922,376056050338518,391571974288674,406528691469105,420929950057985,434782270170774,448094422141805,460876983127326,473141960593102,484902472969664,496172479205794,506966550171860,517299675896683,527187103495735,536644201390253,545686346047377,554328828008361,562586774429817,570475085754056,578008384459173,585200974125989,592066807304713,598619460875082,604872117775042,610837554128986,616528130940841,621955789633068,627132050812404,632068015729370,636774369972951,641261389006134,645538945203579,649616516100757,653503193605443,657207693958473,660738368261743,664103213418426,667309883353646,670365700404046,673277666782116,676052476036222,678696524440314,681215922258533,683616504839649,685903843504592,688083256197586,690159817877524,692138370631545,694023533497332,695819711984476,697531107288597,699161725194668,700715384668381,702195726136356,703606219457672,704950171590547,706230733959170,707450909526562,708613559580100,709721410236946,710777058677016
1.17,4518700548487709,3493089358698769,2709467594503194,2101331032973109,1624840423377941,1249425391961000,952906744969889,718726307249831,534255496447450,389702787978888,277376651887746,191171067312393,126196482736768,78509158695853.8,44908975463043.4,22786029920007.6,10002705355632.5,4801978767173.77,5735423864779.36,11606190225063.4,21423498700766.1,34366080720367.8,49752625094158.9,67017758562667.1,85692427360031.7,105387801486455,125782015225355,146609203491021,167650405751447,188725996086210,209689365624825,230421636734246,250827230275347,270830140566884,290370799299717,309403430993575,327893819802132,345817421412570,363157765122877,379905100436518,396055250100203,411608637749548,426569463476154,440945004891930,454745024805706,467981269574451,480667044652239,492816855920182,504446107109293,515570845082170,526207545965015,536372936156614,546083843116942,555357071580717,564209301471960,572657004332135,580716375531499,588403279923207,595733208932849,602721247360954,609382048419998,615729815736558,621778291228697,627540747922783,633029986906410,638258337728004,643237661651817,647979357261418,652494367977614,656793191119438,660885888190949,664782096123240,668491039241286,672021541759989,675382040643696,678580598689316,681624917715391,684522351758669,687279920196243,689904320725530,692401942146583,694778876901716,697040933336426,699193647653288,701242295537093,703191903435092,705047259480994,706812924055396,708493239978752,710092342335829,711614167933037,713062464391964,714440798884145,715752566513378,717000998353033,718189169146619,719320004680570,720396288838688,721420670348080,722395669226638
1.27,4428946574890293,3409207572433617,2632122950316951,2030746506908371,1560998508061202,1192170234734437,901999513023792,673877606586553,495145850477578,355996415442800,248731155760197,167244422814514,106652123549883,63019662377216.5,33158687575794.5,14472871450228.6,4839347256258.79,2516525610076.79,6071718032272.63,14323824877067.6,26297609691912.8,41186973357109.1,58325280220941.9,77161253317773.4,97239298578874.3,118183373795658,139683711085430,161485848587461,183381540026586,205201198204925,226807596661315,248090607261736,268962793760376,289355714953611,309216817867699,328506822944226,347197520541568,365269912124850,382712640945843,399520666344592,415694143449988,431237476343014,446158517932798,460467894087687,474178433126128,487304684737436,499862514877247,511868765252900,523340967750304,534297105613246,544755414415223,554734216901220,564251786653940,573326236281800,581975426456261,590216892661524,598067786975280,605544832587409,612664289094742,619441926892867,625893009227814,632032280677435,637873961009619,643431743516469,648718797053954,653747771128507,658530803468159,663079529598433,667405094014186,671518162599684,675428936001668,679147163705304,682682158601757,686042811869476,689237608019974,692274639983533,695161624131390,697905915149146,700514520691662,702994115763031,705351056776605,707591395259731,709720891176183,711745025846234,713669014450317,715497818107229,717236155522065,718888514202612,720459161245886,721952153698916,723371348499907,724720412007502,726002829127211,727221912045038,728380808579197,729482510161328,730529859459096,731525557652287,732472171374703,733372139334176
