X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
0.4,0.217086172594365,0.001,8.50344424949192,0,0,0,4.00316559345162,NA,0.0313990277317385,0.000162012082712882,NA,0.294778230360484,0.21559122404753,0.0118101765557607,0.209170065302703
0.4,0.225442163858275,0.001,8.40775936625536,0,0,0,3.93204771218134,NA,0.0330987149661311,0.000171952240166464,NA,0.290714526681355,0.212745094755433,0.0117351081167854,0.20586042853526
0.4,0.224806146291456,0.001,8.2835055045326,0,0,0,3.92657308206886,NA,0.0328995673894462,0.000169052468338707,NA,0.279981576703795,0.205209505673656,0.0110860751234108,0.205785948679369
0.4,0.21819716012334,0.001,8.58597647148611,0,0,0,4.03107349707062,NA,0.0319431880759018,0.000167338417219208,NA,0.298486962243133,0.218791829106841,0.0116655651929552,0.210766220760467
0.4,0.209533121074585,0.001,9.67002057905035,0,0,0,4.16512167495316,NA,0.0303799221108595,0.000165184222975908,NA,0.40151295199911,0.290430039972949,0.0176619062386336,0.215077085869579
0.4,0.220717922292737,0.001,8.61939971399908,0,0,0,3.99331708655107,NA,0.0322699391997386,0.000169536538778796,NA,0.303266636658283,0.221911968921243,0.0121407087429488,0.20871083348829
0.4,0.16,0.00167732517292597,10,0,0.0804822167410751,0,7.65689838638728,0.0754085557408434,0.0403999408299272,0.000578065335427017,NA,0.93184233575083,0.66964269170184,0.0597945172252978,0.399388081459405
0.4,0.2090159886859,0.001,10,0,0,0,4.22288227523375,NA,0.0305463801445598,0.00017239505211257,NA,0.457178601068148,0.331433858579546,0.0218023475025448,0.220375645535709
0.4,0.16,0.001,10,0,0.0592672172499794,0,5.55338147301732,NA,0.0260877844811708,0.000301980557667982,NA,0.594616344171909,0.420016244467563,0.0356184501501843,0.281960383647413
0.4,0.16348068607293,0.001,10,0,0.0558247778815239,0,5.32657262444529,NA,0.0250428268132582,0.000265838400906861,NA,0.558962989916824,0.394962705720007,0.0321943761210116,0.265579722264818
0.4,0.16,0.0022934267666647,10,0,0.0769329213600764,0,9.34226591052636,0.190084537265523,0.0503475726838278,0.000818674870532453,NA,1.25070855447865,0.910911972190572,0.0823690199785865,0.496255933333645
0.4,0.16,0.00148006810911339,10,0,0.0702587150877971,0,7.2481225982702,0.0586204360705636,0.0390539016676045,0.00052991113261448,NA,0.870425191382213,0.624480965999628,0.0557003226712227,0.379600598063344
0.4,0.16,0.00187842479577528,10,0,0.0810504840086601,0,8.40238980162385,0.160490864635062,0.04664452715713,0.000699531081374032,NA,1.07197015082722,0.777343152699932,0.0695295833736759,0.441510394100936
0.4,0.196252999579829,0.001,10,0,0.00767760678596599,0,4.44221075204511,NA,0.0286636763188014,0.000188256220301551,NA,0.480328556835911,0.346162175853385,0.0245644971794193,0.231994765660052
0.4,0.194529933953028,0.001,10,0,0,0,4.44655750111676,NA,0.0284651508171267,0.000182762266360071,NA,0.461888849650664,0.334289646053799,0.02185435620841,0.232715604057435
0.4,0.248675514033599,0.001,7.14728737937022,0,0,0,3.6151976695218,NA,0.0372248031859305,0.000166260610602237,NA,0.205637342117912,0.152504168412709,0.00770788730502388,0.192250438071661
0.4,0.1964165835402,0.001,10,0,0.00775582868416923,0,4.40571747958268,NA,0.0284883763697662,0.00018388406563936,NA,0.473344839050299,0.341472952972935,0.0239642131166801,0.230181638545428
0.4,0.16,0.00221267329839994,10,0,0.0711505793566404,0,9.01502950574526,0.155180536312946,0.0466522599950361,0.000743709657899321,NA,1.18330199069902,0.85673902250094,0.0781252039394959,0.477386910232911
0.4,0.180538544532201,0.001,10,0,0.028514230920779,0,4.75692333687865,NA,0.0264889495067457,0.00021498357218924,NA,0.51033624695161,0.36337540752386,0.0279143469201664,0.243638166585132
0.4,0.19515835321892,0.001,10,0,0.0063690564587969,0,4.45601864038529,NA,0.0283370592896573,0.000203649780490672,NA,0.498084919974959,0.357662960790275,0.0265716482572445,0.23342013210775
0.4,0.164986122705412,0.001,10,0,0.0518481095403974,0,5.26456331897533,NA,0.0251710146254499,0.00026105593657312,NA,0.556319679473286,0.393155349100024,0.0321156905093556,0.263957100662797
0.399999999999999,0.16,0.0023884277576528,10,0,0.0788622834077965,0,9.49007356807368,0.189241991367561,0.050501941094783,0.000833767173332513,NA,1.28691959414009,0.935501354442484,0.0858017049777842,0.505730437648938
0.4,0.196256319007872,0.001,10,0,0.0175577038538813,0,4.45039977416184,NA,0.0285164254558041,0.000198798476147756,NA,0.492023284186033,0.352526090476483,0.025997941904287,0.229783091230985
0.4,0.217599887227733,0.001,8.77814745607408,0,0,0,3.99386050303084,NA,0.0313747055506191,0.000150718037524067,NA,0.316522176723681,0.231034776614658,0.0132302992968684,0.208031094479226
0.4,0.198830069999626,0.001,10,0,0,0,4.33500391970041,NA,0.0287957169550542,0.000172108163401749,NA,0.454209019154958,0.327667526617408,0.0213466495234794,0.224965788843121
0.4,0.167147191285352,0.001,10,0,0.0532056050099741,0,5.15508819400339,NA,0.0250776758204153,0.000249649951273418,NA,0.542700816093384,0.383569480425251,0.0309445187255531,0.256753138055268
0.4,0.179115591494931,0.001,10,0,0.0154646520163944,0,4.79414412679246,NA,0.0265114988540286,0.000221867116952813,NA,0.513520016243172,0.367416418163581,0.0278383373652514,0.250575939936487
0.4,0.205001754453103,0.001,10,0,0,0,4.24410475692151,NA,0.0297908764351388,0.00016336558858286,NA,0.445039494740112,0.321679184637119,0.0204615267803459,0.219877369952028
0.4,0.1878871404739,0.001,10,0,0.0062714794125563,0,4.64747054864318,NA,0.0277674460058235,0.000218147449899267,NA,0.5101975454461,0.366621906558939,0.0273036536326375,0.245056449516158
0.4,0.226157220271358,0.001,7.99378760004725,0,0,0,3.90940019762774,NA,0.0334014517220066,0.000165233562074939,NA,0.256236732451822,0.188748109049883,0.00967849062291172,0.205605497856138
0.4,0.205144882118786,0.001,9.50853853685223,0,0,0,4.28008890131603,NA,0.0300419123260388,0.000175793909527703,NA,0.392067052721969,0.28322177438684,0.0171372600366465,0.221542206719783
0.4,0.224732885752859,0.001,8.76452609412086,0,0,0,3.910854543734,NA,0.0326071872004649,0.000152409272712425,NA,0.317970214565516,0.232004172839962,0.0135723959358104,0.203237095024663
0.4,0.200633296109659,0.001,10,0,0,0,4.33843792527007,NA,0.0291825007640179,0.000184491596235631,NA,0.464155109384381,0.33512153075994,0.0221815165513959,0.225617476316194
0.4,0.179191232064777,0.001,10,0,0.0199202725897855,0,4.77297176488329,NA,0.0262813475958226,0.00021911032209223,NA,0.511936241417542,0.365536739646928,0.0278888036461682,0.24736342190801
0.4,0.16,0.00103896656822544,10,0,0.0709835087394736,0,5.79095735585007,NA,0.0292263179198207,0.000356108733377232,NA,0.645924287542943,0.456567191323999,0.0404233390608865,0.299528257580297
0.4,0.199224518551409,0.001,10,0,0.00265688595624467,0,4.33520680277759,NA,0.0285707803136906,0.000189447784967576,NA,0.483542273774349,0.348109075069597,0.0253068582228382,0.227458805660373
0.4,0.232339511317389,0.001,8.11601017094286,0,0,0,3.81268240780567,NA,0.0339563040360026,0.000167479015587951,NA,0.269595596284743,0.19778799693745,0.0109476743658159,0.199951839023704
0.4,0.22101406198295,0.001,8.71052857115888,0,0,0,3.98314466524408,NA,0.0324603831039299,0.00015550304290926,NA,0.311426992286166,0.227638945501473,0.0128713805370618,0.207265262516849
0.4,0.17950810910316,0.001,10,0,0.0209976954091189,0,4.77018896311824,NA,0.026293672253183,0.000222704880881166,NA,0.518521438382558,0.369548784807654,0.0287475831480558,0.247591415790857
0.4,0.212795331995444,0.001,9.44971556130735,0,0,0,4.09095137170928,NA,0.0309065404242357,0.000155202931720297,NA,0.383531019329025,0.277453189657908,0.0172414692774053,0.211228684547303
0.4,0.16,0.0021179781613079,10,0,0.0800287384496423,0,8.83874998655052,0.162936964039252,0.0471969003947,0.000742955068472231,NA,1.16448892777663,0.842995511514918,0.0773326642436174,0.466267830516956
0.4,0.16,0.00179128506954562,10,0,0.0963964673479652,0,7.83252064924381,0.0676363944227186,0.04046417276175,0.00060066948097164,NA,0.97222789497628,0.696693739260384,0.0636298298062407,0.406193225527827
0.4,0.201288955739423,0.001,10,0,0.00287138517045584,0,4.26900315796219,NA,0.0286570545147977,0.000171458266168372,NA,0.471332946079382,0.33964182783902,0.0242516911863581,0.223599742932087
0.4,0.172828448191011,0.001,10,0,0.0278402047666561,0,4.85859413883987,NA,0.0253038133442407,0.000206597728263776,NA,0.497713477679332,0.355188002595001,0.0265040320019933,0.250109515345891
0.4,0.16,0.001,10,0,0.0480733168404085,0,5.52182781998592,NA,0.0261741801190863,0.00029612076124728,NA,0.595028844700224,0.420560926715455,0.035878714881216,0.284815289957429
0.4,0.170061919514778,0.001,10,0,0.0353202069723045,0,5.05454539107712,NA,0.025430435666747,0.000246429792899342,NA,0.547175429900136,0.38743027387148,0.0316807456597705,0.258739896672877
0.4,0.210744780410143,0.001,8.74750792582327,0,0,0,4.16619919508616,NA,0.0306933352264551,0.00018551313698439,NA,0.329736397545183,0.238503697490106,0.0141546272097596,0.217649168240452
0.4,0.210970444692051,0.001,10,0,0,0,4.14555102454977,NA,0.0306176017453829,0.000163518740039223,NA,0.446681019052243,0.323300504495152,0.0208414276142273,0.21472838213263
0.4,0.180785325401306,0.001,10,0,0.0175538507158049,0,4.75497417966674,NA,0.0265856490326047,0.00022666721600801,NA,0.525863791739032,0.374641711590095,0.029567728657854,0.248045566463015
0.399999999999999,0.190043471245737,0.001,10,0,0,0,4.53432752717257,NA,0.0277856717222807,0.000201171247478516,NA,0.486458556641015,0.350889648713677,0.0246777416604221,0.239367605910474
0.4,0.236642873805305,0.001,8.01612053812729,0,0,0,3.7761020304176,NA,0.0350042499803394,0.000167951706290299,NA,0.260560308526009,0.191714750301818,0.010372381621357,0.198259079381366
0.4,0.189873822428591,0.001,10,0,0.00285732106847606,0,4.52408871137808,NA,0.0275243242578666,0.000205764911161883,NA,0.49732723992097,0.357702151838473,0.026434544774622,0.239218069793902
0.4,0.178382976340101,0.001,10,0,0.0322230326010353,0,4.7970952984644,NA,0.0260332101190464,0.000227004961347745,NA,0.524862504736863,0.372346884461432,0.0296855414284447,0.244958970774108
0.4,0.16,0.00120959581372082,10,0,0.0831411119594762,0,6.14338621684891,NA,0.0301696328355894,0.000388080833670919,NA,0.697106618620121,0.492309420454749,0.0442908065069392,0.314299295732983
0.4,0.183463712691768,0.001,10,0,0.025073598539322,0,4.61630693246532,NA,0.0262581769175649,0.000206504266260166,NA,0.503941766122832,0.358627532218646,0.0277857517076849,0.237139732163443
0.4,0.189632060238327,0.001,10,0,0.00889869758728289,0,4.52407390902144,NA,0.0273322133059126,0.000208183027728231,NA,0.504461166925967,0.36114603218493,0.0275022882176937,0.237560611568096
0.4,0.201846388364492,0.001,10,0,0.00440529417599302,0,4.30456589176286,NA,0.0290024545874889,0.000184200621147578,NA,0.477269039488148,0.344084830444473,0.0245733483637514,0.225212668602316
