H_actual,H_predicted,H_sd,bottom_cover,H_est,p_bias,H_CI,pd
4.47619057976868,5.62207250197886,1.86015844644585,100,7.08098760165879,25.5994891591369,0.826630349243072,below
5.28570577425232,6.91809410338281,1.88787294651126,75,7.22844027501763,30.8830721732974,0.085430630671176,below
5.3725537458783,7.37286253760558,1.89827884075723,100,7.24425957733499,37.2319922022534,0.886687062422791,below
5.04594423755066,5.15838852174057,2.03703642144115,100,7.18476786491812,2.22840917172909,0.477044016183076,below
4.7993170229068,6.66260322213382,1.88892291761094,90,7.13984487598589,38.8239866283824,0.155475766952693,below
5.32503416651153,6.12757038642302,1.85785400610187,100,7.23560391643788,15.0710060220559,1.07023089445392,below
5.45888269190308,6.20935200436853,2.04199850265402,90,7.25998433947206,13.7476724601281,1.50319570627911,below
5.02558826507187,5.48553610056885,1.95912276303878,83.3333333333333,7.18106003758978,9.15211933881733,1.93551479856666,below
4.37093883399116,6.01595115975049,2.48689899417543,100,7.06181606368608,37.6352172436432,1.81197520212531,below
5.39018108365631,3.72530027892903,2.0599980189297,100,7.24747038560305,30.8872889219883,1.87961490730902,below
5.28270030476343,6.7027322003252,1.9212194540968,60,7.22789283067828,26.8807960633565,1.17881793997243,below
4.32290454349317,5.24130463973103,2.29526847359592,100,7.05306664848661,21.2449774682219,1.72013663490543,below
5.54797638560486,4.87240327046412,1.98283892832393,60,7.27621269862487,12.1769284543753,1.50497746377101,below
5.1582329253842,6.37114170499062,1.88785691873782,94.7368421052632,7.20522117737209,23.5140366313737,1.99341221287802,below
4.26432681429367,5.19556531496082,2.34612708815814,95,7.04239675269143,21.8378783151825,2.22831689091695,below
5.74860660357104,4.63461499189421,2.09789054715882,96,7.31275736412005,19.37846313896,0.593314676544115,below
4.45352923271411,3.25163070244764,2.3606493041257,100,7.07685985183046,26.987552286347,0.587833065731569,below
5.3375150751477,7.08378738720844,2.09971374620074,52,7.23787730593926,32.7169532539899,1.95201061617434,below
4.13116142757507,5.17742526725447,1.97521504455614,90,7.01814076292828,25.3261427330266,2.07068470817606,below
4.17986972318878,4.39866391217316,2.09399279831389,85,7.0270129477272,5.23447388253672,1.43157333159198,below
5.34541086844147,5.48289762977135,1.98122893356615,80,7.23931551962245,2.57205226527273,2.21578398151152,below
4.71058469044333,6.43431883699922,1.90439443495209,100,7.12368233855082,36.5927853935613,1.69829114963434,below
5.83303857762238,5.28996415773316,1.97185703578248,90,7.32813659402909,9.31031764426595,2.22671841761827,below
5.27741683472076,6.27572978349528,2.0369963709025,100,7.22693044999943,18.9166969379128,0.826064427657378,below
5.52014890692139,7.53890828972178,1.95570153131814,90,7.27114394123443,36.5707414209279,0.957888184771131,below
5.46219140671451,5.73180578892998,2.03302192250503,89.4736842105263,7.26058701975237,4.93601124786736,0.648036281380488,below
4.79622670216987,5.90046564655676,2.1784787055441,100,7.13928197604614,23.0230765340454,0.712744463622769,below
4.85072190971512,4.43545769226012,2.67431542881768,85,7.149208243141,8.56087454989528,1.23956219613023,below
5.26279525213281,6.60982693815237,2.59650990262446,60,7.22426713811101,25.5953656086782,0.958434852257783,below
4.01788088832214,5.42538340278234,1.98952053639614,75,6.99750678537456,35.0309666608351,1.67033651752292,below
5.55400721122498,7.106001083013,2.14273305718687,80,7.27731120964271,27.9436776504603,0.948566340278241,below
5.63599823990109,5.64903801094279,2.36662995599801,57.8947368421053,7.29224582291756,0.231365775620395,0.830940172474617,below
5.56692244528809,3.5594585475905,2.14785677307681,100,7.27966371124198,36.0605687869197,0.806355804985548,below
5.12675963429117,7.11624841379268,1.92744326462991,100,7.19948833759009,38.8059694898604,0.546493525716328,below
5.63859788384491,3.75775140266825,1.84403552712274,35,7.29271934639421,33.3566343960341,0.46068178934689,below
5.60828264802246,6.48770334880181,1.908551168582,95,7.28719744563684,15.6807485637238,0.276622474583924,below
5.3619287960556,5.36408937086326,2.01572177072807,70,7.24232424954086,0.0402947314266239,0.12168110663549,below
5.60034785820056,4.23788934334544,2.43373086094778,89.4736842105263,7.28575212876107,24.3281051347565,0.0570127363175776,below
5.82818744193268,5.54792201140333,2.23649906567015,80,7.32725296277529,4.80879232731772,1.74892635501668,below
3.85308079284119,3.925509937187,1.81174424221087,95,6.9674885537045,1.87977227159055,0.861346209358752,below
5.71129286061676,5.00564317749565,2.00794529150888,65,7.30596068977826,12.3553405567247,1.01484387108763,below
3.63436254141235,4.78437681371583,2.23854745627374,65,6.92764916451785,31.6428055594191,0.734365296239921,below
3.6884773030954,4.88845272643618,2.08470161851996,65,6.93750613364297,32.5330841085494,1.91477014670915,below
4.99653401781492,5.08907937978546,1.72652686059568,95,7.17576782509067,1.85219117173177,1.24959928908173,below
8.86506329179623,8.82351546898271,1.97809497483376,78.9473684210526,7.88041795062548,0.468669218097654,1.60956574410877,above
5.5386794003055,6.74714543148012,2.11171017629946,100,7.27451925871675,21.8186673001504,0.934972380379485,below
5.93479278685089,7.38431167879848,1.82763348306904,100,7.34667105796318,24.4240859623462,1.98325322772994,below
5.47695841352966,3.88743355616631,2.01803994212534,100,7.26327682057049,29.022036271752,0.740821449416496,below
5.41833365808685,4.11962302042742,2.18144495690384,85,7.25259835897526,23.9688199290036,1.59679342249609,below
3.63270105551361,4.7372342578714,2.04678834013558,65,6.92734652592726,30.4052875664338,1.12553960016352,below
3.5806674825647,3.76678792436968,2.29799705346415,75,6.91786864399495,5.19792588145235,1.83516413433839,below
3.60364880325119,4.13319486641954,2.18627480914466,85,6.92205467681513,14.6947189384992,0.651672425608955,below
5.546069152966,3.54781778250865,2.08853933446452,80,7.27586529742322,36.0300478653191,1.13009738015109,below
5.38841255171862,6.68017838685872,2.09904667561552,73.6842105263158,7.24714824864514,23.9730314399942,3.29476926334917,below
5.82034814329453,7.04234061073262,1.98383144421418,100,7.32582503955738,20.9951782497052,1.59269728863391,below
5.36219683443896,4.4878304500314,2.14635882368081,88,7.24237307256043,16.3061224980014,2.24982984340469,below
3.37991979322418,4.03845884165869,2.04054212498615,45,6.8813025811643,19.4838661483832,3.6169408612268,below
5.48275948643463,7.67573086915251,2.0074050313899,100,7.26433348227865,39.9975849413731,2.10746116563252,below
5.90057215642304,7.04376281403616,1.92275452352553,100,7.3404377920838,19.3742340116748,1.94470503795437,below
4.93616308333093,6.32896938080172,1.68206972642363,100,7.16477129810329,28.2163752282456,1.44663248901495,below
5.31287552599243,5.51640307783293,2.06308991982213,55,7.23338922786728,3.83083606692408,1.6293119608019,below
5.20701588321887,3.55217484619856,2.27135094944542,63.1578947368421,7.21410696184665,31.7809869248433,1.53663064761387,below
4.37785414103516,5.25174672091844,2.15754654142333,100,7.06307568242787,19.9616650470829,1.8542467162558,below
5.26559082056885,6.45044583666535,2.02969290867545,90,7.22477634910823,22.5018436956426,3.2898514113771,below
5.34203541604309,7.21759185054056,1.85819013669983,100,7.23870068313349,35.1093972320895,1.34646793898877,below
5.25432941710663,6.38891413173283,1.84200273436511,90,7.22272509169195,21.5933304625385,3.13620627071891,below
5.81129902157532,7.16911810544454,2.28124539871649,100,7.32417674784138,23.3651560318634,2.23042332619845,below
5.22986202524628,6.36848998648391,1.94916208510431,30,7.2182683719608,21.7716634920978,1.86203387358935,below
4.65731536690765,3.78060238945969,2.16015896630128,35,7.11397936544188,18.8244279886522,2.00044956627515,below
5.95479899881817,5.80760823693575,2.56169186388149,100,7.35031517663873,2.47180067558333,0.108506568969772,below
6.00769244640167,7.64157093468248,2.17985316618566,100,7.3599496841841,27.1964402781542,1.74934711420358,above
6.90112475953686,9.3971874881613,1.95918242288789,96,7.52268780687114,36.1689263069046,2.02708852736376,above
6.17780834008713,9.54316033859519,1.90836854778534,100,7.39093618508695,54.4748527834808,0.637989424075034,above
5.20015698562397,7.15996738615847,2.01762600905852,100,7.21285761804983,37.687523779618,2.78375322512886,below
4.27861998835358,4.52358973091495,2.26670465523053,100,7.04500024517715,5.72543818399825,0.79937113215067,below
6.05012739699554,7.80705763879774,2.46519745682055,100,7.3676791832121,29.03955778972,1.83070892662126,above
5.66699435170868,6.16215002519971,1.5150359505921,100,7.29789174479883,8.73753603339537,2.09328047359085,below
4.98517550288055,4.22159798670695,2.27569388894068,100,7.17369887888204,15.3169635799661,0.743493742297073,below
6.10371712609863,9.20679352342764,2.45714928074064,100,7.3774405179896,50.8391252940063,0.138168023164835,above
9.27666905523376,8.77881606572915,2.22986400647142,83.3333333333333,7.95539167638421,5.36672146586643,0.453057818787856,above
6.26821462290649,9.63635449487104,1.76075895844267,100,7.40740363150548,53.7336398734028,1.63787858360013,above
