H_actual,H_predicted,H_sd,H_est,p_bias,H_CI,pd,site,bottom_cover
4.32290454349317,3.89386446364465,5.11715870898083,2.64484603136301,39.9498736020639,1.69242390378429,below,BG,100
4.21522887872009,4.02590293074576,0.367535001303089,2.64630680212698,36.3276499477109,1.50064014460362,below,BG,100
4.13116142757507,3.85066136147338,0.78792377132332,2.64744729450371,37.8599064858513,1.53274461113484,below,BG,90
4.11385163084653,3.81558707371443,0.403592261007402,2.64768212606983,38.1668338076114,1.53869610231466,below,BG,89.4736842105263
3.96932503175659,3.63238442740492,0.447983268394536,2.64964283122091,38.9924080568858,1.51675283401551,below,BG,60
3.95924391970825,3.84142735920515,0.74959508712051,2.64977959558433,35.3171558828297,1.37030131989572,below,BG,100
3.88983100980347,3.63543214568949,0.347082256616311,2.65072127864377,37.6934004497508,1.43685898465074,below,BG,95
3.91222254390645,4.30334046773338,1.1212607998368,2.65041750621342,26.668444523329,1.02244353279076,below,BG,83.3333333333333
3.76738095652527,3.47840464823833,0.391417887704037,2.65238248462055,38.4469885334428,1.41944955068118,below,BG,100
3.60816630484222,3.55424142771819,0.543995002748002,2.65454245371723,34.3296820336259,1.21387627363157,below,BG,100
3.62633410116095,3.97156257354834,0.543075240699627,2.65429598218846,26.9866397164588,0.959035581591796,below,BG,73.6842105263158
3.8050356886203,3.6117128404212,0.842246827131783,2.65187164559406,36.7204736743516,1.36925742488387,below,BG,60
4.18184919126251,4.54169043252981,1.06096043792957,2.64675964420277,27.5967763731709,1.13095367626338,below,BG,100
3.59192264837402,3.29676467659366,0.597183090001121,2.65476282160183,38.8115131397938,1.36617283582427,below,BG,100
3.9439523282082,3.73603457174449,1.19209493090197,2.64998704737806,36.847874740213,1.42417119147691,below,BG,57.8947368421053
3.63834663248108,3.59473352454599,1.46759317251175,2.65413301542535,34.1324711898117,1.21699810075813,below,BG,100
3.58000255055435,5.99437746683985,0.954653644133674,2.65492453437542,11.6270613813136,0.40791661642415,below,BG,55
3.89681594939596,5.19915259137454,3.78263190688972,2.65062651818358,11.0529783137356,0.422092181191265,below,BG,100
3.39489691366638,4.09767938676579,0.238684674691319,2.6574357508437,19.5325711703683,0.64983650158844,below,BG,95
4.19149382244937,4.48300252096026,0.987253283657106,2.64662880131179,28.6968208971292,1.17874730548332,below,BG,100
3.600993511026,3.39547646120716,0.328708451810705,2.65463976268231,37.1381545896442,1.31057160364685,below,BG,100
3.51023498271637,3.64127960634426,0.300738051680716,2.65587102886501,30.8445232437311,1.06104144300669,below,BG,60
3.78205145480347,4.09320360927835,5.49255988396531,2.65218345882375,27.8486176405717,1.03216510102108,below,BG,55
3.85431744861969,4.28244496411677,0.598884573505095,2.65120306969666,25.9281741198147,0.979349060324855,below,BG,85
3.63511627805176,3.46886544300828,0.406377345408293,2.65417683969444,36.382311180292,1.29606471379443,below,BG,76
3.81379929632233,4.12144404078898,0.834250261689844,2.65175275501702,27.9555858333828,1.0448273377801,below,BG,95
3.63589922118759,3.61367685139206,1.01441134583682,2.65416621797741,33.7407954849433,1.20222360230761,below,BG,95
3.63541584569611,3.63086783684994,0.334237037274401,2.65417277564099,33.4167352335873,1.19051866557838,below,BG,60
3.69074008782288,4.02684934574355,0.983837373376139,2.65342222503508,27.2621163610767,0.986032261273504,below,BG,75
3.58013184920911,5.95802972051115,3.04903083773879,2.6549227802586,10.946188044766,0.384043148163043,below,BG,68.4210526315789
3.3657431246228,3.75406926116262,1.07136738462854,2.65783126270596,25.6415968745221,0.845754136954458,below,BG,80
3.74799632279724,3.6732904616318,0.922289262172494,2.65264546424812,34.6621475357566,1.2731299002513,below,BG,90
3.47652495314407,3.52912723886906,0.572089027624091,2.65632835249292,32.324619432068,1.10127775474438,below,BG,45
3.3665096617717,4.92974170097744,1.15272686858589,2.65782086355905,2.3767997864975,0.0784134496723239,below,BG,80
3.63436254141235,3.8544944980454,0.320964848329906,2.65418706518456,29.2953586931278,1.04338637903925,below,BG,65
3.6884773030954,3.64689603148781,0.254032755817268,2.65345292286994,34.0848859514051,1.23204637690416,below,BG,65
4.99653401781492,6.04304220336354,2.64029119042635,2.63570730680616,19.3702116731672,0.948465002673852,below,BG,95
3.68629054271698,3.4416754106454,1.25368535191559,2.65348258932833,37.757204778751,1.36397839969058,below,BG,80
3.77306289719605,4.08554859536648,0.411084426986122,2.65230540116041,27.8119888856937,1.02835766028547,below,BG,95
3.55646382263229,6.09213795455583,2.51807557656681,2.65524387009201,14.1984146497287,0.494853157586841,below,BG,75
3.6594307735994,3.35426436668319,0.491785721823962,2.65384697960664,38.8927846213642,1.39476380897781,below,BG,65
3.420997987884,3.76494303949224,0.352141364000762,2.65708165332125,26.6307073193967,0.892798836635127,below,BG,68.9655172413793
3.73180814776221,3.5649315304934,0.39810396158083,2.6528650794496,36.3144908252028,1.32805898104076,below,BG,72
3.41031117411301,3.15071359421782,0.627595409212868,2.65722663487441,38.4080917476726,1.28361514857877,below,BG,85
3.63270105551361,4.25621356002036,0.404026336965283,2.65420960556108,21.8907456650308,0.779306521653355,below,BG,65
3.5806674825647,3.95548225683099,0.275150699446878,2.65491551364411,26.35484350164,0.924788731594937,below,BG,75
3.56896290773094,3.36196053715227,0.523767659502438,2.65507430254741,37.200047108555,1.30107885723487,below,BG,34.4827586206897
3.60364880325119,3.62408947064424,0.252800362131797,2.6546037399351,32.9551857296303,1.16381598724709,below,BG,85
3.37143368443298,3.91034755339376,0.462191700526433,2.65775406231515,22.6768605603582,0.74923084164822,below,BG,75
3.55682585660604,3.96228066480614,0.530627397980367,2.65523895859557,25.7337707917852,0.896982822561181,below,BG,87.5
3.40531256600571,3.54335625830057,0.478385210441853,2.65729444797405,30.6308170029596,1.02219477584853,below,BG,65
3.19135401535797,4.76734435172286,0.671842273940978,2.66019709451118,0.411250130182055,0.0128617222503679,below,BG,85
3.50143762802124,3.85149993416471,0.337085224101486,2.65599037726714,26.6682175850287,0.915078770043756,below,BG,40
3.37991979322418,3.48319256937412,0.27076637206735,2.65763893639837,31.2963466104141,1.03661653694646,below,BG,45
3.40775296951508,3.71529818115188,0.323148280750355,2.65726134049237,27.3167545811365,0.912253001934537,below,BG,85
3.27538245393372,3.63934952724136,0.851524651609714,2.65905713139443,25.9251995061823,0.832151155803603,below,BG,75
4.22633476283887,3.88352811912443,0.371504915899474,2.64615613529931,38.740802814591,1.60454021207609,below,BG,100
3.28924779291153,3.97006197409105,0.410944461667821,2.65886902870795,19.5345516859161,0.629677443297077,below,BG,65
3.41312272229245,3.30311051983464,0.272177817282774,2.65718849229697,35.4821417493385,1.18680625331049,below,BG,52.6315789473684
4.60059290994659,5.28570948758775,3.64212978401224,2.64107880087445,23.4053872178096,1.05523146270827,below,BG,100
4.42387095375763,4.95762166988826,4.51205718348344,2.64347628100606,25.2898389711954,1.09639389682347,below,BG,95
4.45088951894745,4.66959959997214,3.22760124134587,2.64310973643727,30.0574326383727,1.31104256542922,below,BG,100
4.44497652090518,4.05601127056048,2.96932459929438,2.64318995451334,39.1671136846333,1.70611827615446,below,BG,100
