chl,adg.440,bbp550,chl.sd,adg440.sd,bbp550.sd
29.8775837504842,1.47891227815915,0.06278591583048,1.91707937957319,0.0194995860623584,0.00116820565433817
24.0715201838592,0.940806618767489,0.0289472390326405,2.30631153956716,0.0309245222756609,0.00077839043608974
0.05,1.74267822485218,0.018276930794809,NA,0.037143788370636,0.000280581519117315
0.05,1.80397520144605,0.0559342475729135,NA,0.0112676215487904,0.000243441404366825
49.7794039844926,0.786770497022374,0.0424059726541255,3.33628673468809,0.0312258943056177,0.00113762948079381
50,1.22790445377894,0.0294041986582212,5.4012603400984,0.0623648388338934,0.00117608073071896
33.3102792697875,0.854917202154506,0.0309218654735253,3.01896563775089,0.0341591809816875,0.000944377868549015
9.52426468307829,0.892601421898824,0.0337477704384108,1.82466441926202,0.032533974504341,0.000893969751681501
0.142184099014569,0.0161793374369316,0.00252132090018321,0.00443730582285887,0.000187425091575243,2.22767635227325e-05
1.08340149609649,0.03383531492862,0.00224229779203385,0.0625416310455216,0.00118135450946802,4.72508611356914e-05
3.12243769456109,0.0403687018520955,0.0025267504311463,0.251471839934152,0.00261004131671302,8.90988106842576e-05
1.30316640129662,0.0405763562025664,0.00342747537717804,0.0620799879404643,0.0011331387392775,5.31171391882592e-05
0.878454819993561,0.033258559554173,0.00365416733684349,0.0321017974896514,0.000705791963360444,4.13626267965769e-05
0.326831237844823,0.0314253311067127,0.00217852329668077,0.0167795129180447,0.000618194204561955,3.09613875878397e-05
0.274180886562923,0.0284276256250633,0.00190269201426662,0.0145157431136048,0.000556312820580363,2.92507076434161e-05
1.67266627779012,0.174408861263868,0.00622227915877865,0.177427296145334,0.00548569088962658,0.000106461114381319
0.62540251969333,0.25698882951871,0.00274221793089277,0.36221138458083,0.0189902173847621,0.000103368234665504
0.457276027145412,0.284511615256018,0.00285576735438652,0.371412798858933,0.0224639821631389,0.000104266834170277
0.05,0.319960455037744,0.00294693272759002,NA,0.00718178697732375,9.58587227436571e-05
0.05,0.20299184634117,0.00214606161476465,NA,NA,6.54839478430487e-05
0.716413118935337,0.158881344690994,0.00101258740446876,0.245325854378497,0.0102389967884736,5.57852397671688e-05
1.73498530231074,0.156994377148094,0.00660128310875419,0.14199458429847,0.00417742393582384,9.72632713542127e-05
0.05,0.0750069431259628,0.0017954438439945,NA,NA,NA
0.139391313563253,0.016037390653281,0.00180267934294426,0.00556800865698385,0.000225154515617562,2.29838028091555e-05
0.05,0.765670032951526,0.00189191747256147,NA,0.0692675234614283,0.000179340623839604
0.05,0.113936251620569,0.00180593579122015,NA,NA,4.25111078805733e-05
0.05,0.00713557782870032,0.0013137577784237,0.00197124966018658,8.28481551422615e-05,1.76662233567335e-05
0.05,0.00618557422650818,0.00141547603955883,0.00230482712459062,7.59980560876378e-05,2.04460603615549e-05
0.05,0.00577755716499695,0.00165557391265663,NA,3.51496313214548e-05,NA
0.05,0.0100590813931247,0.00102597771692,0.00339143669527135,0.000130678872752498,2.22483089055332e-05
0.05,0.0105157755100825,0.00130510666839762,0.00279936090500664,0.000121978414590179,2.0750917494978e-05
0.05,0.00657186679692667,0.00118643844137038,0.00585992579024002,0.000126468780566573,4.19154268902395e-05
0.0985818568541517,0.0181197695558215,0.00112996060888958,0.00610698094468724,0.000295009447858679,2.31842137261567e-05
0.05,0.0111833965203649,0.00105394079470019,0.00338990813460478,0.000144036605962469,2.17959347400079e-05
0.05,0.00903516786915752,0.00137679049646058,NA,7.84177825367389e-05,NA
0.0723335659610867,0.00399959452142096,0.00141766010325757,0.00214143626736157,6.67288969977186e-05,1.71860099907136e-05
0.0951339451174633,0.00788648115186342,0.00122737564887656,0.00359320268764268,0.000120594766575516,1.95638705560911e-05
