C_ph,abs_CDOM_440,abs_X_440
-9.69433677585316e-06,-0.00121419557264732,-0.00110305298622002
-1.30745674861591e-05,-0.00124086347778018,-0.00115466180355819
-1.69859212279274e-05,-0.00125481214615112,-0.00119600385293187
-2.16641568944723e-05,-0.00124741690821101,-0.0012178353015968
-2.62404773454923e-05,-0.00125967950000396,-0.00125967950000396
-3.04117968791108e-05,-0.0013227594012869,-0.00135488964763696
-3.54485334592985e-05,-0.00139187043683909,-0.00146030961834523
-4.07197799120082e-05,-0.00149429703516338,-0.00160585429445704
-4.5913967433758e-05,-0.00161589614004239,-0.00177871232262455
-5.2884391721552e-05,-0.0017055038546779,-0.00192295022650582
-6.09233417991336e-05,-0.00181138501091498,-0.00209193976352594
-6.67177964806732e-05,-0.00189304203733475,-0.0022393487314586
-7.21503124014171e-05,-0.00198592003468495,-0.00240628075507767
-7.91101166289571e-05,-0.00213214302389082,-0.00264620777932058
-8.41604541196743e-05,-0.00223276948698512,-0.00283840631319339
-8.23153005139972e-05,-0.00225584504541622,-0.00293739944012214
-7.96593414583032e-05,-0.00237136823643933,-0.00316282970611714
-7.61846913970979e-05,-0.00231406013674573,-0.00316136411576763
-6.56494049860314e-05,-0.00184422489825031,-0.00258069587064962
-4.33451151001419e-05,-0.00113516343121935,-0.00162706313629994
-2.1666250819697e-05,-0.000535465212362143,-0.000786140810708759
-1.91071069489168e-05,-0.000358188580805491,-0.000538646552864657
-2.06358517993917e-05,-0.00028881642262101,-0.000444874077598358
-2.01916234488819e-05,-0.000229430703552186,-0.000361984371629477
-1.80615229620955e-05,-0.000182655334164435,-0.000295184609967133
-1.62922617168182e-05,-0.000136035393347679,-0.000225183381037034
-1.69405013117494e-05,-7.66176461858665e-05,-0.000129908118289361
-1.98009937784415e-05,-5.13218920046891e-05,-8.91319098745043e-05
-1.67273566557618e-05,-4.23606523706936e-05,-7.53557265291752e-05
-8.52191810575943e-06,-3.67317955212314e-05,-6.69296951913356e-05
-2.27247242288967e-06,-2.48096693650871e-05,-4.63042370996166e-05
-5.33240162055775e-07,-1.26466564561642e-05,-2.41767848367997e-05
-1.06354184860481e-07,-4.65614189823028e-06,-9.11742289078456e-06
5.41517563387864e-09,-1.67098062000057e-06,-3.35150886434336e-06
2.73640820623498e-08,-7.26262398620104e-07,-1.49205759136703e-06
4.90886958108392e-08,-5.95794157375435e-07,-1.25375112160887e-06
7.15585916281299e-08,-5.12252496804413e-07,-1.10413517592013e-06
9.66854624255821e-08,-4.55296170496236e-07,-1.00520635860352e-06
1.31826135158345e-07,-4.34060115746159e-07,-9.81599162357353e-07
1.87383561715604e-07,-4.48596129352865e-07,-1.0391132599448e-06
2.6196892790102e-07,-4.6853516384318e-07,-1.11166164795773e-06
