C_ph,abs_CDOM_440,abs_X_440
-1.05947598220183e-05,-0.0012494632566629,-0.00113509240807826
-1.4424947793487e-05,-0.00128694736448387,-0.00119754428393504
-1.89210198462883e-05,-0.00131244169803489,-0.00125093252596643
-2.43834395170927e-05,-0.00131752454430888,-0.00128628038486406
-2.97769506799209e-05,-0.00134108132880218,-0.00134108132880218
-3.46400941117791e-05,-0.0014145762464283,-0.00144893675313457
-4.05562337255919e-05,-0.00149607121483309,-0.00156963401687851
-4.67124130183521e-05,-0.00161172712659829,-0.00173205116977146
-5.27577513459701e-05,-0.00174600987577308,-0.00192193619658022
-6.09285996467844e-05,-0.00185105394517673,-0.00208705749529035
-7.01044712352582e-05,-0.00197427040487798,-0.00228005351652462
-7.62926126665995e-05,-0.00206422007621082,-0.00244184150058399
-8.20808293400476e-05,-0.00216379594902778,-0.00262180775616505
-8.97345404415331e-05,-0.00232175049817254,-0.00288153006672793
-9.51488077142613e-05,-0.00242623456226688,-0.0030843486257622
-9.2312957590339e-05,-0.0024334134544399,-0.00316861627228415
-8.84231650410138e-05,-0.0025354166321515,-0.00338163045212797
-8.38846439307484e-05,-0.00245870165984408,-0.00335896681135536
-7.18154591594456e-05,-0.00194846071878941,-0.00272655712211317
-4.68822552202583e-05,-0.00118570006884431,-0.00169949878552077
-2.31186854349295e-05,-0.000551690593764222,-0.000809962030453773
-2.03852846907735e-05,-0.000369196101496543,-0.000555199741306589
-2.21024337788162e-05,-0.000298869400141818,-0.000460359031885584
-2.16528866078209e-05,-0.000237668149213423,-0.00037498100436149
-1.93414934050379e-05,-0.000188817871104766,-0.00030514372816897
-1.74416354932321e-05,-0.000140536395066562,-0.00023263402134592
-1.83238354987123e-05,-7.99415696163886e-05,-0.00013554395624175
-2.17764499108561e-05,-5.43408621093551e-05,-9.43750246696162e-05
-1.82707836835026e-05,-4.45211296526476e-05,-7.91990180301355e-05
-9.04967060686869e-06,-3.76731201122914e-05,-6.86449004259759e-05
-2.36137326316657e-06,-2.50001450209919e-05,-4.66597367962442e-05
-5.51008250490982e-07,-1.26764518306168e-05,-2.42337450586392e-05
-1.10354807004936e-07,-4.65952700979779e-06,-9.12405144600646e-06
5.05797441392068e-09,-1.67088857465585e-06,-3.35132424772658e-06
2.78048642512699e-08,-7.25963704969587e-07,-1.4914439452116e-06
5.0072258027581e-08,-5.95338935954797e-07,-1.25279318276432e-06
7.30754350685877e-08,-5.11676161208439e-07,-1.10289291276159e-06
9.87727997649541e-08,-4.54608861220133e-07,-1.00368891194036e-06
1.34672565342577e-07,-4.33203751570381e-07,-9.79662549599991e-07
1.91373094402845e-07,-4.47438272567099e-07,-1.0364312387224e-06
2.674132023466e-07,-4.66987652537125e-07,-1.10798997269944e-06
