C_ph,abs_CDOM_440,abs_X_440
-2.98296604852245e-07,-4.10840629163133e-05,-3.73233927933734e-05
-4.2532209689066e-07,-4.45025062505255e-05,-4.14109570071453e-05
-5.90426784367691e-07,-4.81745732968415e-05,-4.59168134872613e-05
-8.16898143564774e-07,-5.19992368958736e-05,-5.07661118997576e-05
-1.06233899573993e-06,-5.64001179240217e-05,-5.64001179240217e-05
-1.2874431168184e-06,-6.18568579023956e-05,-6.33593806445598e-05
-1.56804725921633e-06,-6.79409052280161e-05,-7.12816040614154e-05
-1.85713894170044e-06,-7.51144686200562e-05,-8.0722165119057e-05
-2.14919129676317e-06,-8.33471643504699e-05,-9.17451466169756e-05
-2.59390450380129e-06,-9.1918789182046e-05,-0.000103638145403745
-3.1361673941711e-06,-0.000101599223142098,-0.000117335328245285
-3.6624699744782e-06,-0.000112071952917045,-0.00013257401613237
-4.20111435102881e-06,-0.000123890392942573,-0.000150114336463712
-4.7925209468647e-06,-0.000137903156734263,-0.000171151935894597
-5.39858720393463e-06,-0.000152639130104235,-0.000194042364450807
-5.74744725258714e-06,-0.000167672924937512,-0.000218331643317377
-5.89822925584989e-06,-0.000186535337799469,-0.000248792869267165
-6.29343099855672e-06,-0.000202534906215792,-0.00027669401262899
-6.88712261003058e-06,-0.000204727900951216,-0.000286483741268664
-6.65896380367663e-06,-0.000184562457954447,-0.000264538799809664
-5.33565952468159e-06,-0.00013958757563342,-0.000204934862881645
-5.9400952678156e-06,-0.000117779990959127,-0.000177118393846886
-7.29357897844359e-06,-0.000107962913289517,-0.000166299066474939
-8.06673744847745e-06,-9.69640648719133e-05,-0.00015298508678162
-8.06454143471755e-06,-8.63634684726992e-05,-0.000139569790683322
-8.15234958491946e-06,-7.2116945219322e-05,-0.000119377297002732
-9.72909750223342e-06,-4.66465804797723e-05,-7.90910422914857e-05
-1.213005228157e-05,-3.34231097865818e-05,-5.80466832546059e-05
-1.08300326927327e-05,-2.91812243956703e-05,-5.19107294690282e-05
-5.96334792634309e-06,-2.71985724733277e-05,-4.95590302474342e-05
-1.74142565294372e-06,-1.99989870258912e-05,-3.73256823124846e-05
-4.4000963134009e-07,-1.09724931630341e-05,-2.09762641410748e-05
-9.25029307507589e-08,-4.29419597701919e-06,-8.40867859144729e-06
5.59445470174418e-09,-1.59748041967995e-06,-3.20408849934505e-06
2.58387638770093e-08,-7.06775082952659e-07,-1.45202220287353e-06
4.63035237874453e-08,-5.8264447282335e-07,-1.22607976640692e-06
6.76112233301799e-08,-5.02851413835694e-07,-1.08387160187752e-06
9.15392864868335e-08,-4.48346617710803e-07,-9.89863082946807e-07
1.25031686698945e-07,-4.28480763842108e-07,-9.68981815227685e-07
1.77995712693087e-07,-4.43701783268053e-07,-1.027776158301e-06
2.49280329738047e-07,-4.64384824211152e-07,-1.10181441822778e-06
