C_ph,abs_CDOM_440,abs_X_440
-1.61300653170546e-06,-0.00016071842646777,-0.000146006907165153
-2.31945843559243e-06,-0.00017402595522555,-0.000161936528010432
-3.2365471429942e-06,-0.000188182242591875,-0.000179362853542331
-4.48573625425935e-06,-0.000202838939540113,-0.000198028758055461
-5.83130109040806e-06,-0.000219630827703476,-0.000219630827703476
-7.02753726785825e-06,-0.000240495372164841,-0.000246337081205949
-8.52617491890401e-06,-0.000264063627115787,-0.000277047808708427
-1.00539064692221e-05,-0.000291873568196303,-0.000313663489853131
-1.16001003074733e-05,-0.00032314988402223,-0.000355710163866072
-1.38472059091533e-05,-0.000355923594601894,-0.00040130273231645
-1.62360048834019e-05,-0.00039294190060789,-0.000453802356585628
-1.80773836220659e-05,-0.000428747567648826,-0.000507181194497995
-1.99867535069524e-05,-0.000467970984543414,-0.000567026644766292
-2.23080101609396e-05,-0.000516337702534702,-0.00064082795098356
-2.45697095250722e-05,-0.000562537408240941,-0.000715125202250302
-2.52027504382229e-05,-0.000597922069789346,-0.0007785711862633
-2.48857749540085e-05,-0.000644951337902926,-0.000860208557732177
-2.526273280064e-05,-0.000673098347871057,-0.000919556466814434
-2.54641236511015e-05,-0.000629725804870021,-0.000881199893685094
-2.12768899489763e-05,-0.000490331661750859,-0.000702806793677758
-1.38141447241213e-05,-0.000300243380275309,-0.000440800950146388
-1.39418558503108e-05,-0.000230371104321093,-0.000346433716404727
-1.63906629830925e-05,-0.000202237979045,-0.000311514260742234
-1.72354451567962e-05,-0.000172540762838591,-0.000272226248054858
-1.63099010218593e-05,-0.000144902746651144,-0.000234173619670356
-1.56088314338375e-05,-0.000114338537162149,-0.000189267937904929
-1.80940386262121e-05,-7.16732940064605e-05,-0.00012152478207686
-2.33332212121195e-05,-5.25525837932954e-05,-9.12692806007304e-05
-1.97577935513945e-05,-4.33762708645563e-05,-7.71624189476904e-05
-9.34347626297779e-06,-3.54541440803326e-05,-6.4601662480528e-05
-2.38194563644274e-06,-2.32838185313778e-05,-4.34564216876891e-05
-5.65121379957065e-07,-1.20156040670761e-05,-2.29703934174854e-05
-1.17788137578344e-07,-4.51319273705447e-06,-8.8375070328039e-06
3.58840335089378e-09,-1.63952104297125e-06,-3.28840995701897e-06
2.83668036878671e-08,-7.16929815708916e-07,-1.4728844230932e-06
5.18672187054275e-08,-5.88530929028927e-07,-1.23846684838596e-06
7.61146404266005e-08,-5.06098687332208e-07,-1.09087094090603e-06
1.03163496928982e-07,-4.49743179768438e-07,-9.92946423311802e-07
1.40831489858662e-07,-4.28430527462735e-07,-9.68868208871967e-07
2.00145305642398e-07,-4.42094563906961e-07,-1.02405324844852e-06
2.79538057287103e-07,-4.60848341500584e-07,-1.093423645237e-06
