C_ph,abs_CDOM_440,abs_X_440
-2.60695088163636e-06,-0.000326515190443579,-0.000296627301217812
-3.64071009098539e-06,-0.000345527619928684,-0.000321524125699752
-4.92487685887999e-06,-0.000363818671822208,-0.000346767868483409
-6.592271411564e-06,-0.000379581391621069,-0.00037057988832967
-8.32033403859311e-06,-0.000399419343009832,-0.000399419343009832
-9.88110750563925e-06,-0.000429778217320286,-0.00044021766684146
-1.17975960708578e-05,-0.000463227208416111,-0.000486004393818056
-1.37719285472561e-05,-0.000505389568438651,-0.000543119600556701
-1.5743068330518e-05,-0.000554061536599073,-0.000609888258421861
-1.85762324133209e-05,-0.000599077250488636,-0.000675457713778766
-2.18733855637526e-05,-0.000650343884266524,-0.000751071817015775
-2.46441914750262e-05,-0.00069925106791957,-0.000827169688276638
-2.73775460264164e-05,-0.000753560384491169,-0.000913066900640684
-3.05706937391105e-05,-0.000823928647420155,-0.00102257980443996
-3.34325542448989e-05,-0.00088696274005174,-0.00112755062965752
-3.40369621846447e-05,-0.000932780564801483,-0.00121459987438949
-3.37921710494479e-05,-0.00100595460118046,-0.00134169929694096
-3.39721201684591e-05,-0.0010318809146684,-0.00140970895422178
-3.26240033306063e-05,-0.00091647440271099,-0.00128245839695378
-2.52527592837557e-05,-0.000661343471117248,-0.000947923050279789
-1.50111495488211e-05,-0.000370989353342666,-0.000544666328022585
-1.43169752640702e-05,-0.000268391079035404,-0.000403608426647614
-1.6126414444603e-05,-0.000225702984052799,-0.000347658231933178
-1.63862788336833e-05,-0.000186191837963502,-0.000293764236539619
-1.51353285243029e-05,-0.000153062867129026,-0.000247360981493471
-1.40972569223983e-05,-0.000117707775868965,-0.000194845137667807
-1.52772837142326e-05,-6.90953293977402e-05,-0.000117153745533621
-1.82779314486073e-05,-4.73742901174916e-05,-8.22760189108985e-05
-1.56189462688766e-05,-3.95536944006344e-05,-7.0362405007125e-05
-8.02454374726168e-06,-3.4587976136075e-05,-6.30234015850004e-05
-2.16893660985177e-06,-2.36793193273738e-05,-4.41945759275297e-05
-5.16740362568625e-07,-1.22553369146933e-05,-2.34286939568606e-05
-1.04457560381878e-07,-4.57310846883004e-06,-8.95483100538652e-06
5.36047941193192e-09,-1.65410280604964e-06,-3.31765680023787e-06
2.71923592104773e-08,-7.21704750751097e-07,-1.48269420822252e-06
4.88263612816399e-08,-5.92610178310742e-07,-1.247050959692e-06
7.12252760083597e-08,-5.09866455456107e-07,-1.09899218061937e-06
9.62864191760167e-08,-4.53417057971648e-07,-1.00105763963628e-06
1.31326938204757e-07,-4.32416424324921e-07,-9.77882059440657e-07
1.86705811166145e-07,-4.46973594962065e-07,-1.03535487486325e-06
2.61059159810777e-07,-4.66908030638351e-07,-1.10780105921325e-06
