wl,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F01,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F05,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F11,MAN-F18,MAN-F18,MAN-F18,MAN-F18,MAN-F18,MAN-F18,MAN-F18,MAN-F18,MAN-F18,MAN-F18,MAN-F18,MAN-F18,MAN-F18,MAN-F21,MAN-F21,MAN-F21,MAN-F21,MAN-F21,MAN-F21,MAN-F21,MAN-F21,MAN-F21,MAN-F21,MAN-F21,MAN-F21,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-F22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R22,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R23,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R24,MAN-R25,MAN-R25,MAN-R25,MAN-R25,MAN-R25,MAN-R25,MAN-R25,MAN-R25,MAN-R25,MAN-R25,MAN-R25,MAN-R25,MAN-R25,MAN-R25,MAN-R25,MAN-F0,MAN-F0,MAN-F0,MAN-F0,MAN-F0,MAN-F0,MAN-F0,MAN-F0,MAN-F0,MAN-F0,MAN-F0,MAN-F0,MAN-F03,MAN-F03,MAN-F03,MAN-F03,MAN-F03,MAN-F03,MAN-F03,MAN-F03,MAN-F03,MAN-F03,MAN-F03,MAN-F03,MAN-F08,MAN-F08,MAN-F08,MAN-F08,MAN-F08,MAN-F08,MAN-F08,MAN-F08,MAN-F08,MAN-F08,MAN-F08,MAN-F08,MAN-F14,MAN-F14,MAN-F14,MAN-F14,MAN-F14,MAN-F14,MAN-F14,MAN-F14,MAN-F14,MAN-F14,MAN-F14,MAN-F14,MAN-F14,MAN-R11,MAN-R11,MAN-R11,MAN-R11,MAN-R12,MAN-R12,MAN-R12,MAN-R12,MAN-R12,MAN-R12,MAN-R12,MAN-R12,MAN-R12,MAN-R12,MAN-R12,MAN-R12,MAN-R12,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R13,MAN-R15,MAN-R15,MAN-R15,MAN-R15,MAN-R15,MAN-R15,MAN-R15,MAN-R15,MAN-R15,MAN-R15,MAN-R15,MAN-R15,MAN-R15,MAN-R04,MAN-R04,MAN-R04,MAN-R04,MAN-R04,MAN-R04,MAN-R04,MAN-R04,MAN-R04,MAN-R04,MAN-R04,MAN-R04,MAN-R04,MAN-R04,OUT-R07,OUT-R07,OUT-R07,OUT-R07,OUT-R07,OUT-R07,OUT-R07,OUT-R07,OUT-R07,OUT-R07,OUT-R07,OUT-R07,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R08,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,OUT-R09,MAN-R06,MAN-R06,MAN-R06,MAN-R06,MAN-R06,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07,MAN-R07
depth,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5.25,5.5,5.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5.25,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5.25,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,1.25,1.5,1.75,2,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5.25,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,1.25,1.5,1.75,2,2.25,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5.25,5.5,5.75
412,0.016020045,0.014366436,0.013171189,0.012233178,0.012746309,0.014210279,0.015795771,0.017364087,0.018434082,0.018884182,0.018772715,0.018283975,0.017762952,0.017609222,0.017515689,0.016999663,0.016091847,0.014874722,0.014505873,0.015327985,0.016157664,0.01685397,0.014547411,0.012781709,0.011832644,0.011767373,0.012228657,0.01240886,0.01179954,0.011270688,0.011185094,0.011197824,0.011013231,0.010720959,0.010910116,0.011517727,0.011166081,0.010840646,0.011749071,0.012271085,0.011965049,0.01166427,0.012617368,0.013566779,0.014177936,0.015000516,0.017597846,0.019691755,0.020180809,0.017679704,0.013432149,0.009760668,0.008860742,0.008176012,0.006461875,0.005837391,0.006853055,0.015055514,0.014886923,0.014384027,0.013547222,0.012510569,0.011773603,0.011506945,0.011397993,0.011179073,0.01080068,0.010147234,0.010090509,0.010173774,0.014698445,0.013942456,0.013416029,0.013292804,0.012726295,0.011491972,0.010802143,0.011009821,0.011232812,0.010826718,0.010337214,0.010435224,0.014606997,0.014914006,0.01518381,0.015566863,0.015551055,0.015866314,0.016501436,0.017363402,0.017907944,0.018019319,0.017883878,0.017268782,0.016580515,0.016304771,0.016550449,0.016459837,0.015091813,0.012968429,0.013406913,0.014481725,0.015060662,0.015094169,0.014693451,0.01416375,0.013951534,0.01385597,0.013914778,0.013657082,0.01312217,0.012804214,0.012684798,0.012377869,0.011633093,0.012118173,0.012260647,0.015776212,0.016173673,0.016117086,0.015582911,0.014539714,0.013439431,0.012745355,0.012356405,0.012334351,0.012248636,0.011888102,0.011724775,0.011761221,0.011953891,0.012238482,0.012055403,0.011796861,0.009328761,0.010257523,0.010683149,0.010599009,0.009895506,0.009262955,0.009455606,0.01024416,0.010786475,0.010816305,0.010826423,0.010509612,0.010138378,0.010334969,0.011173715,0.012617414,0.011519475,0.01302751,0.015177122,0.015562197,0.016077802,0.016655697,0.01714267,0.017240973,0.017895995,0.018330756,0.018809947,0.019280403,0.01948351,0.020193232,0.020119598,0.019778848,0.018383098,0.01457406,0.015002791,0.015403798,0.015726889,0.015945117,0.016410828,0.016489276,0.015886202,0.015225595,0.01480807,0.01391629,0.013215783,0.015014707,0.014675546,0.014385239,0.01409401,0.014204801,0.014492333,0.014719538,0.01501153,0.015244905,0.01545216,0.014163864,0.012504284,0.012028427,0.011864032,0.011990061,0.012334242,0.012976407,0.014054826,0.015211709,0.015679777,0.01543757,0.014397054,0.013654646,0.009794962,0.012928157,0.014095962,0.014786745,0.015057293,0.014928441,0.01418817,0.013607982,0.01379419,0.014437054,0.015124314,0.014954725,0.014753867,0.014440322,0.013831201,0.014124444,0.014110238,0.013497122,0.022308352,0.034571977,0.045997966,0.057602138,0.064685438,0.067750611,0.071346457,0.072933955,0.074936731,0.071877368,0.058368489,0.036908935,0.022641843,0.029594575,0.022939156,0.01908106,0.01812961,0.017892317,0.017566565,0.015801828,0.014544786,0.013909558,0.013491322,0.012898241,0.0113785,0.010521098,0.010390703,0.009834755,0.009492378,0.010103719,0.019857476,0.016330495,0.013678063,0.011841555,0.010901674,0.010655031,0.009938184,0.009483897,0.009421184,0.009856029,0.01010294,0.009110737,0.007889175,0.000705101,0.000754645,0.000791201,0.000816603,0.000832189,0.000830173,0.000787242,0.000759244,0.000757033,0.000803641,0.000937223,0.001178303,0.001296275,0.001323311,0.011565753,0.011450719,0.012491774,0.014824821,0.018383233,0.021348435,0.022743986,0.023727736,0.024466253,0.024772575,0.023830519,0.02573722,0.020945076,0.022474315,0.023242065,0.023104557,0.022756251,0.019650775,0.016485084,0.014023987,0.01331211,0.012929345,0.012280295,0.01186549,0.011472205,0.0111045,0.010747284,0.010709784,0.011072265,0.011244592,0.011042603,0.021639927,0.021978718,0.022512573,0.023227288,0.023826336,0.022945722,0.022110177,0.020973577,0.019681147,0.018625288,0.017484195,0.016458803,0.015220907,0.015298054,0.015305111,0.013860345,0.012218877,0.015559376,0.016674499,0.016263257,0.014600456,0.013739891,0.013725448,0.01366126,0.013984532,0.014691525,0.015485622,0.015485308,0.015241123,0.015140569,0.016223638,0.017076213,0.017501003,0.018062907,0.017848964,0.016950759,0.016316824,0.015341307,0.015588023,0.014849182,0.013348297,0.013592915
440,0.013442528,0.01234856,0.011546986,0.010866421,0.011175524,0.012041714,0.012980527,0.013851761,0.014464116,0.014813988,0.014908369,0.014758544,0.014482106,0.014327221,0.014182125,0.013819671,0.013200463,0.012272623,0.011456949,0.010958895,0.011105565,0.011483633,0.010604755,0.01071635,0.010793595,0.01082093,0.010776199,0.010752679,0.010521078,0.01035347,0.010316577,0.010429614,0.010684162,0.010936905,0.01123887,0.011411171,0.01145904,0.011386328,0.01128847,0.011461165,0.01026373,0.010003603,0.010462988,0.011625926,0.012777552,0.013608791,0.015241242,0.016269916,0.016214088,0.01415257,0.011115854,0.008051537,0.007084817,0.006748483,0.006313548,0.005946894,0.006129723,0.011933096,0.012306283,0.012293599,0.011938142,0.01104064,0.010205177,0.009810367,0.009690242,0.009728033,0.009660867,0.009398131,0.009261164,0.008965854,0.011262281,0.010832787,0.010514524,0.010397869,0.010159129,0.009987368,0.009970762,0.009887484,0.009684079,0.009578418,0.009572792,0.009532054,0.012362156,0.01248651,0.012611958,0.012700491,0.013119211,0.013216137,0.012981454,0.01318464,0.013691614,0.014063116,0.014116607,0.013591267,0.012737366,0.012310773,0.012447799,0.012915,0.012408986,0.010497464,0.011337559,0.011752228,0.011986469,0.012041189,0.011870286,0.012020905,0.012125963,0.011923624,0.011746265,0.011425749,0.011178467,0.011146662,0.011045392,0.011018901,0.010549374,0.009781654,0.009758425,0.012035011,0.012547198,0.01270813,0.012483596,0.011926894,0.011104066,0.010296711,0.009698334,0.009591283,0.009599196,0.009632417,0.009761871,0.009930103,0.010004313,0.009636491,0.009278148,0.009130242,0.007561485,0.007646611,0.007706931,0.007753266,0.007706499,0.007678868,0.007814356,0.008064256,0.00829231,0.008409753,0.008503706,0.008587142,0.008699304,0.008958343,0.00923855,0.009203512,0.008574777,0.008545983,0.0128962,0.013007232,0.013146875,0.013308819,0.01358721,0.014172747,0.015061156,0.015533968,0.015858537,0.01605316,0.016164837,0.016479169,0.016101553,0.016003655,0.015281742,0.012420573,0.012695043,0.012928642,0.013111477,0.013231161,0.013365502,0.013393393,0.013164739,0.012797903,0.012584494,0.012234702,0.011454646,0.012732769,0.012733309,0.012722417,0.012662014,0.012800189,0.0130659,0.013174099,0.013081388,0.01282306,0.01261465,0.012137141,0.010905095,0.010322485,0.009827869,0.009736614,0.010061175,0.010850571,0.011853152,0.012526848,0.012454925,0.012288464,0.012285542,0.011791593,0.007983765,0.010686157,0.01121455,0.011516732,0.011626757,0.011553199,0.011155976,0.010861682,0.010921617,0.01130871,0.01172494,0.011918468,0.012000506,0.011960481,0.011834415,0.011966835,0.011824032,0.011346729,0.01857764,0.027798622,0.036378428,0.044893209,0.050851662,0.053798008,0.056106292,0.056738729,0.058352976,0.056470467,0.045019267,0.025703364,0.026182344,0.02071414,0.016913518,0.015302067,0.016158517,0.016485063,0.015808473,0.014022791,0.012124061,0.010648385,0.00972903,0.009423253,0.009469539,0.009738381,0.009673617,0.008874021,0.008393884,0.00879025,0.014267936,0.012301234,0.010874199,0.009930716,0.009534551,0.009603649,0.009171022,0.008677214,0.008350956,0.008374125,0.008578638,0.008345499,0.007382424,0.009609993,0.009660925,0.009696591,0.009717061,0.009726556,0.00973272,0.009700814,0.009676529,0.009755489,0.010032024,0.010443636,0.010898545,0.011154292,0.011338698,0.009962456,0.010241808,0.011287082,0.013197381,0.015787481,0.017822898,0.018903216,0.019532134,0.019747359,0.019810417,0.019689884,0.020491507,0.019259923,0.02024122,0.02058046,0.020201226,0.019381058,0.016830663,0.014263942,0.012255544,0.011455837,0.010944534,0.010361522,0.0101745,0.010219512,0.010383019,0.010365253,0.010021955,0.010108843,0.010372753,0.01056257,0.018367833,0.018095579,0.018071342,0.018202257,0.017875904,0.016351718,0.015763861,0.015769784,0.015699506,0.014736407,0.013672815,0.013075192,0.012697881,0.012728267,0.012601199,0.010798947,0.009849948,0.011755478,0.012867609,0.012837291,0.011146168,0.011075624,0.011343323,0.011412775,0.01164206,0.012063127,0.012355359,0.01228889,0.012221842,0.012373007,0.013018426,0.013456662,0.013738272,0.014159765,0.014155878,0.013871453,0.013163014,0.012207748,0.012015788,0.011925665,0.011423471,0.011284764
488,0.016212476,0.01450352,0.013112918,0.01179515,0.011690398,0.012663149,0.013704379,0.01456701,0.015214785,0.015579191,0.015579051,0.015263233,0.014901967,0.014689933,0.014517695,0.014255212,0.013794235,0.013075628,0.012549046,0.012743516,0.013578266,0.014533334,0.019939019,0.017245288,0.01540529,0.014515516,0.014491809,0.014575038,0.01336835,0.011743088,0.010666528,0.01086621,0.011598374,0.011955836,0.012291673,0.012567459,0.012605379,0.012980165,0.014076573,0.014571806,0.010616781,0.010319307,0.011042519,0.012072918,0.012786815,0.013686823,0.015702193,0.016732313,0.016264164,0.013756837,0.010799021,0.008163261,0.00748753,0.007454882,0.00716155,0.006096371,0.006675129,0.012296883,0.012908774,0.013018408,0.012642567,0.011533242,0.010569274,0.010178721,0.010120785,0.010037925,0.010000329,0.009666748,0.009103894,0.008906768,0.012379458,0.011743972,0.011326401,0.010985855,0.010608355,0.010225206,0.010053929,0.009821876,0.009659549,0.009642117,0.009510758,0.009605414,0.013748939,0.014436711,0.014915946,0.015246691,0.015226646,0.014685091,0.014114225,0.014186301,0.014721591,0.015078297,0.015058164,0.014480694,0.01352661,0.01317354,0.013574299,0.014533368,0.014229116,0.011589305,0.011809014,0.012337551,0.012616893,0.012659292,0.012406099,0.012312582,0.012365876,0.012160214,0.011851769,0.011366506,0.011062858,0.011279367,0.011595724,0.01161093,0.010775198,0.009844301,0.00991633,0.013040013,0.01336056,0.013393281,0.013076807,0.012519606,0.011711783,0.010841017,0.01017071,0.010050871,0.010068699,0.010077248,0.010236144,0.010351769,0.01043651,0.010228398,0.009812254,0.009491582,0.007893809,0.008411861,0.008699847,0.008790115,0.008504357,0.008122809,0.008108415,0.008464816,0.008689309,0.008759613,0.008862061,0.008876976,0.009045333,0.009278005,0.009426854,0.009416794,0.009172229,0.00923638,0.014011423,0.013986075,0.01416818,0.014595429,0.014951667,0.015588298,0.016497701,0.017080655,0.017374202,0.017317074,0.017180115,0.017550806,0.01772246,0.017661613,0.017039226,0.012653141,0.013106532,0.013478408,0.013756791,0.013943736,0.014077569,0.013997208,0.013683316,0.013171236,0.012787504,0.012211191,0.011395427,0.012626473,0.012745075,0.012792692,0.012728976,0.012735551,0.012861709,0.012880449,0.01285895,0.012865621,0.012694163,0.011986272,0.010665301,0.010646412,0.01021608,0.010215832,0.0106719,0.011580373,0.012665226,0.013413011,0.013434589,0.013094775,0.012704175,0.0122341,0.008303744,0.01154522,0.012100059,0.012372405,0.012420643,0.012237244,0.011627298,0.011449084,0.012036032,0.013054023,0.013948878,0.013995722,0.013829784,0.013298769,0.013485119,0.013621659,0.013482746,0.012996714,0.020579491,0.031463446,0.041001913,0.049745619,0.055370444,0.058398128,0.060661527,0.060830885,0.061702372,0.059252267,0.047429617,0.028368187,0.030497183,0.021697018,0.01868811,0.017313432,0.017807115,0.017634371,0.01660216,0.015270346,0.013659045,0.012206301,0.01126336,0.0102678,0.009860484,0.010497979,0.011392875,0.010666612,0.008916847,0.009383101,0.016841302,0.014294816,0.012447677,0.011204438,0.010623489,0.010773679,0.010160147,0.009342165,0.008854381,0.009070381,0.009425196,0.009260355,0.008227056,0.01273652,0.012499239,0.0122979,0.012130568,0.012018367,0.01202063,0.011984519,0.012044296,0.012340843,0.01304186,0.013703027,0.013637312,0.01379912,0.014342123,0.00953381,0.009893381,0.011023549,0.013017624,0.015722016,0.017886656,0.018917752,0.019301172,0.019737243,0.020617509,0.02122941,0.02230958,0.021072837,0.022006411,0.022410205,0.022236122,0.02134686,0.018503854,0.015684693,0.013583178,0.01272803,0.01198746,0.011372591,0.011218129,0.011285919,0.01142539,0.011609975,0.011782958,0.012075445,0.012286917,0.012270063,0.019119402,0.019153709,0.019191433,0.019066624,0.018693296,0.017453689,0.016718479,0.016473475,0.016295158,0.015697899,0.014521995,0.013667926,0.013100867,0.013409562,0.013711082,0.012119562,0.010766272,0.01235098,0.013329757,0.013592554,0.012510615,0.01259692,0.012572634,0.012398369,0.012338822,0.01231309,0.012647072,0.012409255,0.012038628,0.012021411,0.012619276,0.01325087,0.013773267,0.014153511,0.013945331,0.013240921,0.012347273,0.011707857,0.01187068,0.011659196,0.010907569,0.010960234
510,0.015220924,0.013860402,0.012883428,0.012165892,0.012421854,0.013365375,0.014177474,0.014717962,0.014965414,0.015108716,0.015173206,0.01518631,0.015081832,0.014850219,0.014426733,0.013863305,0.013266863,0.012621698,0.01204473,0.011613764,0.011490964,0.011399501,0.009420878,0.009216005,0.009216955,0.009434272,0.009638373,0.009511976,0.009186179,0.009025928,0.00930663,0.009660958,0.009964825,0.010018564,0.009836297,0.009910508,0.010170991,0.010278652,0.009991156,0.010121836,0.011522664,0.011618437,0.012280374,0.012677058,0.0133583,0.014769031,0.01591473,0.016483103,0.01597462,0.014206124,0.011422906,0.008951521,0.00794758,0.007454939,0.006878613,0.006579975,0.00585386,0.013789422,0.013629441,0.013240406,0.012597347,0.011826453,0.0112844,0.010940874,0.010714051,0.010415202,0.010062237,0.009915836,0.009938422,0.009684871,0.012149765,0.011841265,0.011699726,0.011630689,0.011437389,0.011246856,0.011161244,0.010989195,0.010761958,0.010724781,0.010847279,0.010902569,0.01410203,0.013783387,0.013991902,0.014666079,0.015937334,0.016075693,0.015087642,0.014485327,0.01468417,0.015011938,0.014892492,0.014258101,0.013623521,0.013470338,0.013449124,0.013333477,0.01305345,0.012304454,0.012238112,0.012211983,0.012209282,0.012210347,0.012307897,0.012434705,0.012426737,0.012284056,0.012040375,0.01174508,0.011432532,0.011177086,0.011033299,0.010929431,0.01076215,0.010392693,0.010212535,0.013832373,0.013650323,0.013378212,0.012995643,0.012629397,0.012113579,0.011590206,0.011122624,0.010774602,0.010590625,0.010529301,0.010513993,0.010538265,0.010485666,0.01040189,0.010326421,0.010242468,0.008986904,0.008804017,0.008679121,0.008606182,0.008590472,0.008802706,0.009136668,0.00935003,0.009411751,0.009511379,0.009674029,0.009714562,0.009571743,0.009621895,0.010261621,0.011114935,0.010442495,0.00955703,0.014479561,0.014860369,0.015246696,0.015680289,0.016082442,0.016361047,0.016532151,0.01655926,0.016689928,0.016978868,0.017468859,0.01779994,0.017484735,0.017241987,0.016705147,0.013471854,0.013816503,0.014103291,0.014325411,0.014466382,0.014587677,0.014651961,0.014490132,0.014121667,0.013828569,0.013121693,0.012346793,0.013776233,0.01362013,0.013551306,0.013563552,0.0137535,0.014051629,0.014062686,0.01379669,0.013404143,0.013363886,0.012981305,0.011610838,0.011131294,0.010882518,0.010836958,0.010967027,0.011509825,0.012477663,0.013136167,0.013143153,0.012867848,0.013068436,0.012982773,0.008539403,0.011349967,0.011903222,0.012263191,0.0124486,0.012467629,0.012239156,0.011891305,0.01180765,0.012240408,0.01289491,0.013198573,0.013160924,0.012734907,0.01261798,0.012728921,0.012890885,0.012602348,0.021040663,0.035996793,0.047629579,0.056658699,0.059175227,0.060396518,0.06253243,0.064539304,0.065337087,0.062258649,0.050184123,0.031048412,0.024043815,0.02433586,0.019601778,0.017203753,0.017561239,0.017681046,0.016844396,0.015118861,0.013467536,0.012216572,0.011225552,0.010577382,0.010466589,0.010513519,0.010297363,0.009103042,0.008918069,0.009932834,0.017307633,0.015147668,0.013457601,0.012197628,0.01139774,0.011088145,0.010719856,0.010361224,0.010074695,0.010032603,0.009822702,0.009341334,0.008415297,0.007465406,0.007602923,0.007718972,0.007818009,0.007904512,0.007962585,0.007940086,0.007973628,0.008074443,0.008273914,0.008574964,0.00879297,0.00893185,0.009033801,0.010361921,0.01049761,0.011562012,0.013630613,0.016804657,0.019591536,0.020904428,0.020892729,0.020734095,0.020857706,0.020849797,0.02213331,0.019083131,0.020487465,0.021182085,0.021109521,0.021098783,0.019654061,0.017125589,0.014157016,0.011980769,0.011159865,0.010885496,0.010806723,0.010924168,0.011004449,0.010882338,0.010667785,0.010772781,0.011249323,0.011189249,0.020686643,0.020438394,0.020295136,0.020176267,0.020408714,0.019826875,0.019074102,0.018208672,0.017526005,0.016713382,0.016059364,0.015852671,0.015484691,0.014852112,0.014143719,0.012271372,0.011130507,0.012511842,0.01314795,0.012873273,0.011090841,0.011578652,0.011459136,0.011432981,0.011648715,0.012164115,0.012387216,0.01249437,0.013073105,0.013649076,0.014356676,0.014507085,0.014253378,0.014316379,0.014122939,0.013447552,0.012678406,0.011819934,0.012078224,0.012410615,0.011744174,0.011385008
