"","X","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X0.5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X5.25","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X1.25","X1.5","X1.75","X2","X2.25","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X5.25","X5.5","X5.75"
"1","wavelength","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","MAN-R06","MAN-R06","MAN-R06","MAN-R06","MAN-R06","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07"
"2","","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","0.5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","5.25","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","1.25","1.5","1.75","2","2.25","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","5.25","5.5","5.75"
"3","412","0.015359220271378","0.014529719260138","0.0138017113222301","0.0134161554280584","0.0133007489064808","0.0125040443249106","0.0111134532506346","0.0107532177965127","0.0111135754805287","0.0112151877100713","0.0107300234471245","0.0103515307332893","0.0138471468273019","0.0142267099092645","0.0146824697186445","0.0151129615847468","0.0156528345564876","0.0156150442556033","0.0154700863407543","0.015801780114218","0.0163956498038771","0.0172698470544956","0.0178542989785025","0.0180725904007023","0.0180906005399182","0.0173195169117007","0.0165710266385606","0.0164157349306892","0.0163376382399963","0.0148711105519713","0.0129149945380974","0.0139578142830025","0.0145195306975019","0.0145520696779047","0.0141633070317347","0.0136493658988531","0.0134434399900079","0.0133506934773554","0.0134077237725259","0.0131576689395154","0.012638659784267","0.0123301336617951","0.0122142207792603","0.0119163841784076","0.011193770064414","0.0116644938729256","0.011802866173529","0.0167969378171552","0.016570966426497","0.0163824431545973","0.0162807289892046","0.0160535682550408","0.0152592975161363","0.0142061335797408","0.0132039172386926","0.0126922223431777","0.0125346123224814","0.012561330440556","0.0122672243898689","0.0118982367941234","0.0117972515098032","0.0120128836858009","0.0124366448275434","0.0121520976012852","0.0151973131130174","0.0155523107730969","0.0160420424053556","0.0166153791642968","0.017189719832622","0.0172742851856666","0.0178179692339866","0.0182839289434558","0.0187893951646798","0.0192801030086803","0.0195042037096453","0.020190371928632","0.0200407756573447","0.0199730722049839","0.0185533054895598","0.0141270837303523","0.0146324601815947","0.0150946684637576","0.0155082471570135","0.015823713856326","0.0160291672836565","0.0164152483813912","0.0164432682380865","0.0158005637019301","0.0151942158553173","0.0147344983324651","0.0139053503301789","0.0130296585454113","0.0145095584419435","0.0138661119850459","0.0134988036006164","0.0134041727061162","0.0137393421133065","0.013901659065428","0.014212536389973","0.0143162272117292","0.0147017764780908","0.0142661198326768","0.0127501891998982","0.0114654097314317","0.0115365837513795","0.0114256732945321","0.0116013587911048","0.0119775710844207","0.0126558516520345","0.0138148709220377","0.014801035300808","0.0151142404621029","0.0146495287023982","0.013896748566124","0.0129484658818666","0.00930040734057692","0.0119452929623817","0.0128638943771324","0.013732188176084","0.0145291151196148","0.0154480307962586","0.0155893559060478","0.0148610988851846","0.0137959976748654","0.0135300109810812","0.0141714564435206","0.0145097096363676","0.0146422643501357","0.0645514045304728","0.0652805792627286","0.0658039062234009","0.0661069784329886","0.0659512235166951","0.0661311346035358","0.0673787588228939","0.0688499002139095","0.0696030533202606","0.0682879986272654","0.0663935260787911","0.0649238850610605","0.0652802354006614","0.0314810359609968","0.0290981030867985","0.0259185660760793","0.0212326052121673","0.0193044278414542","0.0183777639185018","0.0178863324987655","0.0176539179838324","0.0161143460412859","0.0147558934151834","0.0139347848981938","0.0134978145479321","0.0126621845292012","0.0106036331098997","0.0105625998066498","0.0102969012727883","0.00902520732590196","0.0177153084710202","0.0152960626357636","0.0133294211617027","0.0117484222549423","0.0109262158812563","0.0104122210815996","0.00962322017683978","0.00929659847305029","0.00941460302932823","0.0101694539199729","0.00970428639561986","0.0081944658929418","0.0241782987448839","0.0231012729589524","0.021825160294981","0.020475240506641","0.0184052952379035","0.016924931512165","0.0171327727169874","0.0177192520798387","0.0190444945459336","0.0201456978738442","0.0194647944318961","0.017109365447328","0.0184587316718537","0.0214369773103227","0.0229791588308417","0.0227417462404203","0.023147709283831","0.0217058342880102","0.0185296132705814","0.0154567223285407","0.0136479730918664","0.0131563077352988","0.0126968760847711","0.0121320654268774","0.0117233508756039","0.0113594935678929","0.0109315851302659","0.0107605634476214","0.0107797146804398","0.0112929469570005","0.0111614603895816","0.0219625404726677","0.0217356394388307","0.0219356794285278","0.0225612856158393","0.0234589593963256","0.0236754948660191","0.0228138438112682","0.0220016770444581","0.0208290715425639","0.0194619786051711","0.0184945227184578","0.017301406651989","0.0163758384253368","0.0150955653467512","0.0153817015938772","0.0149777107048192","0.0130418851997586","0.0171328939333219","0.0177959365356665","0.0167528688056852","0.0146584214897289","0.0150324622858495","0.0137820717601412","0.0140518541509983","0.0145439857467072","0.0155229655724314","0.0154842763018988","0.01526473285873","0.0151730242901523","0.0162666120285149","0.0170841873703234","0.0174950089565539","0.0180849625447534","0.0178084898280099","0.0168567205197892","0.0161868431930856","0.0154236219091183","0.0155396019996129","0.0151915385961949","0.0137516374842678","0.0138782004323206","0.0136202615744716"
"4","440","0.0116661165301572","0.0111493859413137","0.0107416581735294","0.0105070048822199","0.0104039883585741","0.0100909834455774","0.0099881931530135","0.0100170694814936","0.00983211293372636","0.00968231862567322","0.00955734233857875","0.00953940770012607","0.0113458721581589","0.0119990716179604","0.0124200964931343","0.0126467194936257","0.0125929040027271","0.012782091656275","0.0131667091579089","0.0131553878549668","0.0129848067550188","0.0131854094607652","0.0135940413958853","0.0140928614667749","0.0143025544201719","0.0136336807201564","0.0126387905980752","0.0121916349435097","0.0125335688580562","0.012144318154577","0.0110233840589795","0.0114285694829505","0.0116574610960168","0.011710944785277","0.0115439783002494","0.0116911223089664","0.0117937460590076","0.0115960431602467","0.0114227508451585","0.0111095878999083","0.0108679760018893","0.0108368814097392","0.0107379155584332","0.0107120236922678","0.0102532800962389","0.00950320275326861","0.00948059496206589","0.0125007125686173","0.0126170094832004","0.0126846985086011","0.012735971764647","0.0127123910618278","0.012335846404468","0.0117037255956382","0.0108873380123354","0.0101498572888725","0.00980992292385273","0.00971677394754612","0.00972380974845052","0.00977836712370135","0.00996431198088746","0.0101988229415839","0.00982889875367754","0.00933886241846165","0.012891072146214","0.0129926496504705","0.0131261982149496","0.0132717165569974","0.0135315865164633","0.0140644294930358","0.0149356667319028","0.0154335568560592","0.0157864922263419","0.0160364224879034","0.0161318712159239","0.0164905023728854","0.0159935015285747","0.0160714691910748","0.015347813396179","0.0121342599852073","0.0124616922550683","0.0127421304182829","0.0129757896181853","0.0131522456097258","0.0132646342667221","0.0133779698048675","0.013376734375969","0.0131222968783173","0.0127717406171322","0.012584462540654","0.0122010996045699","0.0114438664819486","0.0124450835172129","0.012166341121502","0.0120500777831887","0.0120886288344811","0.0123550480455625","0.0125226378718919","0.0124838245172551","0.0122758196936703","0.0120814167989454","0.0119141482843063","0.0110732315259569","0.0101299018567318","0.00996444607121578","0.00953514400032356","0.00951374562234092","0.00990533170283736","0.0107638269947301","0.0117110708734204","0.0122526074398759","0.0120635050400138","0.0119065204455429","0.0119909306980481","0.0113269233436047","0.00763898180711299","0.0100209828658097","0.0105541917433488","0.0110292709307307","0.011429482623491","0.0118233142586502","0.0119273734950405","0.0115522129127241","0.0109673799585008","0.0107167028486918","0.0110658646169352","0.0114808559730788","0.0120094001612392","0.049880970321438","0.0499952261940952","0.0501568527411772","0.0503508010723793","0.0506342734765238","0.0513267943061374","0.0524225099646632","0.0531048725752421","0.0528255743905902","0.0518544531391419","0.0511115185094164","0.0506741976948606","0.0509366804730199","0.0232590776963889","0.0205537717425158","0.0180847954851877","0.0154587158622216","0.0154604700602188","0.0161858745839034","0.0163973185959939","0.015875720652113","0.0143157362600283","0.0124529981269453","0.0109219039440618","0.00983763123559443","0.00947412557269888","0.00951245115020483","0.00992177956648399","0.00921160485266212","0.00832331789748271","0.0138231260609738","0.0119315425487761","0.0105713024538955","0.00970235033210936","0.00953412953313548","0.0094308911087752","0.00891240833597143","0.00842007804571022","0.00823597579324","0.00836989243525703","0.00847910095990628","0.00764513786705586","0.0200186254434293","0.0192727560111804","0.0183401291649083","0.0172822860206855","0.0155247124613331","0.0141499278632645","0.0141194805306083","0.0158935466368275","0.0176252318753578","0.0177145308928758","0.0157978022463158","0.0126235814643217","0.0171445658688146","0.019465798937276","0.0205409005906885","0.020160180314251","0.0200299158566944","0.0184859216203413","0.0159339453863219","0.0134407149274218","0.0118853606913389","0.0112628035901094","0.0107099550932801","0.0102740213732931","0.0101702532051934","0.0103155495884441","0.0104477465703385","0.0102361446187741","0.00996625894103034","0.0102812134547058","0.0105102833062836","0.018475274823982","0.0186139313616989","0.0186062016139931","0.0186737537717487","0.0188041770845805","0.0181473538546847","0.0167108897211457","0.0162041607783098","0.0163084101912483","0.0161699029356101","0.0150836783701911","0.0139950993622197","0.0135280077032864","0.01306256265864","0.013237309685402","0.0124190287592006","0.0108223984862154","0.0129412100449786","0.0136020480367854","0.0128137697372666","0.0109614861318126","0.0116200504600502","0.0113986224964975","0.0116543837506618","0.0119561319389223","0.0123685909179048","0.0122866468815204","0.0122400193609647","0.0124086634981713","0.01305571272444","0.0134589752815615","0.0137634905763329","0.0141759730866144","0.0141179890119134","0.013774566219789","0.0130924690617166","0.0122456183137282","0.0120003130843983","0.0119338967885766","0.0116562872483995","0.0112492103422267","0.0112910989022588"
"5","488","0.0129912572270703","0.0121976541706422","0.0116287495145978","0.01130944793116","0.0109470034458966","0.0105040280924337","0.0101800882630708","0.0100775571044674","0.00977283016224513","0.00966983006803912","0.0096421013872226","0.00958449931702946","0.0124102124493949","0.0133268087759857","0.0140939608658642","0.0146963666324491","0.015085785601097","0.015359329332633","0.015251981305783","0.0146978569577802","0.0141777047015202","0.0142067626682416","0.0146162550065939","0.0151149755592267","0.015281591610714","0.0145292689723823","0.013418270888387","0.0131344399704391","0.013984615359702","0.0137316295927001","0.0115589452221939","0.0120776070030113","0.0123517477203509","0.0123933906731565","0.0121449875572228","0.0120532447130025","0.0121055482106837","0.0119037630311672","0.0116011278120685","0.0111249918042051","0.0108270626717552","0.0110395205181459","0.0113499505527182","0.0113648891133089","0.0105448652254841","0.00963146983297142","0.00970224196118002","0.0134245602656169","0.0135108388960391","0.0135065288584144","0.0134574849910953","0.0133077091208022","0.0129233721243156","0.0122889021179325","0.0114739971673086","0.0106604313524117","0.0102758090393132","0.0102034310941478","0.0101821048259978","0.0102253419951981","0.0104035366308506","0.0105898114513464","0.0103845200931518","0.0097703973073747","0.0140114939336046","0.013956154438068","0.0141035091707992","0.0144909312702833","0.0148623779987767","0.0154519737198749","0.0163258661737835","0.0169282802458931","0.0173340836413374","0.017333109518084","0.0171627427887645","0.0174688345885442","0.0175357692179159","0.0177090243862199","0.0170782597032408","0.0121677449635761","0.0127123517252969","0.013169657870313","0.013536526297932","0.0138016349372386","0.0139695350618391","0.0140682566250953","0.0139638167438228","0.0136179856626879","0.0131220677398144","0.0127472787323618","0.0121674366233887","0.0113534106504455","0.0122694720893363","0.0121978691530149","0.012156963227505","0.0121096455748025","0.0122283143433318","0.0122703494324507","0.0122433125049394","0.0122542076717006","0.0121911950794479","0.0119126342442787","0.0108790420286296","0.0098964554014794","0.0104388616117731","0.0100765509825064","0.0101510137537843","0.0106897216559662","0.0116603503185839","0.0126955166631521","0.0133233422304615","0.0132012477473778","0.0128323869747119","0.0125499728410988","0.0119150667255455","0.00807874618962869","0.0104218016754924","0.0113029902861418","0.0120155963410057","0.0125432050707391","0.0129901899279808","0.0128350418854952","0.0120451749195566","0.0113042941820506","0.0113239914747901","0.0125229995574617","0.013270357808022","0.0137419400109812","0.0509760535620627","0.0508771194720495","0.0509469367945124","0.0512022456881456","0.0515969349921548","0.052594215819396","0.0538991453430132","0.0544762948235132","0.0539144070676125","0.0526150983113296","0.0519584660564619","0.0511424715327219","0.0515226059443648","0.024158221370387","0.0215091062866559","0.0193807818802092","0.0174993381987615","0.0175757991815595","0.0178692623314858","0.0176102620966322","0.016684656357642","0.0154303418917049","0.0139593176371515","0.0125523194599989","0.0114305556568323","0.0101935541118635","0.00981097184215433","0.0110187185473401","0.0110938064017088","0.00882960949591776","0.0161941413968642","0.0139791580634422","0.0123362826325379","0.0111677391008742","0.0108659854856835","0.010762545406156","0.0100368038626654","0.00916929312518152","0.00899877908171251","0.00939423425157391","0.00956233718140643","0.00870532782884422","0.0196171109927208","0.0184507239304428","0.0174020300639292","0.0165632417290104","0.0152981372076675","0.0149871960721565","0.016700656130025","0.0200976865586053","0.0219821988452796","0.0214356887195975","0.0165824822440873","0.0115796642285534","0.0193227855413608","0.0212233422997194","0.0221725891481459","0.0219996141982278","0.0221284871554384","0.0203482444552506","0.0175008543198001","0.0147818101354175","0.0131966941656177","0.0124463351300261","0.011706732315268","0.0113002356042239","0.0112259868091731","0.0113525431232409","0.0114649010555842","0.0117106987280697","0.0118859234648387","0.0122482745448436","0.0122532924650705","0.0190281437839629","0.0193286506113301","0.0194639205960794","0.0195322020999934","0.0193484969481775","0.0188087519909547","0.0175338447415929","0.0169122175757385","0.0167308048951215","0.0165565667592119","0.0158356138785057","0.0145966438086244","0.0138784318455339","0.013271923258726","0.013844733472641","0.0134248699117563","0.0117792100103878","0.0131647503694447","0.014187908166989","0.013647951665791","0.0125297868048148","0.0146513885037572","0.012528641275874","0.0124236411252409","0.0123936905899312","0.0126731922138552","0.0123801153551799","0.0120220499422642","0.0120403574339772","0.0126595508022389","0.0132962703503956","0.0137969516427016","0.0141234881392087","0.0138533549808485","0.0131181531739781","0.012223768838157","0.0117131795972515","0.0118215413955917","0.0117617769466887","0.0110999353113625","0.0109076850537337","0.0109897449473259"
"6","510","0.0124973613032412","0.0120461046973823","0.0117850907456241","0.0117159744939044","0.0116210974547892","0.0113932992209935","0.0112121921350251","0.0111759284302708","0.0109863257169739","0.0106828703886576","0.0108166967560219","0.0108512084298749","0.0130208064319686","0.0134697236398215","0.0137039589570113","0.0137938942609197","0.0137278030504364","0.0148702772367375","0.0160453008512435","0.0159563670298358","0.0151772412431927","0.0146170245535471","0.0146137934947056","0.0150750282501513","0.0150973370263569","0.0143067985955855","0.0136300470934747","0.0134822253697993","0.013174853184005","0.0128951799444008","0.0120861892926982","0.0120603940645175","0.0120577561609633","0.0120588337435273","0.0121552997177194","0.0122806875578774","0.01227281702166","0.012131754518912","0.0118908303692871","0.0115988726597609","0.0112898556598376","0.0110372934481584","0.0108951306783414","0.0107924429295518","0.0106270646765858","0.0102617953892991","0.0100837119292391","0.0145868019114598","0.0142126431360262","0.0138761558628494","0.0135947090673737","0.0132653218660727","0.0129305330301561","0.0125435831309309","0.0120342229848481","0.0115821783518393","0.0111812157468843","0.0108573084072052","0.010705525327699","0.0106179975519397","0.0106457018734097","0.0105947471169503","0.0105324967237003","0.010414498175143","0.0143848561554392","0.0147496443112987","0.0151270245249497","0.0155318842868861","0.0159710680746487","0.0162587698673138","0.0164618761533169","0.0164726733876882","0.0165655641751368","0.0168504877274382","0.0173071876541986","0.0177456485757097","0.017434216358307","0.0172236906049904","0.0166813592263986","0.0131022534314534","0.0135139217383533","0.0138605644450444","0.0141450035097917","0.0143591145871233","0.01448997087268","0.0145936947907134","0.0146384063777392","0.0144427781048331","0.0140899169649513","0.0137626608697254","0.013067764992229","0.0123231966784313","0.0130473533120417","0.0129621115120786","0.0129687588739602","0.0130593486744769","0.0133511452484006","0.0134594368678812","0.0132832235326646","0.0128973339849212","0.0127371534782668","0.0127414420611","0.011916866744009","0.0108141394006003","0.0109896717659365","0.0107679549971086","0.0107604883870721","0.0109163128308334","0.0115951441502142","0.0125246451723883","0.0130776217302284","0.0129657710688156","0.0127078144955866","0.0130203977548521","0.0126905447605132","0.00831917146982534","0.0111272036961138","0.0114203231112001","0.0117349142444738","0.012056399880124","0.0124539265578023","0.012651120075984","0.0124984201876592","0.0121031276824454","0.0117130381792866","0.01215073761775","0.0125813964161469","0.0129768707981775","0.0550756148925047","0.055420875753572","0.055611614957387","0.0555845518405727","0.0554437398567763","0.0561283255003716","0.0572121068519324","0.0583778866158032","0.058917557986846","0.0584107914633683","0.056980759584838","0.0561319435329896","0.0559371400710843","0.0265323786663684","0.0240708015425979","0.0213739408258648","0.0178608070836908","0.0171772371364883","0.0176168224898652","0.0176425445467738","0.0169068928273516","0.0153577791194196","0.0137793471019991","0.0125207324094607","0.0113351769372579","0.0106031035870979","0.0103570279260427","0.010749302004153","0.00957401103796822","0.00893513139209321","0.0163357870417643","0.0148545347222824","0.0135657809827782","0.0124130564081007","0.0116100133442992","0.0111763090198192","0.0107299428248908","0.0103147893498242","0.0101670037642859","0.0100558683034098","0.00985586020456352","0.00883424285307449","0.0209413980681421","0.0198124115059636","0.0187624586159177","0.0179199447642916","0.0161936884083696","0.0151364872172051","0.0154152581934917","0.0172736445164963","0.0199554600321014","0.0215228342672164","0.0199085269992365","0.0122905098499653","0.0180606448472229","0.0199755972131717","0.0210487642829916","0.0211543990241682","0.0210971810159011","0.0207979429381587","0.0189548684447362","0.0161568179006671","0.0133353698965631","0.0115767625141248","0.0110945302624513","0.0108349710054986","0.0108631869253291","0.0109786351544236","0.01104166440964","0.0108367588139606","0.0105352856360929","0.0111541553038461","0.0112590591128596","0.0204727747366722","0.0208310261217998","0.0208697126219959","0.020635176917108","0.020488242359652","0.0206735397528401","0.0199811382076824","0.0192625675225368","0.0183930673004834","0.0177749625086841","0.01692609997727","0.016297033165607","0.0161697112375945","0.0156287680514683","0.0150878882884937","0.0136947869890605","0.0119650549489251","0.013117021668869","0.0135894887214437","0.0124740717177065","0.0109708003881869","0.0118087614733806","0.0113550502548532","0.0116195709988123","0.011954133484807","0.0124014774451842","0.0125439266934965","0.0131773269758823","0.0137585734397034","0.0143972746348692","0.014437816267668","0.0142157669875549","0.0142924433634859","0.0140508356853981","0.0133490256089875","0.0126041847744385","0.0118614791308306","0.0119898835789361","0.012314111276879","0.0120856553798848","0.0114389190951911","0.0113761321325522"
