"","X","X1.75","X0.75","X0.75","X0.5","X0.75","X1.75","X0.75","X1","X1.5","X0.75","X1","X1.5","X1.25","X0.75","X1","X1.25","X1"
"1","wavelength","MAN-F21","MAN-F22","MAN-R22","MAN-R23","MAN-R25","MAN-F0","MAN-F03","MAN-F08","MAN-F14","MAN-R12","MAN-R13","MAN-R15","OUT-R07","OUT-R08","OUT-R09","MAN-R06","MAN-R07"
"2","412","0.0147088370865791","0.0145991506776895","0.0152014813942658","0.0156618903005385","0.0168130429801233","0.0157318731215254","0.0146499326233957","0.0116889378610794","0.0126587406444855","0.0647735174437776","0.0308573320951284","0.0126220367099755","0.0241782987448839","0.0240908490868282","0.029459145252047","0.016383535616763","0.0136223825937344"
"3","440","0.0112694563733446","0.0123555728067298","0.0119941084089085","0.0125099298963261","0.0135264197833067","0.0129289989647779","0.0125174220410379","0.00973304199447356","0.0104947682811868","0.0499583232235801","0.0221861159243844","0.0100971144684811","0.0200186254434293","0.0207959885123301","0.0208963309763435","0.0128509464477641","0.0113202532155241"
"4","488","0.0123875223238282","0.0137417573004374","0.0129129296982113","0.0131740446869776","0.0147553985012522","0.0134411208370961","0.0122810035104432","0.0103591769148621","0.0111207170144659","0.0505625630412081","0.0227741158616005","0.0108745237264655","0.0196171109927208","0.0228633985198245","0.0206314824454663","0.0137223975048949","0.0124725134235919"
"5","510","0.0121579742489848","0.0140944969574292","0.0119583060879133","0.0132659777485154","0.0157485728013604","0.0140907848851367","0.0130736242882331","0.0109404774174053","0.0112111120164903","0.05543771604379","0.0255618528928009","0.0128300220764844","0.0209413980681421","0.0218159439933061","0.0215932504490275","0.0131211288477806","0.0113930882511061"
"6","532","0.0106489349499923","0.0124094634633738","0.0105580003353493","0.0118088686347864","0.0139003397558834","0.0124054198819493","0.0113559662300807","0.00948003064074523","0.00988458809418682","0.0488218064555297","0.0236192956609871","0.0102438030575003","0.0187532855574865","0.0198103745941551","0.0198719931918506","0.0107813562638443","0.0101329540520025"
"7","595","0.0114084100155294","0.0138244997321205","0.0110618750693168","0.0127391755498936","0.0148237017589725","0.013568265189557","0.012094875623871","0.00997983109442672","0.0107318949719287","0.0529768204891935","0.0255535203994742","0.0140819223220159","0.0187859415071343","0.0199714326451437","0.0210153278079161","0.0123438157533806","0.0103078330776357"
"8","650","0.00892355901463551","0.0103986134781911","0.00866905224450188","0.00972142269222892","0.0112702939405614","0.00961777801717262","0.00910094579778863","0.00783395596680808","0.00836049056977415","0.0395747255661028","0.0168318050933463","0.00937856520751763","0.0147262729018238","0.0162633649693644","0.0154013609998214","0.00888952012780654","0.00801640131417249"
"9","676","0.00958928491127658","0.0111875259432061","0.00988883469024503","0.0101163727175024","0.011627526707409","0.00990241943977847","0.00940032021293922","0.00814004051693932","0.00852968261176598","0.0396951134677495","0.0171259463968958","0.00903572586884539","0.0151710285944723","0.0159259511942413","0.0156625415018481","0.00944276507564887","0.00810228260654004"
"10","715","0.00910703742506404","0.010184324227319","0.00922122610970872","0.00985018657657158","0.0112987145374762","0.00995877534388279","0.00909983892422723","0.0079296204809977","0.00853697830328858","0.0399394219062687","0.0176755519162581","0.0092051316171735","0.0146184834892003","0.0155889017514586","0.0146515110160117","0.00922130144893419","0.00797394498229935"
