"","X","X1.75","X0.75","X0.75","X0.5","X0.75","X1.75","X0.75","X1","X1.5","X0.75","X1","X1.5","X1.25","X0.75","X1","X1.25","X1"
"1","wavelength","MAN-F21","MAN-F22","MAN-R22","MAN-R23","MAN-R25","MAN-F0","MAN-F03","MAN-F08","MAN-F14","MAN-R12","MAN-R13","MAN-R15","OUT-R07","OUT-R08","OUT-R09","MAN-R06","MAN-R07"
"2","412","0.0146456899690101","0.0143410709053811","0.0148421969239138","0.0162374979501375","0.0168943927619493","0.0147252485747851","0.0137992064865012","0.0116889378610794","0.0140133520245","0.0611915709130701","0.0246071360744995","0.0126220367109625","0.0241782987448839","0.0235944219081559","0.0302251016151654","0.0163480773907635","0.0133064104206744"
"3","440","0.0112247718427187","0.0121657017333996","0.0118157125658488","0.0125785961283887","0.0137008139082266","0.0127153061820963","0.012426027799058","0.00973304199447356","0.0110773188430319","0.0476956915626068","0.01745674968907","0.0100971144697294","0.0200186254434293","0.0204474613101389","0.0211332221118926","0.012812306964636","0.011153242618855"
"4","488","0.0123435554075697","0.0136295358219236","0.0128270558020767","0.0133490787603955","0.0150375661465526","0.0132818038505204","0.012178051879669","0.0103591769148621","0.0124557841272468","0.0495328857309793","0.0189949002924936","0.0108745237329939","0.0196171109927208","0.0226619118142949","0.0205680229752304","0.0137698582561229","0.0123860717685243"
"5","510","0.0121157996586552","0.0140024758687347","0.0119037668321845","0.0133422388597379","0.0159287212826506","0.0139523003861743","0.0131327889384894","0.0109404774174053","0.012137303827544","0.0546557329388545","0.0210183273538793","0.012830022095202","0.0209413980681421","0.021666384781225","0.0217019670031479","0.0132009436918202","0.0113316391714772"
"6","532","0.0106127080555886","0.0123467415980315","0.0105277839993992","0.0123300023877036","0.013937830043471","0.0122983669370826","0.011085979934214","0.00948003064074523","0.0107211714816907","0.0483812290569631","0.0184708326639887","0.0102438031289133","0.0187532855574865","0.0197137217058033","0.0200979423864537","0.0108020724850186","0.0100920081084566"
"7","595","0.0113727872480698","0.0137869093208831","0.0110618750693168","0.0129905802847795","0.0150422699714934","0.0139160092059018","0.0123075224900963","0.00997983109442672","0.0125103962303147","0.0528644380410109","0.0218490153739543","0.0140825610434061","0.0187859415071343","0.0199259151851449","0.021391132148178","0.012248731092624","0.0102825251963541"
"8","650","0.00890246624863537","0.0103752806390315","0.00866905224450188","0.00999111416227933","0.0114726990528162","0.00966218991663302","0.00947412851211411","0.00783395596680808","0.00879208436756497","0.0395444901180733","0.0149481724731611","0.00937856754757452","0.0147262729018238","0.0162557076063299","0.0155970749011886","0.00885260474507747","0.00801640131417249"
"9","676","0.00956345324794092","0.0111578467584797","0.00988883469024503","0.0103574715672978","0.0118527960069227","0.00985609774517767","0.00965830296190413","0.00814004051693932","0.00927011741661234","0.0397077160710973","0.0146563215709045","0.0090357259786061","0.0151710285944723","0.0159130840784024","0.0159016294194487","0.00943907785244035","0.00810228260654004"
"10","715","0.00909620068165067","0.0101748105808295","0.00922122610970872","0.00970570383381832","0.0113644204189592","0.0100910666852208","0.0097937045077963","0.0079296204809977","0.00929898161731473","0.0396025375106304","0.0149810841384826","0.00920513162470692","0.0146184834892003","0.0155889017514586","0.0148409972049534","0.0091487583116946","0.00797394498229935"
