"","1","1.5","2","2.5","3","3.5","4","4.5","5","5.5","6","6.5","7","7.5","8","8.5","9","9.5","10","10.5","11","11.5","12","12.5","13","13.5","14","14.5","15","15.5","16","16.5","17","17.5","18","18.5","19","19.5","20","20.5","21","21.5","22","22.5","23","23.5","24","24.5","25","25.5","26","26.5","27","27.5","28","28.5","29","29.5","30","30.5","31","31.5","32","32.5","33","33.5","34","34.5","35","35.5","36","36.5","37","37.5","38","38.5","39","39.5","40","40.5","41","41.5","42","42.5","43","43.5","44","44.5","45","45.5","46","46.5","47","47.5","48","48.5","49","49.5","50","50.5","51","51.5","52","52.5","53","53.5"
"360",3.46370227022635,3.47541176768498,3.48234433826508,3.4824610549383,3.47655791263604,3.47250797477485,3.44784398835045,3.38595328526953,3.30425733992106,3.20933628044466,3.10578896954395,2.99509954033927,2.87744460618866,2.75519435967541,2.63495850765663,2.52453265000392,2.41935437479812,2.31681040517859,2.22030140487632,2.12913081720791,2.03876932745401,1.94533236787194,1.86163495237805,1.79332328396075,1.73647570398728,1.6866130571689,1.64035597900584,1.6002835189855,1.55846841915658,1.5107100803912,1.46361209936833,1.42184901957354,1.38640180200024,1.34977657413518,1.31325114190238,1.27863241949506,1.24568809787966,1.21115663293736,1.18149438220542,1.15742937186646,1.13751346659859,1.12075970331234,1.10546558460605,1.09101164125171,1.07318426557666,1.05060283713904,1.03029874821257,1.01453970339919,1.00093261696446,0.985806567587747,0.97028652808603,0.956228028667024,0.942826341565429,0.92853979945859,0.914481914647138,0.901125703498712,0.889219590266119,0.878335401288934,0.868200005033347,0.858808090754073,0.852214732693667,0.84974394259697,0.847602178312157,0.842134940545549,0.833777163480406,0.821407085629419,0.807692902774557,0.79461843240274,0.783688007966071,0.773644959336399,0.771084644419517,0.770089124704522,0.765071416795333,0.758308289505133,0.752115008727707,0.746114410705813,0.740461330094899,0.7366422444916,0.733813739875661,0.730440442255164,0.725867986948701,0.719127111436244,0.712358013429802,0.707834249413342,0.704272589214488,0.699740525182982,0.694493350823215,0.689100177568496,0.685010856738401,0.682731637419005,0.6814024196013,0.68015494872474,0.680101879317432,0.682279554277909,0.684036944517159,0.682020924764526,0.676850914925547,0.67125895285228,0.667059719223388,0.667534016607448,0.667225849100827,0.666258341655099,0.665252238998949,0.664388383035671,0.66361996271131,0.662789976720667
"361",3.54696806818395,3.47779532613722,3.42218643259737,3.37822245546319,3.34668174683872,3.3361750039522,3.33662625148837,3.29213918995442,3.22747411311482,3.15603284372532,3.06305380290598,2.94755441757265,2.82228530346763,2.71110856156381,2.61009031403387,2.50657906089073,2.40010110014617,2.29797187798458,2.20797059027998,2.1173776438979,2.02742185753507,1.95116168350679,1.88254822814678,1.81631613487345,1.74518903620785,1.6699191205337,1.60283290041671,1.5467846089297,1.49796821254276,1.45191606847558,1.4125452715488,1.37923736716088,1.34829317652784,1.31693077482135,1.28803491185,1.26065110610492,1.23196655749024,1.19881937166101,1.16850735036757,1.14236564229999,1.11996681799922,1.09987802508083,1.08267201436406,1.0671339933744,1.04962882551414,1.0314467214519,1.01554562353598,0.999130003182872,0.981142460155086,0.962087457737788,0.945029595673772,0.930496130782682,0.918534352279067,0.907474892375723,0.897398135776618,0.888128051531454,0.87820487406898,0.866352316237968,0.853721550370452,0.84230761113266,0.832841888780424,0.825136238227207,0.817820618036813,0.809894520551026,0.80149819822334,0.792584750393925,0.78372475655344,0.776506524506001,0.770338144051236,0.763867157348756,0.755975810054715,0.746191975299208,0.738898691717248,0.732203658542768,0.726302695806802,0.72129250458064,0.719737085748959,0.720084862639641,0.720129720761113,0.718886271355716,0.714861417715037,0.70987626443734,0.703950558855922,0.696322170302787,0.687948452577085,0.681436519148189,0.676811119652909,0.673264020177579,0.669903538777679,0.667627946801193,0.665351113102236,0.662336773091552,0.659483605456949,0.656510324981902,0.653316315002947,0.64945953524423,0.645070877112945,0.640815523618833,0.636556110300192,0.636304888505437,0.636547729087139,0.636595179535465,0.636785401050211,0.637215160632087,0.637865538889572,0.6386534267477
"362",3.36442121929694,3.39276013950728,3.41046675244618,3.41655563605645,3.41029657253247,3.39459295335991,3.36583875030802,3.29247838830469,3.19982062714445,3.09528003919441,2.98763266496117,2.88126687119915,2.78327498002835,2.68331173417864,2.57968537189834,2.47090309204079,2.36329264467378,2.2673755151816,2.17823369239054,2.09363860023303,2.00917777297962,1.92516342655092,1.84747624669526,1.77561995016874,1.70942313530181,1.65117266425867,1.59769089746713,1.54526137560568,1.49137163577081,1.4398850559354,1.39395299274304,1.35326658401466,1.31649863307223,1.28603571587736,1.26007080365536,1.23606526115297,1.2100530270802,1.18189646349452,1.15388991134996,1.12529428969607,1.09772936104538,1.0747824961147,1.05707877904935,1.04146633345868,1.02602392848965,1.00993501695676,0.993801436179605,0.977851658267965,0.961513432057336,0.944129375629107,0.928540119246951,0.915566137358063,0.902867229228145,0.889551594359094,0.877790767638899,0.869085658721042,0.862592457046903,0.856086576869635,0.847800868242671,0.837145698906475,0.82529902348503,0.814387921121282,0.803008954480194,0.791272646924456,0.781377979355741,0.774999470962013,0.770419195786442,0.765878032613898,0.76066617655149,0.754350495605994,0.748377567106349,0.742783233847889,0.736775018109301,0.730249731795632,0.723572181238863,0.718089892774561,0.71255636469598,0.706983925511218,0.703147481468012,0.699859896582531,0.696409849115826,0.691515161260094,0.686072022145503,0.680940238386704,0.676351696488774,0.672345642502087,0.669393705119686,0.66762229652989,0.667765151403023,0.667907462057483,0.665718790772531,0.661319296298522,0.656775028161909,0.65378818221847,0.651402067401299,0.648294266378648,0.644089978936532,0.639942484165887,0.637407233721436,0.635562652221984,0.633925530330364,0.632144215157846,0.630386667027529,0.628772681942802,0.627344104778142,0.626088714703153
"363",3.33668566188112,3.3571764044432,3.36786084421602,3.36830572466871,3.35834445873379,3.33932562855432,3.30797495651462,3.25256371830951,3.18010281163197,3.09118183469029,2.98712173931661,2.87311867779129,2.75192514043217,2.63565578909695,2.52807383068294,2.42798452024944,2.33699181024314,2.24939630601755,2.16347681456412,2.07802479186207,1.98976713499776,1.90381224831334,1.82464333599993,1.75382635662022,1.68816817829058,1.62826287673054,1.57585884664672,1.52900862789943,1.48781805551765,1.44681295564972,1.40351561139034,1.36156003222047,1.32113563710022,1.28455266870834,1.25400045497757,1.22682254022918,1.20101804917516,1.1722911946535,1.14360109287515,1.1165839455802,1.09226230648289,1.06940826970161,1.04849643050141,1.03079279831949,1.01376106911428,0.997617610898413,0.983315772789088,0.969779052629313,0.956362292502991,0.941933601107299,0.926378881853886,0.910774536540607,0.896793027771582,0.885137002403363,0.875891526114756,0.867929039151209,0.860794779196287,0.85362265014318,0.844864030871593,0.834369371252023,0.823311195212589,0.812144204439163,0.80104409706686,0.790305180137056,0.780274890925635,0.772518984227758,0.766020107801574,0.759453675751916,0.751897623144125,0.743980123610955,0.737518221534923,0.732000339205708,0.725937100109817,0.720573436264442,0.716852448460166,0.714134077766022,0.710200527556858,0.704690021241157,0.699391369203871,0.695018446279504,0.691880821914671,0.68825309422212,0.683390808339208,0.678452377174817,0.674328867557869,0.670339096683624,0.66634968322703,0.662609931819882,0.659647937074482,0.657178057080674,0.655444859272323,0.654433959193702,0.653121969664515,0.652051003771236,0.650896443025042,0.648732698482598,0.645641154860688,0.64194725127151,0.637659565485116,0.633374445404276,0.630330002117287,0.62817406276014,0.626817294075027,0.626239505825663,0.626456641444257,0.62749365250712
"364",3.29398950337045,3.32699904549099,3.34680520313804,3.35237593226182,3.34280743066751,3.32065997786176,3.28327786659308,3.21165885509439,3.1235387030507,3.02502362751388,2.92617925663176,2.82921639159507,2.72702600700095,2.61603383088499,2.50337993923394,2.39215927671862,2.28745473601613,2.19350591561405,2.10805811261809,2.03154870378321,1.95559876178411,1.87561716493843,1.79870612623614,1.72788613551718,1.66365071818314,1.60334071750942,1.54705149008084,1.49638118715889,1.44974000675989,1.40574788049503,1.36501586716398,1.32810068783097,1.29378566605164,1.26136269136944,1.23198018043313,1.20518823682719,1.18101788683269,1.15657789449854,1.13322812599207,1.11061783322397,1.08662646385749,1.06142015683941,1.03665225122433,1.01523771531038,0.996540758473539,0.979152279166671,0.962736333974102,0.948280168721484,0.935178654440059,0.92207915631374,0.909969161808366,0.899956988612498,0.890586032176717,0.881222511337785,0.871476148021146,0.860406057645848,0.848258982912245,0.835816212314419,0.823867626334627,0.812793787490034,0.802133642528533,0.791298961520352,0.780773572864306,0.77146084113723,0.763678597486776,0.756556762308826,0.750269799536321,0.744714265595362,0.739721481421405,0.73501390096358,0.728806986751676,0.722033423671443,0.715765502855919,0.710031381307994,0.704295354845044,0.698677386671459,0.69322608374374,0.688584506861618,0.685701170259464,0.683118320949504,0.679605252094707,0.676163732241405,0.673330458695937,0.670299169806333,0.667259554568858,0.664268310992274,0.661132403279506,0.657814695655917,0.654216801849747,0.649851604512358,0.644747572380322,0.639913806727964,0.636058734152361,0.633094733673252,0.630496016941438,0.628040253314906,0.625832348977799,0.624352439326027,0.62355231775179,0.622973215379074,0.621425924030179,0.619598196337422,0.617598070714215,0.615376184954325,0.6128701404084,0.61003850524886
"365",3.2957754274645,3.31051257864166,3.31412479869368,3.30650253061458,3.28754525291614,3.25734770497902,3.21912027628712,3.16321995127903,3.08922279317222,2.99740851099438,2.89045184916564,2.7751220633436,2.66380582939718,2.55943358424252,2.45942588740364,2.36620479071639,2.27734042662181,2.18816625967669,2.10058486381657,2.014612330585,1.92937876711588,1.84693628522317,1.77006770035347,1.69904928398813,1.63373591831817,1.57468992794347,1.52319137457512,1.47676353733999,1.43332855419536,1.39226400303917,1.35463556727245,1.31966343815501,1.28603797989887,1.25522438640146,1.22532886903063,1.19590429794681,1.16536399711072,1.13532251348363,1.10785341238461,1.08128873258566,1.05732210191025,1.03881415296035,1.02347483449583,1.00702924448941,0.9895131288958,0.972064721046095,0.953649027879491,0.934539791234873,0.91667539908035,0.901833417323362,0.891219205870507,0.881950604245969,0.872584613144408,0.862968274842289,0.853323317262907,0.843496721233247,0.833546209397126,0.824386819948996,0.815290146255122,0.806297065152721,0.797408919772992,0.788466305374663,0.779660478963177,0.770654603298921,0.761451189855887,0.752840051752338,0.745027278973355,0.738370892033381,0.732320235604651,0.726725314859355,0.721739425818533,0.716054314783747,0.71122992753545,0.707053253640997,0.702200123274167,0.69710147342871,0.692888863419499,0.688478677948712,0.683661925105576,0.678905523485214,0.674679263741613,0.670268786013327,0.665657361049349,0.660307498871123,0.65462990971221,0.649368636621218,0.645221800953558,0.642271481439668,0.640534239835585,0.639154205984803,0.637607939081018,0.636269574025219,0.634954173754496,0.63332055121357,0.631026831473668,0.628347810749828,0.62543602574051,0.622338102656567,0.619173259875891,0.616415055688338,0.614251031069163,0.612570471480251,0.611362586558289,0.610635358317537,0.610392297006661,0.61063294925781
"366",3.21470069907779,3.23439280539146,3.24422685607369,3.24377334073555,3.23273768225767,3.2122470575608,3.17936480383947,3.11862173143061,3.04253683388397,2.95162646138039,2.84528532550084,2.7330287858314,2.62075475003058,2.51497203483806,2.41490191551086,2.31839679920962,2.22756700372254,2.13932684615197,2.0532351421894,1.96520312577563,1.87652778527879,1.79407686173794,1.72025930002386,1.65588009535128,1.59704434873174,1.54252125853061,1.49106822081225,1.44375554065951,1.39838753231368,1.3543038656311,1.31378749310006,1.27745772841897,1.24538866952022,1.21563990623568,1.1861755603432,1.15811578067829,1.13091099141511,1.10325407502143,1.07651919732918,1.05195163490958,1.02923928684634,1.00731480773793,0.986335087420269,0.966912733478859,0.949516073797141,0.93395348323671,0.919743288877734,0.906919158352566,0.895495520260581,0.884469389189655,0.872811753896958,0.861365885741455,0.850406299312641,0.839986221979187,0.829771573478955,0.819681911471662,0.809825002959768,0.800863316021006,0.792766847233581,0.784508857754471,0.775904385679738,0.766963498951926,0.75792066998342,0.747866641689961,0.737669509312695,0.727893323781847,0.719243913854475,0.711867294072325,0.705452756446603,0.699614725247548,0.694442864374681,0.689476599343591,0.68393959100987,0.677849007216359,0.673277904896729,0.670188156591914,0.667527678070074,0.665263481722699,0.662537874908662,0.659750109822763,0.656331274801814,0.65244991096918,0.647946191882662,0.643179146929907,0.639050105222067,0.635113812140233,0.630266676192599,0.625358466760063,0.62074481251543,0.616851440521409,0.614132965544187,0.611865587417525,0.609578448487834,0.607119415485818,0.605238638570132,0.604059128893164,0.603137550373738,0.602118581507607,0.601237596436154,0.601289370381798,0.600724465562579,0.599471739802549,0.597673416322623,0.595368466439463,0.592549211599619,0.589179380094038
"367",3.14273208185676,3.16639287938888,3.17800449515749,3.1777544392715,3.16530366565028,3.14008540176902,3.10528991175576,3.05262320420265,2.98895953756559,2.90975461061374,2.8161011166149,2.70975635396246,2.59667685291896,2.48593687652335,2.3795702758629,2.27661919802571,2.18286153140507,2.09441999278413,2.01009573657435,1.92791737226729,1.84639033808335,1.76784735406724,1.69915397205526,1.6398242790495,1.58396403993312,1.52719000688029,1.47233165895072,1.42212423193043,1.37561360642567,1.33252593250842,1.29391633527743,1.25934900088035,1.22772097692504,1.19505975548281,1.16399699111203,1.13604813014476,1.11086885886843,1.08605660842411,1.0636917662763,1.04369605669371,1.02404020502093,1.00270469285025,0.981166915495879,0.960322729529475,0.939526267555365,0.92052074215488,0.905268727688165,0.893524536453139,0.88377536225582,0.87331407679202,0.861057025817852,0.847608119231023,0.833936612122524,0.821386327917658,0.811135610002688,0.803442958242845,0.797461556912862,0.791487337398031,0.783976224832762,0.775483659314249,0.76614655653712,0.756170665965495,0.746320552394191,0.737930021878749,0.730894914900029,0.724434870761643,0.717522013403693,0.709896574225293,0.702562785512177,0.695409564012763,0.688258648969153,0.680630985654717,0.673925823617985,0.66850332916412,0.663828774146185,0.660072549521019,0.657597356553314,0.655936600368089,0.65358163292783,0.650318962325305,0.646378451758339,0.642723965200842,0.639204857655381,0.635688763426543,0.6319868034977,0.627807409280309,0.623054614690949,0.618534798227222,0.614657946819041,0.61102811927502,0.607875750205901,0.605304966069213,0.603497238259338,0.602588713855895,0.601797337653539,0.600256042686116,0.597741230357913,0.595285767166675,0.593445027494569,0.591207982519077,0.589488184193701,0.588217878704701,0.58739957705842,0.587076540000835,0.587263245485344,0.587973086670609
"368",3.13066208490972,3.14767674116128,3.15583454427545,3.15441977498953,3.14309211035931,3.12392082385679,3.09386864284592,3.03807995841148,2.96525849943244,2.87837327660534,2.78014416878277,2.67619064480677,2.5691592900283,2.46571634645843,2.36743441257201,2.27436686614316,2.18489300098747,2.09475701652049,2.0066941766221,1.91952711376582,1.83406728358274,1.75444128661575,1.68276284267121,1.61899987274769,1.55960173830742,1.50275389614935,1.4511644484891,1.404701126412,1.36318407976734,1.32360494426659,1.2866576999867,1.2525340156528,1.22095850685603,1.19146596318072,1.16383499147777,1.13796296841421,1.11197365817987,1.08504303890307,1.05753559851194,1.03101068750547,1.00628703136671,0.984997489430358,0.966942977021701,0.950382616415203,0.935181606005201,0.92048316181126,0.905949550257031,0.891464685199117,0.87713467897488,0.864495990469494,0.853043902576698,0.842250826586244,0.831673393300085,0.820859571418221,0.809659365488769,0.798450786477814,0.787618741446092,0.777637043304964,0.768463413274269,0.760106558450731,0.752392882076477,0.745002330936862,0.738241441224702,0.730908513734867,0.722990098347707,0.714958340435492,0.70713051994013,0.699954478581767,0.693292705060117,0.686762057286415,0.680944734740937,0.675213036392634,0.670396527417306,0.666334852778075,0.662937424288986,0.65987793556192,0.657404574074815,0.655740309893929,0.653500532842985,0.650017062909293,0.645391340561674,0.640437226647884,0.635184372246959,0.630018394035654,0.625227015939324,0.620936565560721,0.617092415509401,0.614082809144891,0.611569040930915,0.608965992282555,0.606520489119453,0.604639945646538,0.602994916547271,0.601267545702347,0.599183512139163,0.596250052583726,0.593050201764188,0.590272650983322,0.587586383855664,0.585429706964496,0.583689939263478,0.58213501550056,0.580807890335907,0.579713744920224,0.578842523528758,0.578185842765862
"369",3.08464990513792,3.11036848637757,3.12286813944965,3.12172229272477,3.10634415551708,3.07767435121407,3.03431617139782,2.96688089803687,2.88552579576506,2.79497846392709,2.7006837573768,2.60636609205488,2.51211957583445,2.41604939674595,2.32049962757439,2.22782066835426,2.14042958075517,2.0552972840642,1.97173562677121,1.89183164659336,1.811883865909,1.73275063776389,1.65819923173502,1.5924664088208,1.53601763445387,1.48489429492186,1.43598615601201,1.38937219544712,1.34629977795989,1.30446270631028,1.26401645116294,1.22684422182203,1.19474202647915,1.16739042260658,1.14221704382914,1.11805736416029,1.09278490344627,1.06651150340239,1.04092731539954,1.01534665122078,0.990498093660017,0.968665846356622,0.949641596285971,0.933159681970023,0.919131417838758,0.905986519425547,0.892806568940827,0.87986787814055,0.867263281133428,0.854324171424387,0.841892770151364,0.830088141499664,0.819447117758432,0.809367583284627,0.799099159604909,0.788715198243232,0.778633577076789,0.769351740489173,0.760161332290305,0.751115703998558,0.742104136887984,0.733086506963565,0.724559584859409,0.716454564371702,0.70919235847528,0.703546012157005,0.698012096495958,0.692094943055907,0.686288725497888,0.680996799590872,0.675540323856456,0.669681021427011,0.664359218250115,0.659717710514284,0.655400179114157,0.650822867377669,0.646105503775877,0.642150097448376,0.638768878255384,0.635350088283122,0.631779247149835,0.628082237828287,0.624363497835395,0.62068464742134,0.616645843632167,0.612385387271708,0.608051015212464,0.604149466730476,0.600987365571065,0.598294128922931,0.595691240127877,0.593444458484191,0.591666505341044,0.590281878059267,0.589062555784384,0.587579580433841,0.58586873485861,0.583854815385253,0.581985538607291,0.579818737373931,0.578315334180377,0.576804508511346,0.575256729516104,0.573735968941394,0.572305703452026,0.57099419676364
