"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"126",0.59137442335593,1.15183519445659,1.00392406485289,0.49587344828319,0.60619741004455,0.909319496310266,0.690921099801777,1.09925663177676,0.777427487787122,0.634991551190062,0.915618699685465,1.16766701493823,0.966919344840623,0.592627572283129,1.04914085005221,1.15163955996544,0.845018723592621,0.628796155759653,0.746366321704525,1.05579937946139,0.574527051891622,0.995074857374171,0.664467159348161,0.616423810688398,0.743322425858418,0.740746840487983,0.398438633191591
"127",0.59090311044415,1.15058083722863,1.00266011638175,0.495814654176777,0.607775860153016,0.912572987389519,0.693816530662102,1.10354401566302,0.780100782476006,0.636060047216438,0.916450483437178,1.16834904248206,0.966111452157177,0.589252570169595,1.03952785834658,1.13946246903116,0.837073097350451,0.624241803114419,0.744353864407867,1.05428337092376,0.574162689407499,0.993616692042637,0.662639268884026,0.612184956985898,0.737154748027097,0.73406452678553,0.394836527620372
"128",0.585205879750097,1.13925750210771,0.99267583021917,0.490165868677602,0.598104824314969,0.896581781698093,0.681001168622771,1.0832165912091,0.76579412662541,0.624590551956177,0.900049493937719,1.14751505342279,0.951156556178907,0.584906334961075,1.03792239261637,1.14041961458348,0.835672728991306,0.620122644335423,0.731776111762006,1.03347595120883,0.561797253307471,0.973682461936701,0.650859218790749,0.605815235422748,0.732359450360295,0.729374532309989,0.392315122957738
"129",0.578694570966975,1.13775523710236,0.99703899755821,0.489262078379612,0.597709358582579,0.896369315742942,0.681052407496699,1.08283482147583,0.765003339251057,0.622326566154541,0.895756193997666,1.14149172755592,0.944517890384621,0.577373936814936,1.02021207964736,1.11902476412788,0.820446387779382,0.609134526678858,0.719588291686499,1.01657045894797,0.552714257316633,0.957571244483956,0.639708858368848,0.594304014260151,0.716805124208286,0.71467265736465,0.384418742390566
"130",0.570385492769441,1.10953001674661,0.966328676572542,0.478893319072713,0.589585100295654,0.886625414053774,0.674695936481045,1.07312027310851,0.758580994792317,0.618473058643837,0.891084811662268,1.13599478956909,0.93867443674838,0.57108278175572,1.00565152370416,1.1015127526381,0.808734600212446,0.602069550378377,0.715325007313228,1.01215643645245,0.550869577101437,0.954587120910221,0.637933943384783,0.593305727797187,0.717208644203538,0.714035600340784,0.384061011167206
"131",0.560617848390722,1.10155424258854,0.96498312266524,0.473881805385726,0.57948574704684,0.869343700387373,0.66063073046776,1.05060831507281,0.74250901253424,0.604877020077555,0.87118217912723,1.11046454160581,0.919433427165907,0.563276157826589,0.996867188987515,1.09411941953005,0.803103124044968,0.598091387764604,0.711133561391217,1.00643533354516,0.547830092277719,0.948286642635822,0.632656692110663,0.585224197230389,0.704345101096406,0.702122672765049,0.377666329520854
"132",0.558065134696993,1.08545285017779,0.945302503897817,0.468320983245868,0.575918327038851,0.865726344180201,0.658715838356328,1.04688456974752,0.73911428004496,0.59973925293795,0.862270176160893,1.09830727504684,0.909171615487829,0.556578296627172,0.984493928138671,1.08030689990192,0.792415129137846,0.589083358195018,0.697805571883384,0.986548134580198,0.536649361974295,0.930150678853263,0.621815503413397,0.578945593338142,0.699765319597371,0.697105632560219,0.374961155710163
"133",0.550211998525782,1.06873430882618,0.930008952034564,0.461400391249941,0.568229721272182,0.854607326625211,0.650422525149969,1.03399531869701,0.730341941790744,0.593640853247816,0.854154876690317,1.08831776022413,0.901590616948655,0.553381802488233,0.980666819276236,1.07692399917795,0.789803258204712,0.587118961428474,0.695421786515154,0.983155636390187,0.534798006301715,0.926013550793753,0.618091822362092,0.572629763625521,0.690195781523292,0.687638524522295,0.369869918808846
"134",0.546586024554217,1.06624453147992,0.930158964011395,0.459273093131132,0.562564180765059,0.844463789820005,0.641954263830998,1.02084673600417,0.721407566867783,0.587476502198216,0.845986694983729,1.07828198959922,0.893723887347502,0.549491081223874,0.974954915381341,1.07117926353812,0.785097400587541,0.582870818402345,0.688514363606684,0.972653118195321,0.528830840192358,0.915578846117096,0.611021086532,0.565763911203669,0.68135199586241,0.679145065930055,0.365306026475929
"135",0.540372045952519,1.05229839158708,0.917068583825654,0.453082510548395,0.554070691285368,0.831226443761165,0.631625352936633,1.00494770713006,0.710763887571327,0.580648936151393,0.837328186601154,1.06786396029249,0.885024087537444,0.544006091547668,0.965051616460083,1.06022218540464,0.77701144081343,0.576748411127928,0.680983672081673,0.961896957575378,0.522941217689697,0.905836591920684,0.60498917127121,0.561577941827484,0.677445459383163,0.675060937118704,0.363106452730206
"136",0.532619400708097,1.03820980336001,0.905302345645016,0.447330889583446,0.54829296877806,0.823232432991072,0.625880730781596,0.995482282752182,0.703703508639091,0.57374451318206,0.826649146560453,1.05386195704458,0.872780648031686,0.535141107670815,0.947638445657473,1.04033988258192,0.763307125001381,0.567942576832939,0.674008957719062,0.953394410799787,0.518784891513178,0.898618669426891,0.600149522269033,0.557029153564007,0.672301079441491,0.669600872956204,0.360164716001174
"137",0.529493369965061,1.03195539154323,0.899766980134272,0.444957466687393,0.546494298921468,0.82112624974166,0.624609441616594,0.992756218601766,0.700984811178459,0.56906709400625,0.818342553221145,1.04244593181245,0.863107825309429,0.528752174231249,0.935746311103739,1.02702611676417,0.75341630681192,0.560295987669023,0.664216483633011,0.939261265702293,0.510997862178494,0.884825921610043,0.590623622874483,0.547252069420935,0.658857200931965,0.657115922903834,0.353462441853892
"138",0.523833812601601,1.0265369880565,0.897888179346821,0.441717067475804,0.54013874767851,0.81030766553556,0.615791477822707,0.979015524649406,0.691591508430169,0.56240309323229,0.809374557307962,1.03135081065764,0.854937478898873,0.525878791672072,0.933355732595785,1.0256062176531,0.75181079022061,0.558399816205574,0.660213088891824,0.932910782320741,0.507305116741207,0.878411296217822,0.586320772846818,0.5432024363704,0.654504606528884,0.652278724128713,0.350853327533595
"139",0.51668569389794,1.00409387702745,0.874003897937907,0.432843556400646,0.530842255595051,0.797195140315282,0.606126932155282,0.964393980167853,0.682099145659666,0.557285944449545,0.803671953518183,1.02495442161307,0.848229985706501,0.518807933225602,0.917098856562192,1.00609102461712,0.737792833495388,0.548077337478429,0.648231835852862,0.916068657914057,0.49817489491742,0.863683056955536,0.577606668446851,0.53845516885202,0.651058465171011,0.648763445871424,0.348961327039197
"140",0.509664736020561,0.988864636241428,0.85994165200308,0.427259305229317,0.527222692814101,0.793486954503081,0.604100936996556,0.960881093703609,0.67928926958982,0.553979688804502,0.798261625257748,1.01771258242289,0.841297840381297,0.5125968688591,0.903624230876996,0.990192725109551,0.726531931279418,0.540138184541637,0.639908421726285,0.90472591989481,0.49215132971906,0.853294928177457,0.570716018914279,0.53219994444446,0.644063306379809,0.641390158103037,0.344989492514762
"141",0.504696940158324,0.982297104925313,0.85579461271527,0.423717728646002,0.520821166977355,0.782772341719737,0.595493009995418,0.946898271698219,0.66907690741315,0.544633926856438,0.784146984644873,0.999381767082551,0.827389023301196,0.506737675153883,0.896619026943121,0.984007152083222,0.722345250685058,0.538046689389444,0.639984162483268,0.905836330109166,0.493104890465589,0.85322566746688,0.568892571463179,0.525217209829437,0.631589782434609,0.629475441308002,0.338588187603361
