"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"
"1",4.18509298426291,4.39366392198029,4.34160264777916,4.01321013072277,3.5761217134314,3.28411254965642,3.05915120168357,2.86424302098702,2.68138988413269,2.51193763868013,2.35086901100472,2.20248354069561,2.04944560797243,1.92416637654609,1.81017142862489,1.71048020131426
"2",4.20492671237677,4.32814851491796,4.23811858247953,3.93871261139691,3.58738469484188,3.33733630777863,3.09884797753681,2.8802479780082,2.68626002496641,2.50409930911767,2.33474351363218,2.18129928414012,2.03660918909599,1.90447877012039,1.78415427982101,1.67600084977981
"3",4.19355502183934,4.37297658312814,4.31442634163689,3.99340387563051,3.60051749994944,3.30419432009116,3.06225576628841,2.8467543396288,2.63342224962698,2.45277833033617,2.2899223897781,2.13455707794905,2.00303006557871,1.8829909118623,1.77238392032021,1.6711016709342
"4",4.16055004293699,4.25232860843846,4.16404590889522,3.87478423837525,3.54147344843481,3.2478777335972,3.02427233758566,2.81604655541143,2.61550579688842,2.43005526960238,2.2598193236215,2.1235243366285,1.98970337312252,1.86668842867479,1.74909603296558,1.63818677109501
"5",4.10540281732503,4.22319665730638,4.14108884063452,3.85034972119965,3.49111597274485,3.22151038802703,2.97565576601717,2.74751517575482,2.54465475656074,2.37723423955391,2.24647620491546,2.12249873657938,1.98682685634695,1.86027277779934,1.74387862072196,1.63878930506664
"6",4.03741138447519,4.13917121036269,4.0672079385698,3.8057682603258,3.45719286746978,3.16630592868159,2.91734397607191,2.70632125373395,2.51448197957076,2.34719046951408,2.20141580502981,2.05643745552276,1.92597307742317,1.80862630499717,1.69919516734743,1.59952366301484
"7",4.04655928914686,4.07936048606634,3.97085005066447,3.71053837540051,3.36515539345678,3.09067531609658,2.87244161292274,2.67439280185398,2.48941454424965,2.32597410615348,2.17664263887745,2.04498183699928,1.92405352398801,1.80655002828655,1.68998090618752,1.57474088670654
"8",3.89821910620897,3.99515401277476,3.913047848183,3.63811304817675,3.32360004054352,3.06106023220991,2.83577268512061,2.63489647342497,2.44668951797806,2.28912365381972,2.15337081546027,2.0338196249523,1.90962189206787,1.78682334355765,1.66790555813126,1.55263192432277
"9",3.88189389943814,3.97124912027,3.89343816263991,3.64431754739683,3.32934287896786,3.04576151768577,2.80611573203672,2.5953634118722,2.41069409192037,2.25107512710674,2.10562243963251,1.97462225680506,1.84955234506459,1.73849027368983,1.63258129630762,1.53333742058765
"10",3.84497893717568,3.92133324748206,3.83059164868617,3.5645920357941,3.23846267962266,2.97802770865659,2.76868912683937,2.56988750325389,2.38662420678168,2.22543273914603,2.08387561687265,1.95609324271158,1.82800776872022,1.71064766992856,1.60213145225622,1.5019770890764
"11",3.77025008970396,3.84421196781806,3.76675256586984,3.52862383593864,3.21805979239398,2.95515346198349,2.73628823588093,2.53652394326485,2.35452204915132,2.19255389243778,2.04937369586759,1.92429393837188,1.80102848168513,1.68816976751452,1.5816316919415,1.48184703306578
"12",3.73894984028882,3.80269656681539,3.71071394174341,3.45552771026776,3.15218069105063,2.89311096345515,2.67659873201503,2.48688151137734,2.31164405128459,2.15183676132236,2.01069884532729,1.88636674408342,1.77095041822066,1.6618785350004,1.56003169158716,1.46578948843168
"13",3.70056997036608,3.75889560156932,3.66635778241083,3.41223795104979,3.10943437216148,2.85579821278063,2.64291593715698,2.44596651233975,2.26737496169655,2.11629250360541,1.97781470178351,1.85605531345664,1.7468961175265,1.64303376558558,1.5429492287185,1.44619715986722
"14",3.61909216091845,3.69117796608487,3.61264652429707,3.36828621071912,3.0689089843872,2.8194576407552,2.61289984277008,2.42369936400552,2.2476368185089,2.09743769452359,1.9698049174046,1.85309682741486,1.73483958927111,1.62482931725367,1.52196594515415,1.4268784130901
"15",3.54706125413104,3.61200476325068,3.54059546072711,3.31870792611568,3.03632874298542,2.78467386110582,2.57196389712006,2.37762153234604,2.20124215788347,2.05777029418016,1.93587227643232,1.82452468362953,1.71260704217685,1.60340506970998,1.49864922004189,1.39827917301207
"16",3.52486099458425,3.59067379794941,3.51151268580901,3.27343111388758,2.98736246491258,2.74737877356727,2.54135961119474,2.35555659822367,2.18733322415105,2.04955108246982,1.9173076050516,1.79537828899798,1.68820702350223,1.58485733184963,1.48456841146994,1.38722838639178
