C_ph,abs_CDOM_440,abs_X_440
-4.90372315025455e-07,-4.27448502759932e-05,-3.88321583479844e-05
-7.15697584372522e-07,-4.68017327311356e-05,-4.35504582838203e-05
-1.01489972325259e-06,-5.12967543640595e-05,-4.88926697518005e-05
-1.43246131208455e-06,-5.62351104244324e-05,-5.49015346940313e-05
-1.8922119675179e-06,-6.18394582651445e-05,-6.18394582651445e-05
-2.29938119328681e-06,-6.83913150429531e-05,-7.00525618263041e-05
-2.81322304460768e-06,-7.58378642176665e-05,-7.95668616996574e-05
-3.33485973474398e-06,-8.44148335905094e-05,-9.07168520362984e-05
-3.87183132593121e-06,-9.40774131199756e-05,-0.000103556565208919
-4.652314294923e-06,-0.000104731507892128,-0.000118084445409535
-5.43789172864034e-06,-0.000116755445245106,-0.000134839008297323
-6.04068754596398e-06,-0.000129258248504862,-0.000152904314384614
-6.700165752346e-06,-0.000143175436280214,-0.000173481454894322
-7.50828357975267e-06,-0.000159624958429436,-0.000198110915654656
-8.37866769502795e-06,-0.000176791344914752,-0.000224745847007057
-8.80393130007951e-06,-0.000192901041979912,-0.000251181885857865
-8.82332967051912e-06,-0.000212010634354309,-0.000282770732121891
-9.21976560767567e-06,-0.000228957768446269,-0.000312791729868428
-1.00363736337144e-05,-0.000231914526967895,-0.000324527048006742
-9.65500502053223e-06,-0.000207844358834592,-0.000297909433168056
-7.61886284624554e-06,-0.000154617575802238,-0.000227001089117975
-8.55142476817515e-06,-0.000132149065200234,-0.000198726710590049
-1.07378442903028e-05,-0.000123923995571814,-0.000190884481990336
-1.20447893859124e-05,-0.000112731115702321,-0.000177861556665246
-1.20999473592323e-05,-0.000100301525787096,-0.000162094728325416
-1.23324587507526e-05,-8.42076758014355e-05,-0.000139391438357326
-1.57184639446562e-05,-5.79692692165194e-05,-9.82890894906737e-05
-2.17885482744586e-05,-4.54397863022276e-05,-7.89163216554223e-05
-1.88975903455699e-05,-3.83531806479426e-05,-6.82268008325079e-05
-8.82786707922964e-06,-3.13005962291122e-05,-5.70334048524976e-05
-2.26059750447783e-06,-2.09002967356271e-05,-3.9007867507525e-05
-5.53094160043203e-07,-1.11329733214382e-05,-2.1283056238556e-05
-1.21028198267053e-07,-4.31537628792479e-06,-8.45015281102767e-06
1.93838443560566e-09,-1.59756362584704e-06,-3.2042553871014e-06
2.81370685064076e-08,-7.05197090445861e-07,-1.44878032266142e-06
5.23152341624209e-08,-5.80084876435247e-07,-1.22069351546316e-06
7.72698523631412e-08,-4.99534650624977e-07,-1.07672248117241e-06
1.05100060193851e-07,-4.44341273163421e-07,-9.81020052698961e-07
1.43754866717068e-07,-4.23453516301042e-07,-9.57613016768073e-07
2.04473321703932e-07,-4.36876453841349e-07,-1.01196619061133e-06
2.8568743236576e-07,-4.55237286181259e-07,-1.08011067433446e-06
