C_ph,abs_CDOM_440,abs_X_440
-2.26796284199905e-06,-0.000336256099496258,-0.000305476566575969
-3.10577581767018e-06,-0.000350513022597128,-0.000326163196910799
-4.11673993277017e-06,-0.00036281479035425,-0.000345811035138077
-5.38741409177116e-06,-0.000370677841913565,-0.000361887479984114
-6.67705514908151e-06,-0.000383283705272702,-0.000383283705272702
-7.86890141083345e-06,-0.000408412620361037,-0.000418333092740148
-9.30884893230046e-06,-0.000435357346205833,-0.000456764152219096
-1.08119597784532e-05,-0.000471581701901249,-0.000506787796110886
-1.23200863239198e-05,-0.000515140051061256,-0.000567045080431999
-1.4453018534288e-05,-0.000551017325754293,-0.000621270299953653
-1.70751995855046e-05,-0.000591325569691323,-0.00068291250340095
-1.94739354707584e-05,-0.000632130673406227,-0.000747770516285681
-2.18306708960863e-05,-0.000679616753339863,-0.00082347158285732
-2.45053230881873e-05,-0.000742471838555067,-0.000921483565171696
-2.69167796092351e-05,-0.000800300831831373,-0.00101738175246715
-2.77603112191712e-05,-0.000850942689463163,-0.0011080364693861
-2.81354686845514e-05,-0.000933561185982923,-0.00124514405065081
-2.86472794519256e-05,-0.000965383243296048,-0.00131886284840092
-2.75322342015634e-05,-0.00085622857513466,-0.00119815405934419
-2.14511105070694e-05,-0.000622071511034677,-0.000891633394726
-1.29239034587906e-05,-0.000353812168663662,-0.000519447722635175
-1.21878866268111e-05,-0.000252741001525289,-0.000380073728015036
-1.34782850119339e-05,-0.000208650025124618,-0.0003213909604787
-1.35645644767236e-05,-0.000170545041211941,-0.000269077497570354
-1.25278794024885e-05,-0.000140431413332219,-0.000226947612349969
-1.16212914798525e-05,-0.000107645881713055,-0.000178189388822551
-1.20910506580948e-05,-6.07277944692237e-05,-0.000102966273438131
-1.36779342676354e-05,-3.95607592474047e-05,-6.87060801944806e-05
-1.1924896473067e-05,-3.37486371855808e-05,-6.00357391154914e-05
-6.69228757452868e-06,-3.19327285882713e-05,-5.81852251084567e-05
-1.93926100588326e-06,-2.32010858932558e-05,-4.33020112586299e-05
-4.70240086440194e-07,-1.2212271444323e-05,-2.3346365112502e-05
-9.40556283105911e-08,-4.57474245706668e-06,-8.95803059897229e-06
6.0480506252313e-09,-1.65740497487054e-06,-3.32428000576303e-06
2.57606020624581e-08,-7.23649302988615e-07,-1.48668916091911e-06
4.58484031445342e-08,-5.94915568722031e-07,-1.25190227583554e-06
6.67248790446801e-08,-5.12497758463911e-07,-1.10466382541866e-06
9.01597205925087e-08,-4.56386839013702e-07,-1.00761434487691e-06
1.23042697058378e-07,-4.35996613708419e-07,-9.85978428520505e-07
1.75198390414204e-07,-4.51714219407605e-07,-1.04633590077822e-06
2.45508990524813e-07,-4.73159167474995e-07,-1.12263270817729e-06
