C_ph,abs_CDOM_440,abs_X_440
-9.49178558595818e-06,-0.00103991434196149,-0.000944724759465778
-1.30789992118205e-05,-0.00108183612190485,-0.00100668193563704
-1.73862147032765e-05,-0.00111650885960694,-0.00106418231766275
-2.27638543348899e-05,-0.00113794811831216,-0.00111096248635406
-2.81483307525347e-05,-0.00117248969780381,-0.00117248969780381
-3.28916689310907e-05,-0.00124339487720772,-0.00127359733403867
-3.87082681153602e-05,-0.00132289270910205,-0.00138794021053256
-4.46622619559525e-05,-0.00142901261914075,-0.00153569604789423
-5.04668576115058e-05,-0.00154910786783944,-0.00170519452662865
-5.84794131629067e-05,-0.00165149956202225,-0.0018620605565648
-6.71392538216592e-05,-0.00176949486634687,-0.00204356150126042
-7.26329929378322e-05,-0.00185481029701321,-0.00219412300614346
-7.78141733426951e-05,-0.00194690312786182,-0.00235900511941691
-8.47891190909309e-05,-0.00208842623806083,-0.00259195077242472
-8.98409503293385e-05,-0.00218424186941548,-0.00277671562059086
-8.70080853986787e-05,-0.00218896058901978,-0.00285030730355407
-8.27158742040613e-05,-0.00226762261747582,-0.00302445822905376
-7.85083204222979e-05,-0.00220532770459188,-0.00301281879329613
-6.83508649979922e-05,-0.00177926403215962,-0.00248979359564341
-4.57079697181747e-05,-0.00110898430343622,-0.00158953982240085
-2.30802818419727e-05,-0.00052827266087061,-0.000775581099022401
-2.06658304573024e-05,-0.000359244082668709,-0.000540233824125192
-2.26759745738552e-05,-0.000294325403521266,-0.000453359754327774
-2.24061446339479e-05,-0.000236023443680796,-0.000372386069640348
-2.01145797495914e-05,-0.000188280431912137,-0.000304275186447027
-1.82515801352125e-05,-0.000140946802250329,-0.000233313380408061
-1.95570432430845e-05,-8.1729984412852e-05,-0.000138576281202058
-2.37903584960563e-05,-5.6726112075365e-05,-9.85175431289734e-05
-1.9862506113446e-05,-4.62126975004118e-05,-8.22081625311738e-05
-9.5528253332189e-06,-3.81555534932953e-05,-6.95239513594391e-05
-2.44112334700114e-06,-2.49291783430669e-05,-4.6527286104038e-05
-5.68206889644305e-07,-1.26141976966408e-05,-2.41147329855624e-05
-1.1482470171365e-07,-4.64312511709168e-06,-9.09193408462026e-06
4.51303229862356e-09,-1.66669725734509e-06,-3.34291766481823e-06
2.82208121748735e-08,-7.24531740281623e-07,-1.48850206940018e-06
5.11046849980485e-08,-5.94070912273669e-07,-1.25012483482441e-06
7.47165556177765e-08,-5.10473618778101e-07,-1.10030089143196e-06
1.01067250551851e-07,-4.53413829181577e-07,-1.00105051108893e-06
1.37831519485003e-07,-4.31889613136165e-07,-9.76690709664798e-07
1.95827541526328e-07,-4.45814314161536e-07,-1.03266955510009e-06
2.73523396743075e-07,-4.64957767729428e-07,-1.10317380250641e-06
