C_ph,abs_CDOM_440,abs_X_440
-1.72326476830717e-05,-0.00119537475568726,-0.0010859549512588
-2.48659867019527e-05,-0.00128560884675675,-0.00119629875183537
-3.46081100162503e-05,-0.00137676111173735,-0.00131223753233125
-4.75634011772104e-05,-0.00146637796170816,-0.00143160384911961
-6.11475334161087e-05,-0.00156788547220791,-0.00156788547220791
-7.24984048797739e-05,-0.00169663618497881,-0.00173784801725667
-8.68993921345706e-05,-0.00184787328837315,-0.00193873442891904
-0.000101226058250453,-0.00202726054073141,-0.0021786063739067
-0.000115222954748384,-0.00221633801423194,-0.00243965415804023
-0.000134105868977796,-0.00240713323630606,-0.00271403514526716
-0.000148676904451955,-0.00260436788130436,-0.0030077430788711
-0.000149794779472652,-0.00269828052538313,-0.00319189481927371
-0.000152047336734323,-0.00279691794105532,-0.00338894300754691
-0.000160658286414251,-0.00297796821644816,-0.0036959634380222
-0.000166216320934441,-0.00307852104269133,-0.00391356725976791
-0.000154516405973389,-0.00298471846149517,-0.00388648606673269
-0.000139200779218496,-0.00297241576596676,-0.00396448123874967
-0.000125955213674486,-0.00281039094679302,-0.00383942878120885
-0.000106011901744242,-0.00221270861018375,-0.00309632950876528
-6.77549156821892e-05,-0.00131668357506202,-0.00188724129780485
-3.24373147420331e-05,-0.000593714511534181,-0.000871659253769357
-2.88629771470586e-05,-0.000403657062687406,-0.000607022381526214
-3.21097612224031e-05,-0.000335456177609819,-0.000516714929970131
-3.18953289305306e-05,-0.000269969139195205,-0.000425943902441544
-2.86182393473278e-05,-0.000213625974310035,-0.000345235468725964
-2.59896872444112e-05,-0.000159480449674662,-0.000263992671195958
-2.9078614780135e-05,-9.61361683400085e-05,-0.000163002511174815
-3.84536865184237e-05,-7.10772847978661e-05,-0.000123441554768656
-3.13123395405409e-05,-5.61359523266351e-05,-9.98607253486797e-05
-1.30826693316383e-05,-4.19018021843309e-05,-7.63500615303134e-05
-2.98981151917787e-06,-2.56327567904609e-05,-4.7840429893538e-05
-6.80578501434696e-07,-1.27291063815588e-05,-2.43344054785072e-05
-1.45875377798659e-07,-4.65786526855687e-06,-9.12079750788352e-06
-2.17703504135385e-09,-1.66715363050519e-06,-3.34383301875663e-06
2.7816962633308e-08,-7.23764250482078e-07,-1.48692531286716e-06
5.34328363127684e-08,-5.9273380712823e-07,-1.24731111626901e-06
7.96298504837566e-08,-5.08708587594685e-07,-1.09649645313569e-06
1.08681981427986e-07,-4.51267879463322e-07,-9.96312666929858e-07
1.48903992779875e-07,-4.29188689214658e-07,-9.70582743134898e-07
2.12008213921052e-07,-4.4214413217976e-07,-1.02416806675873e-06
2.96296149947237e-07,-4.6004251553827e-07,-1.09151171655723e-06
