C_ph,abs_CDOM_440,abs_X_440
-3.01782857354426e-07,-4.15642206345437e-05,-3.77595988024234e-05
-4.30369049066188e-07,-4.50305813784803e-05,-4.19023472290167e-05
-5.97527477136679e-07,-4.87539386869538e-05,-4.64690262156408e-05
-8.26827226842055e-07,-5.26312676546181e-05,-5.13831544976473e-05
-1.07540481231217e-06,-5.70937887752313e-05,-5.70937887752313e-05
-1.30353757310717e-06,-6.26301367235454e-05,-6.41514426540935e-05
-1.58796556626623e-06,-6.88039326677987e-05,-7.21870671259751e-05
-1.88116629536334e-06,-7.60862870781209e-05,-8.17665350184761e-05
-2.17753904729032e-06,-8.44465102419739e-05,-9.29552615715131e-05
-2.62864928241133e-06,-9.31500210857466e-05,-0.000105026355498732
-3.17884427825012e-06,-0.000102981782719948,-0.000118932024330833
-3.71301524498124e-06,-0.000113618643324193,-0.000134403652840324
-4.2599410342028e-06,-0.000125625185258366,-0.000152216333165815
-4.86080581454872e-06,-0.000139868030527245,-0.000173590545433502
-5.47659003590499e-06,-0.000154844574596999,-0.000196846033888314
-5.83129286094873e-06,-0.000170118991474412,-0.000221516735525104
-5.98561630609756e-06,-0.000189299010120459,-0.000252478937411489
-6.38692921644307e-06,-0.000205543861552762,-0.000280804711083707
-6.98605427336633e-06,-0.000207668762167022,-0.000290599003134494
-6.74625582456121e-06,-0.000186981877913656,-0.000268006625603374
-5.39409620095862e-06,-0.000141116352709965,-0.000207179329977923
-5.99750585351252e-06,-0.000118918325945263,-0.000178830230150849
-7.35840969407e-06,-0.000108922567383942,-0.00016777725537499
-8.1319980400069e-06,-9.77485123974536e-05,-0.000154222749135493
-8.12366446555984e-06,-8.69966191671921e-05,-0.000140593009313423
-8.20478341173549e-06,-7.25807829604226e-05,-0.000120145101235317
-9.77741061870977e-06,-4.68782198148109e-05,-7.94837955491838e-05
-1.21789949362026e-05,-3.35579662308132e-05,-5.82808915420192e-05
-1.08692187408359e-05,-2.92868101215237e-05,-5.20985568191164e-05
-5.98333681321441e-06,-2.72897409234913e-05,-4.97251499944797e-05
-1.7462285800144e-06,-2.00541450948047e-05,-3.74286281544199e-05
-4.40872172425718e-07,-1.0994002297132e-05,-2.10173834447355e-05
-9.26117656441098e-08,-4.29924833976482e-06,-8.41857187407407e-06
5.59830564929951e-09,-1.59858004665788e-06,-3.20629403633326e-06
2.58501106829317e-08,-7.07085455373539e-07,-1.45265984228266e-06
4.63212295793109e-08,-5.82867267568191e-07,-1.22654860141944e-06
6.76342553242813e-08,-5.03022711886919e-07,-1.08424082643983e-06
9.15675195157678e-08,-4.48484899136366e-07,-9.90168381733091e-07
1.25067830779166e-07,-4.28604628787952e-07,-9.69261927872626e-07
1.78045909238253e-07,-4.43826911543714e-07,-1.0280660013066e-06
2.49349270004765e-07,-4.64513253171731e-07,-1.10211913292367e-06
