C_ph,abs_CDOM_440,abs_X_440
-1.448166685566e-07,-1.90850386949174e-05,-1.73380708996113e-05
-2.08176759688522e-07,-2.08176507733447e-05,-1.93714672228053e-05
-2.91619693925935e-07,-2.27213575811062e-05,-2.1656493598822e-05
-4.07789014226321e-07,-2.47768442271429e-05,-2.41892789518574e-05
-5.35323543488925e-07,-2.71228955198873e-05,-2.71228955198873e-05
-6.52274672931577e-07,-2.99246198520179e-05,-3.06514983809794e-05
-7.99016792814715e-07,-3.30730927568818e-05,-3.46993184013447e-05
-9.50082515939144e-07,-3.67307742939493e-05,-3.94729228865944e-05
-1.10344306268447e-06,-4.09073950890049e-05,-4.50291859286049e-05
-1.33878062334254e-06,-4.54110507006782e-05,-5.12008166919261e-05
-1.6226608320766e-06,-5.0513833065088e-05,-5.83376230675505e-05
-1.8992245803105e-06,-5.6109770544305e-05,-6.63743017919065e-05
-2.18600428594947e-06,-6.24264046199904e-05,-7.56402339581639e-05
-2.50119701083776e-06,-6.98066588339762e-05,-8.66372103489361e-05
-2.8333172640864e-06,-7.77629862845632e-05,-9.8856130240706e-05
-3.03945722164543e-06,-8.61190288440371e-05,-0.000112138015695871
-3.12927803309626e-06,-9.62054346466513e-05,-0.000128314701156336
-3.37512248775653e-06,-0.000105718187768148,-0.000144427398358027
-3.81317658385334e-06,-0.000110388276095491,-0.000154470622622024
-3.91345982334129e-06,-0.000105624860502963,-0.00015139521946773
-3.43899399562483e-06,-8.76025244942225e-05,-0.000128613247016028
-4.0701983900068e-06,-7.86101789196486e-05,-0.000118214550000231
-5.21163398895092e-06,-7.51458659780676e-05,-0.000115749816125209
-6.00469441186886e-06,-7.03002064525339e-05,-0.00011091617496764
-6.23001371878249e-06,-6.49520482958458e-05,-0.000104967342620913
-6.56909241720105e-06,-5.65610429287288e-05,-9.36271551707114e-05
-8.410779569415e-06,-3.92394363302146e-05,-6.65319491025253e-05
-1.10558455023909e-05,-2.96046402512666e-05,-5.1415059415618e-05
-1.00301043778612e-05,-2.62539547328856e-05,-4.67033844485685e-05
-5.48990364307093e-06,-2.43848311016969e-05,-4.44320591947492e-05
-1.61759677149773e-06,-1.8139923210276e-05,-3.38559653067957e-05
-4.19842096459815e-07,-1.02253279904395e-05,-1.95478983371975e-05
-9.11500664933566e-08,-4.11692247691653e-06,-8.06155053927608e-06
5.28623203648024e-09,-1.55865926821178e-06,-3.12622438068786e-06
2.58107634531134e-08,-6.95765862093737e-07,-1.42940449391765e-06
4.6467679745049e-08,-5.74698313669e-07,-1.20935837726787e-06
6.80080335225914e-08,-4.96668067316981e-07,-1.07054370120587e-06
9.22096706258584e-08,-4.43256197389361e-07,-9.7862441412712e-07
1.2603734676073e-07,-4.237918025896e-07,-9.58378029551879e-07
1.79439063838199e-07,-4.38786468780384e-07,-1.01639048614127e-06
2.51260026502934e-07,-4.59097696023743e-07,-1.08927000729057e-06
