C_ph,abs_CDOM_440,abs_X_440
-1.20870093732125e-06,-0.000159291774830071,-0.000144710845488838
-1.70283194032524e-06,-0.000170282987939802,-0.000158453581309033
-2.32862969816012e-06,-0.000181433658795751,-0.000172930550311322
-3.15998412622793e-06,-0.000191997409749593,-0.000187444327449062
-4.03834513213531e-06,-0.000204608249393047,-0.000204608249393047
-4.83905806307178e-06,-0.00022200305942962,-0.000227395584315856
-5.82750569353922e-06,-0.000241213498986338,-0.000253074124804605
-6.84764808210224e-06,-0.000264734285631463,-0.000284498114810768
-7.87396132902334e-06,-0.000291907446695334,-0.000321319767797228
-9.38350970566223e-06,-0.000318285929423037,-0.00035886638332649
-1.11839760293687e-05,-0.000348159940132707,-0.000402084382084248
-1.28174762590945e-05,-0.000378673306627744,-0.000447946517885023
-1.44579514749202e-05,-0.000412880219197528,-0.00050027478863965
-1.6313644932223e-05,-0.000455302417677559,-0.000565076913744376
-1.8089763037226e-05,-0.0004964901081801,-0.000631162628166935
-1.88079622581476e-05,-0.000532898911250385,-0.000693902698117175
-1.89907924391094e-05,-0.000583846312652862,-0.00077870928398626
-1.96049256173563e-05,-0.000614080589701475,-0.000838929079518981
-1.98405944982929e-05,-0.000574368633398822,-0.000803736443342295
-1.67113511899021e-05,-0.000451041844794606,-0.000646491543341669
-1.10308163125135e-05,-0.000280991289149566,-0.000412536080317281
-1.10409106419527e-05,-0.000213239719009939,-0.000320671416493049
-1.27418842592339e-05,-0.000183723555583991,-0.000282995844148278
-1.3262628114829e-05,-0.000155272763378724,-0.000244981655953626
-1.25338708494439e-05,-0.000130673963412407,-0.000211178847303882
-1.19386188018689e-05,-0.000102793611000825,-0.000170157282634609
-1.32022077088466e-05,-6.15932428776738e-05,-0.000104433673962881
-1.58350743872482e-05,-4.24021555371002e-05,-7.36407984622278e-05
-1.37253399551436e-05,-3.59262915220673e-05,-6.39095870255599e-05
-7.2714385422248e-06,-3.22979804831941e-05,-5.88507574530737e-05
-2.0238826232984e-06,-2.26960612311636e-05,-4.2359444013958e-05
-4.90264491950796e-07,-1.19404777999504e-05,-2.28267735127157e-05
-9.98113317328806e-08,-4.5081208480744e-06,-8.8275755148869e-06
5.56743777619375e-09,-1.64157351212958e-06,-3.29252662270354e-06
2.66574872589156e-08,-7.18590507314689e-07,-1.47629620308074e-06
4.77604035998667e-08,-5.90686334234682e-07,-1.24300254525506e-06
6.96505840818295e-08,-5.08663744437334e-07,-1.09639979590563e-06
9.41754643712522e-08,-4.52705859821955e-07,-9.9948745093577e-07
1.2849371433284e-07,-4.32051167515644e-07,-9.77056054550955e-07
1.82767855250305e-07,-4.46926438961802e-07,-1.03524564426149e-06
2.55720176542721e-07,-4.67247200088061e-07,-1.10860578359361e-06
