C_ph,abs_CDOM_440,abs_X_440
-1.0768698396544e-06,-9.3868757783299e-05,-8.52763886791964e-05
-1.56630105094496e-06,-0.000102425388548842,-9.53099885601643e-05
-2.21154386152832e-06,-0.000111779538047945,-0.000106540854417412
-3.10447153493349e-06,-0.000121874355770515,-0.000118984191924705
-4.0799507526642e-06,-0.000133337040788394,-0.000133337040788394
-4.94071921863134e-06,-0.000146953574121036,-0.000150523123151599
-6.0256057753657e-06,-0.000162436132996023,-0.000170423224103811
-7.1264796896833e-06,-0.000180391574141257,-0.000193858769174985
-8.25299062350717e-06,-0.00020053043198524,-0.000220735690614381
-9.87926191169756e-06,-0.000222398989251968,-0.000250754160176029
-1.15035676511386e-05,-0.000246989868507681,-0.000285244674106179
-1.26827307792214e-05,-0.000271384267818351,-0.000321030385956177
-1.3957980149637e-05,-0.000298267232689744,-0.000361401612026873
-1.55569845480097e-05,-0.000330739107731627,-0.000410481093434282
-1.72092500725573e-05,-0.000363118168191245,-0.000461613662779386
-1.78063601341349e-05,-0.000390151320662073,-0.000508027035458117
-1.76242345415513e-05,-0.000423482436301574,-0.00056482279258519
-1.80579949297367e-05,-0.000448440708545181,-0.000612639378524465
-1.88242417720708e-05,-0.000434979334710499,-0.000608683558046697
-1.67134772760945e-05,-0.000359792870222133,-0.000515701704038475
-1.17423561619716e-05,-0.000238299951135779,-0.000349858987013035
-1.23780709891382e-05,-0.000191283973670017,-0.000287654209422047
-1.49817258436628e-05,-0.000172902053420989,-0.000266327104367815
-1.61823946654998e-05,-0.000151456314172726,-0.000238960251903079
-1.56765514466636e-05,-0.000129949493373666,-0.000210008049819116
-1.53745636932895e-05,-0.000104979574733549,-0.000173775772588184
-1.86221254377078e-05,-6.86778941430392e-05,-0.000116445968263691
-2.50553259674565e-05,-5.22526165283108e-05,-9.07483205545678e-05
-2.13008728440687e-05,-4.3230708741601e-05,-7.69034772431472e-05
-9.76500498565319e-06,-3.46233666057726e-05,-6.30878872251911e-05
-2.44111448666809e-06,-2.25692619035188e-05,-4.2122788456605e-05
-5.82757142814942e-07,-1.1730045609828e-05,-2.24244874380555e-05
-1.24753765990262e-07,-4.44821497214874e-06,-8.71027084153391e-06
1.97206286746996e-09,-1.6253204715654e-06,-3.25992767519248e-06
2.84397718460684e-08,-7.12783719960886e-07,-1.46436654629394e-06
5.27926135756279e-08,-5.85378183105025e-07,-1.2318324114931e-06
7.78818890686567e-08,-5.03491349551002e-07,-1.08525095197929e-06
1.05834543434281e-07,-4.47446516086859e-07,-9.87875831714731e-07
1.44672442262109e-07,-4.26156385427442e-07,-9.63725382254304e-07
2.05713764402257e-07,-4.39526776155877e-07,-1.01810530969853e-06
2.87342779070083e-07,-4.57875048490663e-07,-1.08636911430242e-06
