C_ph,abs_CDOM_440,abs_X_440
-2.18046076672063e-07,-1.90066743472891e-05,-1.72668797096483e-05
-3.18870130157215e-07,-2.08519281515314e-05,-1.94033633822354e-05
-4.53350309086997e-07,-2.29139873755964e-05,-2.18400955643483e-05
-6.42046742581497e-07,-2.52052667406255e-05,-2.4607541729509e-05
-8.50796403719136e-07,-2.78049127703906e-05,-2.78049127703906e-05
-1.03594448891404e-06,-3.08124664649693e-05,-3.15609110703975e-05
-1.26972347485834e-06,-3.42287529120247e-05,-3.59118031236484e-05
-1.50690322762571e-06,-3.81440286293755e-05,-4.09916842106815e-05
-1.75183930294438e-06,-4.25660355395958e-05,-4.68549494384999e-05
-2.10956910794396e-06,-4.74899887822991e-05,-5.35448128335821e-05
-2.47119324829824e-06,-5.30582958230214e-05,-6.12761826714212e-05
-2.75854040878553e-06,-5.90270724907364e-05,-6.98252850686544e-05
-3.07527629213889e-06,-6.57153928848726e-05,-7.96254040693651e-05
-3.4577156869002e-06,-7.3510505686099e-05,-9.12340634885599e-05
-3.88093061716609e-06,-8.18883106841421e-05,-0.000104100445378471
-4.12214326964012e-06,-9.03193930984988e-05,-0.00011760742842634
-4.16733718499449e-06,-0.000100134510797101,-0.000133555135170456
-4.4173241997276e-06,-0.000109697006877413,-0.000149863080756865
-4.97212880458324e-06,-0.000114892982447845,-0.000160774234016187
-5.11115477267894e-06,-0.000110028392980914,-0.000157706932096349
-4.48344972645652e-06,-9.09873483649231e-05,-0.000133582660752693
-5.35489879203801e-06,-8.27516921207385e-05,-0.000124442587210111
-6.98552296797931e-06,-8.06189672663115e-05,-0.000124180226228325
-8.16215164895617e-06,-7.63922416937024e-05,-0.000120527885669723
-8.54166578745184e-06,-7.0805441198152e-05,-0.000114426861056308
-9.10828122285755e-06,-6.21925609340378e-05,-0.000102949172284047
-1.23651533093194e-05,-4.56023504341948e-05,-7.73205107359598e-05
-1.7814575454846e-05,-3.71521081412305e-05,-6.45229204369442e-05
-1.58674622642036e-05,-3.22034521605596e-05,-5.72869962688625e-05
-7.60509575726031e-06,-2.6965067489724e-05,-4.91335564268249e-05
-2.01439820747723e-06,-1.86240673966038e-05,-3.47595616773974e-05
-5.10729336127551e-07,-1.0280231621212e-05,-1.96528583535107e-05
-1.1547873675065e-07,-4.11750492421336e-06,-8.06269105827932e-06
1.88689712580352e-09,-1.5551291882702e-06,-3.11914405068617e-06
2.7667917044889e-08,-6.93438785007396e-07,-1.42462366946774e-06
5.15721294411854e-08,-5.71845138674387e-07,-1.20335433827997e-06
7.63137229405215e-08,-4.93353458834472e-07,-1.06339922491191e-06
1.03949089894448e-07,-4.39475209269009e-07,-9.70276719710451e-07
1.42313381963333e-07,-4.19207386750068e-07,-9.48010666634309e-07
2.0252076265488e-07,-4.32704628068885e-07,-1.00230271115911e-06
2.83076756224434e-07,-4.51077225264914e-07,-1.07024037957166e-06
