wave,station,bbp,boat
412,StationMAN-F0,0.014127084,saucier
440,StationMAN-F0,0.01213426,saucier
488,StationMAN-F0,0.012167745,saucier
510,StationMAN-F0,0.013102253,saucier
532,StationMAN-F0,0.011513935,saucier
595,StationMAN-F0,0.011800123,saucier
650,StationMAN-F0,0.009147928,saucier
676,StationMAN-F0,0.010162746,saucier
715,StationMAN-F0,0.009220948,saucier
