wave,station,at_w,boat
360,StationOUT-F23,3.610172686,kildir
361,StationOUT-F23,3.691142306,kildir
362,StationOUT-F23,3.637340513,kildir
363,StationOUT-F23,3.649042383,kildir
364,StationOUT-F23,3.557302901,kildir
365,StationOUT-F23,3.558426277,kildir
366,StationOUT-F23,3.476805309,kildir
367,StationOUT-F23,3.420695681,kildir
368,StationOUT-F23,3.424009535,kildir
369,StationOUT-F23,3.340392859,kildir
370,StationOUT-F23,3.290016098,kildir
371,StationOUT-F23,3.223061757,kildir
372,StationOUT-F23,3.192903316,kildir
373,StationOUT-F23,3.157800917,kildir
374,StationOUT-F23,3.100436414,kildir
375,StationOUT-F23,3.059119434,kildir
376,StationOUT-F23,3.001116595,kildir
377,StationOUT-F23,2.940997761,kildir
378,StationOUT-F23,2.915610954,kildir
379,StationOUT-F23,2.872321819,kildir
380,StationOUT-F23,2.844844674,kildir
381,StationOUT-F23,2.775273918,kildir
382,StationOUT-F23,2.733340352,kildir
383,StationOUT-F23,2.693917238,kildir
384,StationOUT-F23,2.658857262,kildir
385,StationOUT-F23,2.626747857,kildir
386,StationOUT-F23,2.573007461,kildir
387,StationOUT-F23,2.538470071,kildir
388,StationOUT-F23,2.511493084,kildir
389,StationOUT-F23,2.452502763,kildir
390,StationOUT-F23,2.429803421,kildir
391,StationOUT-F23,2.393414736,kildir
392,StationOUT-F23,2.354305701,kildir
393,StationOUT-F23,2.31819852,kildir
394,StationOUT-F23,2.280857414,kildir
395,StationOUT-F23,2.24379663,kildir
396,StationOUT-F23,2.217697044,kildir
397,StationOUT-F23,2.169965842,kildir
398,StationOUT-F23,2.152256002,kildir
399,StationOUT-F23,2.114265491,kildir
400,StationOUT-F23,2.086353811,kildir
401,StationOUT-F23,2.060322971,kildir
402,StationOUT-F23,2.02118267,kildir
403,StationOUT-F23,1.995870941,kildir
404,StationOUT-F23,1.965471819,kildir
405,StationOUT-F23,1.948252874,kildir
406,StationOUT-F23,1.912019031,kildir
