wave,station,at_w,boat
399.1,StationMAN-F0,1.795910673,saucier
403.2,StationMAN-F0,1.719526398,saucier
407.5,StationMAN-F0,1.641584827,saucier
411.7,StationMAN-F0,1.550167939,saucier
415.5,StationMAN-F0,1.464717181,saucier
420.3,StationMAN-F0,1.377740526,saucier
425.3,StationMAN-F0,1.292838394,saucier
429.9,StationMAN-F0,1.214532216,saucier
434.3,StationMAN-F0,1.138798209,saucier
438.9,StationMAN-F0,1.067514988,saucier
443.3,StationMAN-F0,1.002804951,saucier
448.6,StationMAN-F0,0.93844972,saucier
453.4,StationMAN-F0,0.882629134,saucier
458.2,StationMAN-F0,0.830653366,saucier
462.9,StationMAN-F0,0.783118266,saucier
467.6,StationMAN-F0,0.739311861,saucier
472.7,StationMAN-F0,0.698538231,saucier
478,StationMAN-F0,0.659455622,saucier
483.1,StationMAN-F0,0.624464026,saucier
488.1,StationMAN-F0,0.593113041,saucier
492.8,StationMAN-F0,0.562497482,saucier
497.7,StationMAN-F0,0.533154046,saucier
502.6,StationMAN-F0,0.507182842,saucier
507.8,StationMAN-F0,0.481215157,saucier
513.2,StationMAN-F0,0.455015524,saucier
518.5,StationMAN-F0,0.431426604,saucier
523.5,StationMAN-F0,0.411235495,saucier
528.9,StationMAN-F0,0.390552323,saucier
533.7,StationMAN-F0,0.371314822,saucier
538.5,StationMAN-F0,0.354232861,saucier
543.7,StationMAN-F0,0.336611697,saucier
548.5,StationMAN-F0,0.319611758,saucier
553.6,StationMAN-F0,0.304209045,saucier
558.7,StationMAN-F0,0.289393197,saucier
563.9,StationMAN-F0,0.275242733,saucier
569,StationMAN-F0,0.262777359,saucier
573.4,StationMAN-F0,0.251597735,saucier
578.1,StationMAN-F0,0.241740321,saucier
582.7,StationMAN-F0,0.23261102,saucier
587.1,StationMAN-F0,0.224271918,saucier
591.5,StationMAN-F0,0.215062426,saucier
596.1,StationMAN-F0,0.206875953,saucier
600.6,StationMAN-F0,0.19946253,saucier
604.8,StationMAN-F0,0.193825368,saucier
609,StationMAN-F0,0.188993431,saucier
613.7,StationMAN-F0,0.183695743,saucier
618.7,StationMAN-F0,0.177513305,saucier
623.4,StationMAN-F0,0.172079967,saucier
628,StationMAN-F0,0.166241314,saucier
632.7,StationMAN-F0,0.160797348,saucier
637.2,StationMAN-F0,0.155682331,saucier
641.8,StationMAN-F0,0.150291336,saucier
646.6,StationMAN-F0,0.146355868,saucier
651.2,StationMAN-F0,0.144502135,saucier
656,StationMAN-F0,0.145012003,saucier
660.6,StationMAN-F0,0.148156753,saucier
665,StationMAN-F0,0.152256474,saucier
669.6,StationMAN-F0,0.154062931,saucier
674,StationMAN-F0,0.151755096,saucier
678.3,StationMAN-F0,0.144956293,saucier
682.7,StationMAN-F0,0.135041635,saucier
686.6,StationMAN-F0,0.123295951,saucier
690.8,StationMAN-F0,0.112500395,saucier
694.7,StationMAN-F0,0.103655724,saucier
698.4,StationMAN-F0,0.096420104,saucier
702.3,StationMAN-F0,0.091462253,saucier
706,StationMAN-F0,0.088436396,saucier
709.7,StationMAN-F0,0.085585311,saucier
713.2,StationMAN-F0,0.082257545,saucier
716.8,StationMAN-F0,0.081879278,saucier
720.1,StationMAN-F0,0.08073797,saucier
723.7,StationMAN-F0,0.078581686,saucier
726.8,StationMAN-F0,0.076176678,saucier
730,StationMAN-F0,0.070274537,saucier
733.4,StationMAN-F0,0.063263453,saucier
736.7,StationMAN-F0,0.057849337,saucier
739.3,StationMAN-F0,0.055476501,saucier
742.4,StationMAN-F0,0.053604658,saucier
745,StationMAN-F0,0.050852685,saucier
