wave,station,bbp,boat
394,StationOUT-F18,0.009425784,kildir
420,StationOUT-F18,0.008085816,kildir
470,StationOUT-F18,0.007190939,kildir
532,StationOUT-F18,0.007587641,kildir
620,StationOUT-F18,0.0068844,kildir
700,StationOUT-F18,0.006606299,kildir
