"","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25"
"412",0.0168943927619493,0.0174860445874317,0.0180332476269068,0.0187220686548488,0.0190908073920268,0.0195024980413829,0.019761076604456,0.019935926918297,0.0196719422528024,0.0191070525428449,0.0185653532272088,0.0176533721054192,0.017203021148131,0.0162776448309356,0.0152795569187378
"440",0.0137008139082266,0.0145851745277946,0.0152360705766083,0.0157448646044903,0.0160002113228246,0.0160482640426143,0.0161176564872573,0.0161018529157324,0.015893605090007,0.0156651916061946,0.0152411582776446,0.0147312619949516,0.0146613052655142,0.0143082504058978,0.0134888307365903
"488",0.0150375661465526,0.016118479966678,0.0168175856730904,0.0172366692458354,0.017213955504085,0.0170758504004039,0.0172854661646761,0.0176611784465181,0.0176449210079222,0.0172714603020064,0.0167899785673467,0.016495013921067,0.0166582100244209,0.0158084374696192,0.0147226026983072
"510",0.0159287212826506,0.0161856832352054,0.0163745825845577,0.0165783974417347,0.0169711094775671,0.0174002452225396,0.0175519796057254,0.0173843133834505,0.0171641785622136,0.0169700337791974,0.0167777079621988,0.0164260482302116,0.0161769459454873,0.0154445587290324,0.0145995326343365
"532",0.013937830043471,0.0139541015320131,0.0138268848164275,0.0136994794113164,0.0143317037068521,0.0150577438643913,0.0156279239813716,0.0155623138405878,0.0151955360192021,0.0148865159723952,0.014602311898117,0.0144163338288024,0.0139621108339702,0.0134611213875358,0.0131711690129837
"595",0.0150422699714934,0.0156947116728329,0.0160377118774225,0.0161896189767227,0.016473164170309,0.0170355733292693,0.0172476776010806,0.0169227934405388,0.0164557460553615,0.0159447947380939,0.0158040953153882,0.015693240678705,0.0158594264441265,0.0158392097908495,0.0149600574175681
"650",0.0114726990528162,0.0115257772024829,0.0116259179273772,0.0119459113793695,0.0123757221048811,0.0127189333504659,0.01293957000734,0.0127694598679203,0.0123467130606555,0.0120310803590859,0.0118241701972466,0.0116545373414998,0.0113930880621624,0.0112604175057033,0.0109916813755677
"676",0.0118527960069227,0.0120680719253432,0.0123358982551616,0.0127618886187067,0.0130881096941907,0.0137600033776363,0.0143283369305856,0.0143372599874243,0.0139966079073265,0.0134956574423083,0.0131016488391869,0.0128503458007259,0.0126022878244889,0.0125729528045248,0.0124024896536402
"715",0.0113644204189592,0.0113506472471181,0.0115499019505844,0.0120728864563408,0.0127634530333288,0.0133459403147261,0.0136683920730062,0.0136192117143641,0.0132898318429572,0.0127548569376182,0.0123513111091976,0.0122545299815516,0.0126007460266958,0.0125356209254424,0.011929925472574
