"","X","X1.75","X0.75","X0.75","X0.5","X0.75","X1.75","X0.75","X1","X1.5","X0.75","X1","X1.5","X1.25","X0.75","X1","X1.25","X1"
"1","wavelength","MAN-F21","MAN-F22","MAN-R22","MAN-R23","MAN-R25","MAN-F0","MAN-F03","MAN-F08","MAN-F14","MAN-R12","MAN-R13","MAN-R15","OUT-R07","OUT-R08","OUT-R09","MAN-R06","MAN-R07"
"2","412","0.0146726459996602","0.0144456050500916","0.0148421969239138","0.0163193450301889","0.0169665691423011","0.0153912177832483","0.0146041874040483","0.0116889378610794","0.0140315362513188","0.0645265398858982","0.0247610667720324","0.0138706833728419","0.0241782987448839","0.0237980476258602","0.0298762469175233","0.0163383837087771","0.0134033876484699"
"3","440","0.0112438358472748","0.0122280499145467","0.0118157125658488","0.0128958239236227","0.013711082200752","0.0127284850151361","0.0124564443329028","0.00973304199447356","0.0110906844147452","0.049621740154683","0.0175646728252409","0.0108465520013826","0.0200186254434293","0.0205474107025396","0.0210079581375851","0.0128052360171577","0.011153242618855"
"4","488","0.0123623876859056","0.0136295358219236","0.0128270558020767","0.0132876401608089","0.0150375661465526","0.0133516655389814","0.0122694720893363","0.0103591769148621","0.0124696008860783","0.0502039387770387","0.0190138593251349","0.0125021523702651","0.0196171109927208","0.0226619118142949","0.0206846821818486","0.0137611597488674","0.0123860717685243"
"5","510","0.0121339015668293","0.0140024758687347","0.0119037668321845","0.0132148127434005","0.0159287212826506","0.0140242823218561","0.0130473533120417","0.0109404774174053","0.0121506269882637","0.0547663636466573","0.0210183273538793","0.0136190628966537","0.0209413980681421","0.021666384781225","0.0216493444211557","0.0131916926594242","0.0113316391714772"
"6","532","0.0106282956641658","0.0123467415980315","0.0105277839993992","0.0116478991483255","0.013937830043471","0.01236838926694","0.0113220535647553","0.00948003064074523","0.0107328358606245","0.0485585557507654","0.0184708326639887","0.0107740646884475","0.0187532855574865","0.0197137217058033","0.0199901087353264","0.0107937628313626","0.0100920081084566"
"7","595","0.0113881981813484","0.0137869093208831","0.0110618750693168","0.0127277404336439","0.0150422699714934","0.0135592594969199","0.0120525694302398","0.00997983109442672","0.0125231107821681","0.0521437424600187","0.0218490153739543","0.0152453860655903","0.0187859415071343","0.0199259151851449","0.0212203771393315","0.0122392251705144","0.0102825251963541"
"8","650","0.00890895514897336","0.0103752806390315","0.00866905224450188","0.00949167795965692","0.0114726990528162","0.00961413214002079","0.00910819914023347","0.00783395596680808","0.00880020855231489","0.0404128078950494","0.0149481724731611","0.00990087494067478","0.0147262729018238","0.0162557076063299","0.0155081549054601","0.00884740601846402","0.00801640131417249"
"9","676","0.00957465924544351","0.0111578467584797","0.00988883469024503","0.00982733683017108","0.0118527960069227","0.00989646623159695","0.00938082397575158","0.00814004051693932","0.00927828448011037","0.0402512001577329","0.0146563215709045","0.00985057002810041","0.0151710285944723","0.0159130840784024","0.015793527135197","0.00943899323062035","0.00810228260654004"
"10","715","0.00909620068165067","0.0101748105808295","0.00922122610970872","0.00964660347534179","0.0113644204189592","0.00995877534388279","0.00912250933471572","0.0079296204809977","0.00929898161731473","0.0409722482615783","0.0149810841384826","0.0102030105630154","0.0146184834892003","0.0155889017514586","0.0147540212306929","0.00914951034890934","0.00797394498229935"
