"","X","X1.75","X0.75","X0.75","X0.5","X0.75","X1.75","X0.75","X1","X1.5","X0.75","X1","X1.5","X1.25","X0.75","X1","X1.25","X1"
"1","wavelength","MAN-F21","MAN-F22","MAN-R22","MAN-R23","MAN-R25","MAN-F0","MAN-F03","MAN-F08","MAN-F14","MAN-R12","MAN-R13","MAN-R15","OUT-R07","OUT-R08","OUT-R09","MAN-R06","MAN-R07"
"2","412","0.0152288164317647","0.014602629118875","0.0152093860487117","0.0156681267970936","0.0168184455610864","0.0148733286451781","0.0145594905859316","0.0113159739449001","0.0153550275644965","0.0653991423501132","0.0318033104848007","0.0177711989889281","0.0241782987448839","0.0196715234603419","0.0294448094483404","0.0162800640448454","0.0144347040816541"
"3","440","0.0115802548905078","0.0123584639577425","0.0120004113346519","0.0125147380904331","0.0135307156988615","0.0128770245739744","0.0124587209707607","0.00958437429306488","0.0116254003365408","0.0502430146873139","0.0237949064297411","0.0137650661572037","0.0200186254434293","0.0168475663405007","0.0208893026485248","0.0127631220947813","0.0115829250123264"
"4","488","0.0128547648221854","0.0137447880732315","0.012919129399679","0.0131786736506543","0.0147596943423884","0.0133121314545828","0.0122694720893363","0.0101285059503724","0.0122885285275451","0.0510286026206536","0.0249111302859932","0.0156935195810637","0.0196171109927208","0.0182092600351029","0.0204775374876429","0.0137176847575586","0.0125469038655861"
"5","510","0.0124136967147923","0.0140975417145212","0.0119639852741693","0.0132705392386446","0.0157529812206004","0.0141501464368253","0.0130473533120417","0.010842078394773","0.0124283227142569","0.0566071420054072","0.0269430883400872","0.0157993314595164","0.0209413980681421","0.0201915179610561","0.0215896021697057","0.0131502659786088","0.0117816147724684"
"6","532","0.0107440783306869","0.0124121112128003","0.0105629059448016","0.0118128627472519","0.0139041515012733","0.0122726564169638","0.0113220535647553","0.00936171415926654","0.0109040562928301","0.049646559522748","0.0257800220226008","0.0137928784415965","0.0187532855574865","0.0166058511592165","0.0198672430091023","0.0107612908305222","0.0102995315194635"
"7","595","0.0117002253156169","0.013827250010408","0.0110635011850514","0.0127433036405628","0.0148277804166826","0.0136147912754809","0.0120525694302398","0.00973598174527672","0.0118042407037708","0.0542890097126178","0.0268997270010614","0.0160737392218297","0.0187859415071343","0.0176947428600501","0.0211769403168855","0.0122139749776331","0.0102204659529515"
"8","650","0.00900235087057894","0.0104008257983198","0.00866905224450188","0.009724495713383","0.0112732366495058","0.00969887638891421","0.00910819914023347","0.00808638116565078","0.00921420748637005","0.0402863309694457","0.0170850263829333","0.0125164905213307","0.0147262729018238","0.0132120634752828","0.015397839570755","0.00882700487109661","0.00796062278245331"
"9","676","0.00949090455661272","0.0111898044760272","0.00988883469024503","0.0101195283770145","0.0116305449594723","0.00999214043115905","0.00938082397575158","0.00805643166020796","0.00965992680916359","0.0394863459052336","0.0177313901418168","0.0128854768122499","0.0151710285944723","0.0140650893088995","0.0156585691039029","0.00943580813123471","0.00816664087849928"
"10","715","0.00913432749178577","0.0101864687630846","0.00922122610970872","0.00985317858324968","0.0113015840960015","0.00986492830476315","0.00912250933471572","0.00774562049538436","0.0095961025878298","0.0405061941582595","0.0175867680592416","0.0128932725642134","0.0146184834892003","0.0132383453561136","0.0146477554941441","0.0091513742407913","0.00788084691344124"
