"","X","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X0.5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X5.25","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X1.25","X1.5","X1.75","X2","X2.25","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X5.25","X5.5","X5.75"
"1","wavelength","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","MAN-R06","MAN-R06","MAN-R06","MAN-R06","MAN-R06","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07"
"2","","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","0.5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","5.25","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","1.25","1.5","1.75","2","2.25","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","5.25","5.5","5.75"
"3","412","0.0147088370865791","0.0139524090469749","0.0134256775616695","0.0133023822024262","0.0127355444652821","0.0115005029890364","0.0108102738002404","0.0110180738767139","0.0112411964448392","0.0108348669737476","0.010345078069401","0.0104431477030617","0.0145991506776895","0.0149060101388176","0.0151756822403817","0.0155585551777816","0.0155427444949738","0.0158578539522445","0.0164926853339777","0.0173542580900542","0.0178985484156279","0.0180098638386503","0.0178744762044578","0.017259646873481","0.016571680991922","0.0162960514088475","0.0165416088288535","0.0164510251059626","0.0150836054009007","0.0129611597700262","0.0152014813942658","0.0143327915081862","0.0137558896348469","0.0134681164974565","0.0134267666212966","0.0134484530954854","0.0131783870778253","0.0127396079852183","0.012365411420318","0.0121309433032758","0.0117999450184129","0.0114628470012451","0.0112317106373488","0.0116717228394141","0.0118797374181702","0.0116090640323659","0.0109904751153257","0.0156618903005385","0.0147698847975356","0.0139233585869059","0.0130522954515574","0.0125184151555275","0.0124025214090074","0.0123049952633768","0.0120008050380527","0.0118266382482042","0.0118704403294443","0.0120350246589161","0.01223384668976","0.0123025726251185","0.0121857600756179","0.0124222376633369","0.0118511242282815","0.0111029759374871","0.0168130429801233","0.0175245772337944","0.0181362290449727","0.0185846204819341","0.0191737724365919","0.0196160674406533","0.0198715216111264","0.0202315465743993","0.0202120744069489","0.0199867647506066","0.0193296064792004","0.0185682997907363","0.0180730802910442","0.0170745149535095","0.0159250293993943","0.0157318731215254","0.0158057268071558","0.0159188229722753","0.01607934076697","0.0164035097426084","0.0163204004000242","0.0156568190189442","0.0150907788067105","0.0147174147366893","0.0139791299106231","0.0132723654308168","0.012935645960604","0.0146499326233957","0.0139619620376844","0.0135290966513904","0.0133463029314374","0.0137373568604125","0.0139143250388914","0.0142176599914433","0.0142972806528382","0.0147107155598753","0.0144353342622144","0.0129771617994165","0.0115806291769928","0.0116889378610794","0.0122796993354999","0.0130373175016337","0.014054552586674","0.0149309847881721","0.0150464226169912","0.0147175132079979","0.0136988331240001","0.0136055761904045","0.0126487900154281","0.0100991934342149","0.00887875725400125","0.0126587406444855","0.0126814448710631","0.0130561322527568","0.0137627359942427","0.0149939214956103","0.0157062423590826","0.0153959667745482","0.0144022212467479","0.0134456747156874","0.0138880225952602","0.0142707800965631","0.0147411777227417","0.0647735174437776","0.0651824780647643","0.0654700687624876","0.0656665627277918","0.0658490725471234","0.0667912270130559","0.0682124082251179","0.0692176219286694","0.0684942517815282","0.0665870983706355","0.0648193569837485","0.0643004674952476","0.065346928734566","0.0308573320951284","0.0258843982583569","0.0216842529635118","0.0189384460508666","0.01813685055605","0.0179438870091767","0.017456511058432","0.0156960407574167","0.0145157200202709","0.0138292718379928","0.0135794807143321","0.012696510500692","0.0109846694847506","0.0105826224068269","0.0103551373844933","0.00986497904766136","0.00937806825451609","0.0126220367099755","0.0117528142282827","0.0110794390823902","0.0106130718133034","0.010118666689587","0.00964770057885267","0.00953031441011196","0.00993347614247582","0.0103330016170982","0.00942464406389543","0.00815830893389658","0.00766554858654831","0.0241782987448839","0.0231012729589524","0.021825160294981","0.020475240506641","0.0184052952379035","0.016924931512165","0.0171327727169874","0.0177192520798387","0.0190444945459336","0.0201456978738442","0.0194647944318961","0.017109365447328","0.0240908490868282","0.0197712794072465","0.0164251612640799","0.013829853669191","0.0131527633815265","0.0126667654933726","0.012064160333432","0.0116842068443149","0.0113810910001089","0.0109783500843611","0.0107400651661876","0.0107845490037123","0.0108854030572773","0.011230611027398","0.0112686577009767","0.0113354309353928","0.0108842931607231","0.010622521208972","0.0107905889532932","0.029459145252047","0.0312906521296196","0.0317127204892687","0.030508074393438","0.029466463030239","0.0278496374426183","0.0262254385633287","0.0247313479789981","0.0231758267945603","0.0219471296472012","0.0206598472052704","0.0209544743357493","0.0207742745287009","0.0194997803944528","0.0168627878705075","0.0157299541895665","0.0157011155212075","0.016383535616763","0.0160560100370344","0.0141162622710161","0.0138822576500385","0.0133376586738633","0.0136223825937344","0.0137196512844706","0.0141921171890842","0.0151660410722907","0.0154914561713019","0.0153890684680647","0.0150683690619465","0.0156632208316087","0.016804879456779","0.0172696818870294","0.0178116629179643","0.0180593730104536","0.0172063905784561","0.0165503641110844","0.0155252648249322","0.0153276726475831","0.0156085166981824","0.0140651501884916","0.0136001438152775","0.0137035756665319"
"4","440","0.0112694563733446","0.0108397372335198","0.0105213079076629","0.0104045928616876","0.0101657284185485","0.00999387801001473","0.00997726448311523","0.00989394398805964","0.0096904327477253","0.00958471652475883","0.00957908842146668","0.00953833049805377","0.0123555728067298","0.0124798606610266","0.0126052435845452","0.0126937282098867","0.0131122527223699","0.0132091293964164","0.0129745463757532","0.0131776343690844","0.0136843726220388","0.0140557004125813","0.0141091610702412","0.013584052719148","0.0127305328179974","0.0123041265156002","0.012441083181702","0.0129080627763249","0.0124022705090267","0.0104916042134076","0.0119941084089085","0.0118197532198986","0.0117024318426918","0.0116552405307214","0.0116139216966176","0.0113395903416473","0.0110356367591002","0.0109170364363852","0.0108323390515141","0.0107130867493688","0.0105956874496631","0.0104776810597287","0.0101384985083246","0.00959673724080231","0.00936761816205163","0.00974478535695387","0.00910461943102977","0.0125099298963261","0.0119525172443298","0.0113126788605138","0.0105588681702508","0.00992073203588995","0.00969694348662472","0.00968105924551182","0.00975014680602902","0.00990381922764989","0.0100576198526573","0.0100689625539545","0.00991408780685787","0.00961244094266909","0.00935533069543887","0.0094570599223022","0.00921339278206602","0.0089370314073432","0.0135264197833067","0.0144643878529626","0.0152068187735899","0.0156794779482407","0.0159903928065995","0.0162956929427699","0.0162711149821724","0.0163930701857579","0.0162161368167576","0.0161074259468346","0.0158391248697712","0.0151581529351102","0.0151868400909412","0.0147664021703932","0.0138831921128718","0.0129289989647779","0.0130885549871529","0.0132119055705718","0.0132983817050748","0.0133807872320548","0.013326467443041","0.0130348710457878","0.0126946119996016","0.0124797994595806","0.0123801314980333","0.0119687865921263","0.0112829904893971","0.0125174220410379","0.0121876735844281","0.0120338007877204","0.0120466499970598","0.0123282411426331","0.012528154152934","0.0125199523673998","0.0123275476199927","0.0120961469911545","0.0119524329542401","0.0112397999713371","0.0101171899505645","0.00973304199447356","0.0104915106930014","0.0112267617369963","0.0120939478770296","0.0123128080939857","0.0121353856627266","0.0119663494705171","0.0117021346719218","0.01175095350944","0.0112636158056718","0.00866737152816751","0.00709988884742606","0.0104947682811868","0.010500724757859","0.0106815274399469","0.0110364075186428","0.0116029360938752","0.0119507422068904","0.0118343897508436","0.011256814951734","0.0107923771680045","0.010937442879277","0.0112725230438525","0.0118164829577266","0.0499583232235801","0.0498859002197361","0.0500183453232634","0.0503482147619637","0.0509993654047948","0.0520349598309031","0.0527479967139777","0.0526651937556656","0.0519212111882142","0.0509465596511844","0.0507063285550211","0.0501709772029486","0.0508421218848728","0.0221861159243844","0.0183342322980906","0.0158962040475079","0.0154007252733832","0.0162284410135239","0.016450723679296","0.0156594430286744","0.0139048990809075","0.0120536354869575","0.0106260294951098","0.00976279464576349","0.00949864258239088","0.009492828392437","0.00987138791261849","0.00943340632337149","0.00883598817723712","0.00862134611519604","0.0100971144684811","0.0100000081078293","0.00985406160848036","0.00967652001677785","0.00929842081109836","0.00882396496937042","0.00851606698403336","0.00853279729920719","0.00866094502232096","0.00858077404550005","0.0079341743391182","0.00707861956705118","0.0200186254434293","0.0192727560111804","0.0183401291649083","0.0172822860206855","0.0155247124613331","0.0141499278632645","0.0141194805306083","0.0158935466368275","0.0176252318753578","0.0177145308928758","0.0157978022463158","0.0126235814643217","0.0207959885123301","0.017078253206515","0.0142037563327205","0.0120416114814059","0.0112424493200517","0.0106976958427082","0.0102190952531156","0.0101397428015486","0.0102921326211346","0.0103802475252608","0.0102933546650089","0.010079329274897","0.0100264254494969","0.0102377269965939","0.0104276986600574","0.0105781247890856","0.0106562921119266","0.0104765645085264","0.010081417848212","0.0208963309763435","0.0207495028966154","0.0199690896880519","0.0184009938978112","0.0180937927283648","0.0184830972348366","0.0178843079985054","0.0166940330951622","0.0155321607543425","0.0150707945703225","0.0146788768088368","0.0147948774124799","0.0143073458136783","0.0127453318347798","0.0112900610205904","0.0114003987551359","0.0113962520474669","0.0128509464477641","0.0124797273015483","0.010680615026088","0.0108975827464191","0.0113831894151578","0.0113202532155241","0.0114698608868507","0.011777622046903","0.0122493363682581","0.0122832468808562","0.01226575915808","0.0122383858532819","0.0127708431194316","0.0133030222369954","0.0136186406954952","0.0139985393547491","0.0142095778563906","0.0139346201637268","0.0134793009982287","0.0124557060872163","0.012014564297917","0.0119973984520471","0.0118277411025937","0.0112577953631326","0.0112753808913274"
"5","488","0.0123875223238282","0.0117516684225046","0.0113338558746173","0.010993113117271","0.0106153943153171","0.010232024213991","0.0100606485111681","0.00982846059278975","0.00966604023172819","0.00964859847437578","0.00951716370268069","0.00961187676972665","0.0137417573004374","0.0144291948948234","0.0149081950241716","0.0152387754966225","0.0152187336028345","0.0146774279376956","0.0141068276440206","0.0141788630704023","0.0147138940370592","0.0150704245533286","0.0150502960583052","0.014473095052181","0.0135194595259286","0.0131665528483995","0.0135671135336822","0.0145257166861301","0.0142216016524468","0.011583038797588","0.0129129296982113","0.0124679196943747","0.0121565287672541","0.0119811113143004","0.011917235898392","0.0115220607503579","0.0110208669391922","0.0109415297652976","0.0110559204869261","0.0112194715713887","0.0111958710438202","0.0109084234738361","0.0103469161300925","0.00972340149701637","0.00949015442126101","0.0101987678498946","0.00957399846789164","0.0131740446869776","0.0125616055110963","0.0118818536086787","0.0111016062685366","0.0103733625832722","0.0101647398675512","0.0101452899637603","0.0101865072713534","0.010337982612475","0.0104657796750882","0.0105169047878843","0.0104818409077147","0.0101625154136151","0.00978361821193262","0.00956191146125232","0.00957830351828627","0.00935921954936334","0.0147553985012522","0.0158304025741904","0.016664683789933","0.017213160617424","0.0173633941280436","0.0173859754404699","0.0172193428924291","0.0175684137270847","0.0178025422245042","0.0177618265282771","0.0173576517047022","0.0166460748368577","0.0170821693942801","0.0164885994070706","0.0152874301885302","0.0134411208370961","0.0136886832296689","0.0138652836990484","0.0139750783943965","0.0140472054317194","0.0138931275372249","0.01350513334854","0.0130303388484443","0.0126728604450722","0.0123163950875605","0.0118063799464504","0.0112308226286402","0.0122810035104432","0.0121994357031067","0.0121438013765917","0.0120667591884368","0.0122179364058059","0.0122697804881878","0.0122362663533825","0.0122546716467404","0.0121972542180199","0.0119681599690484","0.011039120928718","0.00988687332452327","0.0103591769148621","0.0112861418238947","0.0121512743539108","0.0130964358980384","0.0134207579509565","0.0132268998040673","0.0128525673722545","0.0123379564073771","0.0122931103165227","0.0118944728943994","0.0090042873472354","0.00748320389097729","0.0111207170144659","0.0112349010975989","0.0115461135415924","0.0120487993921764","0.0128165890296928","0.0130504407906661","0.012531377482515","0.011599696303742","0.0112273292386795","0.012056796385042","0.0128660372601783","0.0137327084904172","0.0505625630412081","0.0505989121585224","0.0508470207323667","0.0512878661783647","0.0521806797344953","0.0535137854181966","0.0540774694494656","0.0537578737439211","0.0526857529200395","0.0517042123619878","0.0512490167919159","0.0504338892957662","0.051698735311899","0.0227741158616005","0.0198116144242185","0.017918890283422","0.0175307118257842","0.0178528298118605","0.0175566981571067","0.0164548217926729","0.0151548855999109","0.0136058564707934","0.0122499528665531","0.0113010089424695","0.0101617035248969","0.00989570436720849","0.0107229662721363","0.0116535675092049","0.0092154444776883","0.00911959880989596","0.0108745237264655","0.0110828171210449","0.0110668917741662","0.0108564807069294","0.0102801641880188","0.00944986478964793","0.00896537946242369","0.00912576586987578","0.00949595865605657","0.00954402514641431","0.00883254033385493","0.00776877791330982","0.0196171109927208","0.0184507239304428","0.0174020300639292","0.0165632417290104","0.0152981372076675","0.0149871960721565","0.016700656130025","0.0200976865586053","0.0219821988452796","0.0214356887195975","0.0165824822440873","0.0115796642285534","0.0228633985198245","0.0188027023467792","0.0156707729152611","0.0133407570400832","0.0124449191480343","0.0116848160584083","0.0112413353610891","0.0112049245203019","0.0113455521609682","0.0114518976985852","0.011642501424159","0.0118053958603066","0.0119745414054344","0.0122229809509548","0.0123509859661929","0.0123673684210301","0.0121079267934189","0.0118986273573546","0.0116968023896498","0.0206314824454663","0.0204611479034232","0.0197534548614413","0.0183804082864186","0.0178321271296627","0.0178284657170322","0.0174572534824857","0.0165414691399425","0.0152495788271575","0.0145718879084211","0.0141130899677447","0.0146293524852444","0.0145537154513458","0.0132385783615133","0.0115439844896219","0.0112782956776782","0.0109194621549427","0.0137223975048949","0.0133058301534192","0.0122529003885724","0.0129320207716608","0.014050943086263","0.0124725134235919","0.0123252615876805","0.0122728089286404","0.0125072363957164","0.0125471042519498","0.0121705366793283","0.0119301787726346","0.0123460885065998","0.0130121502147083","0.0135850130237552","0.0140168936597955","0.0140972343245541","0.0134880714893898","0.0126654704476289","0.0117610384901352","0.0117152459832255","0.0119121224594197","0.0113186316810532","0.010832261478394","0.0109940402338222"
"6","510","0.0121579742489848","0.0118492858612224","0.0117076609993439","0.0116385824110488","0.0114451649614895","0.0112545155227593","0.0111688525935666","0.0109966986470774","0.010769322862001","0.0107321229409424","0.0108546975818619","0.010910021968239","0.0140944969574292","0.0137760016180996","0.013984406576273","0.0146582431755618","0.0159288653352837","0.0160671515601169","0.0150795823597697","0.0144775586735592","0.0146762978174526","0.0150038990313522","0.0148845069631903","0.0142504254819608","0.0136161549298973","0.0134630429514655","0.0134418329471413","0.0133262358990979","0.0130463408971997","0.0122977051775514","0.0119583060879133","0.0121440028554884","0.012229805881337","0.0122248553257347","0.012114840134466","0.0118545679490552","0.0115733419827971","0.0113067100132806","0.0110377861897706","0.0108615935966548","0.0107638550904776","0.0106837562548098","0.0105792261859686","0.0102970693746849","0.010082235178981","0.0101456610041027","0.0100119630795396","0.0132659777485154","0.0128292852710842","0.0123454152983515","0.0118000619444469","0.0112521945114336","0.0108718148447812","0.0106787244618171","0.0106105953076974","0.0106067610984312","0.0106433341028788","0.0106063814802726","0.0105251037984362","0.0104565074345392","0.0104506466858757","0.0105375536253265","0.010315346283003","0.0101662275796683","0.0157485728013604","0.0162670370269576","0.0165282791206307","0.0165432472637362","0.0167473387939976","0.0172488187022916","0.0176219146670882","0.0176896352886877","0.0174501015178024","0.0172697883733923","0.0170734445944978","0.016785687067192","0.0164390734288268","0.016018874618542","0.0149781696719804","0.0140907848851367","0.0142783004715072","0.014424966080057","0.0145247639348569","0.0146130027128542","0.0146077978937803","0.0143506141131251","0.0140007093594194","0.0137353614483979","0.0132746650339201","0.0126681896574214","0.0121080592602971","0.0130736242882331","0.0129572043574701","0.0129286945230484","0.0129809940482114","0.0132952258166372","0.0134929398522386","0.0133355897153324","0.0129433647275032","0.0127004803209885","0.0127652697310809","0.0120760659633762","0.010803137806949","0.0109404774174053","0.0114625560825833","0.012058931734486","0.0129053225289725","0.0131712984966069","0.0130013625813034","0.0127704871941298","0.0127730647032325","0.0130145324413014","0.0125507357556868","0.00950502142683283","0.00764630271769698","0.0112111120164903","0.0112868508318266","0.0114735327617444","0.0117611457575634","0.0122108865691161","0.0126054772259021","0.0126456194390675","0.0123277263463662","0.0118416476976296","0.0119365572834525","0.0123644785890277","0.0130061157847174","0.05543771604379","0.0552201390115372","0.0551589350547188","0.0551858397785983","0.0556732620555344","0.0566853089810229","0.0578757353693738","0.058582926788363","0.0582963870660292","0.0571450818615266","0.0560525385956884","0.0555374147526971","0.0557467353589529","0.0255618528928009","0.0214802079005413","0.0184889240022996","0.0170226340908609","0.0176215325815751","0.0176630349927222","0.0166867921893315","0.0150069797862895","0.0134296145573611","0.0122425200497419","0.0112300961466069","0.0106347995413368","0.0104128108944097","0.0106608458030712","0.00989778148744941","0.009011434013774","0.00975941801813426","0.0128300220764844","0.012076562432121","0.0114931429182571","0.011102888869077","0.0108380146671019","0.0105268286063445","0.0102735483096228","0.0102729902921512","0.0100685925269609","0.00973483274304943","0.00884761276368672","0.00807309499897309","0.0209413980681421","0.0198124115059636","0.0187624586159177","0.0179199447642916","0.0161936884083696","0.0151364872172051","0.0154152581934917","0.0172736445164963","0.0199554600321014","0.0215228342672164","0.0199085269992365","0.0122905098499653","0.0218159439933061","0.0193248606865048","0.016665141622432","0.0137339402556489","0.0115249728937126","0.010947671054965","0.0107891547716614","0.0108257236717733","0.0109761463605448","0.0109835193595652","0.0108380568788464","0.0107139053352079","0.0106420155892873","0.0110310160270467","0.0112894486095435","0.0113586215738102","0.0111922651021249","0.0106232887292914","0.0104086438881249","0.0215932504490275","0.021648653576997","0.0213709354049194","0.0206689250846613","0.0197681935917345","0.0190737840055371","0.0182616801682673","0.0174829685998731","0.0168837818289151","0.0167341185285133","0.0161423602225978","0.0155861763949226","0.0146988325461957","0.0131446340927678","0.0114880695632047","0.0116517613072199","0.0116210854270496","0.0131211288477806","0.0123155528990997","0.0107279288280121","0.0112902844456096","0.0114541838885891","0.0113930882511061","0.0114743996606395","0.0118068700571302","0.0122870949501795","0.0123681430223346","0.0128860575898709","0.0135025912010634","0.0141865208021841","0.0145076813731471","0.0143385247719363","0.0142366371904315","0.0142570559714562","0.0136662370132805","0.0129895398083282","0.0119786288769337","0.0118527403720417","0.012257056409623","0.012284092318308","0.0115522053543649","0.0113599959796218"
