"","X","X1.75","X0.75","X0.75","X0.5","X0.75","X1.75","X0.75","X1","X1.5","X0.75","X1","X1.5","X1.25","X0.75","X1","X1.25","X1"
"1","wavelength","MAN-F21","MAN-F22","MAN-R22","MAN-R23","MAN-R25","MAN-F0","MAN-F03","MAN-F08","MAN-F14","MAN-R12","MAN-R13","MAN-R15","OUT-R07","OUT-R08","OUT-R09","MAN-R06","MAN-R07"
"2","412","0.0146988324985337","0.0145561072982343","0.0150968056664148","0.0165374779607039","0.016270822875176","0.015636210110913","0.0145661393324975","0.0117623676078216","0.0153471528958927","0.0644133112884663","0.0249243214273471","0.0174662185410128","0.0241782987448839","0.0240087834853187","0.0295673594191275","0.0163103032938444","0.0135610012826716"
"3","440","0.0112623702086468","0.0123198038216315","0.0119104639633675","0.0130624167953175","0.0131890777265183","0.0128499984703778","0.0124577510487649","0.00983822009393614","0.011619788518316","0.0503476483106732","0.0176791544342755","0.0129789884449315","0.0200186254434293","0.0207263159649538","0.0209353572720012","0.0127670519982811","0.0112687489915212"
"4","488","0.0123805951374677","0.0137040656193051","0.0128305557469347","0.013445267110544","0.0143049410669982","0.0133635147549182","0.0122694720893363","0.0104884638260048","0.012283050296188","0.0508949704186574","0.0191334809878883","0.0151240941821628","0.0196171109927208","0.0227905372779627","0.0206414643311119","0.0134812909069138","0.012421933753176"
"5","510","0.0121513520852824","0.0140565960356984","0.0119037668321845","0.0133685443303123","0.0153202594778245","0.0140242823218561","0.0130473533120417","0.0110082586706794","0.0124228766568064","0.0557151848088258","0.0211295936488449","0.0159016718590245","0.0209413980681421","0.0217463342759768","0.0216055160679166","0.012770597792572","0.0113474720303123"
"6","532","0.0106432701811379","0.0123764870630662","0.0105277839993992","0.0117813747682004","0.0135488474693976","0.01236838926694","0.0113220535647553","0.00953283584767505","0.0108993303073366","0.0480096397135612","0.0185353917756086","0.0137829959900188","0.0187532855574865","0.0197448583205433","0.0199000920722382","0.0107988603585532","0.0100928471616984"
"7","595","0.0114028926373366","0.0137902594175766","0.0110618750693168","0.0128677629990137","0.0143131925718456","0.0135592594969199","0.0120525694302398","0.0101013546784862","0.0117994653152767","0.0521459216347367","0.0218669343505745","0.0173883309728519","0.0187859415071343","0.0199259151851449","0.0210679833673318","0.0128059983352253","0.0102825251963541"
"8","650","0.00891958807283232","0.0103752806390315","0.00866905224450188","0.00959378407035466","0.0109989938980451","0.00961413214002079","0.00910819914023347","0.00785732069240037","0.0092107460552846","0.0404826903552493","0.0149481724731611","0.0121034782583186","0.0147262729018238","0.0162557076063299","0.0154289435255873","0.00905421094858596","0.00801640131417249"
"9","676","0.00958531120683066","0.0111588886649109","0.00988883469024503","0.00993175834975817","0.0113206039183846","0.00989646623159695","0.00938082397575158","0.00813270940386228","0.00965653834550051","0.0405706601001583","0.0146563215709045","0.0119355375296853","0.0151710285944723","0.0159130840784024","0.0156965531982581","0.00950660029774621","0.00810228260654004"
"10","715","0.00910317388641011","0.0101748105808295","0.00922122610970872","0.00974644531041569","0.0110145450864223","0.00995877534388279","0.00912250933471572","0.00795288583873591","0.00959255284419667","0.0405280472684752","0.0149810841384826","0.0123441342804434","0.0146184834892003","0.0155889017514586","0.0146778442539676","0.00947876589742661","0.00797394498229935"
