"","X","X1.75","X0.75","X0.75","X0.5","X0.75","X1.75","X0.75","X1","X1.5","X0.75","X1","X1.5","X1.25","X0.75","X1","X1.25","X1"
"1","wavelength","MAN-F21","MAN-F22","MAN-R22","MAN-R23","MAN-R25","MAN-F0","MAN-F03","MAN-F08","MAN-F14","MAN-R12","MAN-R13","MAN-R15","OUT-R07","OUT-R08","OUT-R09","MAN-R06","MAN-R07"
"2","412","0.0147052025820668","0.0145844055559509","0.0151664548833306","0.0156345848839487","0.0167905496586999","0.0156993469677406","0.0146460399551923","0.0117623676078216","0.0140536407113179","0.0654115035619308","0.0249662513590351","0.0138706833722493","0.0241782987448839","0.024060721033265","0.0294915977038093","0.0162950920652606","0.0136017603362973"
"3","440","0.0112668810962268","0.0123433183453154","0.0119661395278955","0.0124888845969713","0.0135086668778901","0.0129023117706823","0.0125136124659552","0.00983822009393614","0.0111070547717417","0.0509052416559253","0.0177085574934697","0.0108465520006463","0.0200186254434293","0.0207704177308659","0.0209059056025486","0.0127561200501076","0.0113029624983816"
"4","488","0.0123850110489925","0.0137288675247469","0.0128853977823489","0.0131537745796881","0.014737668109108","0.0134149775310483","0.0122810035104432","0.0104884638260048","0.0124864353399728","0.0513429561980014","0.0191642140146608","0.0125021523661536","0.0196171109927208","0.0228366286552327","0.0204799723952089","0.0134708919944261","0.0124555279926058"
"5","510","0.0121555767867135","0.0140815398960552","0.01193308999138","0.0132459916438622","0.0157303036614673","0.0140641944349966","0.0130736242882331","0.0110082586706794","0.0121667799435775","0.0560311399182099","0.0211631758113055","0.0136190628856461","0.0209413980681421","0.0217903827475251","0.0215939379058774","0.0127612162003789","0.0113777749311565"
"6","532","0.0106468875836288","0.0123981920090427","0.0105361863382263","0.0117913612642612","0.0138844838703368","0.0123829036907058","0.0113559662300807","0.00953283584767505","0.010746947725121","0.0493481221194987","0.0185648010418292","0.0107740646467792","0.0187532855574865","0.0197863895848432","0.0198788397723691","0.0107916986236406","0.0101194949538748"
"7","595","0.0114064249014427","0.0138127947558274","0.0110618750693168","0.0127210466223711","0.0148068866759628","0.0135592594969199","0.012094875623871","0.0101013546784862","0.0125384520564579","0.0524838489636135","0.021900693978541","0.0152449958120682","0.0187859415071343","0.0199470156613994","0.0212035207573422","0.0128011019548764","0.0102947074745372"
"8","650","0.008922136593893","0.0103891280695781","0.00866905224450188","0.00970791496908727","0.0112590260565696","0.00961413214002079","0.00910094579778863","0.00785732069240037","0.00881022449001945","0.0402971214275194","0.0149536938278229","0.00990087357986903","0.0147262729018238","0.0162557076063299","0.0154098523507215","0.00905273699558972","0.00801640131417249"
"9","676","0.00958786344230289","0.0111777724281763","0.00988883469024503","0.0101024935602918","0.0116149682564362","0.00989646623159695","0.00940032021293922","0.00813270940386228","0.00928811375433919","0.0401409449502148","0.0146611766034468","0.00985056996208657","0.0151710285944723","0.0159130840784024","0.0156734893475278","0.00950956964084452","0.00810228260654004"
"10","715","0.00910566414314758","0.0101751053599291","0.00922122610970872","0.00983702102869224","0.0112866938581062","0.00995877534388279","0.00909983892422723","0.00795288583873591","0.00930649299746728","0.0409993346743164","0.0149810841384826","0.0102030105584011","0.0146184834892003","0.0155889017514586","0.0146590792995495","0.00947954609633734","0.00797394498229935"
