"","X","X1.25","X1.25","X1.25","X0.75","X1","X1","X0.5","X0.75","X0.75","X1.75","X0.75","X1","X1.5","X1.25","X1.25","X0.75","X1","X1.5","X1.25","X1","X1.25","X0.75","X1","X1.5","X1.25","X1"
"1","wavelength","StationMAN-F05","StationMAN-F18","StationMAN-F21","StationMAN-F22","StationMAN-R21","StationMAN-R22","StationMAN-R23","StationMAN-R24","StationMAN-R25","StationMAN-F0","StationMAN-F03.5","StationMAN-F08","StationMAN-F14","StationMAN-F16","StationMAN-R11.5","StationMAN-R12B","StationMAN-R13","StationMAN-R15","StationMAN-R02","StationMAN-R04","StationOUT-R07","StationOUT-R08","StationOUT-R09","StationOUT-R10","StationMAN-R06","StationMAN-R07"
"22","492.8","0.310766318944862","0.599628065476792","0.529010566448114","0.448596769837701","0.974563199669396","0.658981734662237","0.663076670344108","0.337017420775941","0.27029630754262","0.488629594634525","0.459978829312129","0.704842296955668","0.456840178663497","0.719844491098962","0.655583367397865","0.894229185272356","0.506681456299106","0.24905415775813","0.500453639267016","0.517857235411694","0.476490242200687","0.639231093901131","0.593185220664219","0.337074829600192","0.53068301401868","0.431417449404654"
"23","497.7","0.292730211488439","0.565866306778633","0.497406878142244","0.421413068429689","0.916907291854503","0.62092816332866","0.624372814167973","0.320514208117027","0.25462511467125","0.459947842893645","0.433726038912433","0.662980581914863","0.431126586712864","0.680060668336686","0.615883035323826","0.839696598900321","0.476950643198862","0.236007852337332","0.471645024732373","0.487258570174924","0.448900529694369","0.60453782356976","0.55807288586941","0.317784437257537","0.501034035105245","0.405120714725926"
"24","502.6","0.277713822979615","0.536372943702187","0.468618227812448","0.396836236055339","0.86402369840116","0.586367267465813","0.589239535481319","0.306736332640808","0.239010988885779","0.434574379271804","0.409429349572313","0.626122429375193","0.40800688011682","0.642472727687713","0.580206517894136","0.7888088089975","0.448837343879254","0.224691899588791","0.44485941526848","0.458822607488266","0.423676633249659","0.570662488677511","0.525572737739212","0.301130954509179","0.472554084505339","0.381769777722729"
"25","507.8","0.261579479776963","0.508456387823152","0.439843585229263","0.371811404790682","0.811411235180272","0.552248092995214","0.5529107777014","0.292802701362681","0.221835568207104","0.407922959956377","0.384585520752155","0.590059904844214","0.383772389874877","0.603216347423959","0.544892798582551","0.740181516357581","0.42175899596041","0.211507537015192","0.418036834022068","0.429911861438032","0.398168221522099","0.535844526885282","0.494883597799338","0.282400647311252","0.443616405932301","0.357470753466739"
"26","513.2","0.246339676947373","0.480371213627324","0.411994335281239","0.34713342297771","0.761674742460156","0.519097862596899","0.518498388947555","0.278733653519176","0.205416013595753","0.381700187723623","0.361259110752929","0.553980596925194","0.360405171485809","0.566728679548431","0.510507220023126","0.694038401510447","0.395236718540423","0.199634995817796","0.391514194802408","0.402739085425657","0.373539662816473","0.504332278141856","0.463219535665907","0.264762043235368","0.416692415231989","0.333691909616006"
"27","518.5","0.232606333770384","0.454450810177914","0.387760948487334","0.325951486275843","0.716333615697981","0.489211755408663","0.488421024827554","0.266918339400984","0.192124973327582","0.358638867272758","0.339878109176746","0.521361719144476","0.340270804882883","0.533446345907585","0.480884105636046","0.651998388600961","0.371392568574158","0.18866109536456","0.368402841119899","0.378746314612241","0.351851492316252","0.474976346125506","0.434313213446143","0.249464052427262","0.392591429728073","0.312663514021526"
"28","523.5","0.221195297695025","0.432838487145443","0.365215843110356","0.307390860138707","0.675534066298061","0.462758206925336","0.460696526580166","0.256457632420227","0.180830670490581","0.33870313706261","0.320794075385876","0.492718234608765","0.322066811759049","0.503705732539027","0.453694007933396","0.614906687582145","0.350534321768045","0.178754515215625","0.34717393554637","0.357098406075569","0.33201239388089","0.447433394229506","0.410403397689429","0.235580002872765","0.370720135227968","0.293679061505682"
"29","528.9","0.209195416834455","0.410097726886336","0.342845471111224","0.288026582712269","0.637958938851537","0.436153730768636","0.433477400623706","0.245738691540989","0.16959404323847","0.317415784880404","0.301946126589809","0.462810274163867","0.304534221372378","0.474293914127381","0.42599424999657","0.57843878140051","0.328974306324537","0.168014316726254","0.326353858301799","0.335623820843944","0.311771870440253","0.421132427122192","0.384719643011521","0.221510978043598","0.348605478704451","0.274585416551904"
"30","533.7","0.197942333482196","0.388497371222194","0.322168517496596","0.270725915804893","0.602762477373148","0.411694631632076","0.408935982242359","0.235940249761991","0.160218888307385","0.29900813533885","0.284457559369271","0.436461683696933","0.287872675764462","0.44864005321073","0.402232626486801","0.545292936149653","0.30964271701284","0.158487298022923","0.307646593640855","0.31619398869356","0.293955048438886","0.398230634228342","0.362307611843681","0.208848582971534","0.329846561305016","0.257766601055316"
"31","538.5","0.187914062848973","0.369402974285045","0.30375157495644","0.25511423126588","0.571317725316566","0.389653977878654","0.386389214354193","0.227188004006472","0.151892524625103","0.282266533435594","0.268360278451194","0.412634969314193","0.272852402186626","0.424648162289112","0.380698917780274","0.516246348052745","0.292919374000586","0.149899958171451","0.291364899292035","0.298041750308862","0.27761872749201","0.375152512748247","0.342524803654559","0.197496082901565","0.311919907588162","0.242588216924812"
"32","543.7","0.176917914150696","0.350949359114898","0.28418124236873","0.238410319667319","0.539587344131944","0.3669745567992","0.362906173812726","0.218359609199507","0.142320164061932","0.264026207846242","0.25223409236836","0.388483511657203","0.257163396821083","0.399698546569261","0.357832656827288","0.486186722531966","0.274490130824859","0.140415301459414","0.273748667391352","0.278983906758527","0.260039689704582","0.352386967502561","0.321654096182866","0.184717022605943","0.293643831279022","0.226500503590635"
"33","548.5","0.166626221596435","0.333061869249669","0.266255230750645","0.222197840341496","0.511155698691102","0.345888002949212","0.341693120033287","0.20978782351591","0.133651922670544","0.247545715182909","0.237226005247092","0.366137121341619","0.242529181092631","0.378083282142625","0.338285778954764","0.459946165647701","0.258981128312042","0.132060642725505","0.257912783749826","0.262251632574788","0.244782825425677","0.332605853544835","0.302707012724428","0.17340707837072","0.277471325925283","0.212276680150872"
"34","553.6","0.157504505242457","0.316860857331953","0.250026067219115","0.207882899189301","0.483909121155093","0.326246130051753","0.322211267980575","0.202410599059805","0.125842755787588","0.231961306224618","0.22328038297132","0.345639252402826","0.228653379631968","0.357291856607722","0.319472861532911","0.435203455170175","0.244144832592109","0.123774385374522","0.243266289142858","0.245968921273912","0.230924209124584","0.312699476718364","0.285212096789719","0.162666477960963","0.262366362533691","0.198964469169624"
"35","558.7","0.148556271302871","0.301774666279219","0.234344868964235","0.194066557685105","0.458220521357762","0.307667949578226","0.303206258872981","0.19542680757941","0.118001599682818","0.216999253029461","0.209895519763868","0.326527580227969","0.215631382260225","0.337192247677344","0.30227913384703","0.412149378394523","0.230245164807079","0.115792458654411","0.229120660169153","0.230769348498076","0.217473353545501","0.293745838713647","0.268015802969359","0.152103689443494","0.247448180470222","0.185430001835063"
"36","563.9","0.140210802844469","0.286634310233233","0.220215413670657","0.18136951801692","0.43426781675005","0.29044558057618","0.285743084712107","0.188593654351745","0.110695096049857","0.203163658400694","0.197191012081834","0.307977616952967","0.203217691242422","0.319878634480228","0.286254999191248","0.390663023387094","0.21711224394772","0.108205673889351","0.215570823645258","0.217456121820928","0.204948607439584","0.27755808898458","0.252367178549804","0.143021865945681","0.233803829679311","0.173513873557911"
"37","569","0.133167852488445","0.273190299680663","0.207314023361333","0.170715973758369","0.411724165129511","0.274077063110933","0.27033908684646","0.182386003534135","0.104782034253911","0.19091572800946","0.185872863577632","0.290984842110198","0.192044246227113","0.303337431474414","0.271123347761474","0.3703814353425","0.204511081726194","0.101439633175739","0.202778549021552","0.205180512909","0.194046630542798","0.262292707867943","0.237705022377279","0.135362799384486","0.22088043591173","0.162446170286584"
"38","573.4","0.126956782696352","0.260736621554835","0.196551073433072","0.162033433739031","0.390341690591444","0.259710296564223","0.256698560530617","0.176562510864465","0.099833876917233","0.180448547151513","0.175671077472366","0.27594686424994","0.182252219128089","0.288135912955239","0.25726774447843","0.352845945762548","0.193883059590435","0.0959292586626978","0.191876099262454","0.194362995577956","0.184034899270271","0.248757056118259","0.226328103345112","0.128570735663677","0.208949139354748","0.153034814046218"
"39","578.1","0.122439151602441","0.249734783905298","0.187277176787594","0.154715375535855","0.371116078127848","0.247009175972388","0.244390366892313","0.172234083142886","0.0958900497834319","0.170914307899296","0.167427583713016","0.262236014595797","0.173773342437773","0.27410139953854","0.24475796818286","0.337161202976904","0.184212805664276","0.0916078931538381","0.182210880530157","0.185174622023946","0.175453332872976","0.237314542893505","0.214532299054014","0.123061099390558","0.198674642629159","0.144740444785943"
"40","582.7","0.117820583834508","0.238729537410262","0.178352466997433","0.147372323357761","0.351854809773177","0.234404378341535","0.232518433289233","0.166808498509375","0.0916972943881936","0.162181574914276","0.159476291824315","0.249055885609388","0.165325712073187","0.260127023812558","0.232546542776252","0.32143243597364","0.174715836121538","0.0870867370942886","0.17232451877421","0.175927369427812","0.167173090344576","0.225834669122391","0.203672707089345","0.11778845666608","0.188257597740141","0.137009640482224"
"41","587.1","0.113447370956088","0.228433596403921","0.170250369407574","0.141334664389202","0.333812989989796","0.223017602873678","0.221743303349801","0.161790545213778","0.0879367004683532","0.154594446124864","0.152374866916489","0.237217511749913","0.157502866159635","0.246684441681895","0.222081954147009","0.307205379801638","0.166528882288905","0.0834430296295227","0.163866568719456","0.167647440312528","0.159423823356519","0.215219142013174","0.193941950540388","0.112413361863801","0.178981314930039","0.130394127212679"
"42","591.5","0.108091065130453","0.217505952459922","0.160565333576108","0.133301779799462","0.314723298860002","0.209903373781468","0.208859522575528","0.156077069332202","0.0825111842456924","0.145032867144904","0.143777242737139","0.223370624157544","0.148292405994796","0.232379349682983","0.209161563076312","0.291312865795588","0.156558587138397","0.0776337676882297","0.153294174994364","0.157751915965473","0.150159504826481","0.202916487918891","0.18290566309655","0.105916353254915","0.167844189879325","0.121357600320492"
"43","596.1","0.102942461519859","0.206927972566077","0.152365562523505","0.126653658322441","0.29843867557636","0.199008153783701","0.198186998319353","0.150394299241681","0.0786990733012426","0.138006622733549","0.136658332149493","0.2116563070673","0.140723844161906","0.221282050478638","0.199329870439473","0.27786734932939","0.149043965425069","0.0738713620786445","0.145261152988815","0.149999933521136","0.143126258885709","0.193622368606791","0.173175412044747","0.101022514627782","0.159132599151858","0.115201055660994"
"44","600.6","0.0993479978670572","0.19783023178992","0.144954423626646","0.121088355577693","0.283291447475126","0.188790699993225","0.188988073668804","0.145813190509375","0.0754563943776038","0.130626234912369","0.129921896537356","0.20030766162105","0.134021331045404","0.209700766299824","0.188924439384732","0.264636937066796","0.141566365244832","0.0702636470112071","0.137160261164629","0.142330224436623","0.136096391231716","0.183486639141873","0.164329808349625","0.0966706958961647","0.150613304417317","0.10842631298688"
"45","604.8","0.0971208153861707","0.19091429986017","0.140571547857415","0.117936935784866","0.27096329181405","0.181857185393181","0.18228611605351","0.142963688342911","0.0745147976626899","0.125744916142867","0.125707814508663","0.192019682798251","0.130157602981405","0.201566902914343","0.180988142735772","0.254907748614848","0.136538198586093","0.069156625184457","0.131855871820808","0.137180920670233","0.131171584903237","0.176369744635634","0.158677372052286","0.0943062899264142","0.144898054305202","0.104026500909414"
"46","609","0.0964208418056815","0.17515114285782","0.132046416417525","0.114013353241158","0.262614932929565","0.173060967346666","0.176667867138786","0.141944193529228","0.0698835706044635","0.120434668845709","0.118016179558225","0.182070235260077","0.125385535131231","0.195970612763832","0.175572997017773","0.243383209841186","0.129665588986027","0.0654558979673236","0.123645357728441","0.133489200437921","0.12895352642195","0.166452093522821","0.147496632788433","0.0910058983794056","0.13525546559215","0.0985115536703218"
"47","613.7","0.0951016611948825","0.168712101857323","0.12830377114203","0.112586261164597","0.251283965734685","0.167062577287253","0.171578497792917","0.140479366307918","0.0708274109934043","0.115946011861879","0.114622227423893","0.174027083968445","0.122958513445955","0.188756537179685","0.167702531354771","0.233765956941644","0.124900290084335","0.0655799489385142","0.119032832657173","0.129209523869714","0.124700608091732","0.160839165983384","0.141853640962584","0.0900788468675953","0.130468285701892","0.0942600877910169"
"48","618.7","0.0927922881939268","0.161564359321937","0.122860002185965","0.109373545224525","0.238797985709141","0.159724161935127","0.165003871053542","0.137880706268948","0.0703169383853449","0.110544527822896","0.109328245246874","0.164444344147622","0.119060026992234","0.178799916136407","0.158032456221036","0.222551319482659","0.118506063164397","0.0641205391162002","0.112773299394763","0.123341796768673","0.118597688737231","0.152945297084316","0.135224625316437","0.0878882659064072","0.123651859877659","0.0888336813655891"
"49","623.4","0.0908094947705541","0.155345919066479","0.118028745480371","0.106431033387526","0.227167657733264","0.152991142069359","0.159078281243567","0.13563880167772","0.0698318252749835","0.105547649828554","0.104144299663742","0.15562227713053","0.115316218916632","0.169828945553411","0.149079149616814","0.212284854204646","0.112475218290676","0.0624660324538831","0.107439450982255","0.118331158986366","0.113128148669017","0.145528858535623","0.127744003658014","0.0858471601310966","0.117397383522729","0.0842803064849367"
"50","628","0.0885040265450228","0.148952446293192","0.112860269733581","0.103153520081028","0.216029306315791","0.14607991024086","0.152938003475375","0.133196699805053","0.0689515509863035","0.100060189832623","0.0995974413374902","0.146841119368706","0.111548467187765","0.161669402790385","0.140498504283357","0.202606682052502","0.10657611616967","0.0610979455593962","0.101686715508143","0.112994691022087","0.108315426344698","0.13850459148394","0.120384025947291","0.0831467680705553","0.111659373512504","0.0794797110356251"
"51","632.7","0.0864662222936579","0.143025926936872","0.107769039666101","0.0997727186816217","0.205362827019965","0.139326366456055","0.147106447775161","0.131119946609542","0.0680349245322054","0.094992829453442","0.0944791654019976","0.138387616382618","0.107702058260345","0.153381992687438","0.132594298795886","0.193617307535731","0.100861187056396","0.0593078789217498","0.096001133002416","0.10730380387556","0.10270894567639","0.131551676967048","0.113094354043522","0.0807451413550769","0.105885408741701","0.0746793677987417"
"52","637.2","0.0840900556344878","0.137461679882245","0.102588032216651","0.0959547591920897","0.195178272680476","0.132602984525788","0.140624135122644","0.128717503705542","0.0666863025822911","0.0902535992163503","0.0893530923725798","0.130551626051939","0.103532781159116","0.145219291863824","0.125011736442423","0.185910231403385","0.0953248262404817","0.0576611208551723","0.0901746438982048","0.101888530822951","0.0975494048237045","0.124222185050859","0.106391688743659","0.0782691845746229","0.100070326916519","0.0705812819185767"
"53","641.8","0.0817055678512569","0.13156096134607","0.0974555744732519","0.0921812638288217","0.185765058746047","0.125760760451828","0.134634810117348","0.126150954427426","0.0652962502259395","0.085113626996435","0.0848909853824878","0.122360074686098","0.0993964053724578","0.137970027309591","0.117633135112338","0.178726970411824","0.0897494833615075","0.0556550909480312","0.0850798789665825","0.0966473201227415","0.0925890371709433","0.117686899753976","0.0988308730901925","0.075223773359838","0.0945108882816981","0.0660662593731206"
"54","646.6","0.0808838211661366","0.126813041221678","0.0949048124044886","0.0911772606287085","0.178722483741499","0.121510304084484","0.131142541129467","0.124400196561561","0.0664637570664921","0.0820099972967451","0.0817373756735568","0.116083354088648","0.097488250702131","0.133114389566722","0.112076302537528","0.173738792636093","0.0866984169037816","0.055943607197659","0.0812999950556338","0.0930080788066316","0.0891379252541342","0.113226090432826","0.094643205577954","0.0746606219019581","0.0906661755506613","0.0630444942196932"
"55","651.2","0.082020243602019","0.122880387468477","0.0950972919388697","0.0938055840454522","0.173170582129427","0.119846187599215","0.131022365447087","0.12354240981632","0.0701904744499536","0.0810091290402344","0.0798273131319053","0.110997811100104","0.0982313780470637","0.129844830466206","0.106429487853704","0.169344312240393","0.0843524917401634","0.0579796601910637","0.0787042238843943","0.0917898481788379","0.0863270204401672","0.110089554777169","0.0917085417134913","0.0762301812836706","0.0878770787359425","0.0612790969418795"
"56","656","0.0862596611481585","0.120565580629295","0.100425966081796","0.1023354729949","0.172137245950348","0.123051383505037","0.136589281397379","0.124271956149109","0.0786439865913517","0.0831150847976459","0.0814289076979422","0.108790410970547","0.103346616218554","0.130692582950081","0.102678172259923","0.16720078823984","0.0847180088729242","0.0634100166710984","0.0791402729356311","0.0951274701627334","0.0866309736189011","0.111336008666133","0.0930697487657508","0.081005643139501","0.0877766496168139","0.0624410502704976"
"57","660.6","0.0938074619758985","0.120585350678892","0.110640825826839","0.115958947860798","0.174312666585645","0.129818226193325","0.147750326029729","0.127091726438259","0.0915436793821854","0.0875296917117715","0.0854942719372371","0.108515012769373","0.112448924863125","0.134577050933632","0.0996927890857613","0.167369736366027","0.0868015343465636","0.0714330473809105","0.0811810113143081","0.101259316104109","0.0891014150785311","0.115747925074514","0.0963940445078526","0.0895649373789852","0.0899106879212616","0.0645681903265789"
"58","665","0.1021825275993","0.121313738936836","0.121650271662448","0.131543237799956","0.177807679784937","0.137757045038508","0.160450898521863","0.131248648654036","0.105682147467502","0.0930420939217115","0.0894150924705749","0.108955026436306","0.122540196741816","0.138844919483922","0.0974914739671128","0.169018041480866","0.0898127531745372","0.0800694745720575","0.0843960594370195","0.10866921482533","0.0922344941361941","0.120709310394797","0.101787664009096","0.0995684223427192","0.0923704060088558","0.0675511081182549"
"59","669.6","0.108002585852805","0.121185467993452","0.128197713420643","0.141582904243713","0.17856673552603","0.142214169217841","0.167924460179962","0.134000750535836","0.1153876349607","0.0953292751204297","0.0918027915876372","0.107902392688443","0.129127100107613","0.140082399668072","0.0942780346802749","0.168856297456157","0.0905308727292132","0.0851487321242861","0.0856519210811907","0.113242175156048","0.0937939789134559","0.123053041289077","0.103478959934184","0.10605231163343","0.0929325251146272","0.0690591320168889"
"60","674","0.108258090012165","0.11867717802022","0.127160868249961","0.141648785003483","0.174262787982598","0.139556288696419","0.166934077874883","0.133913176253906","0.117208670612553","0.0930352723338358","0.0897166849990225","0.103362378355856","0.128460215128287","0.136832790638938","0.0906685143742015","0.165082792990174","0.0884908922866518","0.0852391762644616","0.0834981808618543","0.111525619434048","0.0915722672374125","0.12096342746934","0.100405169534747","0.106400641065959","0.0903781358552962","0.067017138901883"
