"","X","X1.25","X0.75","X1","X0.5","X0.75","X1.75","X0.75","X1","X1.5","X0.75","X1","X1.5","X1.25","X0.75","X1","X1.25","X1"
"1","wavelength","MAN-F21","MAN-F22","MAN-R22","MAN-R23","MAN-R25","MAN-F0","MAN-F03","MAN-F08","MAN-F14","MAN-R12","MAN-R13","MAN-R15","OUT-R07","OUT-R08","OUT-R09","MAN-R06","MAN-R07"
"2","399.1","1.40531457563984","1.38313468296809","2.11007789796489","1.54948963319495","0.710480148505166","1.34394445560489","1.03869342943141","2.51331773485411","1.28718542061593","2.94219555421158","1.16544061879148","0.744969516118481","2.41055724748238","2.27447096483553","1.84617283075885","1.85709119422522","1.61861340974708"
"3","403.2","1.34672201427855","1.31707856967179","2.01720788650355","1.48098875088588","0.679152499758919","1.29494539109664","1.00139879339294","2.39793599700523","1.22661177404684","2.82563072614917","1.11304835533042","0.715253756084058","2.30740428287115","2.1986193500077","1.71042459458285","1.76584000122144","1.53397950345071"
"4","407.5","1.28167285224637","1.25060423425798","1.90886514507138","1.39489584641964","0.661881701236279","1.23123056441741","0.943501200229874","2.26620848315744","1.16015847958636","2.71054193222173","1.06273270484014","0.679903769873577","2.18501409450937","2.08448636962713","1.62382358395209","1.67603321358168","1.46574731976565"
"5","411.7","1.21780880624874","1.18575990056615","1.80596615267817","1.31801573679538","0.628836569292527","1.16601432534398","0.889050765789265","2.13200907963664","1.09421453897872","2.57779982057777","1.001297936143","0.641332042288619","2.06785426033838","1.95793898218943","1.53577168975152","1.58226823298754","1.37972465617966"
"6","415.5","1.16502974313208","1.12981266811791","1.70252282454237","1.25341301460019","0.602887953222262","1.10573627724912","0.846501696516299","2.002800315999","1.03380544648974","2.44316372739522","0.949357658792854","0.613926206842307","1.95697245211788","1.85882342943834","1.45021219678783","1.49330977413319","1.29997680557668"
"7","420.3","1.09364379891734","1.06088398995646","1.5961557961283","1.17408366412008","0.574174014816047","1.04117459304708","0.799498548825511","1.8758892123255","0.969128194205291","2.3089438437136","0.895208354238445","0.574837437251466","1.83420904783519","1.75307474324423","1.36354098528769","1.39442084839028","1.21689715182907"
"8","425.3","1.03197858885238","1.00636447720764","1.50126044121932","1.10300488396417","0.5479599936556","0.974675370262424","0.746461702920547","1.75858554989396","0.907764528024942","2.18369226540992","0.83883372087735","0.538090998272139","1.71911172168947","1.63907231128047","1.26919712767354","1.3085284223522","1.13847746842337"
"9","429.9","0.975923950948529","0.951301349785916","1.40906186054826","1.03738630029177","0.520485423860416","0.91780871534956","0.702464016293073","1.64105049671849","0.85053192560136","2.06045038792077","0.78693974113412","0.507295010873729","1.615464877016","1.54235248223499","1.19788465767288","1.22554170967987","1.0613630905622"
"10","434.3","0.916052141691193","0.895612841672761","1.31626591001246","0.97222655718266","0.494579488400419","0.862013360581815","0.661723734808251","1.53285146479901","0.79660015778691","1.94169129184843","0.734520701540827","0.474975133413986","1.51338337006503","1.44653919668811","1.12137454876696","1.14267028915953","0.992348961669586"
"11","438.9","0.860088208628312","0.838511920320739","1.23180671162299","0.90710531898975","0.467210254155656","0.803548978715434","0.616258782575557","1.42944499793044","0.743015910930306","1.82667820906576","0.687222903205519","0.444640038482088","1.41608489410768","1.35104394038007","1.05638567644935","1.06392377773922","0.928453180180354"
"12","443.3","0.808087993624677","0.790903786942456","1.15283953188334","0.848978119474803","0.439294029022651","0.754817306238345","0.579683521179621","1.33665079629089","0.697001150354983","1.71687023366875","0.647613555841612","0.419011187322362","1.33103308515977","1.26632070046333","0.988067488882304","0.99839301029034","0.864764446296479"
"13","448.6","0.755155975768575","0.737973638920972","1.07661967082694","0.791934971502778","0.410256671869186","0.704918146826762","0.54051025650384","1.24883040394059","0.649180236831545","1.61515084222231","0.602742409603827","0.390541977196748","1.24928593385817","1.18873071224878","0.922377962309384","0.928804775456673","0.804450961819484"
"14","453.4","0.70700324837762","0.690974597233751","1.00757381896256","0.739316074361817","0.386391544857686","0.660118065334331","0.504000000420293","1.16998696363226","0.607298524266594","1.52455900184354","0.566003510694065","0.365860353070592","1.17220961321943","1.11521140812988","0.864658088679129","0.869403720843036","0.753437969834271"
"15","458.2","0.664063439095911","0.64977016082053","0.945396835347749","0.691508253805077","0.363915636263772","0.619365423466537","0.473416762690858","1.09517445453992","0.569445029985316","1.44347062004694","0.531385428839083","0.343439338600482","1.10313112895388","1.04510799870821","0.809370151144805","0.815779027610155","0.704145863960148"
"16","462.9","0.62271537011371","0.610875878654432","0.886754251585685","0.649195041338178","0.341562906826535","0.583725059056691","0.445358933931463","1.028250616452","0.533843096686283","1.36804255541238","0.498791725345239","0.323020824408008","1.04051438366911","0.986201432605714","0.762606007997437","0.763850181444935","0.659286315437885"
"17","467.6","0.583978385766141","0.571090515613187","0.833077924716294","0.606831874239655","0.321395682856906","0.547988658995349","0.416167876608818","0.966552234022416","0.500668792445872","1.29843292289632","0.469360544118092","0.302183694017708","0.981999335645757","0.928919683818439","0.718672370964696","0.717535461902278","0.619637159469768"
"18","472.7","0.547586104286025","0.535294029585178","0.782237527579046","0.567367323198527","0.300816281335843","0.515248130876789","0.390316168765815","0.908605328445628","0.469098962552894","1.23365187342217","0.441864494260616","0.282886141166202","0.927699269670616","0.873683869919787","0.671165268530458","0.675306862771753","0.580920462449661"
"19","478","0.513581357457984","0.502450937796234","0.734644596308805","0.532325614847723","0.281547175060906","0.484075842704265","0.367135547046622","0.855350573290658","0.439947446334385","1.17269616508018","0.415730562000597","0.26520463147584","0.878242188760022","0.826391799454784","0.632997212263525","0.636197130332325","0.545183672300888"
"20","483.1","0.484505705120457","0.473343888775098","0.692288064456654","0.499957914227855","0.266567975317512","0.456461349049585","0.346330228417514","0.807466537570544","0.414843871745848","1.11438151276689","0.393095398471651","0.249951850372036","0.832081378402091","0.781329695599236","0.594820779303171","0.598615100693303","0.514063492266274"
"21","488.1","0.457941049426853","0.447472566234584","0.653781457925007","0.470661153161306","0.253478477052109","0.431713193014823","0.326563196736633","0.76285397254329","0.39134737630784","1.05873707029136","0.372382986109414","0.236710619104854","0.789504080832465","0.739323154451011","0.563927233123438","0.566340668119551","0.485466009125416"
"22","492.8","0.431358202961565","0.421933550029376","0.617046174734853","0.443115141523321","0.23867199004879","0.407653427004859","0.309247778682716","0.719659907066812","0.36933104360894","1.00009063399581","0.351273116024367","0.224225644630405","0.749729320175451","0.701144844755447","0.53124165830625","0.534836350445607","0.457640962524819"
"23","497.7","0.404771134648324","0.394910903455543","0.581884263473158","0.416080291161071","0.222663909695455","0.385050339925582","0.291833981399038","0.679162616973204","0.347238790541811","0.942033856306858","0.331616881427774","0.2115707284906","0.710776822209627","0.664239426651698","0.498008893945097","0.5047067610656","0.431708594932054"
"24","502.6","0.379889559639822","0.369899357627682","0.549144296548329","0.390692602689784","0.207584443330419","0.36325037786929","0.273962639794209","0.642172903547933","0.328121070990601","0.888941809245865","0.313949052664018","0.200403409966056","0.676114426642816","0.629418318237217","0.472995361490267","0.477311551435685","0.408344122146591"
