"","X","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X5.25","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X0.5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X1.25","X1.5","X1.75","X2","X2.25","X1.25","X1.5","X1.75","X2","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X5.25","X5.5","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X0.75","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X5.25","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X1.25","X1.5","X1.75","X2","X2.25","X1","X1.25","X1.5","X1.75","X2","X2.25","X2.5","X2.75","X3","X3.25","X3.5","X3.75","X4","X4.25","X4.5","X4.75","X5","X5.25","X5.5","X5.75"
"1","wavelength","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F05","MAN-F18","MAN-F18","MAN-F18","MAN-F18","MAN-F18","MAN-F18","MAN-F18","MAN-F18","MAN-F18","MAN-F18","MAN-F18","MAN-F18","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F21","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-F22","MAN-R21","MAN-R21","MAN-R21","MAN-R21","MAN-R21","MAN-R21","MAN-R21","MAN-R21","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R22","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R23","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R24","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-R25","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F0","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F03","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F08","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F14","MAN-F16","MAN-F16","MAN-F16","MAN-F16","MAN-F16","MAN-R11","MAN-R11","MAN-R11","MAN-R11","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R12","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R13","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R15","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R02","MAN-R04","MAN-R04","MAN-R04","MAN-R04","MAN-R04","MAN-R04","MAN-R04","MAN-R04","MAN-R04","MAN-R04","MAN-R04","MAN-R04","MAN-R04","MAN-R04","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R07","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R08","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R09","OUT-R10","OUT-R10","OUT-R10","OUT-R10","OUT-R10","OUT-R10","OUT-R10","OUT-R10","OUT-R10","OUT-R10","OUT-R10","OUT-R10","OUT-R10","MAN-R06","MAN-R06","MAN-R06","MAN-R06","MAN-R06","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07","MAN-R07"
"2","","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","5.25","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","1","1.25","1.5","1.75","2","2.25","2.5","2.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","0.5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","1.25","1.5","1.75","2","2.25","1.25","1.5","1.75","2","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","5.25","5.5","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","0.75","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","5.25","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","1.25","1.5","1.75","2","2.25","1","1.25","1.5","1.75","2","2.25","2.5","2.75","3","3.25","3.5","3.75","4","4.25","4.5","4.75","5","5.25","5.5","5.75"
"3","399.1","1.06757272603988","1.06438468409107","1.06216628384859","1.06002239285159","1.06104437959244","1.07107049454095","1.07118592516451","1.06444617164313","1.05945181564591","1.05852776545608","1.06491977882391","1.0623469217462","1.05456296824348","1.06055310666168","1.06952295060355","1.07063145721455","1.06825966910289","2.17019872994662","2.19603305451112","2.22289536969021","2.26000435174491","2.28575429903504","2.28449253138459","2.25263529130256","2.19089188530098","2.17808446453106","2.17819559842193","2.16985266384039","2.17508284371314","1.76497514111773","1.51990299612978","1.34364901763472","1.22829424963441","1.22657670576504","1.22993723408939","1.22426654036131","1.20445587975405","1.17745074226391","1.14664856268279","1.1242296083108","1.1064499197129","1.07615834086056","1.0613178174696","1.41353006446583","1.41921616351522","1.41983707174899","1.41640403367989","1.40668981598886","1.38958418421203","1.3649333834935","1.33399463852159","1.3076915387592","1.29389315810336","1.28940190865509","1.28659772242822","1.27927514712211","1.27214628233521","1.27120609668234","1.26354702761555","1.24119263718951","1.23909766246657","3.31475771932745","2.94654033389528","2.66112742919544","2.46044315422486","2.34238375726311","2.24247833744548","2.17954319417028","2.10518432764575","2.2519898270895","2.16977504545104","2.09817863985082","2.03129074669913","2.00705763609581","2.003767623187","1.93777340156952","1.79642765488694","1.62335068364046","1.44737534603948","1.32703231560566","1.27150931467593","1.24031098789003","1.22374350015745","1.16325719992501","1.06221857302786","2.1672684773028","2.1653754119489","2.13851027524939","2.08717171975596","2.01109706753304","1.91337669366858","1.80288952151382","1.67237237981785","1.53472133073412","1.4082967167857","1.31334926820086","1.25297021852417","1.20461207954893","1.15305288764896","1.1105852072174","1.06832762111443","0.962991181122765","1.08047167173924","1.08107028323816","1.07782295108603","1.06964613764613","1.05948502795376","1.05535520980146","1.05140518273284","1.04578133359268","1.0433568876916","1.04113849386269","1.03719891093849","1.03658561082249","1.03512078976393","1.03981832490743","1.04247442320929","1.02987511652804","1.00524753161926","1.0000900144681","0.734712472139648","0.747171013175642","0.7610819337931","0.777777628007086","0.782713183743786","0.785511116834876","0.790764036143918","0.792860686086379","0.784191120208072","0.764139914873111","0.743825607938968","0.730795193470841","0.727588353250197","0.75179278363011","0.769233917101539","1.69461038852653","1.54823538435532","1.40595172366786","1.26989607072357","1.13664151754148","1.01522101031184","0.948030317644482","0.940592019377444","0.944945111246088","0.917880300496758","0.858585624223931","0.788648538420463","1.60591575886046","1.63949828662037","1.64403534482163","1.61987862586413","1.55876279684576","1.44107586466154","1.25095229037816","1.03559882140415","0.85963902539925","0.793384101676067","0.770551958941846","0.733659222849285","2.56616002523001","2.48618747162309","2.39687002184136","2.29454468798655","2.19519774789422","2.08651086650836","1.96261392571425","1.85945724040542","1.75745038082055","1.4976707062724","1.02954221766409","0.863513626292564","1.52895483737713","1.53592961167794","1.52142228243666","1.48649434463546","1.42710697847072","1.35545935188546","1.30284044341968","1.29107976465506","1.31029049214492","1.28842104955132","1.25909138476348","1.21770441675193","2.51945800451309","2.61561290483034","2.62722087643175","2.5324175096401","2.22170568012875","2.34187579799394","2.05405930856107","1.83869282226123","1.78043420379067","3.01002502737404","2.66824178449391","2.34312275056754","2.03403010938715","1.74318524021221","1.5040013166539","1.2808483299476","1.04489637319218","0.90264739202184","0.889386809953434","0.911162125373808","0.959301629874836","0.983499070730093","1.79521320108111","1.79414582852313","1.73601030161397","1.62123585789715","1.41986816493157","1.23339310684953","1.11371346493693","1.04534211362501","0.980635997548217","0.889947470834025","0.813327958093191","0.769420592873629","0.752843077449228","0.738022980372974","0.713208624224733","0.659081940727769","0.598772760408243","0.786368002162989","0.759705730954315","0.732617540889953","0.705609793161854","0.676071325467751","0.643885255945313","0.62090672069752","0.616080636201936","0.62367735310821","0.628607538845801","0.606504302866045","0.571888398268098","1.78718992566088","1.76122374514401","1.76667025510556","1.80246857681296","1.89414209382756","1.90515882284194","1.85162352017885","1.78359882953719","1.66351273064676","1.49584178375882","1.28519356375885","1.04553081196953","0.878726316433648","0.774998600995936","0.733232373076166","0.639310126733011","0.602188141413811","0.596943047477463","1.76771873783269","1.59781276972562","1.45720778287453","1.34483784920346","1.26087615286562","1.20856527219876","1.18363265606224","1.161983167511","1.14401813109767","1.11481946847844","1.09387846694293","1.0482313214609","0.99941704119327","0.946815024597775","1.72749830325136","1.43907284009012","1.24894630553412","1.16414547712961","1.15677650698141","1.13985051258361","1.12410844130349","1.10619183335684","1.08864339377396","1.06998917606789","1.05155095366792","1.02273029839849","2.1368900388229","2.09274759499603","1.93941089948144","1.69111911625774","1.33975729642144","1.11711272368538","1.0594940135184","1.05408052057578","1.04969097608699","1.04291820921615","1.02742919280548","1.00462507208504","0.975542146115097","0.941246321381829","0.909969278321076","0.8895516496987","0.880587382587752","0.856543213247288","0.789177181718562","2.08711426333296","2.10740726693605","2.11155535624246","2.10531845536473","2.07608933890456","1.83814756447791","1.80990062634263","1.77342378742612","1.72848343837402","1.60935259471233","1.6132179938134","1.53142076254214","1.39131994559699","1.20603730953552","1.24194979692018","1.0498161638874","0.858873234963925","1.05436207433605","1.06961714936022","1.07727366805385","1.08274874874557","1.0558684456989","1.02127054263642","0.992966067632081","0.975461028680751","0.953537695997052","0.946592978673392","0.948377069588474","0.961987996227529","0.961563727695491","1.86254235911783","1.89708587165686","1.65438298709709","1.26546301639955","1.22940402612819","1.57528237213253","1.57661098269159","1.56991257796285","1.55346474739734","1.52131615885132","1.45062405003148","1.37777953115234","1.33257583026251","1.30033520358448","1.26662494863422","1.23547346678704","1.202489519024","1.16306447372748","1.09968163650487","1.01186769976675","0.930564238401728","0.895596587518563","0.879381393822639","0.855947259041329","0.836314879837559"
"4","403.2","1.00476135337474","0.99710147469871","0.989896948427161","0.983597003531589","0.98246708027301","0.997676914638229","1.00338720169211","1.00226841278348","0.99251614548195","0.986792790415146","0.99173969190007","0.994464324051205","0.991375864480925","0.992681914855436","0.993196366544371","0.991835452359663","0.996172803869193","2.04783832504562","2.07816671443933","2.11225487375436","2.15524120568681","2.1661447678834","2.15432887371542","2.1247797998747","2.08054028293982","2.07146993044941","2.06859214925434","2.06124728182917","2.06908125802846","1.6906902920991","1.45924109431262","1.29145425153235","1.1786290502691","1.17662074780414","1.17934391204129","1.17126045631128","1.15207811091729","1.12823918076068","1.10131304018414","1.08150446737859","1.0678562341632","1.03981652555534","1.02251193702388","1.3436986672724","1.35150298077632","1.35398044054118","1.35240083190919","1.34500767664737","1.33088246661333","1.30707044311372","1.28176526369781","1.25736579415503","1.23777434986832","1.22921967210697","1.22489541964095","1.2182368436685","1.21560641659216","1.21502652772999","1.21023759069073","1.19612462181641","1.19009856205387","3.19194251600534","2.8314176059038","2.5545448382372","2.36317166526807","2.25544801743828","2.16126463269096","2.10288842568625","2.02315191277938","2.16038127628617","2.07603756081626","2.00350992950062","1.93566522899961","1.91808909954788","1.92844637527612","1.87324891328712","1.73792579349939","1.56214927776907","1.38169319346602","1.26091651899433","1.21240263427107","1.18788127515082","1.17203977580279","1.11841015965328","1.0187838117552","2.0723529014772","2.07413410481076","2.0495898766885","1.99912490798251","1.92157142781261","1.82312517471944","1.71553477936915","1.59220916025017","1.46501346279709","1.34590625754112","1.25343824245581","1.19415751016907","1.15014932557888","1.10621782636494","1.06364351953186","1.01976534290712","0.918565347611096","0.997837300527941","1.0024241191468","1.0025546571121","0.996379716555727","0.989699222895728","0.991754533298169","0.990882564921208","0.982954368539139","0.977052448112934","0.972460942089633","0.966666787152538","0.964535436026167","0.962281637455273","0.96230958556531","0.961314005824522","0.939817020303442","0.927071982178952","0.933907730526894","0.703564887377976","0.717733397103572","0.732871465665484","0.750612709010138","0.75131070648938","0.743310766155402","0.740738186423776","0.744801017321221","0.74888387308526","0.74686598622621","0.731612812193979","0.707080115398785","0.685157748437863","0.70794804074681","0.734892834787972","1.62170642558685","1.48429995981812","1.35053749432848","1.22244817476829","1.0965952853774","0.980247142908255","0.914779332416673","0.903571028397206","0.906188060414861","0.883395131256382","0.827170086737251","0.760860609294365","1.54252026082884","1.56206413457034","1.55651713574046","1.52643799753479","1.46554903694384","1.36269470271987","1.19863551829422","0.998341206815716","0.827313340020476","0.759451583468732","0.748676880450071","0.706906454609333","2.42999535327652","2.36958447069249","2.29455147984344","2.20109599009829","2.10078084189347","1.98909317271873","1.86634126571915","1.77038751554032","1.67547557078282","1.41778745590423","0.981451809753132","0.827215780605438","1.44771345695956","1.45345864413834","1.4408574371951","1.41099446708861","1.36054267743987","1.29530636087495","1.24515221145689","1.23244365520768","1.24534844445447","1.22816383592355","1.2024796787549","1.16479035915431","2.4169598223958","2.48759086028837","2.48560335586258","2.39106484646707","2.09268676216828","2.23743411437464","1.98077205818891","1.78115364934384","1.72186296305539","2.92867847744753","2.58455504819418","2.26098318053644","1.95703679639365","1.67554674630376","1.43669308122382","1.2153249525927","0.987801127361267","0.858656617388875","0.849689816232604","0.871948727139579","0.921090183732433","0.937827366046254","1.72095703873933","1.71981719642843","1.66678932052681","1.56399826019976","1.36440145417686","1.17862826519605","1.06236103410332","0.997642812194351","0.940636472153288","0.85973392020063","0.788493137396788","0.749042521131028","0.734376654466417","0.720258750533904","0.694157311927762","0.631197087983867","0.578787308141816","0.757516753690058","0.731659441831015","0.705215464830669","0.6787767195193","0.649665478503882","0.618759693146072","0.596738585696169","0.589861309916959","0.59252916630609","0.592540456400983","0.573645238293065","0.545088954971785","1.7040597692093","1.6903445154904","1.70343796777804","1.74389661292883","1.82709727891361","1.83460460305409","1.77883802837306","1.71008892740365","1.59690404799662","1.4375848476884","1.24049951999371","1.01022301712511","0.837741285826022","0.73190282111563","0.695810841407629","0.622941269752636","0.586112461199929","0.578973949432238","1.70384841587061","1.53630182607693","1.39806766156139","1.28812598788196","1.20675464034786","1.15726051134746","1.13548145791689","1.11665507666332","1.10265186354123","1.07619285950687","1.0552421193119","1.01216400810491","0.964935027012649","0.913040106708131","1.65075372332209","1.37121789602639","1.18632687005494","1.10246403993747","1.09493106448392","1.08469166817942","1.07162423214563","1.05787308424046","1.04503585179316","1.0356669071437","1.00160113593638","0.96776245774402","2.08679300835631","2.03323185007758","1.87583407938014","1.62713994958727","1.28381993154605","1.07119318706963","1.01453338999838","1.00524214434607","1.00190308201934","0.994908628975815","0.980470190984409","0.961916317769862","0.938441919588435","0.909543708261406","0.885052033264152","0.868499553535894","0.853034742898016","0.821004524481069","0.759985541358611","1.9925005387382","2.01541108086793","2.01780781411003","2.00192938448707","1.96966240516011","1.71610856784018","1.71512220108131","1.689537188692","1.65220900483811","1.5172486860888","1.53079243307624","1.4526410681194","1.33049655839138","1.18830136834641","1.1671842559355","0.997372316136871","0.828084304653199","1.01244128672008","1.01802775630408","1.02206121151516","1.0290506971285","1.010461509145","0.988126942846587","0.966244821853507","0.942306100410281","0.913887070853037","0.906950643816308","0.909181212334796","0.919956072625507","0.923272069013959","1.78489250979259","1.80846371631674","1.58747001015208","1.23117746137881","1.16730733348463","1.49082703808845","1.50230698335293","1.50292608591895","1.4911552225154","1.45676781401808","1.38526218587043","1.3126957102172","1.26730237301326","1.23701767638886","1.20786956422537","1.18187923136631","1.15621491882165","1.12287524675707","1.06374683471245","0.979731668054296","0.899562229581695","0.861003952358505","0.849681179367421","0.8245033979589","0.801391402605483"
"5","407.5","0.937401645567639","0.935284335343082","0.931268545169855","0.924719282783596","0.922882529953819","0.932336288491005","0.935379198901137","0.933664884916765","0.929146835964201","0.927830742252954","0.932729816752141","0.932571962328528","0.926929133045692","0.923251702715634","0.927802754436939","0.935875256097132","0.937959543078892","1.92021402424377","1.953277581093","1.99063910866517","2.03844637445271","2.04249905050221","2.02081152480877","1.98296078851834","1.95013344885809","1.94620581019318","1.94649879919469","1.9360896178987","1.94527771652888","1.60902682010131","1.39001439539059","1.23234106284736","1.12864513244267","1.12818145904107","1.13041643473285","1.12473658735874","1.10497286161252","1.07884635057026","1.04768839638958","1.02575303724028","1.01091652707227","0.991834194595754","0.976250863383281","1.28165543467681","1.28754642998618","1.28746613341989","1.28208286978098","1.27104576186206","1.25263613445388","1.22813284613028","1.2067882577904","1.1892778954616","1.17499582174833","1.17034770513252","1.16667338169024","1.16223275208766","1.16129111929067","1.16157679777623","1.15962921317014","1.14289078561365","1.14116392459131","3.04602664184253","2.6946554651829","2.42469194747775","2.23820111713039","2.13205594917815","2.04184589563005","1.99049704660931","1.92080056078104","2.04731831460454","1.96608365821402","1.89702977305324","1.83439649914076","1.81616359328739","1.82445227092243","1.77335308109926","1.64820519027835","1.48619585635049","1.31814536257557","1.2043994328721","1.15758940229593","1.13380682871747","1.12030943290865","1.06924066483079","0.967656794224207","1.97977077288868","1.97587707793233","1.94795064216404","1.89633426581031","1.81954369089042","1.7244657690866","1.62078653294491","1.50162308801186","1.38081295849921","1.27016511363205","1.18698733891779","1.13599457874793","1.09646926763609","1.05332800643821","1.01182023892862","0.968003013686658","0.87552634596447","0.933089269417915","0.934896167085397","0.933787632314579","0.928241850406526","0.922860099982006","0.926380478347971","0.926969467592819","0.920759375783416","0.915159901276985","0.909105006547846","0.903528170114814","0.901474655001108","0.900026970080205","0.902861940744788","0.902225312555559","0.88020674547474","0.855950510089697","0.862834388374692","0.683862148037101","0.698310790352699","0.711974033817082","0.725593983136123","0.723961489858454","0.718918337477422","0.717880639712689","0.719374858801543","0.717454047251506","0.709336884472022","0.694323916269914","0.673360414661724","0.657585842490013","0.682420789763114","0.710820174609177","1.55396117397649","1.41876834983661","1.28834857068012","1.1646585806503","1.04458420215972","0.935851587138852","0.877313153059043","0.874032955669531","0.879015714003731","0.856763485542128","0.800643163437942","0.732451000884955","1.45156408699524","1.47823097884321","1.47837060283024","1.45200491211509","1.39571397964968","1.30186147128028","1.14287059054579","0.946457856618641","0.783859344340225","0.725887021156968","0.71669488979999","0.675629256672505","2.29540089359413","2.24058004499436","2.17126821524474","2.08460784924358","1.98952772710557","1.87752405907746","1.75633984649303","1.66240347094631","1.57380409096733","1.33330697730023","0.920747721237408","0.790441052883501","1.36689732456314","1.36951403116758","1.3556038233202","1.32624195712782","1.27864934751011","1.21943475358252","1.1744960796924","1.16716642791224","1.1819068212399","1.16639483569833","1.13991074898667","1.09963904513442","2.28632404960652","2.33295875369041","2.32770161518846","2.24965738900906","1.9847615030259","2.14027718868358","1.88812035800789","1.69717740355577","1.64589327217716","2.76646422404332","2.45709209460025","2.1609714034074","1.8771919133023","1.60704371088643","1.38430176386192","1.17218973991806","0.948017055093945","0.819383227778157","0.812886622470175","0.835212135037243","0.880347665243598","0.897564376843807","1.6346733754519","1.63170417568096","1.57945428835267","1.47901581261637","1.29619788692402","1.12649271557742","1.01592498652059","0.951781841851162","0.899303878882787","0.828420430144595","0.766925432792902","0.727799124367722","0.707009942237075","0.689506286176741","0.661352341523313","0.603517998309307","0.559224232723728","0.721889933170908","0.695418877183838","0.669111931143946","0.643481190360712","0.615905063431939","0.586342204396336","0.565922484981108","0.560390335826238","0.563840084507802","0.559605495009295","0.542366979050144","0.518728453399606","1.61874767671181","1.60622456500979","1.61655569583455","1.64928617012868","1.72546459005664","1.73337024720146","1.69109386191837","1.63916000158042","1.53276679018113","1.3742105085667","1.17582821874794","0.956199510981987","0.804838803065282","0.707739700557693","0.668342750474814","0.589162925046428","0.550155852671127","0.555164236442433","1.62034062410428","1.46320474866739","1.3340016481201","1.23172120919459","1.15647998117084","1.11143933245023","1.0939870894042","1.0793828189031","1.06768945121181","1.04293697373922","1.01725371968874","0.972996334768452","0.92594925951604","0.875447215172924","1.55828614563546","1.29663977594114","1.12389699975326","1.04605026648858","1.03856490728344","1.02640900697891","1.01281588671424","0.997524319017806","0.991739934731792","0.987273625411216","0.962038743670085","0.916757937596417","1.98672010328496","1.92988294873223","1.77817945231859","1.54379037285627","1.22188341539593","1.02220466087992","0.969399733213752","0.957494361164049","0.953975829951726","0.950515834017337","0.938620362075957","0.923641093317431","0.89897803672432","0.867206414378716","0.839009291867411","0.818320403794437","0.807138157482892","0.781197042643971","0.72706208995433","1.86956333542282","1.90680526667869","1.91573491311657","1.89867657424522","1.8485691297631","1.63748027941797","1.62623396225893","1.60599098308896","1.5743753093712","1.44961444832125","1.46138377300472","1.3882358688105","1.26742348282324","1.11363921578729","1.10455037630604","0.951526974212636","0.792899070469062","0.970178136521197","0.976526717950013","0.984657319967152","0.99602534113507","0.975756674202146","0.949042415973765","0.922646133793624","0.898537625074724","0.873173902749318","0.874226200066962","0.879973416845568","0.876812783864523","0.877061553234586","1.70166155541656","1.71437491511102","1.51315579686823","1.17112950505313","1.10835703909633","1.42296222708907","1.43610292041297","1.43388306053946","1.41494945753003","1.37329139797573","1.30910978376411","1.24918110543001","1.21235076361395","1.18811419691132","1.15968398534631","1.13252712169831","1.10440264389825","1.06512920952503","1.006753953354","0.932973364836543","0.865614612580732","0.830051150042723","0.806633691972231","0.786781517662462","0.765368287161187"
