ID,Lambda,rho,Target,Background
002,823.8,10,Touffue,NA
002,825.2,12,Touffue,NA
002,826.6,0,Touffue,NA
002,828,-20,Touffue,NA
002,829.4,20,Touffue,NA
002,830.8,0,Touffue,NA
002,832.2,26.67,Touffue,NA
002,833.6,40,Touffue,NA
002,835,6.67,Touffue,NA
002,836.4,0,Touffue,NA
002,837.8,10,Touffue,NA
002,839.2,20,Touffue,NA
002,840.6,6.67,Touffue,NA
002,842,6.67,Touffue,NA
002,843.3,-5,Touffue,NA
002,844.7,-40,Touffue,NA
002,846.1,40,Touffue,NA
002,847.5,-40,Touffue,NA
002,848.9,40,Touffue,NA
002,850.3,30,Touffue,NA
002,851.7,40,Touffue,NA
002,853.1,30,Touffue,NA
002,854.5,0,Touffue,NA
002,855.8,-172.7,Touffue,NA
002,857.2,-20,Touffue,NA
002,858.6,-10,Touffue,NA
002,860,6.67,Touffue,NA
002,861.3,6.67,Touffue,NA
002,862.7,0,Touffue,NA
002,864.1,187.15,Touffue,NA
002,865.5,0,Touffue,NA
002,866.8,-40,Touffue,NA
002,868.2,0,Touffue,NA
002,869.6,10,Touffue,NA
002,871,20,Touffue,NA
002,872.3,0,Touffue,NA
002,873.7,-20,Touffue,NA
002,875,-10,Touffue,NA
002,876.4,423,Touffue,NA
002,877.8,40,Touffue,NA
002,879.1,6.67,Touffue,NA
002,880.5,40,Touffue,NA
002,881.9,40,Touffue,NA
002,883.2,80,Touffue,NA
002,884.6,-20,Touffue,NA
002,885.9,-20,Touffue,NA
002,887.3,-6.67,Touffue,NA
002,888.6,0,Touffue,NA
002,890,40,Touffue,NA
002,891.3,40,Touffue,NA
002,892.7,500.3,Touffue,NA
002,894,20,Touffue,NA
002,895.4,0,Touffue,NA
002,896.7,20,Touffue,NA
002,898.1,265.95,Touffue,NA
002,899.4,270.1,Touffue,NA
002,900.8,10,Touffue,NA
002,902.1,60,Touffue,NA
002,903.5,-10,Touffue,NA
002,904.8,-10,Touffue,NA
002,906.1,20,Touffue,NA
002,907.5,40,Touffue,NA
002,908.8,40,Touffue,NA
002,910.1,20,Touffue,NA
002,911.5,308,Touffue,NA
002,912.8,-60,Touffue,NA
002,914.1,317.15,Touffue,NA
002,915.5,20,Touffue,NA
002,916.8,30,Touffue,NA
002,918.1,10,Touffue,NA
002,919.4,20,Touffue,NA
002,920.8,0,Touffue,NA
002,922.1,0,Touffue,NA
002,923.4,0,Touffue,NA
002,924.7,10,Touffue,NA
002,926,50,Touffue,NA
002,927.3,0,Touffue,NA
002,928.7,375.75,Touffue,NA
002,930,383.4,Touffue,NA
002,931.3,20,Touffue,NA
002,932.6,-20,Touffue,NA
002,933.9,-20,Touffue,NA
002,935.2,834.8,Touffue,NA
002,936.5,423.7,Touffue,NA
002,937.8,857.5,Touffue,NA
002,939.2,0,Touffue,NA
002,940.5,0,Touffue,NA
002,941.8,0,Touffue,NA
002,943.1,-20,Touffue,NA
002,944.4,0,Touffue,NA
002,945.7,80,Touffue,NA
002,947,481.6,Touffue,NA
002,948.2,40,Touffue,NA
002,949.5,10,Touffue,NA
002,950.8,10,Touffue,NA
002,952.1,0,Touffue,NA
002,953.4,526.4,Touffue,NA
002,954.7,-20,Touffue,NA
002,956,-545.55,Touffue,NA
002,957.3,-1110.9,Touffue,NA
002,958.6,-10,Touffue,NA
002,959.8,-40,Touffue,NA
002,961.1,20,Touffue,NA
002,962.4,-20,Touffue,NA
002,963.7,607.75,Touffue,NA
002,965,0,Touffue,NA
002,966.2,-20,Touffue,NA
002,967.5,20,Touffue,NA
002,968.8,60,Touffue,NA
002,970.1,30,Touffue,NA
002,971.3,0,Touffue,NA
002,972.6,0,Touffue,NA
002,973.9,-20,Touffue,NA
002,975.1,1443.3,Touffue,NA
002,976.4,0,Touffue,NA
002,977.7,0,Touffue,NA
002,978.9,20,Touffue,NA
002,980.2,782.2,Touffue,NA
002,981.4,1595.9,Touffue,NA
002,982.7,-813.55,Touffue,NA
002,983.9,-1661.4,Touffue,NA
002,985.2,-848.55,Touffue,NA
002,986.5,866.3,Touffue,NA
002,987.7,60,Touffue,NA
002,989,20,Touffue,NA
002,990.2,40,Touffue,NA
002,991.4,-1894.1,Touffue,NA
002,992.7,-1936.9,Touffue,NA
002,993.9,-40,Touffue,NA
002,995.2,20,Touffue,NA
002,996.4,0,Touffue,NA
002,997.6,2141.3,Touffue,NA
002,998.9,3289.5,Touffue,NA
002,1000.1,0,Touffue,NA
002,1001.3,1110.4,Touffue,NA
002,1002.6,0,Touffue,NA
002,1003.8,2185,Touffue,NA
002,1005,-1079.95,Touffue,NA
002,1006.2,0,Touffue,NA
002,1007.5,20,Touffue,NA
002,1008.7,40,Touffue,NA
002,1009.9,0,Touffue,NA
002,1011.1,0,Touffue,NA
002,1012.3,0,Touffue,NA
002,1013.6,0,Touffue,NA
002,1014.8,0,Touffue,NA
002,1016,-1070.1,Touffue,NA
002,1017.2,0,Touffue,NA
002,1018.4,1113.4,Touffue,NA
002,1019.6,1139.8,Touffue,NA
002,1020.8,1167.6,Touffue,NA
002,1022,-1200.65,Touffue,NA
002,1023.2,0,Touffue,NA
002,1024.4,0,Touffue,NA
002,1025.6,0,Touffue,NA
002,1026.8,0,Touffue,NA
002,1028,20,Touffue,NA
002,1029.2,0,Touffue,NA
002,1030.4,0,Touffue,NA
002,1031.6,-10,Touffue,NA
002,1032.8,3207.5,Touffue,NA
002,1033.9,-20,Touffue,NA
002,1035.1,40,Touffue,NA
002,1036.3,5310.3,Touffue,NA
002,1037.5,0,Touffue,NA
002,1038.6,-20,Touffue,NA
002,1039.8,0,Touffue,NA
002,1041,1990.35,Touffue,NA
002,1042.2,2054.4,Touffue,NA
002,1043.3,-40,Touffue,NA
002,1044.5,-20,Touffue,NA
002,1045.6,-60,Touffue,NA
002,1046.8,-20,Touffue,NA
002,1048,60,Touffue,NA
002,1049.1,9668.6,Touffue,NA
002,1050.3,4959.4,Touffue,NA
002,1051.4,0,Touffue,NA
002,1052.6,-100,Touffue,NA
002,1053.7,-20,Touffue,NA
002,1054.9,0,Touffue,NA
002,1056,2795.15,Touffue,NA
002,1057.1,2868.45,Touffue,NA
002,1058.3,20,Touffue,NA
002,1059.4,0,Touffue,NA
002,1060.5,-3087.95,Touffue,NA
002,1061.7,-20,Touffue,NA
002,1062.8,0,Touffue,NA
002,1063.9,0,Touffue,NA
002,1065.1,0,Touffue,NA
002,1066.2,-6991.7,Touffue,NA
002,1067.3,0,Touffue,NA
002,1068.4,-30,Touffue,NA
002,1069.5,20,Touffue,NA
002,1070.6,0,Touffue,NA
002,1071.7,0,Touffue,NA
002,1072.8,0,Touffue,NA
004,338.3,1.67,Sacha,Neo
004,339.9,2.4,Sacha,Neo
004,341.6,2.69,Sacha,Neo
004,343.2,2.96,Sacha,Neo
004,344.9,1.72,Sacha,Neo
004,346.5,3.28,Sacha,Neo
004,348.2,2.15,Sacha,Neo
004,349.9,1.97,Sacha,Neo
004,351.5,3.2,Sacha,Neo
004,353.1,3.53,Sacha,Neo
004,354.8,2.83,Sacha,Neo
004,356.4,2.45,Sacha,Neo
004,358.1,2.52,Sacha,Neo
004,359.7,2.22,Sacha,Neo
004,361.4,2.77,Sacha,Neo
004,363,2.48,Sacha,Neo
004,364.6,2.63,Sacha,Neo
004,366.3,2.43,Sacha,Neo
004,367.9,2.11,Sacha,Neo
004,369.5,2.19,Sacha,Neo
004,371.2,2.3,Sacha,Neo
004,372.8,2.32,Sacha,Neo
004,374.4,2.39,Sacha,Neo
004,376.1,2.21,Sacha,Neo
004,377.7,2.04,Sacha,Neo
004,379.3,1.94,Sacha,Neo
004,381,2,Sacha,Neo
004,382.6,2.07,Sacha,Neo
004,384.2,2.03,Sacha,Neo
004,385.8,1.94,Sacha,Neo
004,387.5,1.66,Sacha,Neo
004,389.1,1.68,Sacha,Neo
004,390.7,1.65,Sacha,Neo
004,392.3,1.62,Sacha,Neo
004,393.9,1.73,Sacha,Neo
004,395.5,1.59,Sacha,Neo
004,397.2,1.52,Sacha,Neo
004,398.8,1.46,Sacha,Neo
004,400.4,1.43,Sacha,Neo
004,402,1.39,Sacha,Neo
004,403.6,1.37,Sacha,Neo
004,405.2,1.35,Sacha,Neo
004,406.9,1.3,Sacha,Neo
004,408.5,1.22,Sacha,Neo
004,410.1,1.19,Sacha,Neo
004,411.7,1.11,Sacha,Neo
004,413.3,1.12,Sacha,Neo
004,414.9,1.07,Sacha,Neo
004,416.5,1.03,Sacha,Neo
004,418.1,1.01,Sacha,Neo
004,419.7,1.01,Sacha,Neo
004,421.3,0.99,Sacha,Neo
004,422.9,0.98,Sacha,Neo
004,424.5,0.96,Sacha,Neo
004,426.1,0.93,Sacha,Neo
004,427.7,0.9,Sacha,Neo
004,429.4,0.89,Sacha,Neo
004,431,0.88,Sacha,Neo
004,432.5,0.86,Sacha,Neo
004,434.1,0.85,Sacha,Neo
004,435.8,0.83,Sacha,Neo
004,437.3,0.81,Sacha,Neo
004,438.9,0.81,Sacha,Neo
004,440.5,0.82,Sacha,Neo
004,442.1,0.83,Sacha,Neo
004,443.7,0.83,Sacha,Neo
004,445.3,0.84,Sacha,Neo
004,446.9,0.86,Sacha,Neo
004,448.5,0.88,Sacha,Neo
004,450.1,0.89,Sacha,Neo
004,451.7,0.91,Sacha,Neo
004,453.3,0.92,Sacha,Neo
004,454.9,0.93,Sacha,Neo
004,456.5,0.94,Sacha,Neo
004,458.1,0.94,Sacha,Neo
004,459.6,0.95,Sacha,Neo
004,461.2,0.96,Sacha,Neo
004,462.8,0.97,Sacha,Neo
004,464.4,0.98,Sacha,Neo
004,466,1,Sacha,Neo
004,467.6,1.03,Sacha,Neo
004,469.2,1.05,Sacha,Neo
004,470.8,1.08,Sacha,Neo
004,472.4,1.11,Sacha,Neo
004,473.9,1.15,Sacha,Neo
004,475.5,1.19,Sacha,Neo
004,477.1,1.22,Sacha,Neo
004,478.7,1.25,Sacha,Neo
004,480.3,1.27,Sacha,Neo
004,481.8,1.29,Sacha,Neo
004,483.4,1.3,Sacha,Neo
004,485,1.32,Sacha,Neo
004,486.6,1.33,Sacha,Neo
004,488.2,1.33,Sacha,Neo
004,489.7,1.34,Sacha,Neo
004,491.3,1.35,Sacha,Neo
004,492.9,1.36,Sacha,Neo
004,494.5,1.37,Sacha,Neo
004,496,1.4,Sacha,Neo
004,497.6,1.42,Sacha,Neo
004,499.2,1.45,Sacha,Neo
004,500.8,1.48,Sacha,Neo
004,502.4,1.52,Sacha,Neo
004,503.9,1.57,Sacha,Neo
004,505.5,1.62,Sacha,Neo
004,507.1,1.67,Sacha,Neo
004,508.6,1.72,Sacha,Neo
004,510.2,1.78,Sacha,Neo
004,511.8,1.84,Sacha,Neo
004,513.4,1.9,Sacha,Neo
004,514.9,1.97,Sacha,Neo
004,516.5,2.04,Sacha,Neo
004,518.1,2.11,Sacha,Neo
004,519.6,2.19,Sacha,Neo
004,521.2,2.26,Sacha,Neo
004,522.8,2.32,Sacha,Neo
004,524.3,2.4,Sacha,Neo
004,525.9,2.48,Sacha,Neo
004,527.5,2.56,Sacha,Neo
004,529,2.65,Sacha,Neo
004,530.6,2.74,Sacha,Neo
004,532.2,2.82,Sacha,Neo
004,533.7,2.92,Sacha,Neo
004,535.3,3.03,Sacha,Neo
004,536.9,3.14,Sacha,Neo
004,538.4,3.26,Sacha,Neo
004,540,3.39,Sacha,Neo
004,541.5,3.53,Sacha,Neo
004,543.1,3.7,Sacha,Neo
004,544.7,3.87,Sacha,Neo
004,546.2,4.07,Sacha,Neo
004,547.8,4.3,Sacha,Neo
004,549.3,4.54,Sacha,Neo
004,550.9,4.82,Sacha,Neo
004,552.5,5.12,Sacha,Neo
004,554,5.46,Sacha,Neo
004,555.6,5.83,Sacha,Neo
004,557.1,6.22,Sacha,Neo
004,558.7,6.65,Sacha,Neo
004,560.2,7.11,Sacha,Neo
004,561.8,7.61,Sacha,Neo
004,563.3,8.12,Sacha,Neo
004,564.9,8.62,Sacha,Neo
004,566.4,9.11,Sacha,Neo
004,568,9.57,Sacha,Neo
004,569.5,9.98,Sacha,Neo
004,571.1,10.35,Sacha,Neo
004,572.7,10.67,Sacha,Neo
004,574.2,10.94,Sacha,Neo
004,575.8,11.15,Sacha,Neo
004,577.3,11.32,Sacha,Neo
004,578.8,11.42,Sacha,Neo
004,580.4,11.49,Sacha,Neo
004,581.9,11.52,Sacha,Neo
004,583.5,11.52,Sacha,Neo
004,585,11.53,Sacha,Neo
004,586.6,11.56,Sacha,Neo
004,588.1,11.62,Sacha,Neo
004,589.7,11.71,Sacha,Neo
004,591.2,11.9,Sacha,Neo
004,592.8,12.18,Sacha,Neo
004,594.3,12.52,Sacha,Neo
004,595.8,12.9,Sacha,Neo
004,597.4,13.3,Sacha,Neo
004,598.9,13.66,Sacha,Neo
004,600.5,13.95,Sacha,Neo
004,602,14.12,Sacha,Neo
004,603.5,14.09,Sacha,Neo
004,605.1,13.88,Sacha,Neo
004,606.6,13.5,Sacha,Neo
004,608.1,13.01,Sacha,Neo
004,609.7,12.44,Sacha,Neo
004,611.2,11.84,Sacha,Neo
004,612.7,11.22,Sacha,Neo
004,614.3,10.61,Sacha,Neo
004,615.8,10.08,Sacha,Neo
004,617.3,9.64,Sacha,Neo
004,618.9,9.26,Sacha,Neo
004,620.4,8.96,Sacha,Neo
004,621.9,8.71,Sacha,Neo
004,623.5,8.54,Sacha,Neo
004,625,8.41,Sacha,Neo
004,626.5,8.3,Sacha,Neo
004,628,8.19,Sacha,Neo
004,629.6,8.08,Sacha,Neo
004,631.1,7.91,Sacha,Neo
004,632.6,7.72,Sacha,Neo
004,634.2,7.56,Sacha,Neo
004,635.7,7.49,Sacha,Neo
004,637.2,7.48,Sacha,Neo
004,638.7,7.61,Sacha,Neo
004,640.2,7.83,Sacha,Neo
004,641.8,8.14,Sacha,Neo
004,643.3,8.48,Sacha,Neo
004,644.8,8.81,Sacha,Neo
004,646.3,9.12,Sacha,Neo
004,647.8,9.31,Sacha,Neo
004,649.4,9.32,Sacha,Neo
004,650.9,9.13,Sacha,Neo
004,652.4,8.74,Sacha,Neo
004,653.9,8.19,Sacha,Neo
004,655.4,7.52,Sacha,Neo
004,656.9,6.74,Sacha,Neo
004,658.5,5.92,Sacha,Neo
004,660,5.08,Sacha,Neo
004,661.5,4.42,Sacha,Neo
004,663,3.92,Sacha,Neo
004,664.5,3.59,Sacha,Neo
004,666,3.5,Sacha,Neo
004,667.5,3.56,Sacha,Neo
004,669,3.78,Sacha,Neo
004,670.5,4.15,Sacha,Neo
004,672,4.72,Sacha,Neo
004,673.5,5.31,Sacha,Neo
004,675,5.97,Sacha,Neo
004,676.5,6.67,Sacha,Neo
004,678,7.49,Sacha,Neo
004,679.5,8.23,Sacha,Neo
004,681,9.05,Sacha,Neo
004,682.5,9.91,Sacha,Neo
004,684,10.86,Sacha,Neo
004,685.5,12.02,Sacha,Neo
004,687,13.97,Sacha,Neo
004,688.5,16.16,Sacha,Neo
004,690,18.16,Sacha,Neo
004,691.5,20.54,Sacha,Neo
004,693,23.73,Sacha,Neo
004,694.5,27.87,Sacha,Neo
004,696,32.76,Sacha,Neo
004,697.5,37.74,Sacha,Neo
004,699,43.16,Sacha,Neo
004,700.5,49.21,Sacha,Neo
004,702,55.65,Sacha,Neo
004,703.5,61.6,Sacha,Neo
004,705,66.95,Sacha,Neo
004,706.5,73.19,Sacha,Neo
004,707.9,78.25,Sacha,Neo
004,709.4,83.91,Sacha,Neo
004,710.9,90.2,Sacha,Neo
004,712.4,97.66,Sacha,Neo
004,713.9,106.48,Sacha,Neo
004,715.3,117.86,Sacha,Neo
004,716.8,133.23,Sacha,Neo
004,718.3,154,Sacha,Neo
004,719.8,177.95,Sacha,Neo
004,721.3,186.29,Sacha,Neo
004,722.8,213.79,Sacha,Neo
004,724.2,235.2,Sacha,Neo
004,725.7,260,Sacha,Neo
004,727.2,265.71,Sacha,Neo
004,728.7,273,Sacha,Neo
004,730.1,295.56,Sacha,Neo
004,731.6,321.25,Sacha,Neo
004,733.1,332,Sacha,Neo
004,734.5,324,Sacha,Neo
004,736,358.46,Sacha,Neo
004,737.5,346.15,Sacha,Neo
004,738.9,333.85,Sacha,Neo
004,740.4,321.54,Sacha,Neo
004,741.9,310.77,Sacha,Neo
004,743.3,354.55,Sacha,Neo
004,744.8,334.55,Sacha,Neo
004,746.3,300,Sacha,Neo
004,747.7,310.91,Sacha,Neo
004,749.2,273.33,Sacha,Neo
004,750.7,235.38,Sacha,Neo
004,752.1,288,Sacha,Neo
004,753.6,313.33,Sacha,Neo
004,755,293.33,Sacha,Neo
004,756.5,246,Sacha,Neo
004,757.9,224,Sacha,Neo
004,759.4,208,Sacha,Neo
004,760.8,240,Sacha,Neo
004,762.3,265.71,Sacha,Neo
004,763.7,195.56,Sacha,Neo
004,765.2,263.33,Sacha,Neo
004,766.6,172.5,Sacha,Neo
004,768.1,210,Sacha,Neo
004,769.5,165.71,Sacha,Neo
004,771,137.5,Sacha,Neo
004,772.4,130,Sacha,Neo
004,773.9,142.86,Sacha,Neo
004,775.3,128.57,Sacha,Neo
004,776.8,160,Sacha,Neo
004,778.2,130,Sacha,Neo
004,779.6,140,Sacha,Neo
004,781.1,110,Sacha,Neo
004,782.5,103.33,Sacha,Neo
004,784,135,Sacha,Neo
004,785.4,93.33,Sacha,Neo
004,786.8,90,Sacha,Neo
004,788.3,76.67,Sacha,Neo
004,789.7,83.33,Sacha,Neo
004,791.1,83.33,Sacha,Neo
004,792.5,96,Sacha,Neo
004,794,88,Sacha,Neo
004,795.4,76,Sacha,Neo
004,796.8,95,Sacha,Neo
004,798.3,95,Sacha,Neo
004,799.7,80,Sacha,Neo
004,801.1,72,Sacha,Neo
004,802.5,76,Sacha,Neo
004,804,76,Sacha,Neo
004,805.4,68,Sacha,Neo
004,806.8,52,Sacha,Neo
004,808.2,70,Sacha,Neo
004,809.6,106.67,Sacha,Neo
004,811.1,90,Sacha,Neo
004,812.5,70,Sacha,Neo
004,813.9,75,Sacha,Neo
004,815.3,60,Sacha,Neo
004,816.7,60,Sacha,Neo
004,818.1,52,Sacha,Neo
004,819.5,50,Sacha,Neo
004,821,45,Sacha,Neo
004,822.4,53.33,Sacha,Neo
004,823.8,60,Sacha,Neo
004,825.2,36.67,Sacha,Neo
004,826.6,65,Sacha,Neo
004,828,110,Sacha,Neo
004,829.4,80,Sacha,Neo
004,830.8,40,Sacha,Neo
004,832.2,26.67,Sacha,Neo
004,833.6,45,Sacha,Neo
004,835,30,Sacha,Neo
004,836.4,40,Sacha,Neo
004,837.8,53.33,Sacha,Neo
004,839.2,53.33,Sacha,Neo
004,840.6,46.67,Sacha,Neo
004,842,50,Sacha,Neo
004,843.3,15,Sacha,Neo
004,844.7,5,Sacha,Neo
004,846.1,20,Sacha,Neo
004,847.5,60,Sacha,Neo
004,848.9,20,Sacha,Neo
004,850.3,4,Sacha,Neo
004,851.7,16,Sacha,Neo
004,853.1,10,Sacha,Neo
004,854.5,20,Sacha,Neo
004,855.8,50,Sacha,Neo
004,857.2,20,Sacha,Neo
004,858.6,30,Sacha,Neo
004,860,0,Sacha,Neo
004,861.3,10,Sacha,Neo
004,862.7,-6.67,Sacha,Neo
004,864.1,5,Sacha,Neo
004,865.5,20,Sacha,Neo
004,866.8,40,Sacha,Neo
004,868.2,120,Sacha,Neo
004,869.6,60,Sacha,Neo
004,871,20,Sacha,Neo
004,872.3,-13.33,Sacha,Neo
004,873.7,20,Sacha,Neo
004,875,0,Sacha,Neo
004,876.4,20,Sacha,Neo
004,877.8,26.67,Sacha,Neo
004,879.1,6.67,Sacha,Neo
004,880.5,10,Sacha,Neo
004,881.9,10,Sacha,Neo
004,883.2,10,Sacha,Neo
004,884.6,60,Sacha,Neo
004,885.9,10,Sacha,Neo
004,887.3,40,Sacha,Neo
004,888.6,13.33,Sacha,Neo
004,890,0,Sacha,Neo
004,891.3,0,Sacha,Neo
004,892.7,0,Sacha,Neo
004,894,20,Sacha,Neo
004,895.4,10,Sacha,Neo
004,896.7,10,Sacha,Neo
004,898.1,797.85,Sacha,Neo
004,899.4,1620.6,Sacha,Neo
004,900.8,548.7,Sacha,Neo
004,902.1,10,Sacha,Neo
004,903.5,-10,Sacha,Neo
004,904.8,-10,Sacha,Neo
004,906.1,0,Sacha,Neo
004,907.5,20,Sacha,Neo
004,908.8,-6.67,Sacha,Neo
004,910.1,20,Sacha,Neo
004,911.5,60,Sacha,Neo
004,912.8,937.65,Sacha,Neo
004,914.1,951.45,Sacha,Neo
004,915.5,40,Sacha,Neo
004,916.8,0,Sacha,Neo
004,918.1,0,Sacha,Neo
004,919.4,0,Sacha,Neo
004,920.8,0,Sacha,Neo
004,922.1,20,Sacha,Neo
004,923.4,20,Sacha,Neo
004,924.7,60,Sacha,Neo
004,926,0,Sacha,Neo
004,927.3,10,Sacha,Neo
004,928.7,0,Sacha,Neo
004,930,0,Sacha,Neo
004,931.3,0,Sacha,Neo
004,932.6,40,Sacha,Neo
004,933.9,10,Sacha,Neo
004,935.2,20,Sacha,Neo
004,936.5,-30,Sacha,Neo
004,937.8,-6.67,Sacha,Neo
004,939.2,6.67,Sacha,Neo
004,940.5,0,Sacha,Neo
004,941.8,40,Sacha,Neo
004,943.1,1832,Sacha,Neo
004,944.4,-20,Sacha,Neo
004,945.7,0,Sacha,Neo
004,947,-20,Sacha,Neo
004,948.2,-10,Sacha,Neo
004,949.5,0,Sacha,Neo
004,950.8,20,Sacha,Neo
004,952.1,0,Sacha,Neo
004,953.4,20,Sacha,Neo
004,954.7,0,Sacha,Neo
004,956,-40,Sacha,Neo
004,957.3,-40,Sacha,Neo
004,958.6,0,Sacha,Neo
004,959.8,0,Sacha,Neo
004,961.1,-586.3,Sacha,Neo
004,962.4,-1791.15,Sacha,Neo
004,963.7,-60,Sacha,Neo
004,965,-40,Sacha,Neo
004,966.2,-6.67,Sacha,Neo
004,967.5,0,Sacha,Neo
004,968.8,40,Sacha,Neo
004,970.1,1999.05,Sacha,Neo
004,971.3,0,Sacha,Neo
004,972.6,0,Sacha,Neo
004,973.9,20,Sacha,Neo
004,975.1,0,Sacha,Neo
004,976.4,-60,Sacha,Neo
004,977.7,10,Sacha,Neo
004,978.9,13.33,Sacha,Neo
004,980.2,40,Sacha,Neo
004,981.4,80,Sacha,Neo
004,982.7,20,Sacha,Neo
004,983.9,-1661.4,Sacha,Neo
004,985.2,-1697.1,Sacha,Neo
004,986.5,0,Sacha,Neo
004,987.7,0,Sacha,Neo
004,989,0,Sacha,Neo
004,990.2,30,Sacha,Neo
004,991.4,0,Sacha,Neo
004,992.7,60,Sacha,Neo
004,993.9,2976.3,Sacha,Neo
004,995.2,3050.85,Sacha,Neo
004,996.4,40,Sacha,Neo
004,997.6,-20,Sacha,Neo
004,998.9,-80,Sacha,Neo
004,1000.1,-10,Sacha,Neo
004,1001.3,0,Sacha,Neo
004,1002.6,20,Sacha,Neo
004,1003.8,6.67,Sacha,Neo
004,1005,20,Sacha,Neo
004,1006.2,0,Sacha,Neo
004,1007.5,0,Sacha,Neo
004,1008.7,0,Sacha,Neo
004,1009.9,1042.25,Sacha,Neo
004,1011.1,-40,Sacha,Neo
004,1012.3,-1043.1,Sacha,Neo
004,1013.6,-6.67,Sacha,Neo
004,1014.8,10,Sacha,Neo
004,1016,20,Sacha,Neo
004,1017.2,30,Sacha,Neo
004,1018.4,1113.4,Sacha,Neo
004,1019.6,0,Sacha,Neo
004,1020.8,20,Sacha,Neo
004,1022,20,Sacha,Neo
004,1023.2,0,Sacha,Neo
004,1024.4,-1274.8,Sacha,Neo
004,1025.6,0,Sacha,Neo
004,1026.8,-20,Sacha,Neo
004,1028,0,Sacha,Neo
004,1029.2,13.33,Sacha,Neo
004,1030.4,60,Sacha,Neo
004,1031.6,3103.9,Sacha,Neo
004,1032.8,0,Sacha,Neo
004,1033.9,0,Sacha,Neo
004,1035.1,20,Sacha,Neo
004,1036.3,20,Sacha,Neo
004,1037.5,20,Sacha,Neo
004,1038.6,-10,Sacha,Neo
004,1039.8,-20,Sacha,Neo
004,1041,0,Sacha,Neo
004,1042.2,20,Sacha,Neo
004,1043.3,6332.7,Sacha,Neo
004,1044.5,20,Sacha,Neo
004,1045.6,0,Sacha,Neo
004,1046.8,-40,Sacha,Neo
004,1048,-40,Sacha,Neo
004,1049.1,-20,Sacha,Neo
004,1050.3,-40,Sacha,Neo
004,1051.4,5090.8,Sacha,Neo
004,1052.6,15580.2,Sacha,Neo
004,1053.7,13345.25,Sacha,Neo
004,1054.9,0,Sacha,Neo
004,1056,-20,Sacha,Neo
004,1057.1,-10,Sacha,Neo
004,1058.3,40,Sacha,Neo
004,1059.4,9009.3,Sacha,Neo
004,1060.5,20,Sacha,Neo
004,1061.7,0,Sacha,Neo
004,1062.8,-80,Sacha,Neo
004,1063.9,-20,Sacha,Neo
004,1065.1,40,Sacha,Neo
004,1066.2,40,Sacha,Neo
004,1067.3,10783.8,Sacha,Neo
004,1068.4,60,Sacha,Neo
004,1069.5,0,Sacha,Neo
004,1070.6,-40,Sacha,Neo
004,1071.7,0,Sacha,Neo
004,1072.8,-3984.8,Sacha,Neo
008,338.3,6.22,Lithotamnion,NA
008,339.9,7.92,Lithotamnion,NA
008,341.6,8.16,Lithotamnion,NA
008,343.2,7.2,Lithotamnion,NA
008,344.9,6.79,Lithotamnion,NA
008,346.5,7.24,Lithotamnion,NA
008,348.2,6.98,Lithotamnion,NA
008,349.9,7.94,Lithotamnion,NA
008,351.5,7.84,Lithotamnion,NA
008,353.1,8.86,Lithotamnion,NA
008,354.8,8.37,Lithotamnion,NA
008,356.4,8.22,Lithotamnion,NA
008,358.1,7.71,Lithotamnion,NA
008,359.7,8.33,Lithotamnion,NA
008,361.4,7.93,Lithotamnion,NA
008,363,8.24,Lithotamnion,NA
008,364.6,8.89,Lithotamnion,NA
008,366.3,8.34,Lithotamnion,NA
008,367.9,8.56,Lithotamnion,NA
008,369.5,8.3,Lithotamnion,NA
008,371.2,8,Lithotamnion,NA
008,372.8,7.9,Lithotamnion,NA
008,374.4,7.88,Lithotamnion,NA
008,376.1,7.93,Lithotamnion,NA
008,377.7,8.13,Lithotamnion,NA
008,379.3,8.12,Lithotamnion,NA
008,381,7.87,Lithotamnion,NA
008,382.6,7.87,Lithotamnion,NA
008,384.2,7.76,Lithotamnion,NA
008,385.8,7.58,Lithotamnion,NA
008,387.5,7.62,Lithotamnion,NA
008,389.1,7.69,Lithotamnion,NA
008,390.7,7.66,Lithotamnion,NA
008,392.3,7.67,Lithotamnion,NA
008,393.9,7.59,Lithotamnion,NA
008,395.5,7.55,Lithotamnion,NA
008,397.2,7.53,Lithotamnion,NA
008,398.8,7.52,Lithotamnion,NA
008,400.4,7.43,Lithotamnion,NA
008,402,7.37,Lithotamnion,NA
008,403.6,7.3,Lithotamnion,NA
008,405.2,7.22,Lithotamnion,NA
008,406.9,7.07,Lithotamnion,NA
008,408.5,6.94,Lithotamnion,NA
008,410.1,6.83,Lithotamnion,NA
008,411.7,6.7,Lithotamnion,NA
008,413.3,6.62,Lithotamnion,NA
008,414.9,6.52,Lithotamnion,NA
008,416.5,6.43,Lithotamnion,NA
008,418.1,6.42,Lithotamnion,NA
008,419.7,6.35,Lithotamnion,NA
008,421.3,6.32,Lithotamnion,NA
008,422.9,6.3,Lithotamnion,NA
008,424.5,6.29,Lithotamnion,NA
008,426.1,6.25,Lithotamnion,NA
008,427.7,6.21,Lithotamnion,NA
008,429.4,6.17,Lithotamnion,NA
008,431,6.1,Lithotamnion,NA
008,432.5,6.03,Lithotamnion,NA
008,434.1,5.99,Lithotamnion,NA
008,435.8,5.94,Lithotamnion,NA
008,437.3,5.92,Lithotamnion,NA
