wavelength,mean_rrs
443,3.8672313674005
465,6.92626578543492
490,11.8747566917187
510,13.8177164647704
532,14.2010208937968
555,13.0645343494831
589,12.0762873718982
625,9.82646212254559
665,11.7583035193547
683,30.4700462624341
694,26.9702909823919
710,7.42740302596061
780,0.619536074827313
