"station_id","sample_id","project","station","boat","date","time","datetime","lat","lon","station_waterbody","water_depth","SZ","FU","sampling_type","depth","sal","Chl","PHAEO","SPM","PIM","DOC","TOC","DN","TN","NO2","NO3","PO4","SiO4","pico_PE_CYAN","nano_PE_CYAN","picoeukaryote","nanoeukaryotes","pico_PC_CYAN","nano_PC_CYAN","LNA","HNA","Chl_c3","Chlide_a","Mg_DVP","Chl_c2","Chl_c1","Me.chlide_a","Perid","Chl_a_deg","Phide_a","Chl_a_deg.1","But.fuco","Fuco","Neo","Pras","Viola","Hex.fuco","Diadino","Anth","Allo","Diato","Zea","Lut","Croco","Chl_b","Chl_a_deg.2","Chl_a_allom","MV_Chl_a","Tot_Chl_a","Phytin_a","beta.epi.Car","beta.beta.Car"
"wiseman-OUT-F50-2019-08-20T12:42:00Z","wiseman-31","wiseman","OUT-F50","kildir","2019-08-20","12:42:00","2019-08-20T12:42:00Z",49.0255,-68.5116,"ocean",1.75,NA,18,"surface",0,11.3416,1.053581299,1.475659692,5.568,4.545666667,4.082333333,4.138,0.1567,0.154966667,0.067,2.785,0.159432035,37.16246776,2700,17,5828,3156,0,6,570861,1838611,0,0,0.017395937,0.07605071,0.002169721,NA,0.028511285,NA,0.134071137,NA,0.033357787,0.155741629,0.013105442,0.013035175,0.011099349,0.023668637,0.071434926,NA,0.200865569,0.020693935,0.014525808,0.015409511,0.016215486,0.173022523,NA,NA,1.106750858,1.106750858,0.070487856,0.006027795,0.037325147
"wiseman-OUT-F52-2019-08-20T13:27:00Z","wiseman-32","wiseman","OUT-F52","kildir","2019-08-20","13:27:00","2019-08-20T13:27:00Z",49.0092,-68.4791,"ocean",32.5,2.75,17,"surface",0,11.7351,1.162067879,1.113183321,4.521875,3.50375,4.013333333,4.066333333,0.142466667,0.156633333,0.061,2.892,0.140197288,36.79675862,2600,11,6483,3150,0,0,655194,1599472,0,0,0.02594417,0.103252694,0.003492052,NA,0.109419463,NA,0.066335774,NA,0,0.270845826,0,0,0.021570463,0,0.106536277,NA,0.107362403,0.019067911,0.022310803,0.016326636,0.010567582,0.14780303,NA,NA,1.249375162,1.249375162,0.05810754,0,0.034286442
"wiseman-MAN-F14-2019-08-20T13:52:00Z","wiseman-33","wiseman","MAN-F14","saucier","2019-08-20","13:52:00","2019-08-20T13:52:00Z",49.06,-68.2575,"ocean",6,3.25,NA,"surface",0,22.3681,4.581665801,1.102021818,14.061,11.81366667,3.321666667,2.376666667,0.105353333,0.118466667,0.032,0.095,0.14767331,15.43869826,9061,111,13467,5294,0,0,526917,1400611,0.02903018,0.104163018,0.053692726,0.48954085,0.115606914,NA,0.445155462,NA,0.20542977,NA,0.030424977,1.580475758,0.053405755,0.046917647,0.074227069,0.04800138,0.403463836,NA,0.369457943,0.051632204,0.015668836,0.021952759,0.033552735,0.430037754,NA,NA,4.726903389,4.831066407,0.086553579,0.01167953,0.150719558
"wiseman-OUT-F54-2019-08-20T14:47:00Z","wiseman-34","wiseman","OUT-F54","kildir","2019-08-20","14:47:00","2019-08-20T14:47:00Z",48.9964,-68.4527,"ocean",114,3.25,16,"surface",0,21.8291,2.228263896,0.721037132,4.208333333,3.196333333,2.496,2.494666667,0.118366667,0.128533333,0.053,0.722,0.186964032,15.88759008,3500,83,11072,5356,0,0,758333,1992500,0.016219883,0.035683756,0.026207422,0.241413308,0.049266752,NA,0.220267853,NA,0.121358622,NA,0.014522421,0.757340091,0.026407796,0.037184412,0.030841704,0.026378852,0.159528468,NA,0.156302071,0.018820991,0.012193229,0.009413181,0.011183133,0.171779242,NA,NA,2.095616978,2.131300734,0.042599382,0.000475852,0.050916771
"wiseman-MAN-F16-2019-08-20T15:26:00Z","wiseman-35","wiseman","MAN-F16","saucier","2019-08-20","15:26:00","2019-08-20T15:26:00Z",49.06663,-68.27365,"ocean",2.6,999,NA,"surface",0,22.2767,4.137627706,1.652629056,4.319333333,3.157666667,2.433,2.443666667,0.119266667,0.118066667,0.078,0.512,0.277992721,17.37457451,10128,56,12517,5094,6,0,624167,1720056,0.018621616,0.026658716,0.047259028,0.356396823,0.086831244,NA,0.279096724,NA,0.218377351,NA,0.06359088,1.110900345,0.059600147,0.046788918,0.065921737,0.049391479,0.280626769,NA,0.460815297,0.048683882,0.017806493,0.02448214,0.038517448,0.375694912,NA,NA,3.810594018,3.837252734,0.111305757,0.018626293,0.121384505
"wiseman-OUT-F55-2019-08-20T16:22:00Z","wiseman-36","wiseman","OUT-F55","kildir","2019-08-20","16:22:00","2019-08-20T16:22:00Z",49.1103,-68.1067,"ocean",55,4,NA,"surface",0,21.9133,1.620739048,0.649183695,7.671666667,6.302666667,2.456666667,2.486666667,0.146866667,0.150433333,0.102,2.931,0.365616735,19.5356527,21327,60,8660,4207,7,13,745003,1633569,0,0.025951296,0.024125263,0.157360363,0.003464784,NA,0.041221489,NA,0.088295792,NA,0.014686048,0.563344218,0.018243587,0.040941565,0.029225041,0.024458705,0.105983952,NA,0.142262567,0.014678157,0.021286059,0.010824553,0.012243752,0.154312051,NA,NA,1.59924568,1.625196976,0.033963663,0.001213964,0.040884956
"wiseman-MAN-F03.5-2019-08-20T16:54:00Z","wiseman-37","wiseman","MAN-F03.5","saucier","2019-08-20","16:54:00","2019-08-20T16:54:00Z",49.1774,-68.0945,"ocean",6.7,5.5,NA,"surface",0,25.8958,3.003312208,0.934417621,8.502333333,6.959666667,1.805,1.88,0.1204,0.132166667,0.088,1.691,0.239295976,8.724327601,39117,94,10722,3761,0,6,907250,1539250,0.041358059,0.086142054,0.046480731,0.367610841,0.096716557,NA,0.097098374,NA,0.173256986,NA,0.019615261,1.651814633,0.015548296,0.030935932,0.020055673,0.039917749,0.255514989,NA,0.084326353,0.039372159,0.047720021,0,0.008215406,0.158363883,NA,NA,2.961608859,3.047750913,0.068983561,0,0.075858154
"wiseman-MAN-F0-2019-08-20T18:00:00Z","wiseman-38","wiseman","MAN-F0","saucier","2019-08-20","18:00:00","2019-08-20T18:00:00Z",49.2358,-68.1128,"ocean",62,4.25,NA,"surface",0,24.9216,3.514965195,0.851705434,14.8545,12.458,2.011,2.085666667,0.1104,0.119533333,0.081,1.026,0.262430015,13.04676365,14628,61,11906,4639,0,0,622472,1251583,0.064035328,0.096242483,0.03079365,0.377725349,0.072210251,NA,0.062243471,NA,0.179028563,NA,0.023422605,1.593298197,0.017548196,0.047733867,0.022422738,0.048091596,0.236916182,NA,0.175465619,0.02331813,0.021155949,0.00775647,0.015899931,0.161681576,NA,NA,3.034332359,3.130574842,0.060818714,0.001313931,0.066286323
"wiseman-BSL-F26-2019-08-20T19:10:00Z","wiseman-39","wiseman","BSL-F26","zodiac","2019-08-20","19:10:00","2019-08-20T19:10:00Z",49.089,-68.412,"river",NA,NA,NA,"surface",0,0.0013,0.678167273,0.667712194,0.663125,0.315625,6.235666667,6.875666667,0.1654,0.173166667,0.246,4.025,0.076042484,17.82444098,50,0,867,3183,78,178,676667,572306,0,0,0,0,0.0021262,NA,0,NA,0.041206957,NA,0,0.137880474,0,0,0.02350906,0,0.045941401,NA,0.034930554,0,0,0.025240968,0,0.01327687,NA,NA,0.709644477,0.709644477,0.01945163,0,0.016367744
"wiseman-BSL-F27-2019-08-20T20:00:00Z","wiseman-40","wiseman","BSL-F27","zodiac","2019-08-20","20:00:00","2019-08-20T20:00:00Z",49.124,-68.383,"river",NA,NA,NA,"surface",0,8e-04,0.603992727,0.612893673,1.165833333,0.264166667,6.310666667,6.191666667,0.174133333,0.170866667,0.233,3.886,0.102057018,10.47438272,33,0,1067,2911,144,200,571111,493222,0,0,0,0.001956615,0.002586144,NA,0,NA,0.064577839,NA,0,0.108215999,0,0,0.020836568,0,0.032018673,NA,0.038377189,0,0,0.019815471,0,0,NA,NA,0.64156225,0.64156225,0.040395256,0,0.009469613
"wiseman-MAN-R15-2019-08-21T12:18:00Z","wiseman-41","wiseman","MAN-R15","saucier","2019-08-21","12:18:00","2019-08-21T12:18:00Z",49.0508,-68.07,"ocean",106,7,NA,"surface",0,26.7886,2.952853333,1.858743467,15.741,13.378,1.61,1.623333333,0.1178,0.124666667,0.088,2.994,0.629887701,7.869527081,1312,17,5520,3185,0,0,453083,1471139,0.01864092,0.044292392,0.030141982,0.272258854,0.081838617,NA,0.165689114,NA,0.259178516,NA,0.038698188,1.527399866,0.006931935,0.017346647,0.011634381,0.032575415,0.184931317,NA,0.050304143,0.044578903,0.011139468,0.012128993,0.007255015,0.097126634,NA,NA,2.306887799,2.351180191,0.131197927,0,0.050986345
"wiseman-MAN-R13-2019-08-21T13:56:00Z","wiseman-42","wiseman","MAN-R13","saucier","2019-08-21","13:56:00","2019-08-21T13:56:00Z",49.0712,-68.1218,"ocean",69,4.25,NA,"surface",0,24.8946,2.682393766,1.475578958,18.40933333,15.43533333,1.938333333,1.976333333,0.1333,0.1471,0.126,3.487,0.48523717,14.25594019,12250,94,8789,3722,6,0,599750,1428944,0.01200277,0.040730933,0.037798021,0.240820321,0.051412773,NA,0.226236422,NA,0.195437003,NA,0.021540227,0.725583598,0.021859633,0.022937937,0.018421089,0.034558036,0.216833631,NA,0.219926836,0.036133626,0.019687425,0.011714972,0.020311426,0.262222271,NA,NA,2.385509138,2.426240071,0.088716874,0.006156641,0.07014273
"wiseman-MAN-R14-2019-08-21T12:52:00Z","wiseman-43","wiseman","MAN-R14","saucier","2019-08-21","12:52:00","2019-08-21T12:52:00Z",49.0594,-68.0965,"ocean",79,6,NA,"surface",0,24.5369,1.701473247,1.02669681,4.365,3.4665,1.998666667,2.019,0.140566667,0.140866667,0.142,3.914,0.516335492,15.50459029,11794,33,7733,2678,0,0,439750,441028,0.012789701,0.01816204,0.026772996,0.157989314,0.045076701,NA,0.116995363,NA,0.101772152,NA,0.015430415,0.563168029,0.010853717,0.020021001,0.015280588,0.015895874,0.130300901,NA,0.083486406,0.021639143,0.022994833,0,0.008181694,0.107441999,NA,NA,1.437253056,1.455415096,0.058529706,0,0.041937064
"wiseman-MAN-R15-2019-08-21T12:18:00Z","wiseman-44","wiseman","MAN-R15","saucier","2019-08-21","12:18:00","2019-08-21T12:18:00Z",49.0508,-68.07,"ocean",106,7,NA,"subsurface",5,29.5862,3.277808485,1.222961648,5.339777778,4.405777778,1.109333333,1.115333333,0.1928,0.187766667,0.181,9.518,0.888685034,9.94593637,56,11,744,922,0,6,273056,674694,0.071806809,0.037452448,0.016497971,0.311436231,0.15534564,NA,0.043562413,NA,0.177727852,NA,0.035609617,1.67375442,0.00945407,0.031398672,0,0.019623485,0.119844944,NA,0.033670386,0.043707294,0,0.004437742,0.005142734,0.022270624,NA,NA,2.614970527,2.652422975,0.125379965,0,0.061571811
"wiseman-MAN-R11.5-2019-08-21T16:18:00Z","wiseman-45","wiseman","MAN-R11.5","saucier","2019-08-21","16:18:00","2019-08-21T16:18:00Z",49.0879,-68.152,"ocean",2.2,999,NA,"surface",0,11.9188,0.420827013,0.570266016,5.501,4.379333333,3.808333333,3.856666667,0.146933333,0.161833333,0.147,4.625,0.244200226,37.61717822,6500,17,3322,1567,0,0,459611,1129333,0,0,0,0.002237622,0,NA,0,NA,0.030419736,NA,0,0.051643324,0,0,0,0,0.03132003,NA,0.090626775,0.013246418,0.011947658,0.011750874,0.007208096,0.074405551,NA,NA,0.421502724,0.421502724,0.019581425,0,0.015479271
"wiseman-MAN-R12B-2019-08-21T15:29:00Z","wiseman-46","wiseman","MAN-R12B","saucier","2019-08-21","15:29:00","2019-08-21T15:29:00Z",49.0835,-68.1411,"ocean",5.2,2.25,NA,"subsurface",4,24.9148,2.861018182,3.249834085,14.87133333,12.31133333,1.918,1.933666667,0.1381,0.142766667,0.14,3.605,0.5238597,14.76692637,10667,33,7856,2406,0,6,605250,1918583,0,0.041199148,0.06191418,0.186072574,0.005309879,NA,0,NA,0.142991775,NA,0.052705197,0.617233092,0.14585749,0.031598477,0.033020809,0,0.480355776,NA,0.291011012,0.107635197,0.028997949,0.015538563,0.022648552,1.746829815,NA,NA,3.871754449,3.912953597,0.112454926,0.000931,0.143709318
"wiseman-MAN-R12B-2019-08-21T15:29:00Z","wiseman-47","wiseman","MAN-R12B","saucier","2019-08-21","15:29:00","2019-08-21T15:29:00Z",49.0835,-68.1411,"ocean",5.2,2.25,NA,"surface",0,14.216,1.688353939,2.442532461,4.738,3.575333333,3.508333333,3.498666667,0.148,0.159733333,0.094,3.562,0.230445507,34.67718125,9989,33,5356,1583,0,0,566389,1720028,0,0,0.053366187,0.005139389,0,NA,0,NA,0.080858365,NA,0,0.127797804,0.122613035,0.028632495,0.02559449,0,0.469207458,NA,0.131215142,0.066338691,0.020769843,0.01333397,0.014045387,1.312442062,NA,NA,2.46836045,2.46836045,0.072521029,0,0.095377105
"wiseman-OUT-R01-2019-08-21T12:25:00Z","wiseman-48","wiseman","OUT-R01","kildir","2019-08-21","12:25:00","2019-08-21T12:25:00Z",49.0158,-68.5861,"ocean",4.9,3.75,15,"subsurface",4.5,21.4772,2.642026667,1.218440533,10.81466667,9.108666667,2.441666667,2.415666667,0.128766667,0.131433333,0.099,1.558,0.277673238,17.64088488,1567,50,8556,4089,0,6,755722,1977583,0.011477077,0.02188379,0.029186541,0.23261343,0.092798633,NA,0.438098719,NA,0.172321412,NA,0.037710923,0.517192185,0.032836368,0.034377347,0.036456264,0,0.21638303,NA,0.159041788,0.026476174,0.011104192,0.008515056,0.011550751,0.19400519,NA,NA,2.185895247,2.207779037,0.070880383,0,0.070991542
"wiseman-OUT-R01-2019-08-21T12:25:00Z","wiseman-49","wiseman","OUT-R01","kildir","2019-08-21","12:25:00","2019-08-21T12:25:00Z",49.0158,-68.5861,"ocean",4.9,3.75,15,"surface",0,28.8477,2.341796364,1.08662177,6.249777778,5.149333333,1.230666667,1.254666667,0.181966667,0.1855,0.184,6.738,0.751230986,6.260887598,333,6,1950,1850,6,17,333222,683667,0.033476672,0.016676683,0.020053438,0.251598047,0.084043034,NA,0.058004221,NA,0.158306593,NA,0.033598095,1.115566364,0,0,0,0,0.102843933,NA,0.07344916,0.035446736,0.007338959,0.00710159,0.007861255,0.045452129,NA,NA,2.03699206,2.053668743,0.096705287,0,0.046177829
"wiseman-OUT-R03-2019-08-21T14:37:00Z","wiseman-50","wiseman","OUT-R03","kildir","2019-08-21","14:37:00","2019-08-21T14:37:00Z",48.981,-68.5879,"ocean",35.8,3.25,NA,"surface",0,22.7441,3.009367273,0.994080194,22.332,18.98577778,2.367,2.232666667,0.107933333,0.113866667,0.079,1.27,0.236613115,12.82883183,1873,53,7460,4340,0,13,619333,1673528,0.015041233,0.033918723,0.035766177,0.36781433,0.080055576,NA,0.408709366,NA,0.208973102,NA,0.020093515,1.190828507,0.014704644,0.026511442,0.030155433,0.025284237,0.266825808,NA,0.109575999,0.029294196,0.010828907,0.008966793,0.010005191,0.173995994,NA,NA,2.893660372,2.927579095,0.095166015,0,0.079164541
"wiseman-OUT-R02-2019-08-21T13:41:00Z","wiseman-51","wiseman","OUT-R02","kildir","2019-08-21","13:41:00","2019-08-21T13:41:00Z",48.9989,-68.5872,"ocean",14,NA,15,"surface",0,20.628,2.362989091,1.250370909,7.435,6.048,2.577,2.638666667,0.1309,0.154266667,0.085,1.364,0.194896592,18.66852146,1761,28,7861,4261,6,0,677000,1827528,0.017045077,0.022261563,0.038675528,0.220115152,0.006902295,NA,0.30012943,NA,0.180985164,NA,0,0.542396637,0.026346718,0.04795071,0.046431527,0.026531498,0.178985269,NA,0.197713619,0.027385725,0.012124048,0.009641929,0.01613535,0.202106731,NA,NA,2.272257024,2.294518587,0.066784865,0,0.060697581
"wiseman-OUT-R04-2019-08-21T15:40:00Z","wiseman-52","wiseman","OUT-R04","kildir","2019-08-21","15:40:00","2019-08-21T15:40:00Z",48.9622,-68.5858,"ocean",39.1,3,17,"surface",0,20.3653,2.430099394,1.105035895,10.496,8.936,2.586,2.605333333,0.126166667,0.132166667,0.101,1.836,0.242531539,18.46372027,956,17,8028,4911,6,0,542306,1258000,0.012434969,0.021397101,0.022808018,0.223448103,0.058512054,NA,0.204537038,NA,0.164095848,NA,0.021533282,0.777866552,0.046548783,0.037601751,0.057583876,0,0.135094366,NA,0.140496916,0.024331113,0.014750743,0.01391938,0.011506265,0.277795709,NA,NA,2.251291968,2.272689069,0.069697534,0.001201936,0.076897933
"wiseman-OUT-R05-2019-08-21T16:36:00Z","wiseman-53","wiseman","OUT-R05","kildir","2019-08-21","16:36:00","2019-08-21T16:36:00Z",48.94568,-68.58476,"ocean",65.2,2.75,15,"surface",0,16.7688,1.763705859,0.884537341,5.721333333,4.648,3.069,3.128666667,0.133166667,0.134166667,0.072,3.076,0.203886948,27.69152239,650,33,6183,4467,6,17,616556,1355194,0.010779715,0.020596879,0.017984826,0.159095041,0.055202319,NA,0.107381769,NA,0.131948853,NA,0.022520761,0.689652014,0.017665652,0.020416419,0.022489071,0.018672097,0.11407981,NA,0.077488653,0.021120227,0.0118813,0.009344239,0.008395013,0.109321932,NA,NA,1.675467736,1.696064615,0.062367672,0,0.036909073
"wiseman-OUT-R05-2019-08-21T16:36:00Z","wiseman-54","wiseman","OUT-R05","kildir","2019-08-21","16:36:00","2019-08-21T16:36:00Z",48.94568,-68.58476,"ocean",65.2,2.75,15,"subsurface",5,27.9902,3.626311111,1.160419556,11.50844444,9.591111111,1.381,1.423333333,0.142433333,0.160733333,0.113,4.138,0.486444611,6.845566922,211,22,3172,2556,0,0,466694,957139,0.038763481,0.072665357,0.021229609,0.425438471,0.117081174,NA,0.096474385,NA,0.21972299,NA,0.038833412,1.859254258,0,0,0,0.027763038,0.157508295,NA,0.072290065,0.038387114,0,0,0.009735783,0.066457806,NA,NA,3.246435484,3.319100841,0.12713532,0,0.076966697
"wiseman-BSL-R28-2019-08-22T15:02:00Z","wiseman-55","wiseman","BSL-R28","zodiac","2019-08-22","15:02:00","2019-08-22T15:02:00Z",49.188,-68.322,"river",NA,NA,NA,"surface",0,0,0.572203636,0.41746847,0.261304348,0,7.552,7.698666667,0.491533333,0.500333333,0.23,4.816,0.055030745,17.48662214,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.001968207,0.001599612,NA,0,NA,0,NA,0,0.084783047,0,0,0.009822843,0.012827095,0.023034443,NA,0.071822248,0,0,0.014881124,0.007041574,0,NA,NA,0.560348938,0.560348938,0.023634878,0,0.013252558
"wiseman-OUT-R10-2019-08-22T14:20:00Z","wiseman-56","wiseman","OUT-R10","saucier","2019-08-22","14:20:00","2019-08-22T14:20:00Z",48.9543,-68.5107,"ocean",148,4.5,NA,"surface",0,24.5132,5.193227359,0,4.527666667,3.247666667,2.012666667,2.026,0.091416667,0.118333333,0.044,0.944,0.083517927,9.891180924,294,39,12972,4994,6,6,724833,1739222,0.022213331,0.066271102,0.047127449,0.53392714,0.109811767,NA,0.806620727,NA,0.15781636,NA,0.016973185,1.456899677,0.022241633,0.028816902,0.025073406,0.032649587,0.430641539,NA,0.167837539,0.03234803,0.009983771,0.010150997,0.017401551,0.182800527,NA,NA,4.056974311,4.123245413,0.057712101,0.003983408,0.091370414
"wiseman-OUT-R10-2019-08-22T14:20:00Z","wiseman-57","wiseman","OUT-R10","saucier","2019-08-22","14:20:00","2019-08-22T14:20:00Z",48.9543,-68.5107,"ocean",148,4.5,NA,"subsurface",4,27.6883,5.802770563,0,10.753,8.826666667,1.489,1.555666667,0.1095,0.1279,0.038,0.887,0.119965411,2.824613584,39,22,9400,4683,6,6,521333,1528233,0.044390237,0.194851524,0.037608044,0.633581884,0.13537835,NA,0.238811343,NA,0.316218257,NA,0.020960748,2.910517212,0.01843074,0.028327792,0.015191447,0.030125442,0.224444481,NA,0.135569406,0.031705386,0.013365276,0,0.015168788,0.150966218,NA,NA,4.714844916,4.90969644,0.108246165,0.003402461,0.102527274
"wiseman-OUT-R09-2019-08-22T15:43:00Z","wiseman-58","wiseman","OUT-R09","saucier","2019-08-22","15:43:00","2019-08-22T15:43:00Z",48.971,-68.515,"ocean",134,3.25,NA,"surface",0,22.99,5.677632554,0,5.3415,3.9705,2.195333333,2.27,0.100756667,0.119133333,0.06,1.317,0.117700396,14.22401114,383,17,13378,4906,6,11,632750,1669250,0.021122212,0.069673335,0.058549022,0.554514335,0.105688238,NA,0.833007262,NA,0.195302783,NA,0.024513927,1.648048332,0.028429709,0.029893395,0.039604501,0.033432971,0.459877985,NA,0.19189577,0.038279051,0.013247371,0.013308336,0.016209249,0.232009257,NA,NA,4.544820196,4.614493531,0.084859737,0.003784995,0.106827566
"wiseman-OUT-R08-2019-08-22T16:43:00Z","wiseman-59","wiseman","OUT-R08","saucier","2019-08-22","17:09:00","2019-08-22T17:09:00Z",48.98915,-68.51833,"ocean",68,4,NA,"surface",0,22.7749,4.63010632,0.353777261,7.353,5.7945,2.246,2.312666667,0.104333333,0.1213,0.076,1.696,0.176162589,14.84121758,161,11,16183,4467,11,6,663056,1328056,0.01405131,0.057625682,0.051717892,0.449697115,0.086546181,NA,0.837370607,NA,0.162895411,NA,0.017215131,1.116881151,0.034112788,0.053540244,0.03973584,0.038362411,0.421134232,NA,0.17452112,0.028611825,0.013403444,0.013320009,0.015512514,0.195258662,NA,NA,3.753240252,3.810865934,0.073489499,0.004834147,0.094750539
"wiseman-OUT-R07-2019-08-22T17:30:00Z","wiseman-60","wiseman","OUT-R07","saucier","2019-08-22","18:00:00","2019-08-22T18:00:00Z",49.00637,-68.51888,"ocean",9.3,4,NA,"surface",0,19.6013,4.45350026,0.019739512,7.522,5.9275,2.825333333,2.844,0.122166667,0.136533333,0.074,2.915,0.191238572,23.14824182,689,94,14728,4639,0,0,636444,1664917,0,0.03676895,0.058521709,0.405469762,0.10243487,NA,1.070943585,NA,0.148850377,NA,0.021816246,0.621245306,0.013438804,0.025012139,0.029086919,0.024943397,0.52132808,NA,0.224359629,0.028104204,0.01081989,0.009880042,0.017051977,0.117503992,NA,NA,3.433802914,3.470571864,0.057228489,0.003959793,0.067264903
"wiseman-OUT-R07-2019-08-22T17:30:00Z","wiseman-61","wiseman","OUT-R07","saucier","2019-08-22","18:00:00","2019-08-22T18:00:00Z",49.00637,-68.51888,"ocean",9.3,4,NA,"subsurface",4.5,27.9011,4.623042078,0.367058036,8.812333333,7.120666667,1.422333333,1.865666667,0.1048,0.1145,0.077,1.795,0.20652233,3.666775967,61,6,6006,3600,6,0,565944,1432222,0.03402063,0.078637013,0.028349709,0.536346137,0.101987284,NA,0.253980971,NA,0.274233936,NA,0.043097577,2.747208339,0.016832772,0.027028897,0.015167647,0.042292836,0.226805319,NA,0.081156936,0.046278281,0.014242274,0.005742453,0.010652902,0.097148993,NA,NA,4.176028139,4.254665152,0.118606387,0,0.11822514
"wiseman-OUT-R06-2019-08-22T18:20:00Z","wiseman-62","wiseman","OUT-R06","saucier","2019-08-22","18:20:00","2019-08-22T18:20:00Z",49.13,-68.1153,"ocean",3,999,NA,"surface",0,23.0729,3.345423377,0.264606338,4.5395,3.431,2.578666667,3.133,0.104233333,0.3157,0.148,1.612,0.268083666,14.10000111,489,17,16917,4033,17,6,672306,1568417,0.010643892,0.046259024,0.038054065,0.333699661,0.081737725,NA,0.471210808,NA,0.120156615,NA,0.014704239,0.90100039,0.013684704,0.035031496,0.024905142,0.02212709,0.307216631,NA,0.137736702,0.025716169,0.013822575,0.009573658,0.010568062,0.133404346,NA,NA,2.597243296,2.64350232,0.053500679,0.000400059,0.065268876
"wiseman-MAN-R04-2019-08-22T20:41:00Z","wiseman-63","wiseman","MAN-R04","saucier","2019-08-22","20:41:00","2019-08-22T20:41:00Z",49.18617,-68.03629,"ocean",100,4.5,NA,"surface",0,11.7645,2.365512035,0.167281261,4.334333333,3.366666667,4.423666667,4.526666667,0.149266667,0.1582,0.138,5.546,0.272365514,41.26339861,9050,89,8461,3506,6,0,564233,998600,0.013998166,0.020185557,0.024903762,0.177409941,0.002973364,NA,0.112236185,NA,0.082190077,NA,0.021638637,0.431932375,0.015096471,0.036491375,0.023778474,0.028752691,0.127833997,NA,0.207946228,0.016390437,0.01339048,0.009278354,0.01728069,0.129011276,NA,NA,1.610805275,1.630990832,0.029675152,0.00397985,0.039949598
"wiseman-MAN-R02-2019-08-22T21:25:00Z","wiseman-64","wiseman","MAN-R02","saucier","2019-08-22","21:25:00","2019-08-22T21:25:00Z",49.18875,-68.09014,"ocean",11,5.5,NA,"surface",0,23.6594,3.009367273,0.170389527,9.641066667,7.743466667,2.525333333,2.588,0.1392,0.142633333,0.169,4.065,0.448346661,17.20555662,12900,67,9967,4494,0,6,558194,1174028,0.018084411,0.034932056,0.030235251,0.225795846,0.041117133,NA,0.029573854,NA,0.109317982,NA,0.018874964,0.642607927,0.013818201,0.033740813,0.019716069,0.027466912,0.11210376,NA,0.26537679,0.015187303,0.017935952,0.011546768,0.025056783,0.135741491,NA,NA,2.141870499,2.176802555,0.049712971,0.011111173,0.046777095
"wiseman-MAN-R05-2019-08-22T19:56:00Z","wiseman-65","wiseman","MAN-R05","kildir","2019-08-22","19:56:00","2019-08-22T19:56:00Z",49.1854,-68.01104,"ocean",115,4.75,17,"surface",0,17.1065,2.710650736,0.022847778,12.52133333,10.25733333,2.982,3.074666667,0.134966667,0.151333333,0.126,4.376,0.25,31.13,10372,44,5228,4511,6,17,612806,1097861,0.014170573,0.025933542,0.030107895,0.225424205,0.048664686,NA,0.170945258,NA,0.094767842,NA,0.015689751,0.54381973,0.022540862,0.04236813,0.024897588,0.033592729,0.172747466,NA,0.201810157,0.022037829,0.017531947,0.010849031,0.019411175,0.178328042,NA,NA,2.03906451,2.064998052,0.036902961,0.005119589,0.05276628
"wiseman-MAN-R05-2019-08-22T19:56:00Z","wiseman-66","wiseman","MAN-R05","kildir","2019-08-22","19:56:00","2019-08-22T19:56:00Z",49.1854,-68.01104,"ocean",115,4.75,17,"subsurface",5,28.039,6.983508225,0.121101299,5.474666667,3.952666667,1.472,1.607666667,0.1115,0.124133333,0.081,1.871,0.266846573,4.452397824,23767,139,10267,7006,17,0,881194,1714556,0.078628388,0.23926051,0.061642431,0.635945885,0.150936763,NA,0.105235387,NA,0.235142693,NA,0.03497651,2.554363237,0.026402989,0.063310446,0.030521999,0.073500385,0.283083751,NA,0.223503901,0.047627158,0.027934874,0.019978895,0.027665237,0.286426831,NA,NA,5.003211073,5.242471583,0.127624341,0.010434894,0.120407657
"wiseman-MAN-R03-2019-08-22T20:47:00Z","wiseman-67","wiseman","MAN-R03","kildir","2019-08-22","20:47:00","2019-08-22T20:47:00Z",49.18682,-68.0616,"ocean",82.8,4.5,17,"surface",0,19.5417,2.219181299,0.221252073,12.81833333,10.77133333,2.674666667,2.668666667,0.155866667,0.1534,0.134,5.111,0.3659637,26.40982868,9633,61,5806,4367,0,0,549444,1097306,0.010294439,0.024970942,0.022384694,0.173886142,0.002607171,NA,0,NA,0.056376702,NA,0.012684526,0.388942004,0,0.024140214,0.015784498,0.017316141,0.084470583,NA,0.309533138,0.0143278,0.015957069,0.009849811,0.023276057,0.095245107,NA,NA,1.72238358,1.747354522,0.034949118,0.012328019,0.039586132
"wiseman-MAN-R01-2019-08-22T21:47:00Z","wiseman-68","wiseman","MAN-R01","kildir","2019-08-22","21:47:00","2019-08-22T21:47:00Z",49.18781,-68.11232,"ocean",2,999,NA,"surface",0,27.8038,3.455423723,0.235420925,4.432,3.296,NA,NA,0.122833333,0.125033333,0.129,2.723,0.405116706,6.3839682,15989,100,9994,6950,0,6,688417,1124306,0.04780322,0.074245992,0.041596737,0.354409721,0.0657871,NA,0.040758133,NA,0.132905243,NA,0.019290183,1.329751248,0.017422526,0.047536942,0.025752212,0.033233889,0.22231736,NA,0.163752149,0.028113713,0.019841248,0.008862047,0.017434544,0.190677533,NA,NA,2.83280944,2.907055432,0.058768548,0.001223454,0.065476501
