wavelength,class1,class2,class3
325,0.0630711221999406,0.0913556323761559,0.105331123537625
326,0.0631746886453631,0.0894948472925914,0.106335138520288
327,0.0630900807716269,0.0886377616291862,0.103811407431376
328,0.0631328485311988,0.088696254970751,0.0996282092583907
329,0.0633586659731924,0.0876642709735015,0.0971152068828572
330,0.0631825828893684,0.0884410808042481,0.0994939094447822
331,0.0628436955579346,0.0901665421367776,0.104250359175742
332,0.0629597641331862,0.089035689918516,0.099265519654159
333,0.062934701024864,0.0883293848563862,0.097769517817759
334,0.0626884356222386,0.0886996845491883,0.103553156857253
335,0.0630422848363135,0.0883939401622414,0.103623513913365
336,0.0634246362740241,0.0877539868070818,0.100687559631118
337,0.0631674754263079,0.0891384036946662,0.0969089122414649
338,0.0628480673969438,0.0891755744491817,0.0934675194002441
339,0.0626849021196786,0.0881626049386969,0.0922722510279941
340,0.0627539872697319,0.0882812895593829,0.0986894577435576
341,0.062738731965718,0.0889325215140373,0.100163698166734
342,0.0625919657666878,0.0895953208249335,0.0943531944190112
343,0.0625156237456816,0.0905356304619694,0.0948136194104801
344,0.0626058766734729,0.0914012540715959,0.0974323919291964
345,0.0629075328038878,0.0899794433547076,0.0998206330118176
346,0.0630479237656388,0.0888087980043552,0.0964393402001563
347,0.0630162411628772,0.0886864449223381,0.0908196702809584
348,0.0629846242088336,0.0900401515634883,0.0941938367419913
349,0.0630784989430683,0.0904393495805891,0.094533299379017
350,0.0633495073114408,0.0895197933010312,0.0906465076468258
351,0.0633451903566737,0.0885946249797163,0.0903576140910077
352,0.0632465299487475,0.0882624552913086,0.0915512583857713
353,0.0633863730509676,0.0887730986288321,0.0918631485604941
354,0.063593566954791,0.0899353602261552,0.0922590420184953
355,0.0637048108203559,0.0909710768985275,0.092089466728427
356,0.0634811255151582,0.0896552307487904,0.0911667885906392
357,0.0634742021886773,0.0890054734324828,0.0896119696226624
358,0.0637943710839744,0.0901594655262523,0.0880958309390642
359,0.0639573080996669,0.0908377572278689,0.0885810598949051
360,0.0639864682599858,0.090537409740274,0.0897024535949471
361,0.0639493803808753,0.089262452441822,0.0885024928455987
362,0.0639703592297852,0.0892294307930308,0.0884643567625967
363,0.0640393570401115,0.0901202445516558,0.0894478815310426
364,0.0641912881126753,0.0899402936670659,0.0894652999692458
365,0.0642351314049794,0.0898552467764211,0.0890719207165602
366,0.0641991471075946,0.090164264740039,0.0888136097665887
367,0.0642537406967437,0.0904518083067721,0.0889125372327822
368,0.0643019159885692,0.0907400772472011,0.0882611227839929
369,0.0642874246296793,0.0905266744372364,0.085185172312936
370,0.0642640505032497,0.0901342102491228,0.0856438091985816
371,0.0642715049105628,0.0899478130546389,0.0890931663060113
372,0.064378818075083,0.0908220597540556,0.0897717819031711
373,0.0645205943108083,0.0915700612454324,0.0887744515462566
374,0.0646289345789196,0.0916055085641409,0.086402643203268
375,0.0647583399899025,0.0918726792439785,0.0852691716008733
376,0.0649099019311606,0.0921502416097686,0.0855885670387778
377,0.0650227752187464,0.0918276235209618,0.0871819444707055
378,0.0650514840511234,0.0918204838021358,0.0879721183219146
379,0.0650110240930216,0.0920368334240022,0.0870676599708786
380,0.0650796017759125,0.092016641111714,0.0848441228371451
381,0.0651689231560603,0.0926046272036193,0.084211931356379
382,0.0652311228522372,0.0938058715761372,0.0867080220730392
383,0.0653915442315161,0.094426420263296,0.0865832607902724
384,0.0656257049188312,0.094279195678582,0.0848527820241671
385,0.0658545900187147,0.0942402130624937,0.0844975901471248
386,0.0660120932940248,0.0941976099892107,0.0838878483585472
387,0.0661246001312465,0.0940791497922945,0.0827773418832873
388,0.0662804393078695,0.0943514918639703,0.083307181038378
389,0.066427394024549,0.0945263001746538,0.0845053951508779
390,0.0665208339221297,0.094222676568962,0.0849255943764331
391,0.0665676754828157,0.0947546490105671,0.084171940872113
392,0.0666405501566206,0.0955028300698962,0.0830180649886835
393,0.0668141416329615,0.0957374830192534,0.0838882692861547
394,0.067049793646349,0.0957612224947893,0.0838948666362037
395,0.0672867165989183,0.0958027161202869,0.0825028738839476
396,0.0674004588675239,0.0956790628607652,0.0829394469106983
397,0.0674973605054493,0.095580791975058,0.0834930481106842
398,0.0676259101006551,0.0959628818950837,0.0830366036136822
399,0.0676709927256825,0.0964043230248673,0.0825442215658378
400,0.0676890781816976,0.0967400048766306,0.0826848079271825
401,0.0677384649312679,0.0970015326667296,0.0831476091859888
402,0.067718868920785,0.0970755773527894,0.0832094851291908
403,0.0676626866459387,0.097038767941432,0.0828898507502182
404,0.0677590855515853,0.0975532244615637,0.0825899053381928
405,0.0678901934993729,0.0980348972275897,0.0823903640366814
406,0.0679661780859298,0.0978988233183871,0.082292349662209
407,0.0680701850125129,0.0980357767232217,0.0823302374375756
408,0.0681844465078674,0.0982500991710754,0.0824151858894954
409,0.0682797704272723,0.0983671192270931,0.0826647820737894
410,0.0683754341822212,0.0986289253634523,0.0825765496552655
411,0.0684841239278048,0.0989213556794788,0.0823358908786671
412,0.0686156200386722,0.0989580396730168,0.0828912813246005
413,0.0687151685629603,0.0990192092827988,0.0832909494910495
414,0.0687618660896507,0.09940380123186,0.0825716785154339
415,0.0688897364609393,0.0995862090021456,0.0820242581571413
416,0.0690674642862182,0.0996507199467655,0.0820002520412833
417,0.0691724887319292,0.100043901122295,0.0823920989866742
418,0.0692959071422683,0.100467352700765,0.0823520639670947
419,0.0694474578968047,0.10077125137883,0.0815946321679781
420,0.0695984004126713,0.101132459500249,0.0819082478499763
421,0.0697452315386928,0.101408931093153,0.0822294696351743
422,0.069865030379704,0.101609234089147,0.0815725633048854
423,0.0699954749038742,0.101918046996731,0.0816904365182175
424,0.0701393856853967,0.102287982585541,0.0823157920432059
425,0.0702766230291712,0.102566979600884,0.0822120940983182
426,0.0704228016788636,0.102958228362333,0.0818270883220267
427,0.070581288716622,0.103498615516414,0.081334563839335
428,0.0707105035637563,0.103776726867074,0.0814253768453106
429,0.0708793365621606,0.103959521946325,0.0814636865049654
430,0.0711651476297253,0.104348872130747,0.0804584125005221
431,0.0714308135947097,0.104675396651962,0.0802134210246416
432,0.0716381888223352,0.104913635079006,0.0806980773656407
433,0.0718247364852865,0.10507256636868,0.0808263110428982
434,0.0719790086832685,0.105289538949162,0.0807704459910167
435,0.0721237082992514,0.105619897430742,0.0805807377966266
436,0.0722757608100529,0.10610210048779,0.08019850354571
437,0.0724467783768932,0.10667522851401,0.079895418249743
438,0.0726447108723416,0.107129812510924,0.0799643837256236
439,0.0728460752589694,0.107492131142299,0.0801693088170555
440,0.0730457238286099,0.107772500494623,0.080226810254956
441,0.0732579963581708,0.108069444124847,0.0800847855253145
442,0.0734534485095964,0.10844705075036,0.0800956272890543
443,0.0736184749514771,0.108930341014506,0.0803111570855487
