wavelength,class1,class2,class3
444,0.0737748633947987,0.109315213605614,0.0801771859157914
445,0.0739546334903848,0.109611375539348,0.0798326895762328
446,0.0741998721382016,0.109866438385002,0.0800991920228501
447,0.0744473940284172,0.110151747893173,0.0803447255632703
448,0.0746751097217199,0.110465269425929,0.0804971539073015
449,0.0748858608407161,0.110721791210363,0.0807774614184859
450,0.0750855766156003,0.110989807746972,0.0808159358189891
451,0.0752861173819646,0.111320151572576,0.0805369080021457
452,0.0754924633063261,0.111689757686762,0.0802028447553348
453,0.0757011858006885,0.112041044849786,0.0800687502275734
454,0.0759077994645251,0.112332294153983,0.0804149421277838
455,0.076112227399831,0.112544172000706,0.0805703872908937
456,0.0763093602441328,0.112739305755578,0.0803977599231108
457,0.0765049729044782,0.112985315279694,0.0807035852912409
458,0.0766958711387735,0.113245103148203,0.0810463694761974
459,0.0768635518617289,0.113498277503756,0.0807356255087588
460,0.0770448931989151,0.113856485590081,0.080740803659156
461,0.0772350451185135,0.11426273134711,0.0810109893558457
462,0.077395875629375,0.114442816968204,0.0804380997293426
463,0.0775825756975494,0.114613938383736,0.0801154418543794
464,0.0778053329757979,0.114876604446023,0.0803398329472454
465,0.0779782902055741,0.115175157290517,0.0802576774349463
466,0.078141923016903,0.11548578046845,0.0801849431473674
467,0.0783638758785951,0.11567875629938,0.0806460880455238
468,0.0785669163068125,0.115837628938908,0.0808689738351803
469,0.0787438830779071,0.116003618274851,0.0806038269669031
470,0.0789412629891588,0.116160934762918,0.0803913936686417
471,0.0791360996920317,0.116404540625016,0.0803903586932623
472,0.0793121173538637,0.116786513203329,0.0805781662365828
473,0.0794878035391065,0.117149954959427,0.0807922469013921
474,0.0796669673149042,0.11740876159138,0.0809304557645427
475,0.079842316283937,0.117368998944416,0.0806052005139797
476,0.080007461897812,0.117502507028443,0.0804651167888608
477,0.0801645207613014,0.117899488019172,0.0806577769825602
478,0.0803469669620251,0.118291130420624,0.0808152719145449
479,0.0805173024290922,0.118621775312475,0.080880322543961
480,0.0806388991957012,0.118894598658426,0.0808184593039606
481,0.0807564081668883,0.119170665635628,0.0807385050060366
482,0.0808929519351246,0.119454819458495,0.0806149107503244
483,0.0810650863422605,0.119748697190753,0.0805031249254144
484,0.0812337481862698,0.120043354930202,0.0806474726252507
485,0.0813959153867532,0.120356290115601,0.0809242283123651
486,0.081629038385913,0.120636096487341,0.0805703842425745
487,0.0819086662575336,0.120869196079246,0.0802928841236531
488,0.0821784514939516,0.12108851686252,0.0810133557585599
489,0.0824106090911129,0.121292728788217,0.08121188437307
490,0.0826111027459934,0.121568878555239,0.0808862958587849
491,0.0828419219562752,0.122133434638314,0.0812818613615692
492,0.0830955895252962,0.122591024500146,0.0816668356882065
493,0.0833658596133274,0.122709789443544,0.0816696339570477
494,0.0836549634217594,0.12294475379136,0.0818008241673703
495,0.0839693239126114,0.123311830685014,0.0821933956064159
496,0.0843201124112314,0.123725861745649,0.0827038800454848
497,0.0846606986912803,0.124092707664509,0.0828904235242144
498,0.0849959157371651,0.12444806158454,0.0829089035046773
499,0.0853680615246071,0.124942660252984,0.0832489157728194
500,0.0857791359091297,0.125446603825437,0.0838319895889593
501,0.0862254612822902,0.125829456981795,0.0847632722372284
502,0.0866750334273629,0.126216356595015,0.0853582355355948
503,0.0871104531068011,0.126703038685407,0.0859206309498381
504,0.0875137361209206,0.127196082051671,0.0868364740843807
505,0.087922074936292,0.127510806083496,0.0878242176214781
506,0.0883353533411748,0.127699192187961,0.0887233368205571
507,0.088722193572737,0.128172136665483,0.0894514589999002
508,0.0891111615748495,0.128731868100399,0.0904813287722045
509,0.0895254298857013,0.129220166208889,0.0922247116384052
510,0.089924788633859,0.129683041168793,0.0935249819440922
511,0.0903068346081215,0.130120380123467,0.0943902855045759
512,0.0906846212120472,0.130542945743595,0.0957376910047513
513,0.0910763912123378,0.13102153621555,0.0974011866251199
514,0.0914962023616996,0.131562664347272,0.0990180751914209
515,0.0918946918408896,0.13212544754664,0.100329529257363
516,0.0923037227580141,0.132686398680856,0.101729980645345
517,0.0927983278202258,0.13320847826868,0.103686226097725
518,0.0932791374236239,0.133599837323126,0.105798622573873
519,0.0937271936602579,0.133897045385142,0.107834613897549
520,0.0942043149322249,0.134332581469066,0.109533372879869
521,0.0946598434017002,0.134834809043856,0.111180230761905
522,0.0950931243386524,0.135416818924522,0.113152642846321
523,0.0955674563805285,0.13588149720111,0.115000287202368
524,0.0960735273447736,0.136236536188567,0.116818253581576
525,0.0965724461353178,0.136627745993075,0.118979186944935
526,0.0971065194578855,0.137226902876902,0.120500419534955
527,0.0976869962350887,0.137981640741481,0.121394479646835
528,0.0983051455369493,0.138368032409178,0.123015187337249
529,0.098894986803152,0.13867462635471,0.124777438499597
530,0.0994113293482326,0.139148146593086,0.126116068755691
531,0.0999464264214337,0.139710441940532,0.127658927560182
532,0.100525058855281,0.140283713811303,0.129155084663536
533,0.101119141556547,0.14069119850816,0.129698476747179
534,0.101732097925961,0.141082870577538,0.130493469739563
535,0.102344738339426,0.141489701748572,0.131780573116564
536,0.102939737067971,0.142053369840786,0.132439373992192
537,0.103538371775157,0.142634367820097,0.13281370661081
538,0.104163771793613,0.143035621339894,0.133576495605007
539,0.104785183239456,0.143568407591117,0.13436740868587
540,0.105409993485673,0.144200071703918,0.135131840138422
541,0.106072944386351,0.144608180340902,0.135940995127758
542,0.106715854814978,0.145019516705692,0.136775602299209
543,0.107302264335474,0.145504696178252,0.137638297568078
544,0.107897029313662,0.146030604008594,0.138015123576268
545,0.108506419466748,0.146566266887119,0.138175668302202
546,0.109112695087767,0.147082153361063,0.138907619442661
547,0.109736142968286,0.147551698652373,0.139544958160042
548,0.110364471175695,0.148001132154326,0.139955803198112
549,0.110945472480834,0.14848831831337,0.140307510823696
550,0.111508785384118,0.149008003769679,0.140791489660827
551,0.112069936180103,0.149612026048024,0.141638718332089
552,0.112638039902262,0.150128469674085,0.142153626593438
553,0.113209806383237,0.150590906931986,0.142377473196362
554,0.113789229086615,0.151262882049948,0.142755015369657
555,0.11432768177312,0.151851161904353,0.143096695170379
556,0.114811013340526,0.15230569380019,0.143398578276645
557,0.115286437068582,0.152796938303405,0.143689311413646
558,0.115776799723003,0.153305738987437,0.1437023269593
559,0.116282473877644,0.153831281024143,0.143250447324877
560,0.116779968610034,0.15427820833763,0.142969804215134
561,0.117245066368833,0.154720372764598,0.142938149415713
562,0.117644829650384,0.155388874772891,0.142853371685218
563,0.118029070648404,0.156021579692137,0.142704466369018
564,0.118422752036162,0.15650548972485,0.142406761301914
565,0.118805762879848,0.15698069364611,0.141833288712487
566,0.119170125877231,0.157455578708489,0.141027648737943
567,0.119495694036113,0.158009510310378,0.14044978247325
568,0.119815180127415,0.158506802599441,0.139765158670699
569,0.120135118409592,0.158924852247082,0.138931314043545
570,0.12046216001197,0.159335466890494,0.137942724797026
571,0.120745080256505,0.159772062466675,0.136969217232132
572,0.120961786879394,0.160321343427751,0.136104887875503
573,0.121217818988139,0.16071547285896,0.135099343094095
574,0.121483527638631,0.16104714893868,0.134076597809969
575,0.121668113706273,0.16157891627757,0.133139243830084
576,0.121836858580528,0.161983382025737,0.132363790396353
577,0.12201419813492,0.162209584363537,0.131624465832509
578,0.122202534254469,0.162654810092389,0.130727709195786
579,0.122389545058717,0.163146519191469,0.129921238167885
580,0.122572732862468,0.163408163645634,0.129218450212354
581,0.122738885729916,0.163732099339768,0.12842068575723
582,0.122887650831244,0.164137239116545,0.127633625821789
583,0.123021510614743,0.164509294103975,0.127253264449136
584,0.123164265644559,0.164826380471155,0.126884334974163
585,0.123328164777079,0.165073416650702,0.126472005773733
586,0.123496782206993,0.165238463873536,0.125727131047535
587,0.123675926792208,0.165421148562072,0.124899085025216
588,0.123866468641045,0.16576092581662,0.124559843728075
589,0.124061198601407,0.166036483553757,0.124302479198674
590,0.124258198589056,0.16619167025501,0.124003836229152
591,0.124412054993274,0.166378388820506,0.123513040541529
592,0.124538578466142,0.166508117942635,0.122930771701556
593,0.124651670028062,0.166612220310798,0.122542395064796
594,0.124735996659091,0.1668179202217,0.12240145275392
595,0.124810841693512,0.167126372139044,0.122231167699594
596,0.124877333956243,0.167316663750372,0.121862782224412
597,0.124923592961879,0.167561216278066,0.121580065859017
598,0.124954530282613,0.167884769710046,0.121452028385654
599,0.124974473678492,0.16811017433853,0.12113538293035
600,0.124986029821871,0.168310897622308,0.120800785986941
601,0.124997246932148,0.168585925238679,0.120803357061482
602,0.12498232223128,0.168764072357357,0.120416765827883
603,0.124941142552932,0.168859908265104,0.119725817198279
604,0.124894484389119,0.1690734328773,0.119469524297665
605,0.12483665250801,0.1691860667616,0.119280991008214
606,0.12475462054314,0.169125832953905,0.119030155442961
607,0.124642015817179,0.169196851910725,0.118137625721336
608,0.124514361952494,0.169326633596163,0.11722008784476
609,0.124402102528525,0.169409749355737,0.116731799348266
610,0.124301519503994,0.16943628091868,0.116621967075093
611,0.124194024350227,0.169437325202028,0.116720374853894
612,0.124028179693594,0.169441700439593,0.116262636601854
613,0.123872788286327,0.169433328932316,0.115534959325445
614,0.123761893456747,0.169447156229393,0.114697922308052
615,0.123624774681219,0.169472981741955,0.114338079728891
616,0.123480548759623,0.169529573047966,0.114072003276798
617,0.123383164257984,0.169662995788975,0.112876816535982
618,0.123299124420457,0.169699485912571,0.112173558737772
619,0.123228653476034,0.169653341764164,0.112047032846257
620,0.123173476035139,0.169868217410475,0.111482181268335
621,0.123125169962303,0.170048935219568,0.110970029641947
622,0.123094749489918,0.169896734253402,0.110849236200811
623,0.123064500922707,0.169898646223955,0.110585631256713
624,0.123040289853445,0.170062681925777,0.110146767318453
625,0.123055706899795,0.170043047659864,0.109820366597439
626,0.123093230973552,0.170020071303917,0.109701065788815
627,0.123137995533377,0.17002302920968,0.109905128586851
628,0.123170472026342,0.170255788891383,0.110165248151122
629,0.123187564059025,0.170491745370408,0.110211449785725
630,0.123205895560268,0.170374967745428,0.109814573518037
631,0.123248861633183,0.170221966782183,0.109534012761707
632,0.123309300974389,0.170166817665406,0.109491468226894
633,0.123336092903068,0.170213959854191,0.108953272628489
634,0.123376190879635,0.170315466972119,0.108339432328708
635,0.123442228494673,0.170432989328455,0.107913904534677
636,0.12352829735577,0.170546480188112,0.107416828129232
637,0.123625035746725,0.170673945298898,0.106720138517938
638,0.123732453926499,0.170820128719011,0.105774959541152
639,0.123843998720519,0.17088996555769,0.104426773662928
640,0.123958939706478,0.170910292677282,0.102913510035782
641,0.124079403650018,0.171048910831716,0.102352985520091
642,0.124224894751059,0.171297935193653,0.101694748197396
643,0.124395651507345,0.171618294206506,0.100340315713918
644,0.124493711215067,0.171666432494782,0.0991027427834944
645,0.124545251753771,0.171584005644673,0.0981483155244647
646,0.124620227594281,0.171648126242469,0.0969734845554206
647,0.124711165720905,0.171737887336167,0.095760547683874
648,0.124777655261787,0.171848063844352,0.0946783511379142
649,0.124674956044831,0.171915452154373,0.0941251051151625
650,0.124483346456753,0.171894220727774,0.0937317925601809
651,0.124277320601834,0.171744471412317,0.092989513536945
652,0.124045966662821,0.171718280079837,0.0923439316409252
653,0.123763344874653,0.171776601779458,0.091839905110648
654,0.123379434933803,0.171729685097098,0.0914456164114158
655,0.122930012063445,0.171703752454733,0.090956249600564
656,0.122400029709848,0.171656199287788,0.0902175289350264
657,0.121797254967401,0.171152805058038,0.0901779871847783
658,0.121124925249134,0.170638373172457,0.0900796594308396
659,0.120369780381486,0.170510216184172,0.0890263314176861
660,0.119570529847279,0.170400879218074,0.0883780355032484
661,0.11871279486356,0.170238715976675,0.0881741029710063
662,0.117832171124614,0.169860941715936,0.0873788729082062
663,0.116924193650416,0.169526303367914,0.0865068648868396
664,0.115995665256315,0.169368664360334,0.0861117696725498
665,0.115080962448267,0.169068448282201,0.0853906373559025
666,0.114203886757514,0.168742253212022,0.0846541216613758
667,0.113394199124336,0.168511502396244,0.0850739730321864
668,0.112597152781846,0.168376656764741,0.0852685206528003
669,0.111835324967454,0.168254409932373,0.0848252306210801
670,0.111190952742389,0.168049611145545,0.0835834631145892
671,0.110652291352965,0.167936581517619,0.0830834128682927
672,0.110208384890744,0.168088441094916,0.0840422703897849
673,0.109847061570492,0.168114539343372,0.08445471361086
674,0.109572930366716,0.168059407402507,0.0843561025862577
675,0.109389128462299,0.168253980538615,0.0842434511687515
676,0.10930649758696,0.168421774689859,0.084443141694629
677,0.109316999434217,0.168564603765768,0.0849470210187817
678,0.109365180130624,0.168807882876903,0.0857407480209586
679,0.109523947998275,0.169133217774332,0.0864438430780232
680,0.109874714195928,0.169509363073428,0.0867018581696309
681,0.110309962894879,0.169740565837758,0.0873364960311342
682,0.110852690162315,0.169930479161325,0.0885363875861302
683,0.111631916645539,0.170423738330021,0.090191460684117
684,0.112561744407503,0.170914842826909,0.0919660362883832
685,0.113604928494465,0.171304146892989,0.0938661119825493
686,0.114809803119062,0.17179496544242,0.0956781092081215
687,0.116297678474477,0.172313301810011,0.0986734942455961
688,0.11801574631911,0.172482490939117,0.1042277030197
689,0.119711775537677,0.172862199645048,0.108931519465715
690,0.121231337518026,0.173446607910436,0.111979632507223
691,0.122828412016357,0.173960253840051,0.116127512930299
692,0.124503873420225,0.174537100968151,0.120598236956778
693,0.126289165526596,0.175176348959817,0.125737571907918
694,0.128051129136231,0.175630547942755,0.132493927486898
695,0.129754079595878,0.175894761583598,0.140333319494854
696,0.131300377106667,0.176070194205972,0.147563487541548
697,0.132706392309047,0.1763423979453,0.154869417377133
698,0.134058088544686,0.176736336250451,0.162653866887821
699,0.135457989846873,0.177010099688574,0.17148072808605
700,0.136816915941423,0.177212651845612,0.181864409450293
701,0.138002146334478,0.177401636650968,0.193069579574429
702,0.139083667039372,0.177609114468303,0.203720217455121
703,0.140036566309508,0.177830182578564,0.213961372709024
704,0.140847160582708,0.178017052398875,0.224616528855161
705,0.141629072850601,0.178137066665241,0.234851948017015
706,0.142397493255106,0.178245174513277,0.244989018323727
707,0.143024556765755,0.178407999090838,0.255797811753449
708,0.143594674174044,0.178561161775159,0.266888995348008
709,0.144148544984429,0.178668760605979,0.277455491714553
710,0.144659468447683,0.178557877690253,0.287308752510243
711,0.145149866921116,0.178441326079383,0.297039254346182
712,0.145635414645487,0.178711668310151,0.307932431378395
713,0.146102759829397,0.179037805109856,0.318013574618563
714,0.1465597356922,0.179232766238384,0.327034180004806
715,0.147038370775096,0.179119304506138,0.336499453103894
716,0.147575633338531,0.178942259326592,0.346057997203274
717,0.14824192217103,0.179074551124126,0.355900444696255
718,0.148965857007397,0.179471271084285,0.366092906843593
719,0.149652271131935,0.179908002929403,0.376564109553533
720,0.150097411503186,0.179438782605978,0.386215013350845
721,0.150224285536556,0.179366059633635,0.393024300748068
722,0.150195351586719,0.179926018946103,0.397618636854541
723,0.150419587275233,0.180173680691159,0.402547847298889
724,0.150827506985772,0.180163836514595,0.408921125896649
725,0.151298623590787,0.179793557314137,0.416958010032324
726,0.151695186692297,0.179801574484536,0.423850144077512
727,0.151973672878333,0.180215052169668,0.428858890057759
728,0.152231969255259,0.180162884271694,0.433242246714929
729,0.152486890539528,0.180094727025703,0.437167364136039
730,0.152735525774646,0.180150280672076,0.440955823594905
731,0.152943218351498,0.18019916587755,0.444346176899189
732,0.153055572266064,0.180107051803663,0.447113998237996
733,0.153013280259031,0.180033273350233,0.448993544419872
734,0.153074318392659,0.180206151692536,0.451072938048762
735,0.153245286264597,0.180517103429538,0.453445035622779
736,0.153404826711553,0.180582158024823,0.455553467864503
737,0.153596270420131,0.180620221967213,0.458079218067022
738,0.153806963276086,0.180749823066638,0.46081618845704
739,0.15397702931909,0.180817646895608,0.462465177612544
740,0.154120185276423,0.180786855082813,0.463789866690795
741,0.154255015209735,0.180723449925521,0.466248739713866
742,0.154453601733575,0.180719467396595,0.467970640673346
743,0.154693085418923,0.18084268071373,0.469055804181182
744,0.15487814951957,0.181048427577967,0.471070029790173
745,0.155044795993452,0.181237631645535,0.472780443822798
746,0.155211133558968,0.181316325384278,0.4737065782804
747,0.155418257070171,0.181382022783861,0.475136584102149
748,0.155653716294223,0.181475106821632,0.47676791493287
749,0.155857599289138,0.181658310823458,0.478341329404004
750,0.156098735723811,0.181752386700812,0.479560824964246
751,0.15636198654873,0.181698145620725,0.480491089389849
752,0.156541837841797,0.181631256150748,0.481614608496568
753,0.156735295418372,0.181595762265442,0.482832478558262
754,0.156992225919005,0.18159463432819,0.484229396054201
755,0.157243263961368,0.181769096360437,0.485350489959569
756,0.157462231015273,0.181989188340088,0.486396888751588
757,0.157613031074124,0.182065686270897,0.487951879193174
758,0.15768407158581,0.182088356878275,0.489126342846998
759,0.157783853701556,0.182130914059557,0.490329155447448
760,0.158406044506065,0.182304285509866,0.494682811007151
761,0.159629178531481,0.18241361740407,0.501694641068235
762,0.160684334812102,0.181894564258492,0.50460442673523
763,0.16102802260378,0.181785107165972,0.504143430182916
764,0.160922522449341,0.182240381797399,0.503097339187643
765,0.160863482729823,0.182615485419389,0.503316323825862
766,0.160669473278671,0.182449011353898,0.502192083447259
767,0.160457928130754,0.182234368095439,0.500720374071187
768,0.160434294518044,0.18241194262832,0.500750612696025
769,0.160469192444623,0.182601912016846,0.500874167810766
770,0.1605128616951,0.182715126265133,0.500598021673605
771,0.160620735473401,0.182679430041031,0.501269796154511
772,0.160775408161072,0.182651106159664,0.50245978591099
773,0.160941648578304,0.182799918332169,0.50333115813903
774,0.161122834363924,0.182925026078257,0.504189026287453
775,0.161311791893167,0.183019012831633,0.505116394966908
776,0.161478317799608,0.183065424571373,0.506197646493468
777,0.16165200077826,0.183065596969257,0.507350455166391
778,0.161856480919851,0.183090803320048,0.508298357967503
779,0.16206099986665,0.183111787208315,0.509029978422164
780,0.162245140002441,0.183164231987673,0.50993584877113
781,0.162353523392885,0.183319925822235,0.511016970421234
782,0.162520799173004,0.183411392808223,0.51226450734753
783,0.162755308955286,0.183403863055505,0.513749050574494
784,0.162928047913121,0.183518628557955,0.515169060479296
785,0.163084584131285,0.183536886055575,0.516205444609402
786,0.163257832219554,0.18333526847353,0.516927408258833
787,0.163461094346674,0.183559926376369,0.517806598400868
788,0.163682281285564,0.183924533694038,0.519025830927528
789,0.16389906236904,0.183795665549209,0.520144115829567
790,0.164096475245241,0.183817667900456,0.521112763964236
791,0.164257814590375,0.184007190059943,0.521977945755111
792,0.164352612294716,0.183909536317885,0.522989431404003
793,0.164437079563362,0.183799226793844,0.524103282465387
794,0.164552616329202,0.183792011358933,0.525259884468309
795,0.164705074466497,0.184039579850693,0.525801979054493
796,0.164866293592968,0.184327952869846,0.526343819441969
797,0.165016849541482,0.184346994090287,0.527699001372275
798,0.165148357994547,0.184124420511419,0.529433146724483
799,0.165271764923736,0.183861132877807,0.531090680767656
800,0.165422380569908,0.184149673042324,0.531514585538605
801,0.165575273595159,0.184490514465196,0.531928719016899
802,0.1657171468932,0.184423530391654,0.532749300314892
803,0.165855755976809,0.184278187315147,0.533923313023211
804,0.165983287527743,0.184154124971629,0.535315830497857
805,0.166083824948749,0.184219324701368,0.536730534001002
806,0.166181290866135,0.184413746265307,0.537771218628204
807,0.166275754937636,0.184611984327564,0.538437507637585
808,0.166361818550155,0.184409983480426,0.538718805139439
809,0.166487390622099,0.184382142839916,0.539848075412439
810,0.166665198139369,0.184686792543392,0.542033828413581
811,0.166884019871291,0.184886031159071,0.543322977598339
812,0.16713536410592,0.184955010900051,0.544505472732315
813,0.167432308229682,0.1848178277275,0.546746864267267
814,0.167684664376485,0.184828384092591,0.5485613156236
815,0.167904479664269,0.185018508159563,0.549579522112762
816,0.168207733019551,0.184909790365831,0.551373686351618
817,0.168405212716965,0.184833843946771,0.552767195786436
818,0.168426278568644,0.18496966786887,0.553384815722581
819,0.168411334312546,0.18513093409537,0.55316821387201
820,0.168380331437255,0.184981292526143,0.552985400467689
821,0.16835181735989,0.184520003599779,0.554136989602578
822,0.168380571474202,0.184399307492205,0.555036222306844
823,0.168443431656875,0.184631835871884,0.555739876512394
824,0.168535414070458,0.185110190963457,0.557084881010125
825,0.168530727243774,0.18510816467924,0.558964707361031
826,0.168426789211821,0.184518277710139,0.560502329998252
827,0.168398909508061,0.184118717986713,0.560060045168411
828,0.168402047863509,0.184071957799447,0.559361026397909
829,0.168400733825668,0.184412428040742,0.559945173655212
830,0.16844523255416,0.18448211053791,0.561421622558432
831,0.168479034221066,0.184424309169784,0.562957102603911
832,0.168403934357599,0.184880058103646,0.562509782204722
833,0.168310633812539,0.185034959862013,0.561867615476667
834,0.168225541047526,0.184799042259919,0.561747899373866
835,0.168177848092253,0.184842886311504,0.56259987586996
836,0.168104784688642,0.184810477573519,0.563149082841171
837,0.167945419228466,0.184475042887042,0.562913453566938
838,0.167808133426316,0.184416361331983,0.563357862794967
839,0.167685736856222,0.18435030167857,0.5643350774322
840,0.167555285164086,0.183821373345823,0.565207817792635
841,0.167433701873114,0.183604748158318,0.565978358035302
842,0.167325226440416,0.18380811292388,0.566672136744888
843,0.167267257883496,0.183835651594933,0.566866241200549
