sample_id,station_id,project,station,datetime,date,time,lat,lon,depth,nap_method,wv_deviation,wavelength,ad
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,403,0.164577633174893
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,404,0.162630773811959
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,405,0.161357641736792
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,406,0.159758835912977
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,407,0.158446823144818
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,408,0.156404938278404
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,409,0.155249580075692
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,410,0.152790385561395
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,411,0.151258983079226
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,412,0.150218036826237
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,413,0.149188420918236
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,414,0.147996873493402
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,415,0.145653198617588
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,416,0.14346593296743
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,417,0.142141017693974
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,418,0.140056483895891
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,419,0.138435095143425
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,420,0.137561276933847
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,421,0.136411696090249
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,422,0.134246639909897
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,423,0.131920401285767
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,424,0.130009586099438
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,425,0.129468614979275
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,426,0.128334911937157
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,427,0.12649388540606
wiseman-1,wiseman-BDA-01-2019-08-17T22:25:00Z,wiseman,BDA-01,2019-08-17T22:25:00Z,2019-08-17,22:25:00,49.25,-68.11715,0,measured,0,428,0.124597492197828
