"sample_id","station_id","project","station","datetime","date","time","lat","lon","depth","wavelength","ag"
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,282,12.10558132
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,283,11.9242431
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,284,11.74534606
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,285,11.56329391
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,286,11.38656169
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,287,11.21291549
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,288,11.0345942
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,289,10.86189223
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,290,10.69626047
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,291,10.53228687
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,292,10.36815206
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,293,10.2089687
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,294,10.05510527
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,295,9.90499573
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,296,9.75633708
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,297,9.61313654
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,298,9.472239
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,299,9.33926378
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,300,9.20884489
"wiseman-1","wiseman-BDA-01-2019-08-17T22:25:00Z","wiseman","BDA-01","2019-08-17T22:25:00Z","2019-08-17","22:25:00",49.25,-68.11715,0,301,9.07416545
