class,wavelength,r_rs_b_mean,r_rs_b_sd
alaria,693.1,0.02795943054833277,0.01242648937357742
alaria,694.6,0.03118364607934113,0.01262291251686393
alaria,696.1,0.0345891263718801,0.01288702106890497
alaria,697.6,0.038390852074793994,0.013482566939434433
alaria,699.1,0.04285756193249333,0.014431738923344137
alaria,700.6,0.04790435803342879,0.015678714101339385
alaria,702.1,0.05300060518421846,0.01693135901613605
alaria,703.5,0.05806579363439783,0.01844154892435034
alaria,705,0.06341685517494239,0.019798374410594417
alaria,706.5,0.06851750683974606,0.021589687756202878
alaria,708,0.07390663548920906,0.023444207051559904
alaria,709.5,0.07940204177515435,0.02544339068374069
alaria,711,0.08459656717953286,0.028020678854413054
alaria,712.5,0.09053068133860764,0.03158690765447954
alaria,713.9,0.09758645570357799,0.03603508816451066
alaria,715.4,0.1067041013020492,0.04066685084462679
alaria,716.9,0.11718510352703461,0.047442620811006884
alaria,718.4,0.13212102101776999,0.05492223798209104
alaria,719.9,0.14837146185785188,0.06479189711548071
alaria,721.3,0.1630029431919152,0.07349747573660965
alaria,722.8,0.17856865041126885,0.08336069486645889
alaria,724.3,0.19379150849538215,0.09225851112686487
alaria,725.8,0.2128835116832276,0.09988980940614932
alaria,727.2,0.2272296704393718,0.10720343425433265
alaria,728.7,0.23474701521036279,0.11302979559226023
alaria,730.2,0.25224346708370476,0.11370978616742947
alaria,731.7,0.2551393971654727,0.12046083320050316
alaria,733.1,0.2592822868336062,0.1263778169075602
alaria,734.6,0.264933611243018,0.12657915426081462
alaria,736.1,0.2575377362863902,0.12527906731513402
alaria,737.5,0.25983034706112773,0.12194771912417514
alaria,739,0.2590775767538703,0.11578462016815395
alaria,740.5,0.2539340531618579,0.11608909179183942
alaria,742,0.2513983299827537,0.11907436407446743
alaria,743.4,0.25297390578964934,0.12354653139395273
alaria,744.9,0.25381095891063266,0.12362160465660635
alaria,746.3,0.2479427301919334,0.12413748400576663
alaria,747.8,0.2473686640373404,0.12346311176169225
alaria,749.3,0.24450388369362894,0.11633868937575953
alaria,750.7,0.24148727338543077,0.11598496828625639
alaria,752.2,0.22869265928868465,0.11728027015925807
alaria,753.7,0.22176046821936335,0.10401340810343403
alaria,755.1,0.21691325523177826,0.10546322629177107
alaria,756.6,0.20398251366700262,0.10807165764214902
alaria,758,0.19847238722816454,0.09898063449452489
alaria,759.5,0.1896794130951664,0.10008070524430944
alaria,760.9,0.1884818432063129,0.1019562077300848
alaria,762.4,0.1871116861215087,0.0907709257961915
alaria,763.8,0.18013809702720657,0.08881373907543091
alaria,765.3,0.1745792913554278,0.07687488463936598
alaria,766.8,0.15812159826299374,0.07605851771186808
alaria,768.2,0.14551190759733526,0.0648748549906292
alaria,769.7,0.14156759658872586,0.0753738088110834
alaria,771.1,0.13391535729544746,0.0774640993295157
alaria,772.5,0.1161452185446293,0.0661016546433741
alaria,774,0.10239183788060677,0.06083224516606524
alaria,775.4,0.10834553641903587,0.04874113825421883
alaria,776.9,0.11306473569881875,0.043314199528094253
alaria,778.3,0.1074566982196255,0.04258197421035493
alaria,779.8,0.1082206222154791,0.048408988778110215
alaria,781.2,0.10671011505328237,0.04927148858214866
alaria,782.7,0.08618114651556483,0.05642303771285323
alaria,784.1,0.07994173394364618,0.040666007825283915
alaria,785.5,0.08737582108044427,0.03711480023185827
alaria,787,0.08349873831666989,0.0456580865803925
alaria,788.4,0.09117117692059115,0.04612748318137041
alaria,789.8,0.0824539024665169,0.04523703347940923
alaria,791.3,0.07485891950585503,0.048914259242748975
alaria,792.7,0.06841431700634368,0.03799880392928728
alaria,794.1,0.08013372032050219,0.0381460337222209
alaria,795.6,0.08896474710344505,0.03504014454652955
alaria,797,0.08119970712063498,0.0539893537926243
alaria,798.4,0.07367123546472862,0.05759078090061862
alaria,799.9,0.07503600044762845,0.04623769664221527
cca,338.5,0.03649626588264433,0.011915446952227291
cca,340.2,0.03713209201795027,0.012012518101654924
cca,341.8,0.037313832991526324,0.012427663930606495
cca,343.4,0.03670191617730841,0.012673722602343262
cca,345.1,0.036390326583367605,0.012330789711381258
cca,346.7,0.0367453457298027,0.012237483592894916
cca,348.4,0.03686336932491306,0.01301102976799237
cca,350,0.03586463103864189,0.012123345422169397
cca,351.6,0.03680298062516519,0.012224383250384446
cca,353.3,0.03640961808114838,0.011473084740321474
cca,354.9,0.03660702736361168,0.011722734303471635
cca,356.5,0.03650470304984163,0.01178912872065819
cca,358.2,0.03644384306285435,0.012560989995197414
cca,359.8,0.03631193558859332,0.011369496161934892
cca,361.4,0.03608946412707583,0.011046055745416202
cca,363.1,0.036300662735232025,0.01233184077323542
cca,364.7,0.0364225205641887,0.012593627456286952
cca,366.3,0.03600217074398099,0.011787831627259373
cca,368,0.03664835918641351,0.011824157184883588
cca,369.6,0.03626609250442449,0.011354283514031659
cca,371.2,0.03633404120266559,0.010840792804327025
cca,372.8,0.03587432956911442,0.011384583414377437
cca,374.5,0.03535671245103208,0.011182163476838541
cca,376.1,0.03533516176168554,0.011526542299377728
cca,377.7,0.03540396952590008,0.011619328931657473
cca,379.4,0.03508732410920147,0.011335139934408819
cca,381,0.03504377464770178,0.010941023852047463
cca,382.6,0.03491375398459934,0.010705994103383347
cca,384.2,0.03436619078227472,0.010910118204674461
cca,385.8,0.03436192549548806,0.010868750907837737
cca,387.5,0.03414250487152943,0.01080376431678315
cca,389.1,0.03407338356115215,0.010922601738881292
cca,390.7,0.0340949539142144,0.010859125302074276
cca,392.3,0.03401437950470499,0.010721398681568095
cca,394,0.03352499097485953,0.010497090981350621
cca,395.6,0.033206088215577585,0.01048592340742926
cca,397.2,0.033054794822950304,0.010118650292333744
cca,398.8,0.03269490140963487,0.010189271485269156
cca,400.4,0.03253966755401022,0.00993883095396623
cca,402,0.03220960710190076,0.009720060086545905
cca,403.6,0.03193473527631657,0.009642748567121124
cca,405.3,0.031533873122105226,0.009448654413187997
cca,406.9,0.03107422220847252,0.00926906076253762
cca,408.5,0.030550273200767617,0.009049463813757841
cca,410.1,0.030157841728336097,0.008832115867354483
cca,411.7,0.029667837810926117,0.008731516318640045
cca,413.3,0.029233996435435037,0.008559099399385126
cca,414.9,0.028879241140676592,0.00836603593158095
cca,416.5,0.028595600483279582,0.008204156899684902
cca,418.2,0.028359886072648093,0.008059656201830547
cca,419.8,0.02812685234926422,0.007956970284600802
cca,421.4,0.027962447077983378,0.007900042335515809
cca,423,0.027838444887241694,0.007798742440992221
cca,424.6,0.027679229134611617,0.007694411838010233
cca,426.2,0.027551520257230695,0.007631655983465266
cca,427.8,0.027424386482061826,0.007531772029720318
cca,429.4,0.027249318827994553,0.007434165929487934
cca,431,0.026992658549086036,0.007330954100820623
cca,432.6,0.02658527143131521,0.007138483076824557
cca,434.2,0.026416168916064377,0.00695423728401683
cca,435.8,0.026236685035112034,0.006844776688772574
cca,437.4,0.026153150553751663,0.006796064867735624
cca,439,0.026159979276426586,0.00675580894367677
cca,440.6,0.02621402008314856,0.006775754664367656
cca,442.2,0.026410597620653033,0.006810225562183327
cca,443.8,0.026804035446208817,0.006933145833750999
cca,445.4,0.027366235302741848,0.0071424106503251185
cca,447,0.02807849987399765,0.007443655449483011
cca,448.6,0.028949638939493854,0.007793465630508966
cca,450.2,0.029934574941229777,0.008165728717797362
cca,451.8,0.030966164644560534,0.008562415771892056
cca,453.4,0.0319680926902975,0.00895241133307596
cca,455,0.032849323432904184,0.009321626068012961
cca,456.6,0.03359373039615746,0.009618617929526351
cca,458.2,0.03419447426194935,0.009837791428876157
cca,459.8,0.03462500942791903,0.010030328613220124
cca,461.4,0.034916307977764356,0.010173919728228498
cca,463,0.035140279164473404,0.010260808286952161
cca,464.6,0.035324875601652705,0.010343113238812814
cca,466.2,0.03548326866134282,0.01042860794658651
cca,467.8,0.035660146852794804,0.01052174472668514
cca,469.3,0.03586823845576512,0.010624621540353303
cca,470.9,0.036098366779221853,0.010745664099847793
cca,472.5,0.0363033294361027,0.010866029122223241
cca,474.1,0.03650580690085427,0.010956674797941221
cca,475.7,0.036631690486062726,0.011027757071236016
cca,477.3,0.03663433388064081,0.01105207553007686
cca,478.9,0.03651722013243602,0.0110297820997934
cca,480.5,0.03628925819183806,0.010948162840869436
cca,482,0.03593163217631999,0.01080890757259882
cca,483.6,0.035471281095205434,0.010617895652448412
cca,485.2,0.0349199637066974,0.010391272489396019
cca,486.8,0.03424577856172324,0.010130903088824033
cca,488.4,0.033460577958387805,0.009840795822684774
cca,490,0.03282874700094645,0.009534584829687883
cca,491.5,0.03232254273713467,0.009281998962191255
cca,493.1,0.0318773948732342,0.009100252542772023
cca,494.7,0.03152633860528877,0.008954863205863963
cca,496.3,0.031389579689815095,0.008880046869552244
cca,497.8,0.03145259022373259,0.008916203118822059
cca,499.4,0.031712304546181715,0.009061285423326028
cca,501,0.03219434941643816,0.009304525925721958
cca,502.6,0.03290244443062751,0.009655272658292115
cca,504.1,0.033839318106217986,0.010113666775356033
cca,505.7,0.03496707566440593,0.010644281557604218
cca,507.3,0.0362242068105985,0.011249348624480794
cca,508.9,0.0375327965802688,0.011903716418686533
cca,510.5,0.03879739464070171,0.012566546542078384
cca,512,0.03996490323013127,0.013171534758063212
cca,513.6,0.040991133480583045,0.013725446519674231
cca,515.2,0.04182807189369228,0.014217180287724073
cca,516.7,0.042473078114397114,0.01461247535879995
cca,518.3,0.04291579189912374,0.01497969901847711
cca,519.9,0.04322026721926647,0.015252384188248716
cca,521.5,0.0434801536267434,0.01542299732367319
cca,523,0.043618468477560006,0.015557244345782179
cca,524.6,0.04348836761052216,0.015593459675092139
cca,526.2,0.04330238453687302,0.01560141094666716
cca,527.7,0.04302690446606106,0.01559385871713667
cca,529.3,0.04266454753303398,0.015516931543226012
cca,530.8,0.042389885036128845,0.015401340201682675
cca,532.4,0.04212790364614037,0.01531968488661208
cca,534,0.04182132131368852,0.01524116366087371
cca,535.5,0.041536787585260075,0.015150185550634316
cca,537.1,0.04133883817017424,0.01505832002818414
cca,538.7,0.041143495634494424,0.014975042355054098
cca,540.2,0.040963403021158085,0.01488714121017567
cca,541.8,0.040770375501885836,0.014804860541725305
cca,543.3,0.040640524748992164,0.014721254506681571
cca,544.9,0.04059009003763138,0.014655922841019004
cca,546.5,0.04059085649442612,0.014605687734998965
cca,548,0.04061234493164827,0.014559478596713032
cca,549.6,0.04064724360889977,0.014524701060108001
cca,551.2,0.04069246957579414,0.014469412147834957
cca,552.7,0.0407061683122441,0.01440484751345329
cca,554.3,0.040654379936600364,0.014305618261220118
cca,555.8,0.04051751087249282,0.014150759915720937
cca,557.4,0.040236781055120484,0.01393381677799282
cca,558.9,0.03978636333261669,0.013639431376761175
cca,560.5,0.0391803234552815,0.013263394829362302
cca,562,0.03850045096005923,0.012820010134039606
cca,563.6,0.03786191232690785,0.012397678977998216
cca,565.1,0.03734045761590725,0.01206061601746902
cca,566.7,0.03704571328990841,0.011869263444655628
cca,568.2,0.03706786140147025,0.011855848987428952
cca,569.8,0.037545111486916485,0.012090404332589292
cca,571.3,0.03853072994527225,0.012631376991038376
cca,572.9,0.040037139032081975,0.01346669527558784
cca,574.4,0.042030527182173094,0.014515558304435686
cca,576,0.044439484011055665,0.015788079593963448
cca,577.5,0.04711351330819177,0.017141970701870027
cca,579.1,0.04990948308359602,0.01847812197229451
cca,580.6,0.05269627158859237,0.019741131762152746
cca,582.2,0.05536551670073767,0.020875635228496454
cca,583.7,0.05785845731067743,0.021864354655955532
cca,585.2,0.060157282269578866,0.02274441466045385
cca,586.8,0.06227084841759397,0.02353670286605248
cca,588.3,0.06414179858079506,0.024167023543864016
cca,589.9,0.06581808980569617,0.02476103420844259
cca,591.4,0.06724695185076354,0.025252003757120032
cca,593,0.06847601565426392,0.025587372955843818
cca,594.5,0.0695707925239256,0.025836771349776445
cca,596,0.07047894018120907,0.02608469010489913
cca,597.6,0.0711911813115795,0.02627672634544387
cca,599.1,0.07169458228409589,0.02639028158165964
cca,600.7,0.07194370365817401,0.02641800004596534
cca,602.2,0.07190184726762246,0.026327863423717728
cca,603.7,0.07159832600291212,0.026142513248023927
cca,605.3,0.07107719024765637,0.02582867088423828
cca,606.8,0.0704002484764043,0.025461470784921066
cca,608.3,0.06960337749927398,0.02501776164342102
cca,609.9,0.06867590004790153,0.0245423134796301
cca,611.4,0.06771401553288862,0.02405763829307962
cca,612.9,0.06671672786731758,0.023556044792784586
cca,614.5,0.06577567781498693,0.023097035801938066
cca,616,0.06491689303232298,0.022659813498959524
cca,617.5,0.06415942169894084,0.022291067463537897
cca,619,0.06352652571684464,0.021949820238089682
cca,620.6,0.06305353985113504,0.021648648145460112
cca,622.1,0.06279187637392088,0.021449968925263494
cca,623.6,0.06266933102260673,0.02129834647399852
cca,625.2,0.06266113092697365,0.02122383834049968
cca,626.7,0.06278867407918055,0.02119895343008538
cca,628.2,0.06304448513971882,0.021200095975805848
cca,629.7,0.06342972961084425,0.021276638497055626
cca,631.3,0.06391530299342603,0.021380348668830734
cca,632.8,0.06448523198996409,0.0215234738867913
cca,634.3,0.0651848723321488,0.021725773804692632
cca,635.8,0.06608460523472735,0.02201200168763489
cca,637.3,0.06709090386813923,0.022347515079322044
cca,638.9,0.06824665245173706,0.022704021868416444
cca,640.4,0.0694848192082804,0.023149106061004746
cca,641.9,0.07072173653994301,0.023583854474918023
cca,643.4,0.07177970577928523,0.023942270344785525
cca,644.9,0.07288597621727295,0.02437474677813711
cca,646.5,0.07381938301342927,0.024676254208859213
cca,648,0.07433165330605465,0.024732143729697204
cca,649.5,0.07432618504033538,0.02465625960283031
cca,651,0.07395392194192578,0.024440854135752244
cca,652.5,0.07324465189144247,0.024018661451928578
cca,654,0.07225948431580331,0.023593828202537297
cca,655.5,0.07110031509379953,0.023004905474860865
cca,657,0.06958447190506345,0.02228095134531009
cca,658.6,0.06689553070911959,0.021079587160262276
cca,660.1,0.06359837525105022,0.01964041614772716
cca,661.6,0.060165200970180056,0.018121874657447273
cca,663.1,0.05664778653668253,0.016523488358109413
cca,664.6,0.053271506917015814,0.015061578346435423
cca,666.1,0.05000812777969221,0.013697569526951217
cca,667.6,0.047190029772064865,0.012509874573344942
cca,669.1,0.04473809365284564,0.011439662134762805
cca,670.6,0.042794084237540386,0.010500558198964987
cca,672.1,0.04133153524375476,0.009772643018348758
cca,673.6,0.040165456747463524,0.009234960577251431
cca,675.1,0.039314216786689435,0.008678442920783158
cca,676.6,0.038668947518878775,0.008249018171195516
cca,678.1,0.03832717106683661,0.00794384675335559
cca,679.6,0.038218252577324016,0.007660391509210507
cca,681.1,0.038508195133842266,0.007620838759134763
cca,682.6,0.03911662114893749,0.0077372425857526765
cca,684.1,0.04024299299055613,0.008015643568363935
cca,685.6,0.04202002038186596,0.008518126967496424
cca,687.1,0.044838161718144476,0.009428838108754452
cca,688.6,0.048042478181085105,0.010517523658954139
cca,690.1,0.05133344298125594,0.011775533178221631
cca,691.6,0.055229347460874816,0.01303224748677713
cca,693.1,0.06007134558108879,0.014708077761200221
cca,694.6,0.06566902304042274,0.01653769044723135
cca,696.1,0.0719700244495911,0.018763238291998115
cca,697.6,0.07899452269035032,0.021160583740044956
cca,699.1,0.08687305885496992,0.02358955508491232
cca,700.6,0.09571894911271647,0.026135609418452558
cca,702.1,0.10533857486314341,0.028856093189612807
cca,703.5,0.1151764543542476,0.031509343733961304
cca,705,0.1256131671799389,0.03426329089312142
cca,706.5,0.1365775318411035,0.036578344032357345
cca,708,0.14863547197407867,0.03950108412196254
cca,709.5,0.1610138205458185,0.041508217556324965
cca,711,0.1762008852065243,0.044957636818319
cca,712.5,0.19167885040560245,0.04782867062333738
cca,713.9,0.21042550558661316,0.0512708566181092
cca,715.4,0.23410442175202656,0.05660222607799924
cca,716.9,0.26058217650714527,0.06228906709266532
cca,718.4,0.2875104979002639,0.06568059128259143
cca,719.9,0.3184273624678257,0.07488101564536477
cca,721.3,0.3423194681836292,0.0721265132349085
cca,722.8,0.3626121248600989,0.073307739351975
cca,724.3,0.3703354793967569,0.06942197625261466
cca,725.8,0.388185758309386,0.07085540337371134
cca,727.2,0.40611326621057087,0.06818457311238615
cca,728.7,0.39279252235182993,0.06387442997313585
cca,730.2,0.3909889550800588,0.07699387775681656
cca,731.7,0.3874904811430976,0.0504445656764486
cca,733.1,0.37345458189159303,0.04801989810719183
cca,734.6,0.36448131311824905,0.06627063379275795
cca,736.1,0.358587092994291,0.07224628044797972
cca,737.5,0.34793553535059507,0.06920526868383113
cca,739,0.34120226978569007,0.058172900961968324
cca,740.5,0.33441521965984217,0.041600621414717834
cca,742,0.3258161045525151,0.04540395642377553
cca,743.4,0.31571305107437253,0.0503291086920372
cca,744.9,0.3080997710868991,0.0526448346888789
cca,746.3,0.29724694212436065,0.039570126292467936
cca,747.8,0.2947989762380226,0.04723191377142046
cca,749.3,0.2947003109872659,0.04378129895570849
cca,750.7,0.3007695385732916,0.042669411710839066
cca,752.2,0.2948262307489863,0.04677108530579408
cca,753.7,0.27149008439031996,0.044908511188122405
cca,755.1,0.2649088494404227,0.03608063526324125
cca,756.6,0.25589990751759906,0.05150645880734988
cca,758,0.25872313947760406,0.052581060602024776
cca,759.5,0.25220111381678534,0.04068453759614279
cca,760.9,0.2538972676814809,0.040778751742402294
cca,762.4,0.23813645236358288,0.02794975470288562
cca,763.8,0.22298130618357281,0.039792363192256174
cca,765.3,0.2228254933650883,0.03713849986402681
cca,766.8,0.21144182842968554,0.04333274508690421
cca,768.2,0.204601344847191,0.03395386144595014
cca,769.7,0.20744372475729256,0.02557879668411778
cca,771.1,0.19246804692961952,0.022446700716832944
cca,772.5,0.19926762897500414,0.035826566338635554
cca,774,0.1856434160194565,0.027983271437880316
cca,775.4,0.18076357320230116,0.026731626531431543
cca,776.9,0.1715542596918763,0.025770295594370454
cca,778.3,0.16417216852597571,0.031594718671348
cca,779.8,0.17040541113545762,0.03280443205406827
cca,781.2,0.15297741031033296,0.045082930836796126
cca,782.7,0.16000271773088912,0.03888908935002238
cca,784.1,0.1527909379625793,0.035679533632468306
cca,785.5,0.1576001264852961,0.030330425260649725
cca,787,0.15170762204636873,0.024262150629179278
cca,788.4,0.1593791388493654,0.031128151447322273
cca,789.8,0.15544094213325746,0.04049597179079949
cca,791.3,0.15248346508739277,0.0483243508414232
cca,792.7,0.13370369069545682,0.03587181246862702
cca,794.1,0.13406629982144805,0.030362745046745316
cca,795.6,0.12632292222148706,0.028023776370248932
cca,797,0.1354269872840071,0.030547511654622377
cca,798.4,0.1261466734036748,0.030850006835090302
cca,799.9,0.1325690715024121,0.013551087819735836
gravel,338.5,0.04998783419677578,0.009205447259968406
gravel,340.2,0.04998562761906757,0.007120437974850132
gravel,341.8,0.05028274368963988,0.00786442432569536
gravel,343.4,0.04951487118414521,0.007994503688086945
gravel,345.1,0.04907186632315477,0.00795774777594782
gravel,346.7,0.048936956068596056,0.009129811421974833
gravel,348.4,0.04644633176815269,0.010211313229840029
gravel,350,0.04629922216847607,0.009892653901794685
gravel,351.6,0.04579325164468773,0.008866042990675237
gravel,353.3,0.04531945341386267,0.009588303997718775
gravel,354.9,0.044530057779258767,0.008106087919582138
gravel,356.5,0.04343675893298687,0.007465816298085676
gravel,358.2,0.04437336234776253,0.0072848282176305726
gravel,359.8,0.04303803631119714,0.00717416445924537
gravel,361.4,0.04300651566915415,0.008544528235262925
gravel,363.1,0.04060855141027633,0.007912044004940706
gravel,364.7,0.0399735234645172,0.006783636070090232
gravel,366.3,0.03837578768092508,0.0068173405782811156
gravel,368,0.037656267581219684,0.006251763947039147
gravel,369.6,0.03674465154201534,0.006831302627122928
gravel,371.2,0.0364574866729985,0.006595080399739908
gravel,372.8,0.03617901038078596,0.006729718487098082
gravel,374.5,0.036141885500303735,0.0058078568530765895
gravel,376.1,0.03536568148801094,0.005560737091256645
gravel,377.7,0.03392626095068834,0.005400434112264882
gravel,379.4,0.03277332419092462,0.005547673069602846
gravel,381,0.0332791694633699,0.006084237600913028
gravel,382.6,0.03368967241628603,0.005989050655868407
gravel,384.2,0.03383887175173854,0.00567901869451905
gravel,385.8,0.03295373407332862,0.005612779559473749
gravel,387.5,0.032108041194110745,0.005530293602590252
gravel,389.1,0.03150060852817782,0.005518843015187947
gravel,390.7,0.031206851586646146,0.005625608552960496
gravel,392.3,0.03119801836689862,0.005823995026314418
gravel,394,0.03124042644611308,0.005384025293497267
gravel,395.6,0.03078201157672706,0.0050558205092803765
gravel,397.2,0.03054335167185148,0.005228405999294307
gravel,398.8,0.029877487741329985,0.00528968429476788
gravel,400.4,0.029282675752458034,0.005230022749134972
gravel,402,0.02893435486485689,0.005485022774130253
gravel,403.6,0.028817631439723337,0.005337221892811029
gravel,405.3,0.028848344379576684,0.0053126470936316825
gravel,406.9,0.028877830697764013,0.005402073857563013
gravel,408.5,0.028923310414799154,0.0054626549312339345
gravel,410.1,0.02902085628650041,0.005513146166816812
gravel,411.7,0.029153397666557203,0.0054941712705023
gravel,413.3,0.029215161328092154,0.005438704000101181
gravel,414.9,0.02933091192536968,0.00545152355569417
gravel,416.5,0.029391910932875458,0.005534497265394787
gravel,418.2,0.029640226850163015,0.005555164150172786
gravel,419.8,0.029827132829196443,0.0055774352356933645
gravel,421.4,0.030064306098800116,0.0056476180362906685
gravel,423,0.030305098062721348,0.0056491640187989875
gravel,424.6,0.030562085748321186,0.005675837355122466
gravel,426.2,0.03087698842325515,0.005715317179947497
gravel,427.8,0.031121318742438522,0.005780593045481561
gravel,429.4,0.0314369271632979,0.0058674632367677676
gravel,431,0.031746811466762656,0.005786609895689048
gravel,432.6,0.031993520986415676,0.005772851538198282
gravel,434.2,0.03221919370184306,0.005816567004019282
gravel,435.8,0.03251807865862752,0.005838867702989372
gravel,437.4,0.0328296930415764,0.00590571426024091
gravel,439,0.033175038787768465,0.00593080801812777
gravel,440.6,0.03354328431594137,0.00594675134613592
gravel,442.2,0.03388783388582893,0.005998730398139372
gravel,443.8,0.03428805287036877,0.006124470125501524
gravel,445.4,0.03470851555901629,0.0062463102064211585
gravel,447,0.035143550219981896,0.006318794207775045
gravel,448.6,0.03555856719943169,0.006416574253142216
gravel,450.2,0.03598385229969372,0.0065156092998782085
gravel,451.8,0.03641229429585551,0.006639922025756884
gravel,453.4,0.03683122309635904,0.006733828132823024
gravel,455,0.03724355462082568,0.00679058266516968
gravel,456.6,0.03762448505788854,0.006858654642376571
gravel,458.2,0.037989380601599565,0.006947982437203685
gravel,459.8,0.038353369929359706,0.007006332344040028
gravel,461.4,0.03870374944751728,0.007061178694397706
gravel,463,0.03905193480589004,0.007144198431223798
gravel,464.6,0.03940112424428134,0.007242130615867978
gravel,466.2,0.03976340834102795,0.007320446152566029
gravel,467.8,0.040140465474234055,0.0073928383285930665
gravel,469.3,0.04051520308428522,0.0075008121740239835
gravel,470.9,0.040909992339018014,0.0075937122331427125
gravel,472.5,0.041313618199037144,0.007698529805502984
gravel,474.1,0.041726933637831545,0.007824799584872942
gravel,475.7,0.042124555620187236,0.007962162604629758
gravel,477.3,0.042528114864675906,0.008069245166121322
gravel,478.9,0.04291539474650126,0.008166170059724236
gravel,480.5,0.04328614477988912,0.008255295504064591
gravel,482,0.043641708097450015,0.008366799607358076
gravel,483.6,0.04397161951573006,0.008482357441669223
gravel,485.2,0.044331634314643466,0.00859169810231492
gravel,486.8,0.0446724498979306,0.008593204768592409
gravel,488.4,0.04501519962062983,0.008582312627587529
gravel,490,0.04536015687069569,0.008639064263712623
gravel,491.5,0.04571273318620363,0.00874363073299311
gravel,493.1,0.04607823675126854,0.008817611133576667
gravel,494.7,0.04645421810514767,0.008892358872542824
gravel,496.3,0.04685521025323902,0.008998091907993392
gravel,497.8,0.047263142266689984,0.00912541680273648
gravel,499.4,0.04769442693022512,0.00923970662583418
gravel,501,0.048151176432945426,0.009337764037442948
gravel,502.6,0.04862111082784461,0.009434978374531656
gravel,504.1,0.04910456043858986,0.009535574640410339
gravel,505.7,0.04961045381238934,0.009651928185120532
gravel,507.3,0.05011224965429713,0.009816144947837259
gravel,508.9,0.05060717576105929,0.009961677090217209
gravel,510.5,0.05110831638410287,0.010102976556308011
gravel,512,0.051621695979638955,0.010274820503849957
gravel,513.6,0.052108276826824014,0.010435039684114833
gravel,515.2,0.052610799650251235,0.010590204395542337
gravel,516.7,0.053120587692345254,0.010772025993391781
gravel,518.3,0.0536089123356142,0.010863819184988526
gravel,519.9,0.05414007452602298,0.011024010185393555
gravel,521.5,0.05469811258794887,0.011299007361739787
gravel,523,0.05522540342705977,0.011545244328934548
gravel,524.6,0.05572377877058281,0.011706421668156893
gravel,526.2,0.056175423395295424,0.01186267641009086
gravel,527.7,0.056563370668586445,0.011889569851079822
gravel,529.3,0.056976941864970855,0.011967212084611436
gravel,530.8,0.05742282431538399,0.01212049328080687
gravel,532.4,0.05782416258418611,0.012260005891822563
gravel,534,0.058200065479516186,0.012341637981043312
gravel,535.5,0.058593002904204355,0.012427512780448655
gravel,537.1,0.058982044177681436,0.012537575017382872
gravel,538.7,0.05937130469353664,0.012634675141044981
gravel,540.2,0.0597587323850768,0.012726003077668527
gravel,541.8,0.06016555245074478,0.012779739033156452
gravel,543.3,0.06056700197375241,0.012845176825340471
gravel,544.9,0.06099555390673763,0.012947909129961369
gravel,546.5,0.061430465901481476,0.013052975829721996
gravel,548,0.06186422955281873,0.013163494376081265
gravel,549.6,0.062297076198213334,0.013264237768662366
gravel,551.2,0.06275684566627461,0.013369001292264348
gravel,552.7,0.0632119374653665,0.013491064777977487
gravel,554.3,0.06368546770628011,0.01361516265404168
gravel,555.8,0.0641604149338546,0.013790596156050546
gravel,557.4,0.0646236498714057,0.013965160804800085
gravel,558.9,0.06507968148598461,0.014137332935194029
gravel,560.5,0.06551064625027092,0.014274535507419016
gravel,562,0.06593976798398027,0.01447077716106321
gravel,563.6,0.06632238759103791,0.014679274353790512
gravel,565.1,0.06669189518339155,0.014902063825547601
gravel,566.7,0.06704428415925467,0.01508532670272311
gravel,568.2,0.06738817985700743,0.015285416043689421
gravel,569.8,0.06773899373151633,0.01550141574692256
gravel,571.3,0.06804775332862154,0.015678247968473436
gravel,572.9,0.06833859737915988,0.01583360113966927
gravel,574.4,0.0686409340846437,0.016043972450218612
gravel,576,0.06893608852949991,0.01622741296906859
gravel,577.5,0.0692366542621354,0.016349914387436184
gravel,579.1,0.06951588738832777,0.016424358443232093
gravel,580.6,0.06977488067860432,0.016483960076601866
gravel,582.2,0.07003421857996515,0.016562840810879605
gravel,583.7,0.07029703977041546,0.01668042761739243
gravel,585.2,0.07052068100083621,0.01683906761511013
gravel,586.8,0.07071732700192876,0.016963268991639472
gravel,588.3,0.07093296213050548,0.017146334107569935
gravel,589.9,0.07110042271347368,0.017222167229605224
gravel,591.4,0.0712906011608479,0.017208641769391724
gravel,593,0.07147083991024115,0.017275807443724586
gravel,594.5,0.07158487730583744,0.01743131897730434
gravel,596,0.07167140542690811,0.017569113985820384
gravel,597.6,0.07171762286249905,0.017689234550616353
gravel,599.1,0.07169041176476791,0.01778633133856566
gravel,600.7,0.07162430199318973,0.017823837328549
gravel,602.2,0.07156854653788787,0.01777364274254268
gravel,603.7,0.07150248498523822,0.01768145621918331
gravel,605.3,0.07153764371405842,0.017696489500116097
gravel,606.8,0.07154106187412454,0.017637180096059534
gravel,608.3,0.07159732405951946,0.017628790612497607
gravel,609.9,0.07163689383651728,0.01766963885797908
gravel,611.4,0.07162065510629716,0.017637533400996528
gravel,612.9,0.07167889777608943,0.017688330022351213
gravel,614.5,0.07164303871906848,0.017744528699072205
gravel,616,0.07168826886046853,0.017796912994478803
gravel,617.5,0.07170471503580664,0.017763571685124113
gravel,619,0.0717432239294613,0.017781746647377913
gravel,620.6,0.07185067600400362,0.017824171409639253
gravel,622.1,0.07191112882120294,0.017870403952318543
