class,wavelength,r_rs_b_mean,r_rs_b_sd
agar,635.8,0.00661321661568668,0.0027185509255595237
agar,637.3,0.0066130396989824754,0.0027457993853945055
agar,638.9,0.006675895716556322,0.002786762409915482
agar,640.4,0.0067896372660640955,0.0028278542253146175
agar,641.9,0.0069816011463270464,0.0028316533725534086
agar,643.4,0.007158859917538103,0.0028436946947051817
agar,644.9,0.007343819723640432,0.0028414246452259278
agar,646.5,0.00749815473202721,0.00281011675679764
agar,648,0.0076045518208745265,0.002779858098923126
agar,649.5,0.0076266076350797185,0.002773929640893313
agar,651,0.007549090383807754,0.002759818346936935
agar,652.5,0.007388389451871783,0.002706168649668719
agar,654,0.007148203540053175,0.0026636929703755946
agar,655.5,0.006894761968566254,0.002548217449241251
agar,657,0.006630011582760812,0.0024182197702718195
agar,658.6,0.00632551005271738,0.002259845985781354
agar,660.1,0.006087948630323452,0.00201578865671887
agar,661.6,0.005942399823996148,0.0016604583637282735
agar,663.1,0.005931577484389672,0.0012201217220151979
agar,664.6,0.0060833566992272315,7.161679836852042e-4
agar,666.1,0.006407517328237132,5.864871899941448e-5
agar,667.6,0.006950059006850919,6.971946715462621e-4
agar,669.1,0.007614532276865082,0.0015927883020981873
agar,670.6,0.008474397312301004,0.0026546820816172973
agar,672.1,0.009512218255906342,0.003811067598317962
agar,673.6,0.010651240898023833,0.005075554452682971
agar,675.1,0.011954364606889265,0.006358698370278061
agar,676.6,0.013321498766526368,0.007674487181882594
agar,678.1,0.014762692147002297,0.009039183701305176
agar,679.6,0.016153082553753643,0.0103987946255532
agar,681.1,0.01747937878974106,0.011633566488624063
agar,682.6,0.01881594670882605,0.012813869348389609
agar,684.1,0.020129351188877095,0.013660272563515371
agar,685.6,0.02174339402331244,0.014662804307670587
agar,687.1,0.024166637438683462,0.01631225628667261
agar,688.6,0.02632483281779067,0.017459787678153274
agar,690.1,0.02772299596045716,0.01733354834217584
agar,691.6,0.029204095910085787,0.01697889176692635
agar,693.1,0.031359252462599935,0.016792204018447096
agar,694.6,0.03445784724713048,0.01708592548593266
