class,wavelength,r_b_mean,r_b_sd
saccharina_latissima,488,0.017820000000000003,0.007719666443571252
saccharina_latissima,490,0.01794375,0.007750496455873004
saccharina_latissima,492,0.01805375,0.007830234371492339
saccharina_latissima,494,0.01819,0.007931192868194544
saccharina_latissima,496,0.018345,0.008002218198334134
saccharina_latissima,498,0.018525,0.008082528417828173
saccharina_latissima,500,0.018747500000000004,0.008196132853364447
saccharina_latissima,502,0.0190625,0.008288131574727802
saccharina_latissima,504,0.01943033333333333,0.008377688656319366
saccharina_latissima,506,0.01981625,0.008483794984778335
saccharina_latissima,508,0.020233,0.008551579468510482
saccharina_latissima,510,0.02067625,0.008634207494755958
saccharina_latissima,512,0.0211525,0.00876145856864027
saccharina_latissima,514,0.021671999999999997,0.008878857330760527
saccharina_latissima,516,0.02221316666666666,0.008998999797817034
saccharina_latissima,518,0.022802500000000007,0.009160766377601827
saccharina_latissima,520,0.023347500000000004,0.009305786800091117
saccharina_latissima,522,0.023856666666666665,0.009391512125318264
saccharina_latissima,524,0.024462499999999998,0.009585336294309132
saccharina_latissima,526,0.02511374999999999,0.009796625694595044
saccharina_latissima,528,0.025909999999999992,0.01008255629323486
saccharina_latissima,530,0.026679000000000012,0.01035212348050175
saccharina_latissima,532,0.027490000000000007,0.010577136309039425
saccharina_latissima,534,0.028306249999999998,0.010825283267078975
saccharina_latissima,536,0.02916125,0.011061305903068135
saccharina_latissima,538,0.030017666666666658,0.011318699987618811
saccharina_latissima,540,0.03097999999999998,0.011587146135073783
saccharina_latissima,542,0.03201316666666669,0.011886768793962109
saccharina_latissima,544,0.033158750000000015,0.012194363131689175
saccharina_latissima,546,0.034353166666666664,0.01248672855405446
saccharina_latissima,548,0.035772000000000005,0.01279878587991845
saccharina_latissima,550,0.03732624999999999,0.013153531785703025
saccharina_latissima,552,0.039098666666666636,0.013547780794080045
saccharina_latissima,554,0.041091250000000024,0.013966134822312161
saccharina_latissima,556,0.043231333333333365,0.014456077424871842
saccharina_latissima,558,0.04552500000000002,0.01495072322665363
saccharina_latissima,560,0.048026333333333324,0.015540989351863104
saccharina_latissima,562,0.05061866666666668,0.01620975248285906
saccharina_latissima,564,0.053208499999999985,0.016861028541350073
saccharina_latissima,566,0.055737083333333305,0.017493681919997717
saccharina_latissima,568,0.05811066666666662,0.01817054062670305
saccharina_latissima,570,0.0600884166666667,0.01876051486740911
saccharina_latissima,572,0.061855000000000014,0.0192747696768016
saccharina_latissima,574,0.06322533333333334,0.019721699498550103
saccharina_latissima,576,0.06429333333333334,0.019999880555198878
saccharina_latissima,578,0.06509925,0.02020343360359818
saccharina_latissima,580,0.065588,0.020343281937779855
saccharina_latissima,582,0.06581749999999999,0.020503099232189258
saccharina_latissima,584,0.06590533333333333,0.020592230142027414
saccharina_latissima,586,0.065965,0.020678382431902165
saccharina_latissima,588,0.06617600000000001,0.020795977495660072
saccharina_latissima,590,0.06672666666666667,0.020933371019074363
saccharina_latissima,592,0.06779500000000001,0.02134756389790179
saccharina_latissima,594,0.069136,0.021778257046880498
saccharina_latissima,596,0.070815,0.02219625249901433
saccharina_latissima,598,0.07237866666666666,0.022574882502462777
saccharina_latissima,600,0.07368749999999999,0.022891088519197807
saccharina_latissima,602,0.07444933333333333,0.023119554301740133
saccharina_latissima,604,0.07423125000000001,0.023285578037301326
saccharina_latissima,606,0.07298266666666664,0.023284290650803837
saccharina_latissima,608,0.0709133333333333,0.023163045760195018
saccharina_latissima,610,0.06841066666666666,0.02298746450664892
saccharina_latissima,612,0.06552799999999999,0.022735595879589336
saccharina_latissima,614,0.06287624999999998,0.0224694134116247
saccharina_latissima,616,0.06039466666666666,0.02223181973858391
saccharina_latissima,618,0.05828458333333333,0.02200554398659196
saccharina_latissima,620,0.056642166666666674,0.02195316486137149
saccharina_latissima,622,0.05545266666666668,0.021940498120548175
saccharina_latissima,624,0.05473,0.021941167072423474
saccharina_latissima,626,0.054194666666666676,0.021987651787107942
saccharina_latissima,628,0.05360000000000001,0.0220059249597315
saccharina_latissima,630,0.05295108333333335,0.021873757598845602
saccharina_latissima,632,0.05214933333333332,0.021756232108422528
saccharina_latissima,634,0.051433999999999994,0.021569876680222345
saccharina_latissima,636,0.05101866666666667,0.021561572505011995
