"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",4.27583740779098,4.20870688716538,4.01254276795416,3.6600909386113,3.32234876664387,3.0364646651556,2.7509482137797,2.51904111640494,2.3197567252875,2.13118004047696,1.95314821719023,1.82418648721837,1.73841065952224,1.65022269512425,1.56695429645098,1.49740077190647,1.44177801090059,1.38989660458109,1.33247239704102,1.27962196720572,1.24892266728442,1.2189058726109,1.18732770277596,1.14585734734818,1.10360173522759,1.08079521599501,1.05503868695417,1.03652307569069,1.01085278076307,0.97733106768878
"2",4.17781965687935,4.10580705667469,3.94264847306798,3.67203946980487,3.34689246606634,3.04975602034604,2.78058820547097,2.51496576995388,2.30606856094346,2.15036624287977,2.01614194354648,1.87467481654349,1.75361827801364,1.65441578620815,1.5466637536776,1.45890606443883,1.3948391330388,1.34908190453991,1.31219587165775,1.2687386452043,1.23121910966631,1.19625331765053,1.16172625347985,1.13320238061318,1.10225795628801,1.06733204919287,1.02624213914509,0.991392315806368,0.972691723907804,0.952254584329875
"3",4.15864792340683,4.1437010749243,3.97310864365165,3.62820084834877,3.25129169335417,2.94611941674184,2.69115745753614,2.44546360311805,2.23872805445323,2.07535043595423,1.93344973530871,1.80993431582597,1.70527363455948,1.62036322189147,1.53715317396621,1.45779939830561,1.39292768247583,1.33477412688262,1.29277893900795,1.25366761781354,1.21625452767696,1.17742275570068,1.13818520264833,1.10434285253758,1.06414966853469,1.0315293527428,1.00740308393882,0.990213454334949,0.966381373154862,0.943002057167322
"4",4.11346362372154,4.04389525658531,3.84530741017949,3.5035299657408,3.18700334586668,2.89703796362987,2.64860891401782,2.42640689801937,2.23657243118054,2.07218693375824,1.90517513952807,1.76776995219407,1.65696385249231,1.57110899028133,1.48923394957093,1.41672649496483,1.36415691464147,1.32038094406937,1.2770930991905,1.23225431508169,1.19013459324323,1.15123229678045,1.11399256521074,1.08027234999773,1.05159260574458,1.02451109452502,0.995921812877156,0.969507819389697,0.951256034663042,0.929690600048001
"5",4.06550168646432,3.98362850220617,3.79061968196696,3.48015933530003,3.18721167557238,2.90230474412737,2.61803811940684,2.36925208626897,2.18452764403115,2.04192892147921,1.90039268717576,1.77440048158158,1.66645345411885,1.57725022678704,1.4961468288183,1.42057086329259,1.36351447986802,1.31044205826858,1.26130231733008,1.21203307016008,1.16886304939953,1.13727053871147,1.10643310233326,1.07482135321708,1.04279528536298,1.01423339358938,0.988956749595673,0.959298633081971,0.933712677524608,0.913909069148104
"6",4.0314837050609,4.00200640970476,3.81092698763418,3.4414637540595,3.1070285168201,2.84202875217842,2.5982256801374,2.36356180191613,2.16695689481406,1.99918207611724,1.85341085888454,1.73935639262755,1.6460689201992,1.5591447707398,1.46770651885109,1.39012547825781,1.33062710248478,1.28634119063801,1.24550849888694,1.19824774194571,1.15905510271633,1.12253163029955,1.08894679270547,1.05714379556918,1.02351713259846,0.9970947389731,0.969803806848497,0.946016807577595,0.928670605932023,0.907541471455272
"7",3.97707683900478,3.89631920271692,3.69556283505776,3.3651040595826,3.05884522522268,2.79227240075136,2.54165649709201,2.32278307602999,2.13634960795673,1.97299911467683,1.82034378082936,1.70063594740743,1.60482161696863,1.52068484929253,1.44344571130108,1.3725177398523,1.30924204346435,1.2599423364883,1.21781159489664,1.1786629539661,1.1399323288311,1.10134617031036,1.06941687479794,1.03983625230292,1.01485758514108,0.989006234571085,0.957843645736408,0.931690734343612,0.913178846291476,0.893153124435982
"8",3.85281412328857,3.84044376289165,3.68778103498944,3.37326360636972,3.05204272746961,2.77285435388748,2.51728686609116,2.2949517096383,2.10485613721911,1.94130802759948,1.80365790406634,1.68720219515634,1.59318110643625,1.5097890333745,1.43117835176373,1.35940966680117,1.30278152290599,1.2547293078347,1.21215520717764,1.1694937255896,1.12717743723685,1.08756084804738,1.05161446971153,1.02425749774815,1.00067106894591,0.976126028222722,0.947782486564213,0.922216662771781,0.900835114015383,0.878189074174324
"9",3.86970049662432,3.78848806117089,3.60216143823554,3.30315008584288,3.01409501874225,2.734289859437,2.47019040168772,2.24623262651896,2.07474029667283,1.92648140868932,1.78667727384952,1.66588268980748,1.57164321285825,1.4883285806754,1.40442483484815,1.33345647815276,1.27855634482262,1.23412377121326,1.19075701250164,1.14740321369219,1.1089784127394,1.07497812098567,1.0447188862108,1.01342410354018,0.984746792003098,0.959126087294769,0.933123050535134,0.908504366403723,0.88659743593916,0.865171962427514
"10",3.81796167787029,3.74906139386433,3.56832856894218,3.25841336718415,2.94480034551831,2.69088565018343,2.45669573662953,2.22988045838581,2.04237586406533,1.88711828940193,1.7475912421867,1.62623960511429,1.5328875181274,1.46010069619284,1.38634913724311,1.31778550903813,1.25590903485771,1.20692697168076,1.16529563118268,1.12784334995384,1.09475350604599,1.05974955607166,1.02443060112796,0.991252688868608,0.963418747917335,0.939783152820221,0.915848682120717,0.892475896727781,0.871482261449457,0.851642506675493
