"","1","1.1","1.2","1.3","1.4","1.5","1.6","1.7","1.8","1.9","2","2.1","2.2","2.3","2.4","2.5","2.6","2.7","2.8","2.9","3","3.1","3.2","3.3","3.4","3.5","3.6","3.7","3.8","3.9","4","4.1","4.2","4.3","4.4","4.5","4.6","4.7","4.8","4.9","5","5.1","5.2","5.3","5.4","5.5","5.6","5.7","5.8","5.9","6","6.1","6.2","6.3","6.4","6.5","6.6","6.7","6.8","6.9","7","7.1","7.2","7.3","7.4","7.5","7.6","7.7","7.8","7.9","8","8.1"
"1",2.77080836448913,2.89425388349105,2.96504411681534,2.98317906446201,2.94865872643104,2.92421013548436,2.91165380113209,2.89351269521783,2.86343295400505,2.84832215881034,2.83436174957899,2.83057803547403,2.81567524188873,2.79799330517485,2.7775322253324,2.72825789195076,2.70685146490997,2.69323175658963,2.68739876698974,2.70551914489632,2.71106942264311,2.71438168103676,2.71545592007727,2.71429213976465,2.70530952526457,2.70521990354818,2.70645463356152,2.73161943926058,2.73088774337822,2.720837853399,2.70146976932293,2.63792422772686,2.6143422430035,2.60446104925053,2.60828064646796,2.6690207874657,2.67188910939362,2.66095663543056,2.63622336557654,2.56939334895488,2.54455280931458,2.5265899988335,2.52341452816599,2.51736662176194,2.5142772821957,2.51414650946729,2.51874368776465,2.52355594205645,2.53005885987793,2.53825244122908,2.58463375757808,2.57764947227432,2.55405392692563,2.51384712153203,2.38358596267938,2.34202536347088,2.31967317612328,2.31652940063659,2.40319941594803,2.40911779127051,2.39836820950232,2.37095067064345,2.3028251826099,2.267198418103,2.23638416195118,2.21038241415444,2.17754525055595,2.16830374938835,2.20034941490271,2.23912561943995,2.25646363711815,1.68429711939246
"2",2.89037424211865,2.88995664450162,2.87419276547883,2.84308260505028,2.79662616321599,2.76582001845366,2.75156377597998,2.74522115808575,2.74429074039549,2.75936564901024,2.78500571643699,2.87717066295925,2.9038346994433,2.91670229301944,2.91577344368767,2.87184990958001,2.84850176047923,2.82320718312229,2.7959661775092,2.72917886818085,2.70779036984606,2.70777065892323,2.72911973541236,2.77183759931344,2.91249453639068,2.9217997701513,2.90359709859868,2.7714967573275,2.71591539831538,2.67349755988286,2.64424324202996,2.66015741650889,2.64398857183033,2.61984906718662,2.58773890257775,2.50500512416865,2.48493466756025,2.48403447240632,2.50230453870685,2.58021416108088,2.59750195735629,2.60438527747823,2.59947469831397,2.58587238275628,2.56255404146682,2.52951967444557,2.45795427478338,2.42135150546972,2.39568093528867,2.38094256424022,2.38224767739711,2.38677455553212,2.39967051348616,2.42093555125924,2.50556654016136,2.51970527113625,2.51539000307287,2.49262073597123,2.3866722453285,2.35390493833024,2.33557214687561,2.3316738709646,2.36550895336745,2.36612767201107,2.36036268024787,2.34821397807784,2.32682910815234,2.30366032990947,2.29207496365761,2.27354777489867,2.23297797724742,2.16663033911628
"3",2.80638412321674,2.84325269013909,2.85635850278366,2.84570156115045,2.81128186523946,2.79210711623806,2.78930942398555,2.79202044891681,2.80387815236744,2.80947635873738,2.81672700779699,2.83961163682846,2.84514359965786,2.84624125847814,2.8429046132893,2.83625292878221,2.8238493549977,2.80655722714867,2.78437654523512,2.73027649107283,2.70532471244774,2.69224585430973,2.69103991665879,2.70170689949492,2.76074040139908,2.75885983823695,2.74555743589792,2.67750662059503,2.65020598731772,2.6318812268737,2.622532339263,2.63262289496203,2.63689661063028,2.64323667928274,2.65164310091941,2.68554673681971,2.68271484026463,2.66703977443095,2.63852153931868,2.57288297119786,2.5422677852695,2.51655104760088,2.48600556332709,2.47234922547139,2.4684110997391,2.47419118613022,2.52223904512381,2.52953590681833,2.52322665362405,2.50331128554097,2.43667388312022,2.40638612306993,2.37909864975362,2.35481146317129,2.32679039640747,2.31142590043363,2.30234607966731,2.29955093410852,2.32974132224437,2.32841446115958,2.31980489748721,2.30391263122728,2.27292868150548,2.25063298572769,2.22803214971969,2.20512617348148,2.17229004668254,2.15466983298319,2.15104590161089,2.15050357841104,2.14414580122283,1.89561510683986
"4",2.7922096731521,2.83338095931419,2.84634333868976,2.83109681127879,2.78764137708129,2.76183000164497,2.75499346304384,2.75435619172442,2.76658022330704,2.76345291858185,2.75946305841087,2.7548619245479,2.74905666785659,2.74227946228481,2.73453030783255,2.72835038351491,2.71820706418104,2.70606046645386,2.69191059033337,2.66188170450234,2.6473216678039,2.63936252132345,2.638004265061,2.64324689901653,2.66946322544584,2.6736136898179,2.67519053196564,2.67241628566401,2.66920876652353,2.66426443825049,2.65758330084489,2.65828126147569,2.64435493851673,2.62267220330136,2.59323305582958,2.52900337288871,2.5017862232009,2.48401501063209,2.47568973518226,2.49172799325791,2.48779961356699,2.48241547370541,2.46574513613693,2.45973700363834,2.45714403092689,2.45796621800258,2.47256779028094,2.47451443552193,2.47244945569454,2.46637285079875,2.45676043169007,2.44241862119415,2.42382658418695,2.40098432066848,2.3575407842092,2.33329318034317,2.31277008375221,2.29597149443633,2.29347169103012,2.27972578704305,2.26433133338552,2.24728833005752,2.22415771846597,2.20845733623703,2.1950748384524,2.18401022511205,2.18828365109264,2.17387898216137,2.13787299680682,2.1001237382899,2.07681842784896,1.93855704449078
"5",2.74844603169917,2.74147719753652,2.74451335074199,2.7575544913156,2.78060061925733,2.79472287834347,2.79937190155864,2.79982165354974,2.79203974799522,2.79310268627219,2.79424072215085,2.81096126299043,2.80667767676979,2.79571816652529,2.77808273225694,2.71883468919397,2.6940377777115,2.67674388586517,2.66695301365498,2.68617571086203,2.68581564315559,2.67962017039208,2.66758929257149,2.64972300969383,2.60848158730907,2.59638800207043,2.58965505476502,2.60998056284515,2.60953911802393,2.60424319849355,2.59409280425403,2.56524668796981,2.55111394888478,2.5412666719235,2.53570485708597,2.55067965047761,2.54302774506451,2.52932037483417,2.50955753978659,2.46654491217655,2.45137835714391,2.44272185730607,2.45758348919355,2.45798934647977,2.45647786403446,2.45304904185761,2.44412107009758,2.43882947757652,2.43418719455193,2.43019422102381,2.43646374371548,2.42888096971448,2.41712684969866,2.40120138366803,2.36994256180703,2.35051786851593,2.33236576560781,2.31548625308264,2.313668478486,2.2936012135985,2.26779992639223,2.23626461686721,2.18277190301916,2.15672528765892,2.13944073614077,2.13091824846471,2.15378769631536,2.14892683727793,2.15490435678312,2.15761976113385,2.14557907743231,1.88271099080035
"6",2.72754749380603,2.75572043225339,2.77354382683795,2.78101767755972,2.77814198441869,2.77848521416358,2.78244116069257,2.78622937297897,2.79470267045781,2.78731015072122,2.77460586081492,2.74078942969648,2.7231386787151,2.7070547185077,2.69253754907427,2.67802184263753,2.66691561247733,2.65801145644752,2.6513093745481,2.65177565426473,2.6481905281116,2.6437279429153,2.63838789867584,2.6321703953932,2.6296816850678,2.61712828257215,2.60075713732678,2.56197030874095,2.54176058809431,2.52648884671782,2.51615508461148,2.51977418941023,2.51558661384445,2.5103841217193,2.50416671303478,2.49878214275624,2.48932274379514,2.47767266510219,2.4638319066774,2.43875470046838,2.42932208255513,2.42430938237977,2.43984449414384,2.43991869325374,2.43642153998215,2.42935303432906,2.41309278638059,2.40197579329649,2.39131490044035,2.38111010781217,2.37994326487175,2.36628670046436,2.34878275804342,2.32743143760894,2.28755952293869,2.26488050823366,2.24551053780682,2.22944961165818,2.22279172944538,2.210815269495,2.19905133931644,2.18749993890969,2.1756773478041,2.16505659336382,2.15508058767525,2.14574933073838,2.14257662282228,2.1311572458737,2.12901480240764,2.12366294092019,2.10492345142374,2.04827465068457
"7",2.66961587911253,2.64110621918178,2.63523311797598,2.65199657549515,2.69139659173929,2.71155417347109,2.71125387812767,2.70216404568532,2.67453336317691,2.66965705780377,2.66632770217433,2.67126453223496,2.66861485208759,2.66458695784897,2.65918084951908,2.64903420975726,2.64146743644723,2.63388703496626,2.62629300531434,2.62554773847132,2.61614781635824,2.60247898267926,2.58454123743437,2.56233458062358,2.51761859478094,2.50501446151203,2.49978472283397,2.52568715691979,2.53035587749489,2.53121407137998,2.52826173857507,2.51823279673657,2.50901070221131,2.49813480759646,2.48560511289202,2.47118782074125,2.45550390070695,2.43831495048329,2.41962097007026,2.38897030754241,2.37742182168071,2.37200631529043,2.39481885175187,2.39652781701812,2.39342179684664,2.38550079123742,2.365953333272,2.35215230284409,2.33841724019259,2.32474814531748,2.30727536673968,2.29570597109043,2.28614302947529,2.27858654189427,2.28660754332132,2.27717516502914,2.26313037441357,2.24447317147463,2.20345433424141,2.18295166801956,2.166855415598,2.15516557697673,2.15460519860476,2.14470123459973,2.13319643753597,2.12009080741348,2.10237717014768,2.08791199428994,2.0751258291213,2.06193215784616,2.0466301628893,1.76517585257496
"8",2.63433968067928,2.61854759122501,2.62146397873699,2.64308884321521,2.68342218465969,2.70783256342467,2.71531488071227,2.71551816054189,2.7037566982495,2.69987369232043,2.69367854157352,2.67915394800361,2.67049652505978,2.66214653825184,2.65410398757981,2.64622064275711,2.63881922902534,2.63178541022518,2.62511918635662,2.62724074356947,2.61912731464361,2.60616022782203,2.58833948310474,2.56566508049173,2.52867412831106,2.50570338615129,2.48391938210484,2.44801666236456,2.43173085858798,2.4238374455221,2.42433642316695,2.45845286562373,2.46530013575257,2.46388265736896,2.4542004304729,2.41931397440023,2.40421482391157,2.39162985279837,2.38155906106063,2.37571498774811,2.36900853222079,2.36356474196382,2.36685518672604,2.36219810421375,2.35510157116347,2.34556558757517,2.32955738941458,2.31736267960681,2.30561831272415,2.29432428876659,2.28202129714173,2.27237003577873,2.26390090731354,2.25661391174616,2.26287136071324,2.25258432631652,2.23745007711128,2.21746861309752,2.18004981255266,2.15560834880044,2.13271702776208,2.11137584943758,2.0896302651389,2.07343227375126,2.06053087388699,2.05092606554609,2.05302934542658,2.0448650455361,2.05330905213714,2.05915371361931,2.04674197344381,1.98043832756605
"9",2.58864096228182,2.57815825085875,2.58334937963774,2.60421434861877,2.64075315780185,2.65918313229041,2.65852380675368,2.64818772207503,2.61617459347234,2.61330367864247,2.61347642356982,2.63547588105601,2.6349871875544,2.62936510701424,2.61860963943554,2.58461887502918,2.56680407950419,2.55120250010929,2.53781413684447,2.52967972020506,2.51992967422652,2.51050732517297,2.50141267304443,2.49264571784088,2.48355671776511,2.47609133358771,2.46936839247159,2.47096952096712,2.46418361962628,2.454570808374,2.4421310872103,2.42113929118802,2.40541444971037,2.39064325687257,2.37682571267462,2.36222625258439,2.35145456408434,2.3427408983964,2.33608525552056,2.3328249476186,2.32898592447578,2.32622762378296,2.330981383206,2.32888796502397,2.32468858193683,2.31838323394458,2.30702357325365,2.29812946199004,2.28924210952855,2.28036151586915,2.273163955474,2.26344447397339,2.25289116199299,2.24150401953281,2.23098177286896,2.21718985122348,2.20173559617112,2.1846190077119,2.16495440456964,2.14488137739143,2.12359605374002,2.1010984336154,2.06903279478205,2.05284401345878,2.04290902808559,2.03922783866248,2.0659565545182,2.05998552256077,2.04886680731259,2.0327159406486,2.01162709801172,1.90673682381709
