"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"1",2.34017624366999,2.30405168835619,2.3453103234233,2.32634209041112,2.32668308325199,2.30499291903526,2.29900322892021,2.33028296497637,2.35216672909948,2.3259113109707,2.28199345568143,2.2760721392722,2.30724583328441,2.32557261573759,2.30556455223421,2.29971116355079,2.30885462620877,2.30364449018085,2.26238448315116,2.22689358593623,2.22459394664453,2.23871740465429,2.25524980717749,2.27163935969593,2.25893701249522,2.22437290751157,2.16673881464669
"2",2.33127982618182,2.30551601334244,2.35223431074233,2.31078401913566,2.32901593894383,2.34612798968994,2.32110585800274,2.28569360815656,2.26754499055983,2.26119119630343,2.25424569349788,2.24215941966312,2.25134587990735,2.26441085420625,2.2546626382725,2.24468749804008,2.23294402909583,2.23948538190078,2.24176670805064,2.21953265216638,2.21624509594451,2.2134861478164,2.21503050659517,2.20212550011928,2.18150839143716,2.16291554531528,2.14573444059357
"3",2.32442003696926,2.3216148968712,2.32677533735092,2.29110845528772,2.30294435083104,2.31773853071565,2.32531141891456,2.29804905099437,2.26287769131364,2.23229525596951,2.23200412967227,2.24754490769986,2.24616478836125,2.2267330461284,2.20660980799318,2.20300296418601,2.20591918806431,2.20423162611569,2.19720126800631,2.20617247438035,2.2085589254064,2.19590617653473,2.17836647308873,2.16796398988457,2.16418559917391,2.16919196719274,2.18226629557786
"4",2.28084208314772,2.28045004605784,2.29662962307567,2.27889292076697,2.25798614551198,2.24554613419278,2.25207702069931,2.24656690622458,2.23896114571049,2.22503679361199,2.21292430484625,2.19526098993369,2.17578604344715,2.17908515535988,2.1851419186288,2.19723284317155,2.18876087802207,2.17580138260003,2.15909692842367,2.15211893122211,2.16179372130775,2.15763816986687,2.14946636859778,2.1490933483143,2.14707377031266,2.14645066804339,2.14621444333269
"5",2.24101700409318,2.24394977875886,2.25811798813479,2.23684565463451,2.22202956819014,2.21810577390504,2.22966937356916,2.23186936304263,2.22407191987133,2.20209588885584,2.18095760041064,2.17785488570054,2.17653103987455,2.17406977250337,2.15322890178849,2.14043700659155,2.14471347905135,2.15231688436222,2.15274531204973,2.14923237990059,2.14114503039739,2.13143418594682,2.12780854011253,2.12524520259067,2.12466838541622,2.12125094429511,2.11555218881052
"6",2.22798538596645,2.20998360812104,2.21176000425481,2.20113925403081,2.20812085472981,2.21116503926414,2.20654155286441,2.19303048822114,2.16733630111526,2.14847438715881,2.14152072245829,2.1384329285217,2.13188511561256,2.12109062982305,2.12665107325306,2.13072793535762,2.12359503691396,2.11801139456316,2.11101011655275,2.10584603925745,2.10050369415957,2.10290320787235,2.10738776981644,2.10267624246421,2.0922624457928,2.0753296711927,2.05275123843654
"7",2.19420899952526,2.20376571851311,2.19471650511799,2.16994047359994,2.16875451605552,2.16091588342138,2.15375595421727,2.14651693310447,2.14037371373464,2.13321699432534,2.12529205230488,2.11722306930654,2.10487400634984,2.10206913208912,2.10285803356519,2.10069059022952,2.09243603628532,2.08312393530276,2.07774096077466,2.08121616392157,2.07886562072247,2.06854237443706,2.05600174286287,2.05442804041096,2.05088261963185,2.04360373113786,2.0320159708981
"8",2.14432427459519,2.15357291295117,2.14452161809649,2.15331803095232,2.14420926366174,2.12940231379708,2.12044553240474,2.11478474144714,2.11537441521678,2.10661422659371,2.09441017204076,2.07723960253912,2.07120838618968,2.07509856572202,2.06775491369443,2.05778914085057,2.05059242430885,2.05419510693503,2.0551272500967,2.04891744017034,2.04242080661212,2.03795962380976,2.036876879716,2.04124143961076,2.03878641300814,2.02633467535951,2.00406405919948
"9",2.12218870234127,2.12959732203575,2.12346463194252,2.12106811401623,2.11019033776327,2.10365176912188,2.0985362014611,2.08994164921778,2.08217027541578,2.07345997293423,2.06713661697219,2.06423566338093,2.06038975623928,2.05008208543157,2.03564390984778,2.02927584217959,2.03297590901618,2.03440630058561,2.02699559734449,2.0211441153451,2.01603035119466,2.00904925599828,2.00402395905027,2.00615093168633,2.00727583451105,2.0045941055998,1.99812999043051
"10",2.07919558461874,2.08256019068506,2.07743108083684,2.0643949641753,2.07079820531139,2.08265402715058,2.08046935351693,2.06165542526665,2.04084126159418,2.02838335363313,2.02482045875251,2.02772416888515,2.02233194312729,2.01350996695379,2.01000095797374,2.00846471846113,2.00334781366724,1.99266677395394,1.9856896211661,1.98287751498989,1.97738852319894,1.97460976529611,1.96998631324995,1.96728491204253,1.96743941455685,1.96825262056396,1.9702370290009
