"","BDA.01","MAN.F01","MAN.F05","MAN.F11","MAN.F18","MAN.F21","MAN.F22","OUT.F01","OUT.F03","OUT.F18","OUT.F21","MAN.R21","MAN.R22","MAN.R23","MAN.R24","MAN.R25","OUT.R11","OUT.R12","OUT.R13","OUT.R14","OUT.R15","MAN.F0","MAN.F0.1","MAN.F03.5","MAN.F08","MAN.F12","MAN.F14","MAN.F15","MAN.F16","OUT.F52","OUT.F53","OUT.F54","OUT.F55","MAN.R11.5","MAN.R12A","MAN.R12B","MAN.R13","MAN.R14","MAN.R15","OUT.R01","OUT.R02","OUT.R03","OUT.R04","OUT.R05","MAN.R01","MAN.R02","MAN.R03","MAN.R04","MAN.R05","OUT.R06","OUT.R07","OUT.R08","OUT.R09","OUT.R10","MAN.R06","MAN.R09","MAN.R10","OUT.R21","OUT.R22","OUT.R23","OUT.R24","OUT.R25","wave"
"400",0.000292324,8.75652941176471e-05,0.000160798529411765,0.000158366294117647,0.000199945,0.000151077,0.000557017235294118,0.000140092225806452,0.000129440225806452,0.000427866125,0.00013037735483871,0.000130833529411765,0.000205053941176471,0.000239034823529412,0.000421687352941176,0.00101511405882353,0.000226965258064516,0.000244988875,0.000454889375,0.000601951125,0.000574674125,0.000225046588235294,0.00016785725,0.000311074529411765,5.24411764705882e-05,8.99179411764706e-05,0.000238635352941176,7.47529411764706e-05,0.000418420705882353,5.45483870967742e-06,4.38758709677419e-05,0.00016266975,0.000180319625,5.95470588235294e-05,0.000765080352941177,1.76411764705882e-05,0.000378801764705882,0.000619653117647059,0.000915037823529412,0.000726839375,0.00050893125,0.00031088425,0.000261074875,0.000292642375,0.000552287,0.000220976176470588,5.59875e-05,0,4.70433870967742e-05,0.000101622352941176,0.000175402588235294,0.000323956294117647,0.000370301882352941,0.000582931352941176,0.000337633411764706,0.000184642125,0.000190834,0.000285487,0.00034786775,0.001176368375,0.000330066612903226,0.000663222625,400
"401",0.000295053,8.90583529411765e-05,0.000164727235294118,0.000160491352941176,0.00019577,0.000151389,0.000560094882352941,0.000142382290322581,0.000132551290322581,0.00042949478125,0.000132383741935484,0.000137520235294118,0.000205577529411765,0.000240532588235294,0.000425789823529412,0.00101990047058824,0.000231164903225806,0.00024745146875,0.00045947609375,0.00060630428125,0.00057939878125,0.000227213705882353,0.0001684710625,0.000311606235294118,5.40294117647059e-05,9.17215294117647e-05,0.000237408823529412,7.64235294117647e-05,0.000421047647058824,7.14193548387097e-06,4.65195483870968e-05,0.0001656031875,0.00017882665625,6.04764705882353e-05,0.000771006823529412,1.78294117647059e-05,0.000379917117647059,0.000627121941176471,0.000922617588235294,0.00074116909375,0.0005152648125,0.0003153080625,0.00026349596875,0.00029329934375,0.00055398325,0.000225099411764706,5.7071875e-05,0,5.26273548387097e-05,0.000102686823529412,0.000177470705882353,0.000327170352941176,0.000373761058823529,0.000585239823529412,0.000341978294117647,0.00018802028125,0.0001952715,0.00029240275,0.0003557984375,0.00118970159375,0.00034986864516129,0.00066947240625,401
"402",0.000297782,9.05514117647059e-05,0.000168655941176471,0.000162616411764706,0.000191595,0.000151701,0.000563172529411765,0.00014467235483871,0.00013566235483871,0.0004311234375,0.000134390129032258,0.000144206941176471,0.000206101117647059,0.000242030352941176,0.000429892294117647,0.00102468688235294,0.000235364548387097,0.0002499140625,0.0004640628125,0.0006106574375,0.0005841234375,0.000229380823529412,0.000169084875,0.000312137941176471,5.56176470588235e-05,9.35251176470588e-05,0.000236182294117647,7.80941176470588e-05,0.000423674588235294,8.82903225806452e-06,4.91632258064516e-05,0.000168536625,0.0001773336875,6.14058823529412e-05,0.000776933294117647,1.80176470588235e-05,0.000381032470588235,0.000634590764705882,0.000930197352941176,0.0007554988125,0.000521598375,0.000319731875,0.0002659170625,0.0002939563125,0.0005556795,0.000229222647058824,5.815625e-05,0,5.82113225806452e-05,0.000103751294117647,0.000179538823529412,0.000330384411764706,0.000377220235294118,0.000587548294117647,0.000346323176470588,0.0001913984375,0.000199709,0.0002993185,0.000363729125,0.0012030348125,0.000369670677419355,0.0006757221875,402
"403",0.000300511,9.20444705882353e-05,0.000172584647058824,0.000164741470588235,0.00018742,0.000152013,0.000566250176470588,0.000146962419354839,0.000138773419354839,0.00043275209375,0.000136396516129032,0.000150893647058824,0.000206624705882353,0.000243528117647059,0.000433994764705882,0.00102947329411765,0.000239564193548387,0.00025237665625,0.00046864953125,0.00061501059375,0.00058884809375,0.000231547941176471,0.0001696986875,0.000312669647058824,5.72058823529412e-05,9.53287058823529e-05,0.000234955764705882,7.97647058823529e-05,0.000426301529411765,1.05161290322581e-05,5.18069032258064e-05,0.0001714700625,0.00017584071875,6.23352941176471e-05,0.000782859764705882,1.82058823529412e-05,0.000382147823529412,0.000642059588235294,0.000937777117647059,0.00076982853125,0.0005279319375,0.0003241556875,0.00026833815625,0.00029461328125,0.00055737575,0.000233345882352941,5.9240625e-05,0,6.37952903225806e-05,0.000104815764705882,0.000181606941176471,0.000333598470588235,0.000380679411764706,0.000589856764705882,0.000350668058823529,0.00019477659375,0.0002041465,0.00030623425,0.0003716598125,0.00121636803125,0.000389472709677419,0.00068197196875,403
"404",0.00030324,9.35375294117647e-05,0.000176513352941176,0.000166866529411765,0.000183245,0.000152325,0.000569327823529412,0.000149252483870968,0.000141884483870968,0.00043438075,0.000138402903225806,0.000157580352941176,0.000207148294117647,0.000245025882352941,0.000438097235294118,0.00103425970588235,0.000243763838709677,0.00025483925,0.00047323625,0.00061936375,0.00059357275,0.000233715058823529,0.0001703125,0.000313201352941176,5.87941176470588e-05,9.71322941176471e-05,0.000233729235294118,8.14352941176471e-05,0.000428928470588235,1.22032258064516e-05,5.44505806451613e-05,0.0001744035,0.00017434775,6.32647058823529e-05,0.000788786235294118,1.83941176470588e-05,0.000383263176470588,0.000649528411764706,0.000945356882352941,0.00078415825,0.0005342655,0.0003285795,0.00027075925,0.00029527025,0.000559072,0.000237469117647059,6.0325e-05,0,6.93792580645161e-05,0.000105880235294118,0.000183675058823529,0.000336812529411765,0.000384138588235294,0.000592165235294118,0.000355012941176471,0.00019815475,0.000208584,0.00031315,0.0003795905,0.00122970125,0.000409274741935484,0.00068822175,404
"405",0.000305969,9.50305882352941e-05,0.000180442058823529,0.000168991588235294,0.00017907,0.000152637,0.000572405470588235,0.000151542548387097,0.000144995548387097,0.00043600940625,0.000140409290322581,0.000164267058823529,0.000207671882352941,0.000246523647058824,0.000442199705882353,0.00103904611764706,0.000247963483870968,0.00025730184375,0.00047782296875,0.00062371690625,0.00059829740625,0.000235882176470588,0.0001709263125,0.000313733058823529,6.03823529411765e-05,9.89358823529412e-05,0.000232502705882353,8.31058823529412e-05,0.000431555411764706,1.38903225806452e-05,5.70942580645161e-05,0.0001773369375,0.00017285478125,6.41941176470588e-05,0.000794712705882353,1.85823529411765e-05,0.000384378529411765,0.000656997235294118,0.000952936647058824,0.00079848796875,0.0005405990625,0.0003330033125,0.00027318034375,0.00029592721875,0.00056076825,0.000241592352941176,6.1409375e-05,0,7.49632258064516e-05,0.000106944705882353,0.000185743176470588,0.000340026588235294,0.000387597764705882,0.000594473705882353,0.000359357823529412,0.00020153290625,0.0002130215,0.00032006575,0.0003875211875,0.00124303446875,0.000429076774193548,0.00069447153125,405
"406",0.000308698,9.65236470588235e-05,0.000184370764705882,0.000171116647058824,0.000174895,0.000152949,0.000575483117647059,0.000153832612903226,0.000148106612903226,0.0004376380625,0.000142415677419355,0.000170953764705882,0.000208195470588235,0.000248021411764706,0.000446302176470588,0.00104383252941176,0.000252163129032258,0.0002597644375,0.0004824096875,0.0006280700625,0.0006030220625,0.000238049294117647,0.000171540125,0.000314264764705882,6.19705882352941e-05,0.000100739470588235,0.000231276176470588,8.47764705882353e-05,0.000434182352941176,1.55774193548387e-05,5.9737935483871e-05,0.000180270375,0.0001713618125,6.51235294117647e-05,0.000800639176470588,1.87705882352941e-05,0.000385493882352941,0.000664466058823529,0.000960516411764706,0.0008128176875,0.000546932625,0.000337427125,0.0002756014375,0.0002965841875,0.0005624645,0.000245715588235294,6.249375e-05,0,8.05471935483871e-05,0.000108009176470588,0.000187811294117647,0.000343240647058824,0.000391056941176471,0.000596782176470588,0.000363702705882353,0.0002049110625,0.000217459,0.0003269815,0.000395451875,0.0012563676875,0.000448878806451613,0.0007007213125,406
"407",0.000311427,9.80167058823529e-05,0.000188299470588235,0.000173241705882353,0.00017072,0.000153261,0.000578560764705882,0.000156122677419355,0.000151217677419355,0.00043926671875,0.000144422064516129,0.000177640470588235,0.000208719058823529,0.000249519176470588,0.000450404647058824,0.00104861894117647,0.000256362774193548,0.00026222703125,0.00048699640625,0.00063242321875,0.00060774671875,0.000240216411764706,0.0001721539375,0.000314796470588235,6.35588235294118e-05,0.000102543058823529,0.000230049647058824,8.64470588235294e-05,0.000436809294117647,1.72645161290323e-05,6.23816129032258e-05,0.0001832038125,0.00016986884375,6.60529411764706e-05,0.000806565647058824,1.89588235294118e-05,0.000386609235294118,0.000671934882352941,0.000968096176470588,0.00082714740625,0.0005532661875,0.0003418509375,0.00027802253125,0.00029724115625,0.00056416075,0.000249838823529412,6.3578125e-05,0,8.61311612903226e-05,0.000109073647058824,0.000189879411764706,0.000346454705882353,0.000394516117647059,0.000599090647058823,0.000368047588235294,0.00020828921875,0.0002218965,0.00033389725,0.0004033825625,0.00126970090625,0.000468680838709677,0.00070697109375,407
"408",0.000314156,9.95097647058824e-05,0.000192228176470588,0.000175366764705882,0.000166545,0.000153573,0.000581638411764706,0.000158412741935484,0.000154328741935484,0.000440895375,0.000146428451612903,0.000184327176470588,0.000209242647058824,0.000251016941176471,0.000454507117647059,0.00105340535294118,0.000260562419354839,0.000264689625,0.000491583125,0.000636776375,0.000612471375,0.000242383529411765,0.00017276775,0.000315328176470588,6.51470588235294e-05,0.000104346647058824,0.000228823117647059,8.81176470588235e-05,0.000439436235294118,1.89516129032258e-05,6.50252903225806e-05,0.00018613725,0.000168375875,6.69823529411765e-05,0.000812492117647059,1.91470588235294e-05,0.000387724588235294,0.000679403705882353,0.000975675941176471,0.000841477125,0.00055959975,0.00034627475,0.000280443625,0.000297898125,0.000565857,0.000253962058823529,6.46625e-05,0,9.17151290322581e-05,0.000110138117647059,0.000191947529411765,0.000349668764705882,0.000397975294117647,0.000601399117647059,0.000372392470588235,0.000211667375,0.000226334,0.000340813,0.00041131325,0.001283034125,0.000488482870967742,0.000713220875,408
"409",0.000316885,0.000101002823529412,0.000196156882352941,0.000177491823529412,0.00016237,0.000153885,0.000584716058823529,0.000160702806451613,0.000157439806451613,0.00044252403125,0.000148434838709677,0.000191013882352941,0.000209766235294118,0.000252514705882353,0.000458609588235294,0.00105819176470588,0.000264762064516129,0.00026715221875,0.00049616984375,0.00064112953125,0.00061719603125,0.000244550647058824,0.0001733815625,0.000315859882352941,6.67352941176471e-05,0.000106150235294118,0.000227596588235294,8.97882352941176e-05,0.000442063176470588,2.06387096774194e-05,6.76689677419355e-05,0.0001890706875,0.00016688290625,6.79117647058824e-05,0.000818418588235294,1.93352941176471e-05,0.000388839941176471,0.000686872529411765,0.000983255705882353,0.00085580684375,0.0005659333125,0.0003506985625,0.00028286471875,0.00029855509375,0.00056755325,0.000258085294117647,6.5746875e-05,0,9.72990967741935e-05,0.000111202588235294,0.000194015647058824,0.000352882823529412,0.000401434470588235,0.000603707588235294,0.000376737352941176,0.00021504553125,0.0002307715,0.00034772875,0.0004192439375,0.00129636734375,0.000508284903225807,0.00071947065625,409
